subID,r_squared,nrmse,aic,obj_center,slope,intercept,bias_xmin,bias_xmax,bias_lower,bias_upper,flipped
30002.0,0.8930320619372273,0.11404877736194476,-29.636971920822347,0.48694596701310927,0.7842857132220876,0.11809523496050443,0.11809523496050443,0.09761905181740793,0.0,0.0,False
30004.0,0.7983240058147489,0.1460502538199433,-31.60314581944113,0.12709285690357905,0.46928572132975455,0.4403571369721446,0.4403571369721446,0.09035714169810083,0.0,0.0,False
30005.0,0.8931129529683886,0.1131404447244914,-28.64643358035142,0.4983036472023455,0.8421428532569274,0.08035714475668343,0.08035714475668343,0.07750000198638918,0.0,0.0,False
30006.0,0.7796135474809605,0.15449705845287653,-24.726652940022362,0.26026272936643796,0.7250000026906381,0.31130952050905963,0.31130952050905963,-0.03630952319969771,0.0,0.0,False
30008.0,0.9275969731007517,0.09362901590818051,-38.63045952379299,0.32240857906258596,0.5110714376376323,0.33522618399177795,0.33522618399177795,0.15370237837058975,0.0,0.0,False
30009.0,0.9597438082509872,0.07497293601832881,-40.31974366613168,0.4212422521730673,0.6179285746202062,0.23970237554489102,0.23970237554489102,0.14236904983490273,0.0,0.0,False
30010.0,0.8742399062121564,0.1300876482073148,-29.088047437831563,0.4475367920188171,0.74428571197142,0.1669047601188694,0.1669047601188694,0.08880952790971053,0.0,0.0,False
30011.0,0.8090529347339681,0.1581636401311647,-26.71155585479086,0.6206777367335601,0.6885714268862493,0.07261904518084474,0.07261904518084474,0.238809527932906,0.0,0.0,False
30013.0,0.9551060500140683,0.07458108453484684,-40.41801122222407,0.6006366839362105,0.5796428622353549,0.15184523335966277,0.15184523335966277,0.2685119044049824,0.0,0.0,False
30014.0,0.9136083678453578,0.1261378600929261,-24.98531779402725,0.5060876173611683,0.9877736242719559,0.0001,0.0001,0.012126375728044092,0.0,0.0,False
30016.0,0.8250509153819201,0.14255991536996745,-29.666518359607537,0.5522161547362651,0.5882142840040663,0.1751785699263292,0.1751785699263292,0.23660714606960453,0.0,0.0,False
