,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
0,-0.0397861363452642,0.3127678677795396,-0.0458221570397504,-0.0773653956737924,-0.2352789791741321,0.1119134107576399,0.2815405712304307,-0.0556840707517523,0.0849078128901999,-0.0290535818641387,-0.1321078012929483,0.1052367534535249,-0.0332785728574852,-0.0196742983494634
1,0.120793840354682,0.0679172205424141,0.0274608003168627,-0.0256020334208782,-0.1477730753356229,-0.0295430024210615,0.1949555571955059,-0.0767191584648495,0.1779086892232922,-0.2112528751758225,-0.0378404762121889,0.059360054282638,0.0247992800915589,0.0451658867473222
2,0.1064658337761348,0.1971592562272023,0.1619792534562066,-0.0673762165305302,-0.1803371608858022,0.0840209082003425,0.0953892312740455,0.1727471102929964,0.1323772417113146,-0.1578228480359062,0.0579047305379745,0.2094237626896768,-0.1030554079067039,0.1224881988347642
3,0.2228809228444729,0.0683848190701458,0.0963935222570828,-0.2399980338926191,-0.1790836968552577,0.0413953314943837,0.2392857876107826,0.0707528008853081,0.2348165058084905,-0.0580912877666133,-0.1613510523411189,0.1574991331127286,-0.1301923568420175,-0.02989753001658
4,0.0169910860167837,0.2168599708046082,0.0924414533004592,-0.0586054637739625,-0.1685326396698035,0.2937534140050457,0.100843408578655,0.2715090785654412,0.0805269839645373,-0.096226468532766,-0.0636618348838946,0.156400922949448,0.0219558936789747,-0.0903922390803345
5,0.3287587605794428,0.2715819042545109,-0.0480876258120094,0.0299760945371295,-0.4033077394736788,-0.029149032267053,0.3208157184347795,-0.0522184396983824,0.2204163533031945,-0.2455237927776435,-0.0814271009306651,0.1292931616550198,-0.0191511455721527,0.0840836696936096
6,0.0425048454913531,0.0700633787822123,0.0120617872266347,-0.2393414999495735,0.0626561566042531,0.111716423348504,0.1407761161378107,0.254003812872415,0.2104703730748248,0.0031277814027324,-0.1470050833007084,0.3872081123104303,-0.0623236215137256,-0.1410119748180593
7,0.0952675752912997,0.2701252007647798,0.012198187935488,-0.160574332948627,-0.2615938468036688,0.1318921471105825,0.1916536935585445,-0.0205132659457913,0.1308739886914558,-0.159831784794314,-0.1467290266552137,0.1492482329379115,0.0823890985549945,0.0316759278779313
8,0.0348337971854362,0.1898071921694833,-0.1020113864411184,-0.1246315297871943,-0.1203924776674319,0.0254894323689927,0.1604311293190591,0.2917719657297039,0.0347972021718054,-0.159810393955392,-0.1228575791436884,0.3456776521126638,-0.157020050682879,-0.0626762705796131
9,0.0883763947910494,0.2020883045962537,-0.0202470954893888,-0.0258089210870058,-0.2001057435074873,0.173253133086682,0.0241627379134143,0.2178938779086163,0.100168978770419,-0.1382538369679113,-0.1149292857267662,0.1136946208855657,0.0821597813072705,0.0120464906719668
10,-0.0065709051420451,0.1198448303744616,-0.0446418704756779,0.0233680358114852,-0.0701302392277916,0.0582415250604837,0.1903657551300602,0.2058028733065121,-0.057359270332589,-0.1348821781192292,0.0203466632501214,0.0816862938819812,-0.2128247652344285,-0.0201681932696214
11,0.1030620481171261,0.0909466887203534,0.0292331699228895,-0.0528261014037338,-0.246309564360026,0.0477960324104283,0.1928761346303649,0.1575018507154899,0.1247066886724047,-0.1781538439424711,-0.1833799582615425,0.2408167687036101,-0.0490082262479919,0.0411846364141973
12,-0.2866961086434851,0.175736971634681,0.0280780795365718,-0.1317015909194959,0.0444931361481585,0.0929006069946903,0.2624330985539715,-0.0313754423276986,0.066997698190734,-0.032361791712618,-0.1236880462873773,0.2240252373196105,0.0113572720881601,-0.122264146076599
13,0.2167317079127884,0.1144348189576572,0.0045983627782478,-0.0984025409017632,-0.3257894127218547,0.014829184184407,0.1050000451455965,0.305462563751376,0.0878977238449051,-0.1847027719757326,-0.03271074594426,0.1288718350153381,-0.2148713917492335,0.0547790528949037
14,0.106947708125331,0.1822326367147708,0.0295146276635916,-0.013671982357951,-0.3558284664523541,0.1723030696181123,0.355529254286734,0.1119902761020147,-0.0017996603679658,-0.0954916268145849,-0.100729249634083,0.2058026210075523,-0.1219980351933855,0.0354235458513858
15,0.0535173463521469,0.0162359261249037,0.0124953878862745,0.0355173638321096,-0.1516478815566545,0.1124308006327147,0.2761655031024402,0.1529835546908551,-0.0058161224261618,-0.1037717192882052,-0.0771930268448372,0.2339518217942745,-0.0629284705235999,0.0933832060800924
16,0.1963257323993898,0.3525909873305098,-0.0688249055151755,-0.0430062350870725,-0.2751006965228819,-0.1068560354793131,0.1435777088532152,0.0655040925143655,0.3246613234168737,-0.1644893297419253,-0.2633411158332565,0.3275132587141716,-0.1021555028072053,-0.0311613088003859
17,0.0780291441701397,0.3694313704655697,0.0207318023679459,-0.1227833505892091,-0.2970859682662893,0.147921431865438,0.2417327167624855,-0.0239639061978569,0.1295157353332294,-0.0712054289923957,-0.1706461149257823,0.1575678940935891,-0.1025671818161178,0.1139050317050824
18,0.1599486680220365,0.0035143376561309,0.0889840190299209,-0.1353470199216077,-0.2348190300355828,0.1727965898636236,0.041711624069878,0.3639431699419774,0.027338488455169,-0.1174235435669311,-0.0945207532249732,0.0322588250513755,-0.0547057362396511,0.1263544088109776
19,0.0661582215086821,0.1967407414262966,-0.0909643916594621,-0.038780326069611,-0.1034857873980324,-0.0045565382491121,0.1534199547422696,0.1679338902187395,0.1726120718608892,-0.1767682809873136,-0.04357203332443,0.2186647973149532,-0.1292984916767557,-0.0342674887649776
20,0.2208348296187859,0.3703342766108525,0.1397721202049014,0.0366076550265164,-0.5129158883738426,0.0763939074604503,0.1718983315911857,0.0584110940055031,0.2057634308807333,-0.0739798082666253,-0.0967267015353809,0.175901240626966,0.044725930550676,0.0529310417448141
21,0.0369101543447698,0.1184335858400805,-0.080656793867261,-0.050554744277279,-0.0589604776394905,-0.1016013640463048,0.2445616729523404,0.0074981692554408,0.2234418711521192,-0.1720403105236517,-0.0554341580842859,0.1932902944151415,0.0600080514375889,0.0863163323568113
22,0.2054521147930665,0.161060033474378,-0.0072492266166621,-0.0803916677906075,-0.1761521094312721,0.0890471745478509,0.1449862339285488,0.1722114289166531,0.1953409522341136,-0.0082513577712128,-0.17522796708026,0.2223866083948238,-0.0964439451081904,-0.0632043183164076
23,0.3040830056165243,0.2434632017418786,-0.0277648043837168,-0.0591984242987786,-0.3973092355403214,0.0774823482298131,-0.0104081953907573,0.1577051828541404,0.2714171795672585,-0.1287889489398715,-0.1766327047193184,0.0597418188408348,-0.054722517763763,0.0386787322178022
24,0.1324464749698603,0.1151838233657377,-0.0319953398069921,-0.077483584227845,-0.2678325969687266,0.1524631451017518,0.232461747099872,-0.0336834556262925,0.0262518655923748,-0.0922451997319674,-0.0325907859146445,0.100960408820654,0.1561133252647816,0.0343470168666459
25,0.2283617442973244,0.1521759334578188,-0.194255792318088,0.0565406526066948,-0.2568636127403566,-0.027581879539302,0.224599877142692,0.2416320137052819,0.163457376489506,-0.1688865449213233,-0.2467172423238615,0.2689813648813661,-0.2741844645371822,-0.1137986893178443
26,0.0132558410393995,0.0174445127559852,0.0529524557140878,-0.0693987087382718,-0.0654142245746197,0.0927527660530824,0.2070884597609584,0.2754122637663638,0.0703369661569848,-0.0451483615851825,-0.1907098785038234,0.4283440254515733,-0.240124873976172,-0.0734383466349171
27,0.213103185654249,0.0777620872689525,0.0229929644919648,0.0635879052148002,-0.1825966338203804,0.0059163935047553,0.1583364853064396,0.2299877600207402,0.1279464125650823,-0.19114461431803,0.0477077180583164,0.2693955544430606,-0.1750958612438478,0.0068361092613378
28,0.11579177496052,0.2096589291811167,-0.1063244212280087,0.0040399761950552,-0.1703843602694505,-0.0154346358978409,0.1959950428917247,0.0948853878790102,0.2527337067950652,-0.2017418876400516,-0.1256793064844575,0.2396130690733647,-0.0266720528162503,-0.1262646135494926
29,0.2908007208254127,0.2399297657770413,0.1038775142100773,-0.1120339107441408,-0.2848670972552737,0.0044398872401767,0.2245963976583717,0.0122371512608568,0.2426037207882844,-0.2321100996566815,0.1456436544783509,0.2660406280443235,0.1160913808748831,0.1081261573932742
30,-0.0494696215638152,0.2195645474858547,-0.0040858010977096,0.0168389670186346,-0.1968233538156087,0.1342023663838992,0.1958158055850752,-0.0609729921800105,0.1098081896034303,-0.0735193966467169,-0.0729036734193558,0.0858577635500899,0.0466752413518302,-0.0677866857619257
31,0.2035567970393442,-0.0838438098206143,0.1130910663513175,-0.0012548237010109,-0.2716716250042282,0.1736317420336643,0.1308268986822554,0.2304024399076106,0.1620310218101174,-0.0675660944208659,-0.103228309261512,0.0299317532754387,0.0515422967368126,-0.0281253999693066
32,0.0633756212914757,0.193281047444341,0.0312207581827893,-0.025104180693159,-0.2467180019601913,0.0414356481077542,0.3608014423499871,0.0055789770427873,0.1046421007633783,-0.1727661759046149,-0.0165127983832562,0.1641548071803873,-0.0219596055272617,-0.0592442488923468
33,0.0697935534823929,0.1596905522838607,-0.0040550845172088,-0.0121993422904508,-0.2242339654236227,0.1528819696225244,0.1685236605919703,0.1862340951087674,-0.0020383460164304,-0.1692912218752053,-0.1542359535225237,0.2568761640906746,-0.0550130933760345,0.0082861069395912
34,0.0608464192305693,0.2112489640304835,0.0577499951247513,-0.102565584646319,-0.22699450745956,0.0885044908965709,0.2679685482964198,0.082227239926608,0.1144749282568233,0.0281055506393513,-0.1494432841967556,0.2631608738009662,-0.0342330555650796,-0.0117581438301398
35,0.0030504849119804,0.0213674307668907,-0.0600576133884213,0.0179749977848723,-0.0420691642031102,0.1263983987077103,0.322305306814606,0.0664625948469084,0.0248173866424422,-0.2082525970744406,-0.1120469195830359,0.1410984767470107,-0.1284185757039705,-0.1137234235509711
36,0.2675963320862308,-0.1317545516937485,-0.0351249919882753,-0.2028431852196018,-0.2383625901110933,0.1125901308157047,0.1426739419151529,0.4372409983888534,0.3199131749521414,-0.0900222715432751,-0.1613346887561864,0.3737551708711922,0.0475091138853607,-0.2080313825017549
37,0.0225097645466976,-0.085225084049708,-0.0173980515537207,-0.0570562415722231,0.0629790941083923,0.1742025908944586,0.2462760626669235,0.3227795718062934,0.0808285595511581,-0.1169129875336149,-0.032823618326153,0.2477141363937313,-0.0634949081846008,-0.0905791978395915
38,0.1999752978313828,0.1621197224952386,-0.0711864879245989,-0.0672733963501088,-0.1720746444759594,0.0450834075303029,0.169829265767184,0.1213207503240969,0.2356199634657391,-0.1162346278840673,-0.1159231376888261,0.1651724639649947,-0.1472062490166565,-0.0671832241085212
39,-0.0588736492166178,0.205824502657579,-0.0287647020044096,0.0009347047982524,-0.1932875217052404,0.0393496414385501,0.2088853658947398,0.1154669722147006,0.0681720629300693,-0.1508935045017132,-0.1436559938502686,0.178978845100511,-0.0887416471379678,0.0110979817948175
