,condition,subtlety,pred_startpos,pred_color,prey_startpos,prey_color,preyMimic_startpos,preyMimic_color,sceneKeys,metadata_flname,pred_clipID,prey_clipID,preyMimic_clipID,reps
93,mimic,30,550,grey,310,yellow,250,black,"PredatorPreyMimic_mimic_30_preyPos310, 414_mimicPos250, 300",4d01a600-7cc9-4842-a764-7e542e49b2ff,fd5e99f8-6fa6-4343-888c-93081b594a4e,944b9b6a-51cb-480e-8049-9ead26adc42c,04b67aaa-4106-49a5-8c25-9c9ede834e69,0
94,mimic,30,550,grey,160,yellow,250,black,"PredatorPreyMimic_mimic_30_preyPos160, 331_mimicPos250, 300",7c6817dd-b767-43f6-ac68-0526e98a6d9e,63bdaa0f-532f-4bf6-b918-71a5711fb2f9,a8ba1da1-b789-4154-ba35-a380e1e40cc9,9a6340a4-84ad-4495-8dc5-ca2ded78c651,1
95,mimic,30,550,grey,554,yellow,250,black,"PredatorPreyMimic_mimic_30_preyPos554, 186_mimicPos250, 300",aafa2477-e6f8-4a3c-83f4-90e901459a0a,4eb850a8-7680-46be-b93e-5b3129c425c5,bfd31aa3-2920-419b-aef6-33409b109484,b689f186-6939-42d0-91c3-8cf777df6db1,2
96,mimic,60,250,black,474,yellow,550,grey,"PredatorPreyMimic_mimic_60_preyPos474, 422_mimicPos550, 300",3587071e-4537-406c-83f0-d8803f077fd2,5869683a-b423-4cdb-9767-d86b62b96e5c,5ae71e18-da76-4766-b6f4-1e7a3dfaf52b,3a3cc57d-d36e-40dd-a6bb-b09db7d4c47e,0
97,mimic,60,250,black,726,yellow,550,grey,"PredatorPreyMimic_mimic_60_preyPos726, 439_mimicPos550, 300",392a11d5-d101-452b-abbe-2fef6327567b,47e010aa-ecc5-445b-a46a-ad3d347e3ce8,9653ce44-f4d5-4a1e-9dcd-fec4b48d1e34,d4770dc8-186b-41bb-9070-1eb93314fcb3,1
98,mimic,60,250,black,609,yellow,550,grey,"PredatorPreyMimic_mimic_60_preyPos609, 354_mimicPos550, 300",7a0667e7-8139-4401-ac54-a32c486101b1,160b2e2f-964a-4ce7-8398-80b0b6b076f0,d30d13e9-d1b2-4173-9872-3a7c960c6d3d,10ad2db1-2b2e-46eb-912b-5abbe5680aa0,2
99,mimic,60,250,grey,768,yellow,550,black,"PredatorPreyMimic_mimic_60_preyPos768, 67_mimicPos550, 300",3a9ac477-b8f9-4d19-bc88-0a1c0b7de6a8,96ba8354-9e7f-4925-8d0f-11deba68e91a,131b86ac-546d-41e2-af42-8d3306324b9f,9f93be79-2293-46a4-b771-cb0dfc028766,0
100,mimic,60,250,grey,750,yellow,550,black,"PredatorPreyMimic_mimic_60_preyPos750, 217_mimicPos550, 300",8cfd37b4-08d1-4e73-97c4-bd994a4110f9,68f8bd07-52fe-4a06-bdd2-c38f78662ca0,db0e4e2a-9d51-48eb-9726-310e3c3dfe3b,24b2b6ad-f6b0-4ff6-9621-e6a89853e87e,1
101,mimic,60,250,grey,503,yellow,550,black,"PredatorPreyMimic_mimic_60_preyPos503, 102_mimicPos550, 300",ab00d160-e81d-4e88-8498-f20c2da7c451,00ee8591-7a49-48c7-b936-0c86d6590068,0033178b-71ef-4a9e-b9bb-d584cadbcb79,0710b8e8-3d6f-4c6c-acc0-7d80d2499caf,2
102,mimic,60,550,black,374,yellow,250,grey,"PredatorPreyMimic_mimic_60_preyPos374, 95_mimicPos250, 300",4f077c82-959e-43e6-9381-8f6126e6ff29,5dcceef8-a1c6-40a6-a760-61bc981f8eba,6f52f25f-262c-4352-b025-dfeeab8c7d40,18a8bbb3-97cb-4247-894e-beb3fa8dcde9,0
103,mimic,60,550,black,606,yellow,250,grey,"PredatorPreyMimic_mimic_60_preyPos606, 142_mimicPos250, 300",6418590c-6f2d-4615-be2c-7e81c50991d2,e4fed41a-7d8b-43f5-bbf2-24f90ad7e69c,80986996-858b-4c10-976f-c1856e26c10f,12e95813-5d33-49dc-8874-a656cfb52e76,1
104,mimic,60,550,black,293,yellow,250,grey,"PredatorPreyMimic_mimic_60_preyPos293, 287_mimicPos250, 300",a0907c50-1e49-490b-8fe4-a28c4b3b8be6,afaa506e-59da-47ec-82c8-3e10985fb383,36c39653-90dd-4166-b9d5-e541ac0a6191,34471d9c-f834-406e-81ec-5a81f3e133b5,2
105,mimic,60,550,grey,160,yellow,250,black,"PredatorPreyMimic_mimic_60_preyPos160, 331_mimicPos250, 300",286e3344-db14-477e-ad2f-4aaa462d29bf,3a28a353-0383-4f05-873c-43bae2614926,1d9376dc-39e4-4db3-b889-2804ce2f0213,45e5050c-1a71-4fea-8955-3dcf9d73b3aa,0
106,mimic,60,550,grey,554,yellow,250,black,"PredatorPreyMimic_mimic_60_preyPos554, 186_mimicPos250, 300",4e646db4-2eff-4502-93e5-442efafc7747,be7c8b76-102c-4ccb-bdee-2ce3a4eee499,8cb81407-73fc-4f8f-8c71-a8b4abaead43,9c4b6a11-8294-4ade-9937-f4232a2ebdfe,1
107,mimic,60,550,grey,628,yellow,250,black,"PredatorPreyMimic_mimic_60_preyPos628, 502_mimicPos250, 300",c03f6639-c5f0-4ded-bb0a-19a112cefe1c,26509a9a-970b-48f9-b685-97ecd0591d47,517eb163-eb9d-4850-b57c-35520b2178d3,f02dd2e5-38f7-4818-9d7b-8371f8261f2e,2
108,mimic,90,250,black,632,yellow,550,grey,"PredatorPreyMimic_mimic_90_preyPos632, 580_mimicPos550, 300",3929e9d5-259e-48e5-8556-ce09d3298e6b,990a8e67-ae71-467d-8f4b-83e225c9a7ec,396e79a1-de8c-4c81-9567-9a2cab008481,0b85e871-3ffc-4c77-9f4a-fe62a400f680,0
109,mimic,90,250,black,609,yellow,550,grey,"PredatorPreyMimic_mimic_90_preyPos609, 354_mimicPos550, 300",4e280da8-2f53-4fdf-81ca-f8372b757f6e,63b83623-4e4f-4b32-af63-67549a9a3cdd,46a06465-22b2-485c-8fea-e0153b02ac88,64f6403e-86e7-4a7a-bedc-2f668af6820a,1
110,mimic,90,250,black,474,yellow,550,grey,"PredatorPreyMimic_mimic_90_preyPos474, 422_mimicPos550, 300",866a8867-d05f-4a43-a450-97e5fd6015f8,9cc7e191-2493-4751-8b13-365e618dfbd7,156a947f-8d83-4536-9864-8e85f3fc8a43,bb24594c-29ba-4107-b978-6fe70407d9e9,2
111,mimic,90,250,grey,750,yellow,550,black,"PredatorPreyMimic_mimic_90_preyPos750, 217_mimicPos550, 300",4c50352d-2e1e-4e2e-ad43-613002422011,19cc6ff0-b2a8-40f4-864e-cf04c846ed1d,ecc2e4f6-129c-432f-ade4-9d19662e786e,505fe4bb-6c69-442a-becb-f07a88934e31,0
112,mimic,90,250,grey,768,yellow,550,black,"PredatorPreyMimic_mimic_90_preyPos768, 67_mimicPos550, 300",7e4763cb-3bf2-48e1-a717-5314c5f41fa6,7a4ec318-4579-4a3c-9e3c-a22902d1ec6e,61b665ea-dfb0-47dd-832b-ebc14c90027b,2e8380fe-7f6b-46e4-8a24-9d1cd6148312,1
113,mimic,90,250,grey,503,yellow,550,black,"PredatorPreyMimic_mimic_90_preyPos503, 102_mimicPos550, 300",7fa729b4-a76f-4d75-a22b-3ecddb220ae0,c640d71d-5324-42ef-b02f-201c4a1c0d54,95bb1feb-f268-46ff-b9fd-d10b7eca84e3,561486cf-dfd1-41ce-b460-fb144f0e419a,2
114,mimic,90,550,black,606,yellow,250,grey,"PredatorPreyMimic_mimic_90_preyPos606, 142_mimicPos250, 300",3e4850f1-08eb-4b7f-a253-925d01b19b55,35e4ecab-f673-4295-a213-38b9f05931bc,150274b4-8f57-4381-a449-fc8f9f6b30af,a52023d4-e95d-45da-9ff4-cef56e17a4b2,0
115,mimic,90,550,black,374,yellow,250,grey,"PredatorPreyMimic_mimic_90_preyPos374, 95_mimicPos250, 300",9ae052c1-4a6c-41ec-a1d2-e991b9c454c8,e6e8649e-7be4-43f6-8b55-d62d2d9a7dd6,2fce26fc-02ae-4581-9eba-e2050f21b134,f5847172-07c3-4938-a2e6-fac3dbcb8a49,1
116,mimic,90,550,black,54,yellow,250,grey,"PredatorPreyMimic_mimic_90_preyPos54, 186_mimicPos250, 300",b04bf045-4291-437c-b53e-6d779af76038,9e9d13e4-afd8-449b-a9e1-009051363b1c,72defcf1-8831-414c-9b6b-6e0e602d0d89,2e78cb81-1b28-405d-8010-a2cd51e5a895,2
117,mimic,90,550,grey,628,yellow,250,black,"PredatorPreyMimic_mimic_90_preyPos628, 502_mimicPos250, 300",0363101f-8ad9-4b32-a49c-743a28904a0f,cd2ed801-4503-49d9-953b-9b7ac2e482d4,32028696-3e0a-4bc9-bbb4-8cf40467c4f8,ae923cf2-607c-494f-97a8-e4c5bb5b933c,0
118,mimic,90,550,grey,160,yellow,250,black,"PredatorPreyMimic_mimic_90_preyPos160, 331_mimicPos250, 300",908170e2-ae62-4685-8bcd-9089e16e95f2,1a95e3ff-906b-46d4-bb37-495727ddfb60,be02354e-78c3-4d77-9ad8-63cc0ded588d,78584e69-322d-4aa7-9894-6e8a83e9a730,1
119,mimic,90,550,grey,TO BE FILLED,yellow,250,black,TO BE FILLED,TO BE FILLED,TO BE FILLED,TO BE FILLED,TO BE FILLED,2
120,mimic,120,250,black,632,yellow,550,grey,"PredatorPreyMimic_mimic_120_preyPos632, 580_mimicPos550, 300",2f9adc31-096c-49c5-ad0e-45cea6c1a263,bf71a573-e7f9-4170-949f-36f645f52047,6ddd31d5-af48-4c79-b0dc-1658e6300fc0,60362403-3a02-4bcd-9284-d4904783d56a,0
121,mimic,120,250,black,609,yellow,550,grey,"PredatorPreyMimic_mimic_120_preyPos609, 354_mimicPos550, 300",4284d8dd-a24d-4019-8d51-ef5ea25d433a,35cf91b8-8630-4bbf-8a7e-76d73d482b78,f1b911c3-4f9f-43ee-b44e-bca2c2b8f275,3a7d4df6-99f4-46a1-b3e3-1baa0ad50c79,1
122,mimic,120,250,black,474,yellow,550,grey,"PredatorPreyMimic_mimic_120_preyPos474, 422_mimicPos550, 300",961ceaa3-bae4-42e6-9900-d61b3f7d2b6a,a0f89461-3e45-4ca4-9a90-8eb2990d4dce,c5142275-ee7f-4390-8540-c620b2e27e5a,b2e501aa-3f66-4e2d-b27d-3739ef13eee2,2
123,mimic,120,250,grey,750,yellow,550,black,"PredatorPreyMimic_mimic_120_preyPos750, 217_mimicPos550, 300",295886e2-8a24-4eb8-b749-f743b3f77e19,66a4ac2f-3e6e-4786-889b-f9a476c06d41,f60f6ca0-7362-4355-b892-6da0277fc33c,8efaa3ab-bd64-4c9a-bff6-272845c08567,0
124,mimic,120,250,grey,768,yellow,550,black,"PredatorPreyMimic_mimic_120_preyPos768, 67_mimicPos550, 300",7ed77af1-6d60-43c4-9657-fde7e23cdef5,440a085a-b4c1-4ca6-af3d-e3a7251887c8,4309a794-08ff-4f9a-8915-da9aa64d7389,9ba5e2e0-f3bc-4e48-a42c-833e87b716d7,1
125,mimic,120,250,grey,503,yellow,550,black,"PredatorPreyMimic_mimic_120_preyPos503, 102_mimicPos550, 300",c709d720-a41a-45e2-b3d2-08102ef0dd28,aba8d505-d796-4972-9022-1957fd6dc33c,8aa03403-feed-48b8-9dcc-255e9bf1b584,43bbc4e0-6e29-4bd3-a09c-785e399154d6,2
126,mimic,120,550,black,374,yellow,250,grey,"PredatorPreyMimic_mimic_120_preyPos374, 95_mimicPos250, 300",77f3b233-1f4e-4ff8-9aee-a2c7193d7655,1241df60-b79a-4ffb-88bf-c5f7fdfbc2fc,c05b6ae1-bf23-4e86-9588-0453beefbfb1,a9042752-03b1-4087-be96-fff1f8cafdb8,0
127,mimic,120,550,black,293,yellow,250,grey,"PredatorPreyMimic_mimic_120_preyPos293, 287_mimicPos250, 300",a5b2d14e-7379-437b-b4ce-1fc499a5afa1,8be95b01-0d06-436e-bd4c-8b6ff3e15133,008a6993-05da-4012-b66a-93550342f088,807e6d07-07f0-41aa-b87d-29cbbdfc1242,1
128,mimic,120,550,black,606,yellow,250,grey,"PredatorPreyMimic_mimic_120_preyPos606, 142_mimicPos250, 300",bf1806ce-f5bf-4267-9b59-9311a18bb8e8,0c0563df-fbe0-4544-aa79-04fd7e17e04a,7f94ede3-5e8d-42c6-9eb4-09bf1e775514,b4a9b21a-45a5-4a2e-8071-9d466be84856,2
129,mimic,120,550,grey,554,yellow,250,black,"PredatorPreyMimic_mimic_120_preyPos554, 186_mimicPos250, 300",6ccf7af8-e546-4b8c-9638-a8cfdc77fdb2,38e5230a-067d-4e1a-ba2c-ebfbcf1612e4,03c692a7-4ec7-4a44-aead-a8b89c817187,f795b7b9-96e2-4f5e-9a42-80fc2a93391c,0
130,mimic,120,550,grey,628,yellow,250,black,"PredatorPreyMimic_mimic_120_preyPos628, 502_mimicPos250, 300",701355d0-4ab7-43fb-a2dd-0392c7a45de7,24367d59-27c7-43ed-8559-99ded87926be,ce6c7d47-6aa2-4b3c-90a2-899918f33fb6,a8a7a9eb-9f1a-48a4-aa86-ac3821c145a7,1
131,mimic,120,550,grey,160,yellow,250,black,"PredatorPreyMimic_mimic_120_preyPos160, 331_mimicPos250, 300",ff27abe6-51d5-45ca-9b97-247bc5079e60,efb43e3d-a50a-448b-aa5e-5f53ffaaeda3,a2716dd4-a2c4-421d-8484-8c84bec45322,63369b0f-4c0a-4567-87c0-c0d209a2bea0,2
132,mimic,150,250,black,474,yellow,550,grey,"PredatorPreyMimic_mimic_150_preyPos474, 422_mimicPos550, 300",b4c4be26-aec9-443f-9bbd-25df99c2840d,07b6b2df-39aa-4c37-8666-9399ed9964f8,43aceeee-85d8-4449-b469-7d1cdf9c0c81,42b908ee-93bd-4830-8e72-1101bbfa70ce,0
133,mimic,150,250,black,609,yellow,550,grey,"PredatorPreyMimic_mimic_150_preyPos609, 354_mimicPos550, 300",df2b4818-3777-48b6-924c-bcd056405d46,a69fc45d-19cf-4e97-b390-d1ee27dc6482,760b3f78-eb48-4286-87db-c504f52d371c,8a2533a4-76c8-4e59-9aa2-74671bff59a6,1
134,mimic,150,250,black,726,yellow,550,grey,"PredatorPreyMimic_mimic_150_preyPos726, 439_mimicPos550, 300",e3a5008f-dda4-4675-824a-6b278e6ce08f,853f2a62-2ca4-4ecd-9868-5390b87a41fd,38662f67-fe25-4d47-a579-bd62c83f95dc,a258dba8-8ffe-4154-87dd-206305855d8f,2
135,mimic,150,250,grey,768,yellow,550,black,"PredatorPreyMimic_mimic_150_preyPos768, 67_mimicPos550, 300",1b31e266-55d6-4286-af68-8a316608fe1f,a0d722c4-18a1-440d-be83-2c833973e35e,2b4c805c-c248-4aa3-b22d-f743160bc7a4,5007dfa1-8630-45af-a0e7-a476c2c86b50,0
136,mimic,150,250,grey,750,yellow,550,black,"PredatorPreyMimic_mimic_150_preyPos750, 217_mimicPos550, 300",24c2e50f-6cd9-4181-bf15-db2e7239f3c3,a7060e4f-fc26-4b48-a346-ee9c98bd2d45,2d982497-9c3e-4bcb-8b40-ad98a343b90f,2021cdba-158c-4263-966a-50f9e567a108,1
137,mimic,150,250,grey,417,yellow,550,black,"PredatorPreyMimic_mimic_150_preyPos417, 525_mimicPos550, 300",61eee444-3c06-4628-b4f4-ff144eb1d500,53d6be21-9ffd-41d4-a2b1-4798b400013d,119c56ed-e5c3-4381-bed3-6c1a4da3c4e2,c122202d-19d5-4c76-8b29-226c4242fb99,2
138,mimic,150,550,black,54,yellow,250,grey,"PredatorPreyMimic_mimic_150_preyPos54, 186_mimicPos250, 300",4e1f0fd0-6be1-4dea-9769-9d52ec74cd81,fe39024c-80d8-449a-b978-f5ee3de29cab,d5e9fa3e-ac94-4268-a056-d1cc263d6fe5,cf46f0ae-7020-4f94-a090-bc5f1f4b9612,0
139,mimic,150,550,black,374,yellow,250,grey,"PredatorPreyMimic_mimic_150_preyPos374, 95_mimicPos250, 300",9e873205-feb6-41c9-980d-930f2850eaef,44933fcd-2637-4740-81c4-6658f12eaaba,5a77e4fa-d6f7-459a-9f53-1d1642261133,0712fb75-9893-478a-8f65-d4b0267838bf,1
140,mimic,150,550,black,606,yellow,250,grey,"PredatorPreyMimic_mimic_150_preyPos606, 142_mimicPos250, 300",a4025c10-2bc6-475f-b2bb-23992061eb07,69f1af63-5856-4b74-b70e-da3df21e44b1,9fbd19db-2dc2-48f5-9308-6a2037137bbc,286e0f64-370a-4ca1-8630-18bd76349e27,2
141,mimic,150,550,grey,554,yellow,250,black,"PredatorPreyMimic_mimic_150_preyPos554, 186_mimicPos250, 300",55f379fa-f719-4bdf-85a4-a15f0d03283d,7998c4af-9759-44fc-8789-16ef5c2e305d,2dad3579-9f0f-4811-8d89-d4109e5ad564,6c74c496-6848-443a-8ead-a2e23fe368bc,0
142,mimic,150,550,grey,628,yellow,250,black,"PredatorPreyMimic_mimic_150_preyPos628, 502_mimicPos250, 300",7bed8e1f-5a90-4a6d-a34e-009727a27581,f77cc863-1ad1-494c-a753-f8c7b870c71e,9a0fdf40-df7c-4698-a1d1-29e5d6357762,41662819-065e-4c32-aebe-9c5c33e3b84a,1
143,mimic,150,550,grey,160,yellow,250,black,"PredatorPreyMimic_mimic_150_preyPos160, 331_mimicPos250, 300",e9db5801-6830-4609-97a0-46296598a5b7,fc55d11c-d63c-4531-8ecd-66b3d59077c4,8309e3dc-36d1-40dd-b66a-f503f4dbe7ff,75a361d6-25b8-4cb9-b01d-e2ea13cb5253,2
144,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep7,00139b14-fa60-4af8-9eba-0b4965060c34,0ca32a2b-8fef-4e90-97f8-8b0b7864443a,f3af9580-b1d9-4f97-83b6-29ea1857589d,,0
145,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep0,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,71a16265-589d-4370-b435-dd7b3734ab51,d296d47c-0a84-4e64-8802-96fc7d56538e,,1
146,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep10,21ca5095-0a92-499b-9d26-d8a5f4a0841a,5c1fcc55-daaf-443f-b312-d42b6d0c3c77,f5b8cf8c-9e54-4299-9ab9-529a21c12544,,2
147,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep2,5dbc75c6-6973-4ae1-aaf0-d3b84feb4723,be83047f-312d-4342-8427-fd3c7f4e146b,19cf1f2c-c38d-4cc7-8f37-220a88c0abbd,,3
148,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep0,70f615a0-31d5-42b9-a44b-f5746c0b41a8,017748dc-1d4e-414e-9afa-ffa246594d88,038ce6c1-fb02-411e-8be6-51bd1fd2dfcb,,4
149,wander,180,250,black,550,grey,,,wanderScene_pseudoPredator_spawnPoint250_colorgrey_rep8,b70d0259-cb69-48f1-b026-46452cf6e70f,e4803caa-c656-45de-931a-3210fad27ae8,aff5ba04-6436-4e52-a3b4-09f11548f637,,5
150,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep3,124f53c2-90c6-4716-8221-e86088f8d257,16dcd8b8-407c-410c-90f9-a4e49847ba83,4c589fcd-4340-4be0-8a6e-446ff5e01202,,0
151,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep9,1d35e834-4947-46b2-9cbd-816ea4587c6f,e2e8fcb4-1f24-4f43-9b05-080698e72dc5,83247839-cf29-4c50-84e3-9e0b00a3f3f4,,1
152,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep7,46975d67-ead1-4d29-93d2-9fbd40dad49d,4bcbed19-b4d7-4c9c-bd25-f0c6cd1cfdc6,2dce683f-522f-4f79-869a-65fc559ee7c9,,2
153,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep0,4a6f7598-dc16-47d6-987e-a48c1f938428,9b06f6c8-1e4f-45c3-9432-5c05e8157be2,50897149-2cc1-46e5-9a8f-6ce2514c7043,,3
154,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep6,5ce017a9-f595-403c-a861-53e49993751a,0af98739-00ea-4323-af0e-dcb0b0f367b2,672c9735-1799-4fb2-aed5-6e778a11fef8,,4
155,wander,180,250,grey,550,black,,,wanderScene_pseudoPredator_spawnPoint250_colorblack_rep0,7bee52f4-919b-4633-b742-a0181f5f7f01,79c8b907-14c8-438d-81e9-e318ed1fbf97,56697b5a-22e9-44ff-867c-0ccfb084ab58,,5
156,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep10,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,6bf8304e-4b72-4d8b-bd39-1cfd59e73894,57e9eb49-2e2c-44e2-a0bd-331b89e9e4af,,0
157,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep6,1c695094-312c-450a-ac7f-f994dabb958d,386dec5e-5d9f-4385-879f-1abb093b3564,55e398c1-f6be-4105-9a20-4e18dbac3176,,1
158,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep8,2d4bdbd9-d1de-4787-8cc8-a317b9d4c68d,3f46a7d5-f39d-477a-8c08-cafd4fac213a,2980f565-6a54-4861-a654-a76634335213,,2
159,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep7,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,70fa8b84-d368-4323-b5da-e9884d4dba67,f8e35ee3-8e5e-459a-b299-f8e6027c08d7,,3
160,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep9,802575f0-631d-4eeb-9e49-3b401b11b953,a33ed994-2a47-4a58-90dc-1c4b64fb8323,2dae1954-2557-4769-997b-034155484c14,,4
161,wander,180,550,black,250,grey,,,wanderScene_pseudoPredator_spawnPoint550_colorgrey_rep4,977e0607-6332-4db4-ab12-9d17dce4dc85,15ff9c7a-190d-4faa-87ce-9e4e57074e3c,8599f4e9-f282-437e-b136-c1b7c45ed961,,5
162,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep9,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,acbf0711-0333-4447-b527-eeeed5f6fa88,993ec3da-531b-4d8f-9944-5e597add056a,,0
163,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep7,2176e0c4-bf6c-4f4a-a64b-23825205a150,77d25261-da47-430f-b5fa-2525ff1b239c,c2f3d7ca-63b8-405d-86ae-677a6ba3cde9,,1
164,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep1,27771508-6d61-4618-83ca-4bc020efddfe,587ad279-9451-4d98-af44-c9a8bf244d5f,5caa716c-c501-40cf-b1c6-5a1fe87a4a00,,2
165,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep8,2cf66fb7-ab1d-466b-be40-d9f856dc213f,e1cd0daf-a333-4b82-9e90-37bf2f77ab89,6ffa985f-1b2a-4f59-93d4-01552f8571fb,,3
166,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep0,68be0cf8-ea92-4566-b84a-cbd60b2e5547,c279e259-f440-49ea-95f7-b57eb64f17f3,4097602b-20d4-4907-99ff-3685c47a4c64,,4
167,wander,180,550,grey,250,black,,,wanderScene_pseudoPredator_spawnPoint550_colorblack_rep3,8af66fd7-6ab4-47a3-a88c-02fd34772ac6,18be8ca8-df76-419b-872b-caa41a1f5998,0a428389-0dbf-4d58-889e-4acdb9d3868b,,5
