,subID,stimset_rows,subtlety,responses,movie,trial_num
0,15018,20,150,THE TWO DOT WHERE MOVING CLOSE TO EACH OTHER  BUT AVIODING COLLISION,9c46112a-3307-42b7-8386-bdf38ba679af,0
2,15019,26,150,"the black dot bounced off the side, the grey dot was going around in a small square in the middle",275adee0-f228-423e-816a-e5e70b874bf3,2
0,15020,23,150,Black was doing longer movement whilst grey was snake like and quite jittery,4270e833-4dad-483f-85cb-3dee1fccc571,0
4,15021,28,150,big gap between moving dots,4270e833-4dad-483f-85cb-3dee1fccc571,4
5,15022,32,150,The dots were moving on the screen independently from each other,5744f837-93bf-4eba-bddf-e630dedf974e,5
4,15023,31,150,"The gray dot went in clockwise circles. The black dot went up and down repeatedly, but generally was moving up.",1247c2a3-9c1a-478d-ad2b-6640715d76a4,4
3,15024,34,150,The dots moved along the screen pretty much independent of one another,18487641-212a-4e1e-8730-31709d721382,3
6,15025,37,150,the dots slightly circled the centre,10a07293-2c74-4b8a-bbef-b0f436cde5fb,6
6,15026,27,150,The two dots seemed to be moving randomly and sepparatetly to each other within their own areas. they each had a different speed and pace.,7e113c5d-92b4-4c01-9588-dae0fb76eb5f,6
5,15027,35,150,"The dots moved around their zones, but wandered into each other after some time.",9c46112a-3307-42b7-8386-bdf38ba679af,5
4,15028,30,150,Now the grey one is sort of chasing the black one. Once again it looks like some wary defense is coming from the black dot as it stands on guard trying to anticipate the grey dot's moves.,99fed5db-be9d-4d5f-8fef-1baaad5f1b70,4
0,15029,29,150,"the gray dot did a circle and then went down and up in a right hook shape, the black dot moved a little to the left and right bouncing slightly up and down as it was moving. the grey dot was on the left side and the black dot was on the right side.",14f7fa8d-a7a5-4171-bdbf-8a076fb08d9c,0
3,15030,40,150,getting closer to each other,5744f837-93bf-4eba-bddf-e630dedf974e,3
4,15031,41,150,grey dot staying in same area black dot more free,18487641-212a-4e1e-8730-31709d721382,4
4,15032,39,150,Both dots making seperate random movements,14f7fa8d-a7a5-4171-bdbf-8a076fb08d9c,4
1,15033,45,150,The grey dot was moving towards the black dot but getting lost on the way,99fed5db-be9d-4d5f-8fef-1baaad5f1b70,1
1,15034,43,150,"Both dots moving downwards slowly, with the grey dot hovering closer towards the black dot",9c46112a-3307-42b7-8386-bdf38ba679af,1
4,15035,44,150,"The grey dot moved toward the bottom-right corner and then moved in a small circle, while the black dot made seemingly random movements and remained in largely the same area of the field",7e113c5d-92b4-4c01-9588-dae0fb76eb5f,4
2,15036,42,150,The grey one was moving fast and the black one couldn't make up it's mind.,4cd79935-2124-4c73-9bff-ce0554f08119,2
2,15037,46,150,The light grey was repelling the black,2a1ab94f-201b-4fa2-9947-1eab7365fb0f,2
2,15038,48,150,the grey dot is hovering around while the black dot is descending,99fed5db-be9d-4d5f-8fef-1baaad5f1b70,2
4,15039,47,150,"Both dots appeared to be moving randomly, with no pattern or obvious trajectory and without recognition of each other",4270e833-4dad-483f-85cb-3dee1fccc571,4
5,15040,51,150,"Black one moving rigidly, grey one floating",1247c2a3-9c1a-478d-ad2b-6640715d76a4,5
3,15041,52,150,Black dot was trying to get round grey dot,2a1ab94f-201b-4fa2-9947-1eab7365fb0f,3
5,15042,53,150,getting closer together whilst rotating anti clockwise,10a07293-2c74-4b8a-bbef-b0f436cde5fb,5
2,15043,56,150,Dots were not related to eachothers movements,7e113c5d-92b4-4c01-9588-dae0fb76eb5f,2
1,15044,54,150,black and grey are unrelated and black is moving down,18487641-212a-4e1e-8730-31709d721382,1
2,15045,50,150,The black dot appeared to be stalknig the grey dot from a distance before losing interest,4cd79935-2124-4c73-9bff-ce0554f08119,2
2,15046,57,150,they were moving slightly to left of screen,4270e833-4dad-483f-85cb-3dee1fccc571,2
5,15047,61,150,"Dots were moving almost in sync, ",7e113c5d-92b4-4c01-9588-dae0fb76eb5f,5
3,15048,60,150,Black dot was following a predetermined path (spelling something about) grey was moving around randomly,10a07293-2c74-4b8a-bbef-b0f436cde5fb,3
5,15049,58,150,"Grey drew a pattern on the left side of the box while black did similar on the right. Both were going down as they made their pattern. Greys was a bit more dynamic, with some circling and quick up/downs at one point.",9c46112a-3307-42b7-8386-bdf38ba679af,5
6,15050,62,150,"They appeared to be 'doing their own thing' and not be impacted by each other until they got very close, then avoiding action was taken",18487641-212a-4e1e-8730-31709d721382,6
5,15051,64,150,the dots were both making circles and floating around the centre of the screen,2a1ab94f-201b-4fa2-9947-1eab7365fb0f,5
4,15052,69,150,it looked like the black dot could not decide whether to chase or run away from the grey dot,14f7fa8d-a7a5-4171-bdbf-8a076fb08d9c,4
1,15053,67,150,"The dots were far apart from each other at first, then moved closer together to each other but they did not touch each other.",5744f837-93bf-4eba-bddf-e630dedf974e,1
5,15054,70,150,The dots movements were seemingly unrelated. The dark dot appeared confused,4cd79935-2124-4c73-9bff-ce0554f08119,5
3,15055,71,150,moving quickly left to right. dots didnt really move from where started,275adee0-f228-423e-816a-e5e70b874bf3,3
5,15056,65,150,the black dot was moving toward the upper left side while the white was in the middle,4270e833-4dad-483f-85cb-3dee1fccc571,5
2,15057,68,150,Both dots were staying a certain distance away from each other but moving the same way ,9c46112a-3307-42b7-8386-bdf38ba679af,2
6,15058,73,150,the grey dot was moving in the bottom right section of the square and the black was moving in the top left section,7e113c5d-92b4-4c01-9588-dae0fb76eb5f,6
5,15059,74,150,they were aimlessly going in different directions,2a1ab94f-201b-4fa2-9947-1eab7365fb0f,5
3,15000,0,180,moving largely in line up and down,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,3
1,15001,1,180,A grey dot and black dot appeared to move around the screen without any certain direction.,7bee52f4-919b-4633-b742-a0181f5f7f01,1
2,15002,2,180,they were both going in somewhat circular movements somewhat far from each other,802575f0-631d-4eeb-9e49-3b401b11b953,2
4,15003,3,180,both dots going around in random circles,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,4
5,15004,6,180,grey moved in circles black from top to bottom,4a6f7598-dc16-47d6-987e-a48c1f938428,5
4,15005,11,180,"both dots meet by accident, they are not interested in each other",70f615a0-31d5-42b9-a44b-f5746c0b41a8,4
4,15006,12,180,Both just seemed to float in the middle and then one moved upward and one down,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,4
1,15007,13,180,moving on their own,4a6f7598-dc16-47d6-987e-a48c1f938428,1
5,15008,21,180,moving away from each other,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,5
4,15009,10,180,They were staying an equal distance apart from each other while moving in a similar pattern.,124f53c2-90c6-4716-8221-e86088f8d257,4
3,15010,17,180,Just moving in circles,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,3
1,15011,15,180,"Moving in a sort of circular way to begin with, joined together and then went in opposite directions",2176e0c4-bf6c-4f4a-a64b-23825205a150,1
3,15012,21,180,Box black and gray dots approached and then seem to tbe repelled away from one another,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,3
3,15013,14,180,they were playing ,70f615a0-31d5-42b9-a44b-f5746c0b41a8,3
3,15014,16,180,the grey dot was moving at the top of the page and the black one was mimicking its moved but at the equal distance it started with ,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,3
4,15015,23,180,black dot going towards right corner gray dot moving toward black,7bee52f4-919b-4633-b742-a0181f5f7f01,4
6,15016,25,180,The dots seems to want to attack each other but on one wants to make the first move,00139b14-fa60-4af8-9eba-0b4965060c34,6
0,15017,19,180,The dots were moving in curvy lines - perhaps drawing or writing? ,124f53c2-90c6-4716-8221-e86088f8d257,0
6,15018,20,180,BOTH DOTS ARE FA APART FROM EACH OTHER,802575f0-631d-4eeb-9e49-3b401b11b953,6
0,15019,26,180,"the dots were floating, they began to go in small circles upwards then floated downwards",4bc5af99-ede5-49ec-a929-d4fc6fae9b43,0
2,15020,23,180,Grey stayed in one position circling whilst black was moving irregular,7bee52f4-919b-4633-b742-a0181f5f7f01,2
3,15021,28,180,randomly moving dots keeping a distance,4a6f7598-dc16-47d6-987e-a48c1f938428,3
6,15022,32,180,"The dots were moving on the screen, light dot made a circle",12a3cd27-040f-4199-9edb-5cd4bb71b3d0,6
5,15023,31,180,The black dot moved up to the top of the screen and went in small circles once it reached the top. The gray dot moved in circles on the lefthand side of the screen.,7bee52f4-919b-4633-b742-a0181f5f7f01,5
5,15024,34,180,"The dots moved on the screen, black dot kept to the left side and gray dot to the right",27771508-6d61-4618-83ca-4bc020efddfe,5
2,15025,37,180,both dots moved in the circular motion away from eachother,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,2
2,15026,27,180,"the two dots were moving around at a medium distance to each other, sometimes the grey dot was moving towards the black to and at other times the black dot was moving towards the grey. each time a dot was trying to move close the other was moving away.",124f53c2-90c6-4716-8221-e86088f8d257,2
4,15027,35,180,"The dots stayed in their own zones and circled around some, no movement towards each other.",802575f0-631d-4eeb-9e49-3b401b11b953,4
0,15028,30,180,The dots were sort of wiggling(?) towards one another before going up and keeping a distance between them.,70f615a0-31d5-42b9-a44b-f5746c0b41a8,0
5,15029,29,180,the grey dot made a somewhat figure of eight motion around the left side of the box and the black dot move in a sort of hooked shape nearing the grey dot in the center of the box,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,5
0,15030,40,180,moving together,802575f0-631d-4eeb-9e49-3b401b11b953,0
3,15031,41,180,no pattern this time,7bee52f4-919b-4633-b742-a0181f5f7f01,3
3,15032,39,180,Dots were moving independantly almost in their own individual circles,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,3
0,15033,45,180,The dots were floating almost simultaneously following the same path but the black one wanted to catch the grey one. It was like they were playing tag,2176e0c4-bf6c-4f4a-a64b-23825205a150,0
4,15034,43,180,Both dots hovering parallel to each other in the central plane of the box,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,4
6,15035,44,180,The grey dot moved around in the central-left area of the field while the black dot moved slowly down the right side,4a6f7598-dc16-47d6-987e-a48c1f938428,6
1,15036,42,180,It looks like they're dancing,00139b14-fa60-4af8-9eba-0b4965060c34,1
4,15037,46,180,"Light grey moving toward black, black making small circles toward top right",124f53c2-90c6-4716-8221-e86088f8d257,4
4,15038,48,180,"the grey dot is almost going around in circles, the black dot not so",4bc5af99-ede5-49ec-a929-d4fc6fae9b43,4
2,15039,47,180,both dots appear to have been moving independently with no regard for what the other was doing. ,70f615a0-31d5-42b9-a44b-f5746c0b41a8,2
4,15040,51,180,Both floating in their own spaces,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,4
6,15041,52,180,Grey dot was watching the Black dot,124f53c2-90c6-4716-8221-e86088f8d257,6
3,15042,53,180,quite apart. Black dot was drifting top right. Left dot was moving bottom left.,802575f0-631d-4eeb-9e49-3b401b11b953,3
6,15043,56,180,Moving independently ,7bee52f4-919b-4633-b742-a0181f5f7f01,6
3,15044,54,180,both going in circles at different times,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,3
3,15045,50,180,both dots were interested in each other but did not want to actually make contact,70f615a0-31d5-42b9-a44b-f5746c0b41a8,3
5,15046,57,180,they were moving in small curves slightly to left,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,5
3,15047,61,180,Grey dot was following the black dot from a distance,7bee52f4-919b-4633-b742-a0181f5f7f01,3
5,15048,60,180,"Black dot was travelling diagonally SW to NE, grey dot was moving around jerkly in a small area",70f615a0-31d5-42b9-a44b-f5746c0b41a8,5
2,15049,58,180,Black is going in a small circular pattern along the horizontal center line but on the left half of the box. Grey was doing the similar pattern in the middle top of the box.,00139b14-fa60-4af8-9eba-0b4965060c34,2
5,15050,62,180,"They were independently drawing small circles and moving, but not impacted by each other",4bc5af99-ede5-49ec-a929-d4fc6fae9b43,5
4,15051,64,180,the black dot was moving in circles near the bottom right corner while the grey was doing the same near the top left corner.,4a6f7598-dc16-47d6-987e-a48c1f938428,4
5,15052,69,180,the two dots were trying to get away from each other without going to far from each other,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,5
2,15053,67,180,This time the dots moved around but they were further apart from each other and they did not touch each other.,27771508-6d61-4618-83ca-4bc020efddfe,2
3,15054,70,180,The dots movements were similar but seemingly unrelated,124f53c2-90c6-4716-8221-e86088f8d257,3
2,15055,71,180,going around in a circle- opposing ends one top and towards bottom of screen,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,2
0,15056,65,180,They were moving randomly,802575f0-631d-4eeb-9e49-3b401b11b953,0
6,15057,68,180,The dots touched then went away from each other,2176e0c4-bf6c-4f4a-a64b-23825205a150,6
0,15058,73,180,They were mirroring each other and moving at the same time,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,0
2,15059,74,180,they were making circles,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,2
