,stim_file,condition,subtlety,slider,RT,accuracy,subID,trial_ind,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
265,cf6ad30a-98ab-45d8-98d9-92352096afee,chase,30,100.0,2.85,1,301,13,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
266,4f1db8f7-63a7-4e49-b31b-12adcf107bf0,chase,150,0.0,4.434,1,301,14,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
267,5dbc75c6-6973-4ae1-aaf0-d3b84feb4723,wander,180,0.0,3.695,1,301,15,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
268,64e6dcf6-35e5-46ef-8d1c-80a6786a24f6,chase,90,100.0,3.048,1,301,16,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
269,981221b7-2aa0-476c-b101-390d6cc3dd1a,chase,120,30.0,3.521,1,301,17,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
270,67a027b6-67e1-4784-aaad-ab48b5731cca,chase,0,100.0,3.488,1,301,18,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
271,c40a4196-baf2-4992-afe5-aeca6b69a170,chase,30,100.0,3.184,1,301,19,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
272,884bc951-67a6-42bd-8ea7-ece0c8745d3f,chase,0,100.0,2.775,1,301,20,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
273,46975d67-ead1-4d29-93d2-9fbd40dad49d,wander,180,5.0,4.817,0,301,21,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
274,65c87d60-ca32-4b8c-862c-41cd8e585b4b,chase,0,100.0,2.931,1,301,22,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
275,c1b6f573-136b-414a-a6ec-8628f66a51e1,chase,150,0.0,3.985,1,301,23,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
276,398e7f33-6d63-47e3-9a9a-74e474cd8a1d,chase,30,100.0,2.819,1,301,24,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
277,8af66fd7-6ab4-47a3-a88c-02fd34772ac6,wander,180,28.0,3.118,1,301,25,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
278,7f76ce9f-1463-4e78-87a4-6a54cd80ee88,chase,90,85.0,3.006,1,301,26,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
279,ae7d3eb8-dc5d-447b-b5c5-9b30fb3b8314,chase,60,100.0,2.644,1,301,27,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
280,cd9d4d31-b57e-4c3d-86c6-267ce9eec948,chase,60,100.0,2.803,1,301,28,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
281,64673dfa-0706-4fb2-a297-b988740292d5,chase,90,87.0,3.017,1,301,29,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
282,9d561139-a905-406b-83a0-38ea62293ed9,chase,90,68.0,2.729,1,301,30,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
283,b3b1ce6f-50f4-4922-80d2-b53f06819db2,chase,120,96.0,3.091,1,301,31,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
284,738dba2c-d7cb-488e-b971-0dc50c74bf4b,chase,30,100.0,2.756,1,301,32,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
285,2b3090fe-a6e0-4e32-8e43-767b0d526444,chase,60,100.0,2.813,1,301,33,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
286,184c8795-2f00-4c7d-bc10-bd7de3066a20,chase,60,87.0,3.554,1,301,34,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
287,0ea38b84-b2dc-4072-b4b8-3dce5f53debc,chase,120,18.0,3.473,1,301,35,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
288,496c052f-24cd-4731-b1a3-dc6a8076719b,chase,120,59.0,3.036,1,301,36,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
289,18c4991b-f4d6-47a6-b29a-81f425410c0e,chase,120,4.0,3.849,1,301,37,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
290,58ff2cb6-e661-4be4-945c-d3f9ab5180c6,chase,150,68.0,2.727,1,301,38,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
291,b70d0259-cb69-48f1-b026-46452cf6e70f,wander,180,4.0,3.316,0,301,39,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
292,1c695094-312c-450a-ac7f-f994dabb958d,wander,180,0.0,2.578,0,301,40,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
293,4e913eda-699f-4aa1-831d-c82fb169914c,chase,60,91.0,2.955,1,301,41,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
294,12ba80f8-98cb-4c76-836d-72c2d6364a8e,chase,120,22.0,2.953,1,301,42,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
295,2d4bdbd9-d1de-4787-8cc8-a317b9d4c68d,wander,180,0.0,3.854,1,301,43,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
296,86edbcec-0b0a-41d9-9c9e-d5df43732237,chase,30,100.0,2.933,1,301,44,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
297,4fb304a5-e4d9-4469-a34d-360a50cb0d09,chase,60,96.0,3.954,1,301,45,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
298,977e0607-6332-4db4-ab12-9d17dce4dc85,wander,180,3.0,4.802,1,301,46,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
299,6164475a-8bff-4ee0-8fef-043a34cd7da5,chase,120,26.0,3.261,1,301,47,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
300,411043c2-72c5-48c5-8cb7-febcebc40f98,chase,30,100.0,3.204,1,301,48,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
301,2cf66fb7-ab1d-466b-be40-d9f856dc213f,wander,180,14.0,3.606,1,301,49,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
302,5ce017a9-f595-403c-a861-53e49993751a,wander,180,24.0,2.901,1,301,50,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
303,c4c5c990-2898-4b30-8454-9be48985cf75,chase,150,65.0,3.108,1,301,51,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
304,6d712780-43b4-49f9-9bb8-c6ef920b78bd,chase,0,100.0,2.76,1,301,52,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
305,f9e978d5-51e5-401a-8c9a-df747f2dec53,chase,0,100.0,2.791,1,301,53,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
306,93865245-a3be-41b2-a17e-29b2b6043800,chase,90,76.0,2.855,1,301,54,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
307,3dbf8de7-1bf7-4a43-a5e3-4366a94ea690,chase,90,73.0,2.694,1,301,55,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
308,21ca5095-0a92-499b-9d26-d8a5f4a0841a,wander,180,0.0,3.713,0,301,56,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
309,4fb58057-109b-400f-8b1d-d9afc6926a6c,chase,60,100.0,2.896,1,301,57,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
310,24724e9a-8a79-4ab8-a58f-e007c5d00714,chase,120,67.0,3.363,1,301,58,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
311,f8c01499-8009-448b-9476-a38a582d3db6,chase,150,72.0,2.676,1,301,59,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
312,e4dd3e31-b4f2-4f66-9e70-0665b6bcd089,chase,30,100.0,2.586,1,301,60,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
313,c8a1258a-1920-42bf-98e8-6c2dcc03a258,chase,60,100.0,2.802,1,301,61,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
314,92158ea9-b156-4e87-a2e3-ff0845033b9c,chase,150,9.0,4.736,1,301,62,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
315,ebb2b54b-03ef-482e-98e6-c30b11e93f54,chase,90,100.0,2.95,1,301,63,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
316,d145a05f-e3c9-4244-b83b-2792e29b0493,chase,150,57.0,3.576,1,301,64,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
317,f4c4b671-d1de-4b8d-adad-ab6e05900d81,chase,90,78.0,3.34,1,301,65,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
318,a680f7c6-9605-4481-a14d-c24d8d7b99bc,chase,30,100.0,3.027,1,301,66,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
319,42d1593c-1903-4c06-8304-6d2b29c5be37,chase,30,98.0,6.7,1,301,67,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
320,599df54c-434d-46db-a56a-5698a4ae9a9e,chase,150,0.0,3.528,1,301,68,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
321,45126725-a7eb-4318-86c4-1af84082e8b8,chase,30,100.0,2.721,1,301,69,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
322,2667cf6b-8ba8-4919-a871-ecd9b2852bce,chase,120,6.0,2.828,1,301,70,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
323,c798455f-e351-48ee-b7cd-d27d6bb7ad61,chase,60,100.0,3.107,1,301,71,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
324,dbce0a8f-ba45-4265-a60e-b98acd0e16d0,chase,150,23.0,3.752,1,301,72,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
325,cd35aaa0-2e49-4c68-9db3-f26fb9be29c5,chase,0,100.0,2.831,1,301,73,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
326,4b3782e4-fafc-4dd1-96aa-9b339f19d004,chase,0,100.0,3.274,1,301,74,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
327,84e883bc-3ec7-4bef-bdb3-2016001d7f47,chase,120,17.0,3.119,1,301,75,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
328,dad72227-6303-403d-8c8f-61b79d192ff4,chase,120,30.0,3.332,1,301,76,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
329,c5cf3c4d-84e7-4c90-a33b-9d7db4b01300,chase,0,100.0,2.796,1,301,77,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
330,bc18f2bb-8e1a-4fcf-bc63-d56da485f828,chase,90,88.0,2.891,1,301,78,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
331,c51864d5-4cd9-435e-8d8b-210c8454248a,chase,0,100.0,2.564,1,301,79,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
332,2383c97c-89dc-495f-8ec8-8a517a45ca6c,chase,90,87.0,2.791,1,301,80,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
333,81f068e9-cbbc-4d88-8e31-206979547986,chase,120,100.0,2.931,1,301,81,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
334,1d35e834-4947-46b2-9cbd-816ea4587c6f,wander,180,0.0,7.633,1,301,82,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
335,068dfd59-6b9c-4eca-b60c-7eb73cc72305,chase,0,100.0,2.889,1,301,83,22.22222222222222,11.0,13.0,21.0,9.0,24.0,2.0,17.0,25.0,48.0,37.0,53.0,40.0,3.0,0.1396057219570826,0.8594197261940089
336,8af66fd7-6ab4-47a3-a88c-02fd34772ac6,wander,180,21.0,4.162,0,304,0,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
337,58ff2cb6-e661-4be4-945c-d3f9ab5180c6,chase,150,46.0,3.078,1,304,1,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
338,92158ea9-b156-4e87-a2e3-ff0845033b9c,chase,150,11.0,3.394,1,304,2,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
339,7da2bf99-2525-456c-889d-33e4d57cefac,chase,150,59.0,2.926,1,304,3,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
340,884bc951-67a6-42bd-8ea7-ece0c8745d3f,chase,0,97.0,3.186,1,304,4,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
341,4e913eda-699f-4aa1-831d-c82fb169914c,chase,60,90.0,2.683,1,304,5,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
342,6d712780-43b4-49f9-9bb8-c6ef920b78bd,chase,0,89.0,3.213,1,304,6,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
343,4fb58057-109b-400f-8b1d-d9afc6926a6c,chase,60,88.0,2.945,1,304,7,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
344,18c4991b-f4d6-47a6-b29a-81f425410c0e,chase,120,58.0,4.108,1,304,8,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
345,ebb2b54b-03ef-482e-98e6-c30b11e93f54,chase,90,84.0,3.409,1,304,9,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
346,a680f7c6-9605-4481-a14d-c24d8d7b99bc,chase,30,93.0,3.333,1,304,10,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
347,184c8795-2f00-4c7d-bc10-bd7de3066a20,chase,60,74.0,2.403,1,304,11,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
348,e4dd3e31-b4f2-4f66-9e70-0665b6bcd089,chase,30,91.0,2.551,1,304,12,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
349,4fb304a5-e4d9-4469-a34d-360a50cb0d09,chase,60,77.0,2.335,1,304,13,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
350,981221b7-2aa0-476c-b101-390d6cc3dd1a,chase,120,37.0,2.739,1,304,14,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
351,1c695094-312c-450a-ac7f-f994dabb958d,wander,180,21.0,3.293,0,304,15,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
352,dad72227-6303-403d-8c8f-61b79d192ff4,chase,120,74.0,3.691,1,304,16,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
353,24724e9a-8a79-4ab8-a58f-e007c5d00714,chase,120,61.0,3.103,1,304,17,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
354,1d35e834-4947-46b2-9cbd-816ea4587c6f,wander,180,9.0,2.917,1,304,18,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
355,c40a4196-baf2-4992-afe5-aeca6b69a170,chase,30,89.0,4.349,1,304,19,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
356,599df54c-434d-46db-a56a-5698a4ae9a9e,chase,150,3.0,2.648,0,304,20,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
357,bee25e5c-74fd-4f63-b2e7-43b8af6bb08c,chase,90,71.0,2.654,1,304,21,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
358,ae7d3eb8-dc5d-447b-b5c5-9b30fb3b8314,chase,60,75.0,2.32,1,304,22,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
359,2667cf6b-8ba8-4919-a871-ecd9b2852bce,chase,120,56.0,2.95,1,304,23,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
360,116d4cf9-2d22-4e06-8fbf-248789f8212c,chase,150,12.0,2.218,0,304,24,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
361,42d1593c-1903-4c06-8304-6d2b29c5be37,chase,30,91.0,2.342,1,304,25,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
362,4f1db8f7-63a7-4e49-b31b-12adcf107bf0,chase,150,18.0,2.261,1,304,26,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
363,2437aa32-b54d-48e7-b20d-fafb63156eb0,chase,0,84.0,2.041,1,304,27,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
364,cd9d4d31-b57e-4c3d-86c6-267ce9eec948,chase,60,91.0,2.274,1,304,28,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
365,3dbf8de7-1bf7-4a43-a5e3-4366a94ea690,chase,90,79.0,3.371,1,304,29,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
366,7d329546-ecf4-4612-8f00-c127c77d5d6c,chase,60,90.0,2.081,1,304,30,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
367,068dfd59-6b9c-4eca-b60c-7eb73cc72305,chase,0,96.0,2.128,1,304,31,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
368,84e883bc-3ec7-4bef-bdb3-2016001d7f47,chase,120,57.0,1.764,1,304,32,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
369,c8a1258a-1920-42bf-98e8-6c2dcc03a258,chase,60,85.0,2.499,1,304,33,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
370,411043c2-72c5-48c5-8cb7-febcebc40f98,chase,30,82.0,2.058,1,304,34,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
371,f8c01499-8009-448b-9476-a38a582d3db6,chase,150,36.0,2.521,1,304,35,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
372,46975d67-ead1-4d29-93d2-9fbd40dad49d,wander,180,2.0,1.523,0,304,36,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
373,496c052f-24cd-4731-b1a3-dc6a8076719b,chase,120,75.0,2.495,1,304,37,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
374,0ea90462-f5e2-47a7-bd4b-2ea1c0bb7293,chase,60,85.0,2.941,1,304,38,7.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,47.0,54.0,45.0,47.0,37.0,8.0,0.0999071340168046,0.6241654309435934
