,subID,subtlety,slider,RT,accuracy,trial_ind,rating180,diff_from_180,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
239,50,30,83.5,3.175333333333333,1.0,44.416666666666664,4.916666666666667,78.58333333333333,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
240,50,60,78.83333333333333,3.035833333333333,0.9166666666666666,33.75,4.916666666666667,73.91666666666666,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
241,50,90,62.166666666666664,3.21875,0.9166666666666666,25.833333333333332,4.916666666666667,57.25,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
242,50,120,11.166666666666666,3.4745000000000004,0.6666666666666666,46.5,4.916666666666667,6.249999999999999,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
243,50,150,1.5833333333333333,3.2089999999999996,0.6666666666666666,54.25,4.916666666666667,-3.333333333333334,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
244,50,180,4.916666666666667,3.366,0.8333333333333334,43.5,4.916666666666667,0.0,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
245,55,0,100.0,2.4025833333333333,1.0,54.166666666666664,28.416666666666668,71.58333333333333,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
246,55,30,98.08333333333333,2.7071666666666663,1.0,42.666666666666664,28.416666666666668,69.66666666666666,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
247,55,60,96.91666666666667,2.4534166666666666,1.0,34.583333333333336,28.416666666666668,68.5,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
248,55,90,79.08333333333333,2.599666666666667,1.0,44.083333333333336,28.416666666666668,50.66666666666666,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
249,55,120,61.75,2.5529166666666665,0.8333333333333334,39.333333333333336,28.416666666666668,33.33333333333333,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
250,55,150,20.25,2.70175,0.6666666666666666,41.583333333333336,28.416666666666668,-8.166666666666668,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
251,55,180,28.416666666666668,2.594,0.4166666666666667,34.083333333333336,28.416666666666668,0.0,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
252,60,0,100.0,3.5595,1.0,37.083333333333336,22.333333333333332,77.66666666666667,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
253,60,30,98.75,3.5058333333333334,1.0,38.666666666666664,22.333333333333332,76.41666666666667,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
254,60,60,95.0,4.0281666666666665,0.9166666666666666,38.5,22.333333333333332,72.66666666666667,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
255,60,90,79.16666666666667,3.926,1.0,50.0,22.333333333333332,56.83333333333334,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
256,60,120,54.083333333333336,4.214083333333333,0.9166666666666666,41.75,22.333333333333332,31.750000000000004,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
257,60,150,12.833333333333334,4.06375,0.6666666666666666,37.0,22.333333333333332,-9.499999999999998,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
258,60,180,22.333333333333332,3.908,0.5833333333333334,47.5,22.333333333333332,0.0,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
259,63,0,99.33333333333333,3.4012499999999997,1.0,45.5,13.333333333333334,86.0,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
260,63,30,98.25,4.069833333333333,1.0,38.5,13.333333333333334,84.91666666666667,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
261,63,60,94.41666666666667,3.956166666666667,0.8333333333333334,35.416666666666664,13.333333333333334,81.08333333333334,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
262,63,90,72.66666666666667,3.987833333333333,1.0,40.0,13.333333333333334,59.333333333333336,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
263,63,120,29.333333333333332,4.21725,0.8333333333333334,46.333333333333336,13.333333333333334,15.999999999999998,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
264,63,150,16.0,4.02325,0.5833333333333334,44.083333333333336,13.333333333333334,2.666666666666666,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
265,63,180,13.333333333333334,4.042166666666667,0.5,40.666666666666664,13.333333333333334,0.0,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
266,65,0,83.58333333333333,2.88875,0.9166666666666666,44.333333333333336,35.833333333333336,47.74999999999999,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
267,65,30,83.0,2.9751666666666665,0.8333333333333334,41.666666666666664,35.833333333333336,47.166666666666664,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
268,65,60,77.83333333333333,3.3487500000000003,0.9166666666666666,48.75,35.833333333333336,41.99999999999999,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
269,65,90,69.08333333333333,3.0210833333333333,0.8333333333333334,47.083333333333336,35.833333333333336,33.24999999999999,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
270,65,120,48.833333333333336,3.517333333333333,0.75,33.75,35.833333333333336,13.0,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
271,65,150,34.75,3.4099166666666663,0.8333333333333334,30.916666666666668,35.833333333333336,-1.0833333333333357,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
272,65,180,35.833333333333336,3.203333333333333,0.5833333333333334,44.0,35.833333333333336,0.0,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.1874260989548924,0.4821198912230636
273,66,0,89.0,3.0560833333333335,0.9166666666666666,28.916666666666668,24.583333333333332,64.41666666666667,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
274,66,30,83.91666666666667,3.0780833333333333,0.6666666666666666,45.5,24.583333333333332,59.33333333333334,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
275,66,60,74.08333333333333,3.32975,0.8333333333333334,47.166666666666664,24.583333333333332,49.5,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
276,66,90,57.25,2.9164999999999996,0.6666666666666666,52.25,24.583333333333332,32.66666666666667,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
277,66,120,27.5,2.9731666666666663,0.5833333333333334,34.833333333333336,24.583333333333332,2.916666666666668,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
278,66,150,25.666666666666668,3.2762499999999997,0.4166666666666667,30.666666666666668,24.583333333333332,1.0833333333333357,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
279,66,180,24.583333333333332,2.9505,0.5833333333333334,51.166666666666664,24.583333333333332,0.0,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.1338937815075115,0.6360889041268135
280,69,0,98.16666666666667,2.339,1.0,40.166666666666664,36.083333333333336,62.083333333333336,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
281,69,30,95.41666666666667,2.5440833333333335,1.0,48.333333333333336,36.083333333333336,59.333333333333336,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
282,69,60,91.75,2.5104166666666665,0.9166666666666666,53.583333333333336,36.083333333333336,55.666666666666664,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
283,69,90,81.08333333333333,2.97325,0.9166666666666666,35.333333333333336,36.083333333333336,44.99999999999999,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
284,69,120,50.333333333333336,3.6203333333333334,0.75,36.833333333333336,36.083333333333336,14.25,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
285,69,150,20.833333333333332,3.20525,0.5,48.333333333333336,36.083333333333336,-15.250000000000004,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
286,69,180,36.083333333333336,3.24175,0.5833333333333334,27.916666666666668,36.083333333333336,0.0,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.2021093222891646,0.7586853889282988
287,70,0,96.83333333333333,2.984083333333333,1.0,46.583333333333336,19.5,77.33333333333333,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
288,70,30,93.83333333333333,3.0437499999999997,1.0,49.416666666666664,19.5,74.33333333333333,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
289,70,60,89.66666666666667,3.3219999999999996,1.0,42.916666666666664,19.5,70.16666666666667,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
290,70,90,77.0,4.0906666666666665,1.0,30.666666666666668,19.5,57.5,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
291,70,120,15.666666666666666,4.00125,0.75,35.416666666666664,19.5,-3.833333333333334,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
292,70,150,2.6666666666666665,3.503833333333333,0.3333333333333333,36.166666666666664,19.5,-16.833333333333332,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
293,70,180,19.5,4.015333333333333,0.5,49.333333333333336,19.5,0.0,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.0046534328067756,0.9412592967709698
294,71,0,89.91666666666667,2.310416666666667,1.0,41.333333333333336,45.166666666666664,44.75000000000001,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
295,71,30,88.66666666666667,2.3673333333333333,1.0,46.75,45.166666666666664,43.50000000000001,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
296,71,60,82.83333333333333,2.4751666666666665,1.0,39.333333333333336,45.166666666666664,37.666666666666664,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
297,71,90,65.16666666666667,2.7915833333333335,1.0,37.25,45.166666666666664,20.000000000000007,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
298,71,120,57.916666666666664,3.5026666666666664,0.9166666666666666,48.666666666666664,45.166666666666664,12.75,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
299,71,150,40.666666666666664,4.398916666666667,0.5833333333333334,36.166666666666664,45.166666666666664,-4.5,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
300,71,180,45.166666666666664,3.4243333333333332,0.5833333333333334,41.0,45.166666666666664,0.0,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
301,73,0,95.08333333333333,3.45225,1.0,28.416666666666668,13.416666666666666,81.66666666666666,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
302,73,30,99.0,4.10575,0.9166666666666666,42.416666666666664,13.416666666666666,85.58333333333333,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
303,73,60,95.66666666666667,4.027,0.9166666666666666,34.0,13.416666666666666,82.25,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
304,73,90,72.25,3.91775,1.0,43.0,13.416666666666666,58.833333333333336,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
305,73,120,39.833333333333336,3.3996666666666666,0.8333333333333334,42.416666666666664,13.416666666666666,26.41666666666667,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
306,73,150,16.0,3.8521666666666667,0.8333333333333334,45.25,13.416666666666666,2.583333333333334,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
307,73,180,13.416666666666666,3.861083333333333,0.4166666666666667,55.0,13.416666666666666,0.0,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
308,74,0,92.83333333333333,3.2855833333333333,0.9166666666666666,37.083333333333336,10.833333333333334,82.0,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
309,74,30,92.16666666666667,3.349083333333333,0.9166666666666666,33.583333333333336,10.833333333333334,81.33333333333334,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
310,74,60,69.91666666666667,3.3371666666666666,1.0,37.833333333333336,10.833333333333334,59.083333333333336,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
311,74,90,59.75,3.326833333333333,1.0,47.583333333333336,10.833333333333334,48.916666666666664,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
312,74,120,39.166666666666664,3.794916666666667,1.0,40.25,10.833333333333334,28.33333333333333,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
313,74,150,17.25,3.689916666666667,0.6666666666666666,56.666666666666664,10.833333333333334,6.416666666666666,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
314,74,180,10.833333333333334,3.6620833333333334,0.3333333333333333,37.5,10.833333333333334,0.0,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.0515566521250923,0.766910636275933
315,75,0,99.33333333333333,3.298166666666667,1.0,48.25,16.5,82.83333333333333,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
316,75,30,97.75,3.3078333333333334,1.0,37.416666666666664,16.5,81.25,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
317,75,60,94.41666666666667,2.9955833333333337,1.0,35.75,16.5,77.91666666666667,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
318,75,90,81.5,3.2533333333333334,1.0,48.666666666666664,16.5,65.0,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
319,75,120,36.166666666666664,3.4916666666666667,1.0,32.083333333333336,16.5,19.666666666666664,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
320,75,150,16.333333333333332,3.3496666666666663,0.8333333333333334,33.0,16.5,-0.16666666666666785,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
321,75,180,16.5,3.39225,0.5833333333333334,55.333333333333336,16.5,0.0,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
322,78,0,92.5,3.37025,1.0,37.0,34.75,57.75,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
323,78,30,90.41666666666667,3.3891666666666667,0.9166666666666666,49.666666666666664,34.75,55.66666666666667,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
324,78,60,80.08333333333333,3.27975,1.0,40.416666666666664,34.75,45.33333333333333,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
325,78,90,72.91666666666667,3.8710833333333334,0.9166666666666666,35.333333333333336,34.75,38.16666666666667,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
326,78,120,48.25,3.4338333333333337,0.75,43.416666666666664,34.75,13.5,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
327,78,150,33.5,3.8735,0.4166666666666667,34.75,34.75,-1.25,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
328,78,180,34.75,3.6156666666666664,0.4166666666666667,49.916666666666664,34.75,0.0,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.2655179301045084,0.5763750422600478
329,81,0,99.83333333333333,3.485333333333333,1.0,30.5,21.0,78.83333333333333,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
330,81,30,98.58333333333333,3.4293333333333336,0.9166666666666666,46.416666666666664,21.0,77.58333333333333,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
331,81,60,91.45454545454545,3.687333333333333,0.8333333333333334,34.75,21.0,70.45454545454545,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
332,81,90,79.58333333333333,3.279,0.9166666666666666,48.416666666666664,21.0,58.58333333333333,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
333,81,120,61.75,3.904666666666667,0.8333333333333334,43.916666666666664,21.0,40.75,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
334,81,150,27.166666666666668,3.747,0.8333333333333334,47.166666666666664,21.0,6.166666666666668,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
335,81,180,21.0,4.7205,0.5833333333333334,39.333333333333336,21.0,0.0,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
336,82,0,78.91666666666667,2.5334166666666667,0.9166666666666666,58.166666666666664,45.416666666666664,33.50000000000001,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
337,82,30,88.33333333333333,2.4880833333333334,1.0,44.083333333333336,45.416666666666664,42.916666666666664,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
338,82,60,73.0,3.095333333333333,0.6666666666666666,36.416666666666664,45.416666666666664,27.583333333333336,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
339,82,90,70.58333333333333,2.37575,0.9166666666666666,35.166666666666664,45.416666666666664,25.166666666666664,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
340,82,120,61.916666666666664,2.4294166666666666,1.0,40.083333333333336,45.416666666666664,16.5,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
341,82,150,48.25,2.42975,0.75,36.416666666666664,45.416666666666664,2.8333333333333357,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
342,82,180,45.416666666666664,2.2643333333333335,0.9166666666666666,40.166666666666664,45.416666666666664,0.0,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.378882128960567
343,83,0,96.25,3.6551666666666667,1.0,38.916666666666664,8.166666666666666,88.08333333333333,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
344,83,30,94.75,3.8615833333333334,1.0,35.333333333333336,8.166666666666666,86.58333333333333,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
345,83,60,84.0,4.1000000000000005,1.0,37.0,8.166666666666666,75.83333333333333,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
346,83,90,63.833333333333336,4.018,1.0,45.166666666666664,8.166666666666666,55.66666666666667,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
347,83,120,26.916666666666668,4.2745,0.9166666666666666,45.916666666666664,8.166666666666666,18.75,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
348,83,150,3.5,4.328833333333333,0.8333333333333334,39.916666666666664,8.166666666666666,-4.666666666666666,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
349,83,180,8.166666666666666,4.086833333333334,0.75,48.25,8.166666666666666,0.0,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490296
350,84,0,99.66666666666667,3.5971666666666664,1.0,40.583333333333336,16.083333333333332,83.58333333333334,7.0,10.0,11.0,21.0,8.0,25.0,0.0,19.0,38.0,30.0,45.0,55.0,45.0,4.0,0.1609209760181071,0.8373878737805823
