,subID,subtlety,slider,RT,accuracy,trial_ind,rating180,diff_from_180,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
50,12,30,100.0,1.9829166666666669,1.0,59.083333333333336,24.25,75.75,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
51,12,60,99.91666666666667,2.8251666666666666,1.0,41.5,24.25,75.66666666666667,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
52,12,90,96.91666666666667,2.3831666666666664,1.0,33.916666666666664,24.25,72.66666666666667,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
53,12,120,81.5,2.5496666666666665,1.0,37.083333333333336,24.25,57.25,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
54,12,150,42.5,2.9114166666666663,1.0,48.0,24.25,18.25,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
55,12,180,24.25,3.115,0.5833333333333334,34.916666666666664,24.25,0.0,28.0,29.0,15.0,20.0,24.0,13.0,34.0,60.0,16.0,36.0,34.0,29.0,67.0,1.0,0.2643845449676115,0.735571007426347
56,13,0,95.58333333333333,3.8355,1.0,43.0,34.0,61.58333333333333,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
57,13,30,94.91666666666667,4.47225,1.0,50.0,34.0,60.91666666666667,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
58,13,60,82.25,4.053083333333333,0.9166666666666666,29.833333333333332,34.0,48.25,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
59,13,90,73.27272727272727,3.924583333333333,0.8333333333333334,38.916666666666664,34.0,39.272727272727266,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
60,13,120,42.0,3.12525,0.9166666666666666,39.333333333333336,34.0,8.0,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
61,13,150,15.25,3.938,0.8333333333333334,42.416666666666664,34.0,-18.75,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
62,13,180,34.0,4.0151666666666666,0.5833333333333334,47.0,34.0,0.0,11.0,25.0,2.0,15.0,15.0,24.0,6.0,45.0,27.272727272727277,44.0,35.0,29.0,44.0,3.0,0.1260953321002645,0.7744411787267771
63,14,0,94.16666666666667,3.2444166666666665,1.0,37.666666666666664,8.666666666666666,85.5,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
64,14,30,97.83333333333333,3.293416666666667,1.0,39.75,8.666666666666666,89.16666666666666,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
65,14,60,95.08333333333333,3.157666666666667,1.0,40.25,8.666666666666666,86.41666666666666,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
66,14,90,71.0,3.3476666666666666,1.0,26.916666666666668,8.666666666666666,62.333333333333336,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
67,14,120,32.5,3.142916666666667,0.9166666666666666,43.333333333333336,8.666666666666666,23.833333333333336,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
68,14,150,14.25,3.4614166666666666,0.8333333333333334,46.5,8.666666666666666,5.583333333333334,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
69,14,180,8.666666666666666,3.3501666666666665,0.6666666666666666,56.083333333333336,8.666666666666666,0.0,5.0,7.0,3.0,22.0,1.0,33.0,0.0,41.0,48.0,48.0,48.0,60.0,61.0,2.0,0.0707663124713476,0.8835818527655397
70,15,0,82.25,6.5255,0.8333333333333334,43.666666666666664,67.41666666666667,14.833333333333329,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
71,15,30,74.25,5.8068333333333335,0.75,34.916666666666664,67.41666666666667,6.833333333333329,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
72,15,60,77.58333333333333,5.247083333333333,0.9166666666666666,43.416666666666664,67.41666666666667,10.166666666666657,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
73,15,90,74.5,5.318583333333334,0.75,39.833333333333336,67.41666666666667,7.083333333333329,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
74,15,120,68.45454545454545,5.782583333333334,0.75,37.416666666666664,67.41666666666667,1.0378787878787818,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
75,15,150,50.75,5.74025,0.6666666666666666,42.416666666666664,67.41666666666667,-16.66666666666667,14.0,16.0,12.0,23.0,15.0,19.0,16.0,41.0,35.0,37.0,36.0,45.0,64.0,2.0,0.3821750355146179,0.2163048851419969
