,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180
1571,30291,90.0,1.0,77.0,,4254.333333333333,1.0,38.833333333333336,38.166666666666664
1572,30291,120.0,1.0,32.666666666666664,,4407.333333333333,1.0,38.833333333333336,-6.166666666666671
1573,30291,150.0,1.0,27.8,,6065.5,0.8,38.833333333333336,-11.033333333333335
1574,30291,180.0,1.0,38.833333333333336,,5662.5,0.5,38.833333333333336,0.0
1575,30292,0.0,1.0,89.33333333333333,,2347.0,1.0,21.6,67.73333333333332
1576,30292,30.0,1.0,97.0,,2270.3333333333335,1.0,21.6,75.4
1577,30292,60.0,1.0,86.83333333333333,,2406.5,0.8333333333333334,21.6,65.23333333333332
1578,30292,90.0,1.0,85.66666666666667,,2960.1666666666665,1.0,21.6,64.06666666666666
1579,30292,120.0,1.0,11.5,,2585.8333333333335,0.8333333333333334,21.6,-10.100000000000001
1580,30292,150.0,1.0,8.166666666666666,,2659.1666666666665,0.6666666666666666,21.6,-13.433333333333335
1581,30292,180.0,1.0,21.6,,4171.666666666667,0.4,21.6,0.0
1582,30293,0.0,1.0,70.16666666666667,,3874.3333333333335,1.0,36.5,33.66666666666667
1583,30293,30.0,1.0,71.66666666666667,,3650.1666666666665,1.0,36.5,35.16666666666667
1584,30293,60.0,1.0,63.333333333333336,,3488.8333333333335,1.0,36.5,26.833333333333336
1585,30293,90.0,1.0,58.166666666666664,,4441.666666666667,1.0,36.5,21.666666666666664
1586,30293,120.0,1.0,42.0,,5047.166666666667,1.0,36.5,5.5
1587,30293,150.0,1.0,40.166666666666664,,4427.833333333333,1.0,36.5,3.6666666666666643
1588,30293,180.0,1.0,36.5,,4415.166666666667,0.6666666666666666,36.5,0.0
1589,30294,0.0,1.0,92.83333333333333,,2186.5,1.0,11.0,81.83333333333333
1590,30294,30.0,1.0,81.16666666666667,,2255.8333333333335,1.0,11.0,70.16666666666667
1591,30294,60.0,1.0,75.16666666666667,,2636.6666666666665,1.0,11.0,64.16666666666667
1592,30294,90.0,1.0,57.833333333333336,,3653.6666666666665,1.0,11.0,46.833333333333336
1593,30294,120.0,1.0,21.166666666666668,,3277.5,0.6666666666666666,11.0,10.166666666666668
1594,30294,150.0,1.0,17.0,,2949.6666666666665,0.8333333333333334,11.0,6.0
1595,30294,180.0,1.0,11.0,,2989.6666666666665,0.3333333333333333,11.0,0.0
1596,30295,0.0,1.0,83.33333333333333,,2331.5,1.0,45.666666666666664,37.666666666666664
1597,30295,30.0,1.0,81.5,,2228.3333333333335,1.0,45.666666666666664,35.833333333333336
1598,30295,60.0,1.0,75.0,,2116.8333333333335,1.0,45.666666666666664,29.333333333333336
1599,30295,90.0,1.0,69.0,,2204.5,1.0,45.666666666666664,23.333333333333336
1600,30295,120.0,1.0,65.83333333333333,,2887.0,1.0,45.666666666666664,20.166666666666664
1601,30295,150.0,1.0,41.333333333333336,,2749.0,0.8333333333333334,45.666666666666664,-4.333333333333329
1602,30295,180.0,1.0,45.666666666666664,,2912.8333333333335,0.6666666666666666,45.666666666666664,0.0
