,subID,subtlety,slider,RT,accuracy,trial_ind,rating180,diff_from_180
437,102,90,63.5,2.825,1.0,43.0,5.5,58.0
438,102,120,28.0,2.9379999999999997,1.0,36.0,5.5,22.5
439,102,150,8.0,2.7065,1.0,32.0,5.5,2.5
440,102,180,5.5,2.8834999999999997,0.5,49.0,5.5,0.0
441,104,0,100.0,2.939,1.0,34.0,0.0,100.0
442,104,30,100.0,2.878,1.0,42.5,0.0,100.0
443,104,60,100.0,2.9779999999999998,1.0,51.5,0.0,100.0
444,104,90,100.0,2.9894999999999996,1.0,41.0,0.0,100.0
445,104,120,0.0,3.1755,1.0,37.0,0.0,0.0
446,104,150,0.0,2.9574999999999996,1.0,36.5,0.0,0.0
447,104,180,0.0,3.028,1.0,33.5,0.0,0.0
448,105,0,97.0,2.3274999999999997,1.0,41.5,29.5,67.5
449,105,30,90.5,2.127,1.0,34.5,29.5,61.0
450,105,60,91.5,2.263,1.0,51.5,29.5,62.0
451,105,90,70.5,2.2115,1.0,33.0,29.5,41.0
452,105,120,58.0,2.686,1.0,32.5,29.5,28.5
453,105,150,36.5,2.2875,1.0,48.5,29.5,7.0
454,105,180,29.5,2.735,0.0,39.5,29.5,0.0
455,106,0,99.5,3.653,1.0,51.0,32.5,67.0
456,106,30,98.0,3.8825,1.0,31.5,32.5,65.5
457,106,60,95.0,3.5119999999999996,1.0,54.5,32.5,62.5
458,106,90,70.0,3.6965000000000003,1.0,28.5,32.5,37.5
459,106,120,46.0,3.9225,1.0,37.0,32.5,13.5
460,106,150,40.5,3.6945,1.0,49.5,32.5,8.0
461,106,180,32.5,4.2524999999999995,0.0,33.5,32.5,0.0
462,107,0,76.0,3.0795,1.0,46.0,40.0,36.0
463,107,30,72.0,3.326,1.0,31.0,40.0,32.0
464,107,60,69.0,3.0404999999999998,1.0,32.5,40.0,29.0
465,107,90,65.0,2.8819999999999997,1.0,52.0,40.0,25.0
466,107,120,58.0,3.223,1.0,49.0,40.0,18.0
467,107,150,38.5,3.214,1.0,23.5,40.0,-1.5
468,107,180,40.0,2.995,1.0,43.0,40.0,0.0
469,108,0,100.0,3.0215,1.0,26.5,0.0,100.0
470,108,30,100.0,2.9565,1.0,43.0,0.0,100.0
471,108,60,100.0,3.061,1.0,39.0,0.0,100.0
472,108,90,100.0,3.0555000000000003,1.0,49.0,0.0,100.0
473,108,120,85.5,3.2984999999999998,1.0,56.0,0.0,85.5
474,108,150,0.0,3.4530000000000003,0.0,41.5,0.0,0.0
475,108,180,0.0,3.133,0.0,46.0,0.0,0.0
476,111,0,92.5,3.0164999999999997,1.0,60.5,20.0,72.5
477,111,30,90.5,3.2445000000000004,1.0,45.0,20.0,70.5
478,111,60,82.5,3.032,1.0,32.5,20.0,62.5
479,111,90,69.0,2.9050000000000002,1.0,50.0,20.0,49.0
480,111,120,55.5,3.014,1.0,46.5,20.0,35.5
481,111,150,13.5,3.337,1.0,39.5,20.0,-6.5
482,111,180,20.0,3.0845000000000002,1.0,32.5,20.0,0.0
483,112,0,100.0,2.5495,1.0,42.5,0.0,100.0
484,112,30,100.0,2.8369999999999997,1.0,23.5,0.0,100.0
485,112,60,100.0,2.637,1.0,47.0,0.0,100.0
486,112,90,100.0,2.7984999999999998,1.0,48.5,0.0,100.0
487,112,120,100.0,2.7255000000000003,1.0,41.0,0.0,100.0
488,112,150,0.0,2.5999999999999996,1.0,42.0,0.0,0.0
489,112,180,0.0,2.6675,1.0,35.0,0.0,0.0
490,113,0,99.0,2.6975,1.0,37.0,4.5,94.5
491,113,30,99.0,2.349,1.0,39.0,4.5,94.5
492,113,60,94.5,2.569,1.0,49.0,4.5,90.0
493,113,90,85.0,2.701,1.0,22.5,4.5,80.5
494,113,120,28.0,2.7765000000000004,1.0,55.5,4.5,23.5
495,113,150,2.0,2.902,1.0,44.0,4.5,-2.5
496,113,180,4.5,2.9205,1.0,39.5,4.5,0.0
497,114,0,100.0,2.6980000000000004,1.0,32.5,0.0,100.0
498,114,30,100.0,2.963,1.0,52.0,0.0,100.0
499,114,60,99.0,2.9215,1.0,37.5,0.0,99.0
500,114,90,74.5,3.472,1.0,65.0,0.0,74.5
501,114,120,7.0,3.6239999999999997,1.0,42.5,0.0,7.0
502,114,150,0.0,3.0315000000000003,0.0,33.0,0.0,0.0
503,114,180,0.0,3.3895,1.0,29.5,0.0,0.0
504,115,0,92.5,1.8824999999999998,1.0,41.5,18.0,74.5
505,115,30,89.5,1.758,1.0,49.5,18.0,71.5
506,115,60,77.0,2.1665,1.0,54.0,18.0,59.0
507,115,90,69.5,2.043,1.0,40.0,18.0,51.5
508,115,120,20.5,2.1045,1.0,29.5,18.0,2.5
509,115,150,17.5,2.3369999999999997,1.0,21.5,18.0,-0.5
510,115,180,18.0,2.1165000000000003,1.0,61.0,18.0,0.0
511,117,0,100.0,1.7715,1.0,32.0,0.0,100.0
512,117,30,100.0,1.9365,1.0,38.5,0.0,100.0
513,117,60,91.0,1.8435000000000001,1.0,42.5,0.0,91.0
514,117,90,60.0,2.0389999999999997,1.0,45.5,0.0,60.0
515,117,120,5.5,1.942,1.0,47.0,0.0,5.5
516,117,150,0.5,1.8929999999999998,1.0,47.5,0.0,0.5
517,117,180,0.0,1.9715,1.0,40.0,0.0,0.0
518,118,0,100.0,2.6135,1.0,62.5,12.0,88.0
519,118,30,100.0,2.1135,1.0,42.5,12.0,88.0
520,118,60,85.5,2.183,1.0,21.5,12.0,73.5
521,118,90,68.0,2.2140000000000004,1.0,37.5,12.0,56.0
522,118,120,24.0,2.8385,1.0,46.0,12.0,12.0
523,118,150,12.5,2.4210000000000003,1.0,47.0,12.0,0.5
524,118,180,12.0,3.2969999999999997,1.0,37.5,12.0,0.0
525,121,0,100.0,1.692,1.0,48.0,50.5,49.5
526,121,30,100.0,1.8094999999999999,1.0,10.5,50.5,49.5
527,121,60,95.0,1.754,1.0,35.5,50.5,44.5
528,121,90,77.0,2.143,1.0,44.5,50.5,26.5
529,121,120,67.5,2.283,1.0,48.5,50.5,17.0
530,121,150,52.0,2.873,1.0,42.5,50.5,1.5
531,121,180,50.5,2.473,1.0,50.0,50.5,0.0
532,122,0,91.0,2.0484999999999998,1.0,33.5,27.5,63.5
533,122,30,91.5,2.2805,1.0,44.0,27.5,64.0
534,122,60,89.0,2.176,1.0,37.0,27.5,61.5
535,122,90,86.0,2.2365,1.0,41.5,27.5,58.5
536,122,120,84.0,2.2055,1.0,42.5,27.5,56.5
537,122,150,41.5,2.395,1.0,53.0,27.5,14.0
538,122,180,27.5,2.2725,0.0,40.5,27.5,0.0
539,123,0,100.0,1.702,1.0,40.0,2.0,98.0
540,123,30,100.0,1.725,1.0,60.0,2.0,98.0
541,123,60,97.0,2.0300000000000002,1.0,23.5,2.0,95.0
542,123,90,84.0,1.9075,1.0,35.5,2.0,82.0
543,123,120,40.0,1.7349999999999999,1.0,52.0,2.0,38.0
544,123,150,5.5,2.2809999999999997,1.0,43.5,2.0,3.5
545,123,180,2.0,2.0709999999999997,1.0,28.5,2.0,0.0
546,125,0,100.0,2.9215,1.0,54.0,0.0,100.0
547,125,30,100.0,3.1955,1.0,27.0,0.0,100.0
548,125,60,100.0,3.1835,1.0,45.0,0.0,100.0
549,125,90,99.5,3.9459999999999997,1.0,37.5,0.0,99.5
550,125,120,48.5,4.411,1.0,52.0,0.0,48.5
551,125,150,15.0,3.9945,1.0,51.0,0.0,15.0
552,125,180,0.0,3.9299999999999997,1.0,31.0,0.0,0.0
553,127,0,92.0,3.5949999999999998,1.0,27.5,13.0,79.0
554,127,30,89.0,3.216,1.0,50.5,13.0,76.0
555,127,60,82.5,3.5035,1.0,49.0,13.0,69.5
556,127,90,70.5,3.5265,1.0,22.0,13.0,57.5
557,127,120,61.5,3.7169999999999996,1.0,42.5,13.0,48.5
558,127,150,12.5,3.831,0.5,53.5,13.0,-0.5
559,127,180,13.0,3.586,1.0,43.0,13.0,0.0
560,128,0,100.0,3.5685000000000002,1.0,40.5,15.5,84.5
561,128,30,100.0,4.143,1.0,34.5,15.5,84.5
562,128,60,100.0,4.136,1.0,45.5,15.5,84.5
563,128,90,81.0,3.5374999999999996,1.0,52.5,15.5,65.5
564,128,120,18.0,4.449999999999999,1.0,46.5,15.5,2.5
565,128,150,7.5,4.3075,1.0,26.5,15.5,-8.0
566,128,180,15.5,4.916,0.0,48.0,15.5,0.0
567,129,0,72.5,3.2895,1.0,51.5,36.5,36.0
568,129,30,71.5,3.161,1.0,51.5,36.5,35.0
569,129,60,69.0,3.249,1.0,57.5,36.5,32.5
570,129,90,60.0,3.202,1.0,37.5,36.5,23.5
571,129,120,46.0,3.5915,1.0,28.0,36.5,9.5
572,129,150,39.5,3.6365,1.0,25.5,36.5,3.0
573,129,180,36.5,3.624,1.0,36.0,36.5,0.0
574,130,0,96.0,5.0235,1.0,42.5,46.0,50.0
575,130,30,91.0,5.0065,1.0,50.5,46.0,45.0
576,130,60,91.0,5.18,1.0,56.0,46.0,45.0
577,130,90,82.5,4.452500000000001,1.0,41.5,46.0,36.5
578,130,120,74.5,4.2465,1.0,48.0,46.0,28.5
579,130,150,23.5,4.688,1.0,32.5,46.0,-22.5
580,130,180,46.0,4.971,1.0,22.5,46.0,0.0
581,133,0,75.0,2.769,1.0,38.0,28.0,47.0
582,133,30,69.5,2.777,1.0,23.5,28.0,41.5
583,133,60,62.0,2.7325,1.0,55.5,28.0,34.0
584,133,90,57.0,2.7815,1.0,53.5,28.0,29.0
585,133,120,38.5,3.026,1.0,46.5,28.0,10.5
586,133,150,27.0,2.912,1.0,37.5,28.0,-1.0
587,133,180,28.0,2.8105,1.0,30.0,28.0,0.0
588,134,0,100.0,3.284,1.0,33.5,1.0,99.0
589,134,30,100.0,3.46,1.0,42.0,1.0,99.0
590,134,60,100.0,3.916,1.0,26.5,1.0,99.0
591,134,90,92.0,5.701499999999999,1.0,43.0,1.0,91.0
592,134,120,9.0,4.7965,1.0,66.5,1.0,8.0
593,134,150,0.0,4.3555,1.0,47.0,1.0,-1.0
594,134,180,1.0,5.0705,1.0,32.5,1.0,0.0
595,135,0,92.5,2.705,1.0,55.0,25.0,67.5
596,135,30,92.0,3.2990000000000004,1.0,49.0,25.0,67.0
597,135,60,89.0,3.4865000000000004,1.0,48.0,25.0,64.0
598,135,90,73.5,3.3165,1.0,30.0,25.0,48.5
599,135,120,32.5,3.1944999999999997,1.0,38.0,25.0,7.5
600,135,150,9.0,3.705,0.5,45.0,25.0,-16.0
601,135,180,25.0,3.2119999999999997,0.5,32.5,25.0,0.0
602,137,0,87.0,4.641,1.0,24.5,35.0,52.0
603,137,30,82.5,4.582000000000001,1.0,56.0,35.0,47.5
604,137,60,84.0,4.4965,1.0,51.0,35.0,49.0
605,137,90,75.5,4.644,1.0,39.5,35.0,40.5
606,137,120,38.5,4.197,1.0,38.0,35.0,3.5
607,137,150,45.0,4.1015,1.0,62.5,35.0,10.0
608,137,180,35.0,4.7565,1.0,30.5,35.0,0.0
609,138,0,88.5,3.048,1.0,32.5,8.5,80.0
610,138,30,90.0,2.856,1.0,63.0,8.5,81.5
611,138,60,83.0,2.8925,1.0,33.5,8.5,74.5
612,138,90,67.5,2.864,1.0,43.0,8.5,59.0
613,138,120,23.0,3.0525,1.0,39.0,8.5,14.5
614,138,150,9.0,2.9604999999999997,1.0,35.5,8.5,0.5
615,138,180,8.5,3.2155,0.5,53.0,8.5,0.0
616,143,0,78.5,2.1260000000000003,1.0,29.5,37.0,41.5
617,143,30,77.5,2.464,1.0,43.0,37.0,40.5
618,143,60,65.0,2.2575000000000003,1.0,55.0,37.0,28.0
619,143,90,65.5,2.2345,1.0,40.0,37.0,28.5
620,143,120,52.5,2.5949999999999998,1.0,54.5,37.0,15.5
621,143,150,24.5,3.088,1.0,29.5,37.0,-12.5
622,143,180,37.0,3.0925000000000002,1.0,51.5,37.0,0.0
623,144,0,100.0,3.181,1.0,55.5,0.0,100.0
624,144,30,100.0,3.225,1.0,47.0,0.0,100.0
625,144,60,100.0,3.206,1.0,46.5,0.0,100.0
626,144,90,100.0,3.21,1.0,45.0,0.0,100.0
627,144,120,50.0,3.798,1.0,27.0,0.0,50.0
628,144,150,0.0,3.697,1.0,48.5,0.0,0.0
629,144,180,0.0,3.69,1.0,37.0,0.0,0.0
630,145,0,98.0,4.1965,1.0,48.5,26.5,71.5
631,145,30,91.5,4.2135,1.0,46.5,26.5,65.0
632,145,60,83.5,4.4045000000000005,1.0,41.5,26.5,57.0
633,145,90,53.5,4.6785,1.0,43.0,26.5,27.0
634,145,120,32.5,3.8665000000000003,0.5,45.5,26.5,6.0
635,145,150,16.0,3.9555,0.0,32.5,26.5,-10.5
636,145,180,26.5,3.8245,1.0,23.0,26.5,0.0
637,146,0,91.5,2.436,1.0,21.5,56.5,35.0
638,146,30,88.5,2.2505,1.0,50.5,56.5,32.0
639,146,60,82.0,2.5155,1.0,50.5,56.5,25.5
640,146,90,60.5,2.509,1.0,27.5,56.5,4.0
641,146,120,58.0,2.5780000000000003,1.0,39.5,56.5,1.5
642,146,150,54.0,2.615,1.0,50.5,56.5,-2.5
643,146,180,56.5,2.3,1.0,44.0,56.5,0.0
644,148,0,100.0,1.7389999999999999,1.0,52.5,0.0,100.0
645,148,30,100.0,1.5405,1.0,43.5,0.0,100.0
646,148,60,92.5,1.607,1.0,35.5,0.0,92.5
647,148,90,84.5,1.581,1.0,52.0,0.0,84.5
648,148,120,67.0,1.8295,1.0,34.0,0.0,67.0
649,148,150,43.0,1.8559999999999999,1.0,43.5,0.0,43.0
650,148,180,0.0,1.9535,0.5,38.0,0.0,0.0
651,149,0,90.0,4.26,1.0,38.0,49.5,40.5
652,149,30,92.5,3.899,1.0,39.0,49.5,43.0
653,149,60,92.5,4.0845,1.0,23.5,49.5,43.0
654,149,90,94.0,4.101,1.0,42.5,49.5,44.5
655,149,120,91.0,4.0615,1.0,51.0,49.5,41.5
656,149,150,13.0,4.6585,1.0,35.5,49.5,-36.5
657,149,180,49.5,4.1795,1.0,48.5,49.5,0.0
658,150,0,92.0,4.4335,1.0,45.0,40.0,52.0
659,150,30,91.5,3.8295,1.0,44.0,40.0,51.5
660,150,60,75.5,4.0865,1.0,41.0,40.0,35.5
661,150,90,68.0,4.2145,1.0,38.5,40.0,28.0
662,150,120,60.0,3.709,1.0,55.5,40.0,20.0
663,150,150,21.0,4.9045000000000005,0.5,44.0,40.0,-19.0
664,150,180,40.0,4.1884999999999994,0.5,31.0,40.0,0.0
665,151,0,98.5,2.1885000000000003,1.0,35.5,24.5,74.0
666,151,30,79.0,2.3055000000000003,1.0,63.5,24.5,54.5
667,151,60,74.5,2.6455,1.0,34.0,24.5,50.0
668,151,90,65.0,2.1965000000000003,1.0,50.5,24.5,40.5
669,151,120,49.5,2.5255,1.0,30.5,24.5,25.0
670,151,150,22.5,2.633,1.0,39.0,24.5,-2.0
671,151,180,24.5,2.37,1.0,38.0,24.5,0.0
672,152,0,100.0,2.2165,1.0,41.0,28.5,71.5
673,152,30,100.0,2.1239999999999997,1.0,45.5,28.5,71.5
674,152,60,100.0,2.1765,1.0,42.0,28.5,71.5
675,152,90,95.0,2.0785,1.0,66.5,28.5,66.5
676,152,120,70.0,1.993,1.0,31.0,28.5,41.5
677,152,150,29.0,2.3585000000000003,1.0,49.0,28.5,0.5
678,152,180,28.5,2.6639999999999997,1.0,26.5,28.5,0.0
679,154,0,96.5,3.724,1.0,47.0,37.0,59.5
680,154,30,94.0,3.741,1.0,23.5,37.0,57.0
681,154,60,93.0,3.3354999999999997,1.0,37.0,37.0,56.0
682,154,90,85.5,3.9450000000000003,1.0,53.5,37.0,48.5
683,154,120,56.0,3.919,1.0,31.5,37.0,19.0
684,154,150,38.0,3.681,1.0,43.0,37.0,1.0
685,154,180,37.0,4.298500000000001,1.0,61.0,37.0,0.0
686,158,0,100.0,2.6695,1.0,51.5,23.5,76.5
687,158,30,100.0,2.6799999999999997,1.0,55.5,23.5,76.5
688,158,60,100.0,2.6784999999999997,1.0,49.5,23.5,76.5
689,158,90,100.0,3.0795,1.0,47.0,23.5,76.5
690,158,120,49.5,2.967,1.0,49.0,23.5,26.0
691,158,150,45.0,3.3114999999999997,1.0,33.0,23.5,21.5
692,158,180,23.5,3.0645,0.0,26.5,23.5,0.0
693,159,0,100.0,2.047,1.0,40.5,10.5,89.5
694,159,30,100.0,2.0035,1.0,40.0,10.5,89.5
695,159,60,93.0,1.7915,1.0,49.0,10.5,82.5
696,159,90,74.5,2.075,1.0,25.0,10.5,64.0
697,159,120,40.0,2.0945,1.0,46.5,10.5,29.5
698,159,150,4.5,2.0515,1.0,39.5,10.5,-6.0
699,159,180,10.5,1.891,1.0,45.0,10.5,0.0
700,160,0,100.0,3.5755,1.0,34.5,0.0,100.0
701,160,30,100.0,3.315,1.0,51.0,0.0,100.0
702,160,60,100.0,3.669,1.0,50.5,0.0,100.0
703,160,90,100.0,4.099,1.0,33.5,0.0,100.0
704,160,120,100.0,4.4725,1.0,19.5,0.0,100.0
705,160,150,0.0,4.439,1.0,31.0,0.0,0.0
706,160,180,0.0,4.1114999999999995,1.0,53.0,0.0,0.0
707,161,0,83.0,3.0025,1.0,29.5,9.0,74.0
708,161,30,78.5,2.793,1.0,27.0,9.0,69.5
709,161,60,73.5,2.759,1.0,49.5,9.0,64.5
710,161,90,55.0,2.8354999999999997,1.0,46.0,9.0,46.0
711,161,120,32.5,3.371,1.0,53.5,9.0,23.5
712,161,150,5.5,2.896,0.5,33.0,9.0,-3.5
713,161,180,9.0,3.1795,1.0,48.5,9.0,0.0
714,162,0,96.5,3.2845,1.0,49.5,7.0,89.5
715,162,30,94.0,2.9234999999999998,1.0,49.5,7.0,87.0
716,162,60,83.5,3.1935000000000002,1.0,34.0,7.0,76.5
717,162,90,69.0,3.158,1.0,54.5,7.0,62.0
718,162,120,33.5,4.162,1.0,35.5,7.0,26.5
719,162,150,11.5,3.4005,0.5,39.5,7.0,4.5
720,162,180,7.0,3.5300000000000002,1.0,39.5,7.0,0.0
721,163,0,79.0,2.6005000000000003,1.0,45.0,21.0,58.0
722,163,30,76.0,2.4105,1.0,41.0,21.0,55.0
723,163,60,71.0,2.6905,1.0,31.0,21.0,50.0
724,163,90,67.0,2.378,1.0,45.0,21.0,46.0
725,163,120,42.0,2.228,1.0,49.0,21.0,21.0
726,163,150,18.0,2.7255000000000003,1.0,29.5,21.0,-3.0
727,163,180,21.0,2.3585000000000003,1.0,49.5,21.0,0.0
728,165,0,88.5,2.518,1.0,36.0,39.5,49.0
729,165,30,91.5,2.7664999999999997,1.0,37.5,39.5,52.0
730,165,60,82.5,2.717,1.0,24.0,39.5,43.0
731,165,90,56.0,2.5915,1.0,43.0,39.5,16.5
732,165,120,37.0,2.734,1.0,55.5,39.5,-2.5
733,165,150,38.0,2.8739999999999997,1.0,32.5,39.5,-1.5
734,165,180,39.5,2.886,1.0,56.0,39.5,0.0
735,166,0,94.0,1.7175,1.0,50.0,21.0,73.0
736,166,30,91.5,1.677,1.0,32.0,21.0,70.5
737,166,60,78.5,1.7995,1.0,35.0,21.0,57.5
738,166,90,60.0,2.265,1.0,31.5,21.0,39.0
739,166,120,46.5,1.766,1.0,57.5,21.0,25.5
740,166,150,15.0,2.1565,1.0,40.5,21.0,-6.0
741,166,180,21.0,2.3360000000000003,1.0,40.0,21.0,0.0
742,167,0,100.0,2.2785,1.0,49.0,60.5,39.5
743,167,30,100.0,2.354,1.0,50.0,60.5,39.5
744,167,60,100.0,2.362,1.0,31.0,60.5,39.5
745,167,90,98.0,2.7695,1.0,33.0,60.5,37.5
746,167,120,70.0,2.641,1.0,41.0,60.5,9.5
747,167,150,28.5,3.343,1.0,53.0,60.5,-32.0
748,167,180,60.5,3.173,1.0,36.5,60.5,0.0
749,170,0,95.5,2.6895,1.0,48.0,74.5,21.0
750,170,30,93.0,2.4265,1.0,44.5,74.5,18.5
751,170,60,94.5,2.2960000000000003,1.0,52.5,74.5,20.0
752,170,90,91.5,2.2554999999999996,1.0,41.5,74.5,17.0
753,170,120,91.5,2.5915,1.0,36.0,74.5,17.0
754,170,150,50.5,2.593,1.0,40.5,74.5,-24.0
755,170,180,74.5,2.6665,1.0,30.5,74.5,0.0
756,172,0,90.5,2.266,1.0,64.0,13.5,77.0
757,172,30,96.5,2.4255,1.0,30.5,13.5,83.0
758,172,60,85.5,2.3575,1.0,28.0,13.5,72.0
759,172,90,53.5,2.636,1.0,40.0,13.5,40.0
760,172,120,20.0,2.871,1.0,27.0,13.5,6.5
761,172,150,16.0,2.3395,1.0,51.0,13.5,2.5
762,172,180,13.5,2.465,1.0,56.5,13.5,0.0
763,173,0,90.5,2.7485,1.0,52.5,9.5,81.0
764,173,30,87.5,2.806,1.0,39.5,9.5,78.0
765,173,60,80.5,2.7009999999999996,1.0,36.5,9.5,71.0
766,173,90,75.5,2.7115,1.0,38.0,9.5,66.0
767,173,120,37.5,3.393,1.0,37.0,9.5,28.0
768,173,150,17.0,3.032,0.0,27.5,9.5,7.5
769,173,180,9.5,2.9595,1.0,50.5,9.5,0.0
770,175,0,88.0,2.7965,1.0,21.5,24.5,63.5
771,175,30,88.0,2.9924999999999997,1.0,31.0,24.5,63.5
772,175,60,89.0,2.9875,1.0,56.5,24.5,64.5
773,175,90,94.0,3.2025,1.0,45.0,24.5,69.5
774,175,120,85.5,3.4939999999999998,1.0,47.5,24.5,61.0
775,175,150,14.0,3.4965,1.0,32.5,24.5,-10.5
776,175,180,24.5,3.4955,1.0,55.5,24.5,0.0
777,176,0,95.5,2.414,1.0,38.5,21.0,74.5
778,176,30,95.0,2.424,1.0,36.5,21.0,74.0
779,176,60,96.0,2.4290000000000003,1.0,44.0,21.0,75.0
780,176,90,95.5,2.4585,1.0,38.5,21.0,74.5
781,176,120,87.5,2.6045,1.0,50.0,21.0,66.5
782,176,150,12.5,2.7809999999999997,1.0,45.0,21.0,-8.5
783,176,180,21.0,2.957,0.5,44.0,21.0,0.0
784,177,0,98.5,3.2295,1.0,30.0,7.0,91.5
785,177,30,96.0,3.1814999999999998,1.0,46.0,7.0,89.0
786,177,60,90.0,3.074,1.0,41.5,7.0,83.0
787,177,90,77.0,3.766,1.0,48.5,7.0,70.0
788,177,120,33.0,3.7860000000000005,1.0,43.0,7.0,26.0
789,177,150,1.0,3.0435,1.0,42.5,7.0,-6.0
790,177,180,7.0,3.5140000000000002,1.0,42.5,7.0,0.0
791,178,0,97.0,2.785,1.0,36.5,7.5,89.5
792,178,30,92.5,2.6565000000000003,1.0,43.5,7.5,85.0
793,178,60,83.5,2.5335,1.0,29.0,7.5,76.0
794,178,90,72.0,2.956,1.0,40.5,7.5,64.5
795,178,120,13.0,2.8495,1.0,36.0,7.5,5.5
796,178,150,4.5,3.1980000000000004,1.0,52.5,7.5,-3.0
797,178,180,7.5,3.0925000000000002,1.0,44.0,7.5,0.0
798,179,0,92.0,2.9975,1.0,36.5,25.0,67.0
799,179,30,91.0,3.2625,1.0,51.5,25.0,66.0
800,179,60,87.5,3.1795,1.0,45.5,25.0,62.5
801,179,90,76.5,3.2655,1.0,42.0,25.0,51.5
802,179,120,54.5,3.0745,1.0,36.0,25.0,29.5
803,179,150,29.0,3.214,1.0,39.0,25.0,4.0
804,179,180,25.0,3.7705,1.0,43.0,25.0,0.0
805,180,0,100.0,3.0435,1.0,35.0,11.5,88.5
806,180,30,100.0,3.347,1.0,20.0,11.5,88.5
807,180,60,100.0,3.2365000000000004,1.0,31.5,11.5,88.5
808,180,90,82.0,3.575,1.0,51.5,11.5,70.5
809,180,120,31.5,3.8585000000000003,1.0,43.5,11.5,20.0
810,180,150,18.0,4.007,1.0,57.0,11.5,6.5
811,180,180,11.5,3.8795,1.0,52.0,11.5,0.0
812,181,0,94.5,2.237,1.0,51.0,20.0,74.5
813,181,30,94.0,2.2495,1.0,51.0,20.0,74.0
814,181,60,84.5,2.2895000000000003,1.0,29.0,20.0,64.5
815,181,90,72.5,2.3899999999999997,1.0,23.0,20.0,52.5
816,181,120,54.5,2.729,1.0,37.0,20.0,34.5
817,181,150,7.5,2.2199999999999998,1.0,55.5,20.0,-12.5
818,181,180,20.0,2.2640000000000002,1.0,48.5,20.0,0.0
819,182,0,100.0,3.253,1.0,42.0,0.0,100.0
820,182,30,100.0,3.4735,1.0,48.0,0.0,100.0
821,182,60,100.0,3.552,1.0,26.5,0.0,100.0
822,182,90,98.0,3.66,1.0,41.0,0.0,98.0
823,182,120,59.0,3.6795,1.0,34.0,0.0,59.0
824,182,150,0.0,3.7415000000000003,1.0,54.5,0.0,0.0
825,182,180,0.0,3.6565,0.5,51.5,0.0,0.0
826,183,0,95.0,2.3449999999999998,1.0,38.0,55.5,39.5
827,183,30,95.5,2.438,1.0,35.5,55.5,40.0
828,183,60,91.5,2.269,1.0,55.5,55.5,36.0
829,183,90,87.5,2.5515,1.0,44.0,55.5,32.0
830,183,120,62.5,2.214,1.0,40.5,55.5,7.0
831,183,150,46.0,2.62,0.0,53.0,55.5,-9.5
832,183,180,55.5,2.44,0.5,28.5,55.5,0.0
833,184,0,100.0,3.5555000000000003,1.0,43.0,13.0,87.0
834,184,30,100.0,3.3235,1.0,46.0,13.0,87.0
835,184,60,100.0,3.577,1.0,49.5,13.0,87.0
836,184,90,98.5,3.4055,1.0,24.5,13.0,85.5
837,184,120,83.0,3.9015000000000004,1.0,29.0,13.0,70.0
838,184,150,13.0,4.616,1.0,61.5,13.0,0.0
839,184,180,13.0,3.5435,0.5,30.5,13.0,0.0
840,185,0,80.0,2.872,1.0,40.0,45.0,35.0
841,185,30,91.0,2.6390000000000002,1.0,33.0,45.0,46.0
842,185,60,81.5,2.6875,1.0,55.0,45.0,36.5
843,185,90,69.5,2.8705,1.0,36.5,45.0,24.5
844,185,120,62.5,2.8535,1.0,50.0,45.0,17.5
845,185,150,32.0,2.966,1.0,54.5,45.0,-13.0
846,185,180,45.0,3.3360000000000003,0.5,23.5,45.0,0.0
847,186,0,89.0,2.5915,1.0,29.5,43.0,46.0
848,186,30,86.0,2.634,1.0,47.5,43.0,43.0
849,186,60,80.0,2.827,1.0,40.0,43.0,37.0
850,186,90,76.5,3.0315000000000003,1.0,46.0,43.0,33.5
851,186,120,64.5,2.827,1.0,32.5,43.0,21.5
852,186,150,41.5,3.1355,1.0,41.0,43.0,-1.5
853,186,180,43.0,3.199,1.0,55.5,43.0,0.0
854,189,0,100.0,1.9755,1.0,46.0,21.5,78.5
855,189,30,100.0,1.891,1.0,24.5,21.5,78.5
856,189,60,94.0,1.7725,1.0,41.5,21.5,72.5
857,189,90,83.5,1.592,1.0,42.0,21.5,62.0
858,189,120,65.5,1.985,1.0,41.5,21.5,44.0
859,189,150,50.0,2.135,1.0,32.0,21.5,28.5
860,189,180,21.5,2.0214999999999996,1.0,44.5,21.5,0.0
861,191,0,100.0,1.828,1.0,58.0,5.5,94.5
862,191,30,100.0,2.2275,1.0,37.5,5.5,94.5
863,191,60,100.0,1.965,1.0,36.5,5.5,94.5
864,191,90,82.5,2.2355,1.0,22.5,5.5,77.0
865,191,120,19.0,2.0700000000000003,1.0,54.0,5.5,13.5
866,191,150,6.0,2.441,1.0,40.0,5.5,0.5
867,191,180,5.5,2.0545,1.0,44.0,5.5,0.0
868,193,0,77.0,1.7999999999999998,1.0,45.5,70.5,6.5
869,193,30,78.5,1.8210000000000002,1.0,41.0,70.5,8.0
870,193,60,79.5,1.725,1.0,58.0,70.5,9.0
871,193,90,77.0,1.9949999999999999,1.0,52.0,70.5,6.5
872,193,120,77.0,1.766,1.0,42.5,70.5,6.5
873,193,150,75.0,2.3055,1.0,32.0,70.5,4.5
874,193,180,70.5,2.1265,1.0,33.0,70.5,0.0
875,194,0,88.0,2.923,1.0,46.5,37.5,50.5
