,stim_file,condition,subtlety,pred_color,slider,button_response,RT,accuracy,subID,trial_ind,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num
7080,7bee52f4-919b-4633-b742-a0181f5f7f01,wander,180,grey,49.0,grey,3.204,1,96,24,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7081,275adee0-f228-423e-816a-e5e70b874bf3,chase,150,grey,29.0,grey,3.272,1,96,25,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7082,816e0a69-dfb6-4a6f-8ffe-97d092e27835,chase,0,black,100.0,black,2.082,1,96,26,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7083,14f7fa8d-a7a5-4171-bdbf-8a076fb08d9c,chase,150,black,57.0,black,2.911,1,96,27,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7084,06f1dd04-cfbc-433c-9833-32cdb01c0683,chase,90,grey,64.0,grey,3.243,1,96,28,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7085,bbdbec2b-0ce6-4f9c-ad2d-e6392388d4fb,chase,0,black,100.0,black,1.736,1,96,29,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7086,17e4063d-b2f1-4406-8a8f-be7151fd23c1,chase,30,black,100.0,black,1.84,1,96,30,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7087,9093ecfa-6a76-4110-b88c-dd9330281781,chase,30,grey,100.0,grey,1.861,1,96,31,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7088,1247c2a3-9c1a-478d-ad2b-6640715d76a4,chase,150,black,15.0,grey,1.688,0,96,32,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7089,49e5ac90-6e7f-4243-9552-8c4c10545895,chase,0,black,100.0,black,3.151,1,96,33,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7090,5744f837-93bf-4eba-bddf-e630dedf974e,chase,150,black,39.0,grey,2.658,0,96,34,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7091,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,wander,180,black,31.0,grey,3.023,0,96,35,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7092,1d4805c2-68cf-415b-af2f-f7c0564b59aa,chase,90,black,59.0,black,1.945,1,96,36,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7093,a4bd654a-f8f1-44b4-907f-0114e1caa391,chase,30,black,100.0,black,2.055,1,96,37,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7094,18487641-212a-4e1e-8730-31709d721382,chase,150,grey,38.0,grey,2.726,1,96,38,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7095,1841b8a9-ff1d-481d-80de-2134f2461e8b,chase,90,grey,72.0,grey,2.827,1,96,39,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7096,124f53c2-90c6-4716-8221-e86088f8d257,wander,180,grey,38.0,black,4.15,0,96,40,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7097,a7fd07d1-e946-43a4-882d-0b3b7882ed21,chase,60,grey,100.0,grey,2.873,1,96,41,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7098,c6499c88-e947-4ab5-8cde-3013da4d084f,chase,30,grey,85.0,grey,1.993,1,96,42,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7099,87b8564c-7590-4001-b1e8-6f26c4e4bf8a,chase,120,grey,53.0,grey,3.684,1,96,43,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7100,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,wander,180,black,0.0,black,2.395,1,96,44,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7101,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,chase,0,grey,100.0,grey,1.716,1,96,45,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7102,987cd79f-7d6a-426b-8983-8bee8675f0ba,chase,120,black,56.0,black,2.843,1,96,46,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7103,72e764e1-0b34-4efd-96db-5df7934b2395,chase,0,grey,100.0,grey,3.967,1,96,47,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7104,802575f0-631d-4eeb-9e49-3b401b11b953,wander,180,black,9.0,grey,2.162,0,96,48,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7105,0a730462-ba50-4dbe-97c6-911f61a40346,chase,30,grey,100.0,grey,2.157,1,96,49,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7106,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,chase,30,grey,100.0,grey,2.24,1,96,50,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7107,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,wander,180,black,7.0,grey,1.99,0,96,51,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7108,16088d09-c11d-4b03-8c77-f92a33554c1e,chase,90,black,59.0,black,1.923,1,96,52,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7109,10a07293-2c74-4b8a-bbef-b0f436cde5fb,chase,150,grey,21.0,grey,1.676,1,96,53,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7110,a68cb7dc-2812-45a9-b8f6-862ff43630fb,chase,120,grey,17.0,grey,3.337,1,96,54,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7111,4270e833-4dad-483f-85cb-3dee1fccc571,chase,150,grey,53.0,grey,3.791,1,96,55,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7112,53613c0d-b07e-4b22-b6ec-56dda26edc8f,chase,0,grey,100.0,grey,2.314,1,96,56,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7113,47505654-05f0-4b92-a9a3-978c80bda46b,chase,0,black,100.0,black,2.679,1,96,57,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7114,68c0fec8-cf83-48bf-8079-a5f414fe7504,chase,90,black,100.0,black,2.093,1,96,58,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7115,0ea51ff3-f8ac-4d29-a981-0a167d74909c,chase,30,black,100.0,black,2.237,1,96,59,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7116,8bb5c4ad-b420-47c6-8e6a-c74a127a30ce,chase,60,grey,70.0,grey,4.39,1,96,60,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7117,804f9681-f112-463c-a764-a40a823d6845,chase,60,black,85.0,black,2.358,1,96,61,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7118,7b3797d6-d4cc-4819-b3ad-adfd144217e2,chase,60,grey,83.0,grey,1.733,1,96,62,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7119,35fbacfe-f7fd-45d5-9266-5f6631809d11,chase,60,black,67.0,black,2.4,1,96,63,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7120,57dbdc86-9c49-4214-a908-c4a254e90229,chase,30,grey,100.0,grey,1.938,1,96,64,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7121,c188e383-94d7-475e-9da5-6d1f0a1184bb,chase,0,black,100.0,black,2.559,1,96,65,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7122,19c65966-3d88-4851-afe4-ae34c498748c,chase,0,grey,100.0,grey,2.054,1,96,66,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7123,c53236a2-f564-41ec-89aa-2bd90765b0a4,chase,30,black,100.0,black,3.296,1,96,67,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7124,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,wander,180,grey,7.0,grey,2.092,1,96,68,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7125,00139b14-fa60-4af8-9eba-0b4965060c34,wander,180,black,14.0,grey,2.153,0,96,69,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7126,7d6cad69-203a-49a4-9c6e-b0423a669e50,chase,90,grey,56.0,grey,2.544,1,96,70,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7127,75182d69-6502-4d35-9298-e331061c7829,chase,0,grey,100.0,grey,1.619,1,96,71,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7128,4a6f7598-dc16-47d6-987e-a48c1f938428,wander,180,grey,61.0,grey,3.159,1,96,72,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7129,9996b324-9da6-4bd7-a5d5-305513d257ce,chase,120,grey,27.0,grey,1.988,1,96,73,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7130,b7261f19-79df-4505-b935-0cb890ebda9c,chase,120,grey,47.0,grey,2.604,1,96,74,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7131,a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,chase,90,grey,87.0,grey,1.986,1,96,75,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7132,1bc0b0c8-e058-4a68-bdab-65b544a8848d,chase,120,grey,33.0,grey,3.278,1,96,76,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7133,cf5e29cd-eacd-4164-96d2-05de1fad88ba,chase,30,black,99.0,black,1.974,1,96,77,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7134,42ffed3d-edac-4ca7-9b33-6f525cb7c364,chase,90,black,54.0,black,2.865,1,96,78,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7135,3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,chase,120,black,43.0,grey,2.949,0,96,79,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7136,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,chase,60,grey,69.0,grey,2.227,1,96,80,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7137,8d9b8961-4fb1-4413-b875-966e01b9963a,chase,60,black,100.0,black,2.314,1,96,81,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7138,ceedd529-39a5-4c29-8103-d6ac89521de6,chase,90,grey,100.0,grey,1.994,1,96,82,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7139,27771508-6d61-4618-83ca-4bc020efddfe,wander,180,grey,12.0,grey,2.527,1,96,83,18.0,17.0,5.0,13.0,4.0,26.0,0.0,26.0,34.0,44.0,47.0,55.0,31.0,2.0
7140,7bee52f4-919b-4633-b742-a0181f5f7f01,wander,180,grey,11.0,grey,4.135,1,97,0,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7141,804f9681-f112-463c-a764-a40a823d6845,chase,60,black,85.0,black,5.22,1,97,1,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7142,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,chase,90,black,30.0,black,3.682,1,97,2,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7143,0ea51ff3-f8ac-4d29-a981-0a167d74909c,chase,30,black,96.0,black,4.391,1,97,3,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7144,c188e383-94d7-475e-9da5-6d1f0a1184bb,chase,0,black,74.0,black,2.462,1,97,4,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7145,a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,chase,90,grey,70.0,grey,3.156,1,97,5,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7146,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,chase,0,grey,87.0,grey,4.404,1,97,6,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7147,8d9b8961-4fb1-4413-b875-966e01b9963a,chase,60,black,69.0,black,5.196,1,97,7,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7148,4270e833-4dad-483f-85cb-3dee1fccc571,chase,150,grey,9.0,grey,4.49,1,97,8,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7149,1d4805c2-68cf-415b-af2f-f7c0564b59aa,chase,90,black,69.0,black,4.066,1,97,9,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7150,0a730462-ba50-4dbe-97c6-911f61a40346,chase,30,grey,51.0,grey,5.908,1,97,10,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7151,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,chase,30,grey,87.0,grey,3.884,1,97,11,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7152,249089b6-ef6d-4ddb-973d-6d7b9d53baf8,chase,60,black,67.0,black,3.966,1,97,12,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7153,4bc5af99-ede5-49ec-a929-d4fc6fae9b43,wander,180,black,4.0,grey,5.464,0,97,13,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7154,69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,chase,30,black,86.0,black,3.738,1,97,14,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7155,17e4063d-b2f1-4406-8a8f-be7151fd23c1,chase,30,black,77.0,black,5.265,1,97,15,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7156,a7fd07d1-e946-43a4-882d-0b3b7882ed21,chase,60,grey,73.0,grey,4.781,1,97,16,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7157,19c65966-3d88-4851-afe4-ae34c498748c,chase,0,grey,91.0,grey,6.198,1,97,17,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7158,275adee0-f228-423e-816a-e5e70b874bf3,chase,150,grey,6.0,grey,5.061,1,97,18,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7159,3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,chase,120,black,21.0,grey,5.904,0,97,19,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7160,6480385b-e9eb-45a9-88e3-aade6c90476d,chase,120,black,63.0,black,3.786,1,97,20,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7161,ceedd529-39a5-4c29-8103-d6ac89521de6,chase,90,grey,93.0,grey,6.18,1,97,21,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7162,5d84c995-f49b-42d0-bf89-eb7f4bfcb1d4,chase,120,black,54.0,black,7.804,1,97,22,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7163,00ccc21a-d63a-41eb-8d3b-a2315d7b0d3e,wander,180,grey,,,10.009,0,97,23,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7164,42ffed3d-edac-4ca7-9b33-6f525cb7c364,chase,90,black,89.0,black,4.594,1,97,24,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7165,1247c2a3-9c1a-478d-ad2b-6640715d76a4,chase,150,black,11.0,grey,6.347,0,97,25,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7166,75182d69-6502-4d35-9298-e331061c7829,chase,0,grey,91.0,grey,3.63,1,97,26,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7167,5744f837-93bf-4eba-bddf-e630dedf974e,chase,150,black,70.0,black,3.613,1,97,27,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7168,49e5ac90-6e7f-4243-9552-8c4c10545895,chase,0,black,82.0,black,4.324,1,97,28,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7169,85aa46c9-fe72-469c-a4cd-96f72ab4ccba,chase,60,black,77.0,black,6.115,1,97,29,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7170,7d6cad69-203a-49a4-9c6e-b0423a669e50,chase,90,grey,85.0,grey,6.535,1,97,30,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7171,8bb5c4ad-b420-47c6-8e6a-c74a127a30ce,chase,60,grey,76.0,grey,5.998,1,97,31,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7172,7b3797d6-d4cc-4819-b3ad-adfd144217e2,chase,60,grey,91.0,grey,4.649,1,97,32,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7173,0ea53c63-8350-4a50-8dec-ccbbf0e401dc,wander,180,black,8.0,black,4.804,1,97,33,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7174,bbdbec2b-0ce6-4f9c-ad2d-e6392388d4fb,chase,0,black,96.0,black,4.456,1,97,34,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7175,3273fde2-4b65-4cc7-b9b3-ef2604e8a514,chase,60,grey,82.0,grey,3.545,1,97,35,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7176,cf5e29cd-eacd-4164-96d2-05de1fad88ba,chase,30,black,87.0,grey,6.167,0,97,36,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7177,b7261f19-79df-4505-b935-0cb890ebda9c,chase,120,grey,18.0,grey,5.51,1,97,37,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7178,37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,chase,0,black,77.0,black,4.278,1,97,38,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7179,53613c0d-b07e-4b22-b6ec-56dda26edc8f,chase,0,grey,87.0,grey,8.216,1,97,39,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7180,94a4e86e-f727-4ed5-85c3-c9ab9c1c8e73,chase,120,black,,,10.011,0,97,40,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7181,18487641-212a-4e1e-8730-31709d721382,chase,150,grey,14.0,grey,5.53,1,97,41,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7182,91659665-5079-44c4-96c1-49da784170fa,chase,60,grey,75.0,grey,6.616,1,97,42,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7183,72e764e1-0b34-4efd-96db-5df7934b2395,chase,0,grey,90.0,black,4.379,0,97,43,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7184,4cd79935-2124-4c73-9bff-ce0554f08119,chase,150,black,6.0,grey,4.955,0,97,44,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7185,68c0fec8-cf83-48bf-8079-a5f414fe7504,chase,90,black,89.0,black,3.813,1,97,45,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7186,cca827ad-af9d-4cfd-ae71-7e028e3f8520,chase,60,black,84.0,black,6.35,1,97,46,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7187,12a3cd27-040f-4199-9edb-5cd4bb71b3d0,wander,180,black,2.0,black,4.206,1,97,47,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7188,00139b14-fa60-4af8-9eba-0b4965060c34,wander,180,black,62.0,grey,6.156,0,97,48,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7189,9093ecfa-6a76-4110-b88c-dd9330281781,chase,30,grey,91.0,grey,5.11,1,97,49,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7190,07cdb9d7-6577-428d-9498-8a7243527554,chase,0,grey,91.0,grey,3.296,1,97,50,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7191,9c46112a-3307-42b7-8386-bdf38ba679af,chase,150,grey,68.0,grey,3.372,1,97,51,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7192,70f615a0-31d5-42b9-a44b-f5746c0b41a8,wander,180,black,15.0,black,2.775,1,97,52,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7193,47505654-05f0-4b92-a9a3-978c80bda46b,chase,0,black,83.0,black,2.901,1,97,53,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7194,4a6f7598-dc16-47d6-987e-a48c1f938428,wander,180,grey,9.0,grey,4.253,1,97,54,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7195,124f53c2-90c6-4716-8221-e86088f8d257,wander,180,grey,56.0,grey,4.74,1,97,55,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7196,14f7fa8d-a7a5-4171-bdbf-8a076fb08d9c,chase,150,black,71.0,black,3.048,1,97,56,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7197,87b8564c-7590-4001-b1e8-6f26c4e4bf8a,chase,120,grey,80.0,grey,7.461,1,97,57,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7198,a68cb7dc-2812-45a9-b8f6-862ff43630fb,chase,120,grey,54.0,grey,7.17,1,97,58,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7199,35fbacfe-f7fd-45d5-9266-5f6631809d11,chase,60,black,85.0,black,3.476,1,97,59,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
7200,1bc0b0c8-e058-4a68-bdab-65b544a8848d,chase,120,grey,80.0,black,7.553,0,97,60,19.0,20.0,18.0,16.0,11.0,9.0,20.0,46.90909090909091,21.0,37.0,40.0,32.72727272727273,70.0,0.0
