subID,r_squared,nrmse,center,sigma,bias_lower,bias_upper,center_y,obj_center,bias_xmin,bias_xmax,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
104.0,0.9850961363547218,0.0497833886819089,0.4577828208498351,0.0884992589221471,0.0,0.0,0.5,0.4577828208498351,0.005637110791631,0.002178801617621,6.0,4.0,5.0,24.0,7.0,40.0,0.0,12.0,48.0,55.0,53.0,58.0,20.0,10.0,0.00345830917401,0.992184087590748
105.0,0.9951325962506185,0.0294021249995879,0.4145666048644437,0.1191629421792984,0.3041666666666667,0.0408333333333332,0.6316666666666667,0.3130219876951854,0.3237616443330391,0.0456132805677313,9.0,13.0,5.0,11.0,9.0,19.0,6.0,32.0,42.0,44.0,46.0,39.0,47.0,8.0,0.2781483637653078,0.6306250750992296
106.0,0.9860456805655182,0.0490090042159375,0.4424052792492502,0.0944614846895928,0.3941666666666666,0.0358333333333332,0.6791666666666667,0.3027554839399389,0.3993892156078083,0.0373860862754005,10.0,16.0,10.0,14.0,5.0,17.0,2.0,28.0,37.0,38.0,48.0,48.0,43.0,1.0,0.3620031293324078,0.5632246981167912
107.0,0.9831779239093392,0.0547247155889346,0.4041197516074223,0.113219000470082,0.4,0.2358333333333333,0.5820833333333333,0.2941376788402084,0.4099788123203036,0.2377097600158737,9.0,16.0,11.0,11.11111111111111,8.0,20.0,2.0,29.0,40.36363636363637,41.0,43.0,47.0,37.0,5.0,0.17226905230442988,0.3523114276638226
108.0,0.9916723323052272,0.0382318083341923,0.3135947467563122,0.0328013477177655,0.2633333333333333,0.0,0.6316666666666666,0.2890608010441067,0.2633852374290288,6.01406813238725e-10,8.0,6.0,8.0,12.0,4.0,19.0,7.0,43.0,30.0,38.0,40.0,37.0,41.0,1.0,0.263385236827622,0.7366147619695643
111.0,0.9881574779823288,0.0438954245495592,0.4071057891588915,0.1054954583623536,0.22,0.0991666666666667,0.5604166666666667,0.3692586488791075,0.2340617557534463,0.1016253045878017,16.0,11.0,9.0,16.0,5.0,27.0,0.0,27.0,29.0,38.0,38.0,44.0,57.0,2.0,0.1324364511656446,0.6643129396587519
112.0,0.99765343402065,0.0216327241209789,0.314734465633926,0.0612228042773911,0.2508333333333333,0.0,0.6254166666666667,0.2720936345643989,0.2551926751861866,1.0316292558876228e-05,7.0,14.0,4.0,17.0,1.0,31.0,0.0,23.0,52.0,53.0,48.0,56.72727272727273,26.0,5.0,0.2551823588936277,0.7447970085212545
113.0,0.9967051622642904,0.0266005577447633,0.3795898967357882,0.0747714745657376,0.0591666666666666,0.0124999999999999,0.5233333333333333,0.3720661355924666,0.0649241607520878,0.0127312455253428,26.0,30.0,24.0,26.0,23.0,17.0,8.0,57.0,28.0,26.0,45.0,58.0,54.0,4.0,0.052192915226745004,0.9223445937225694
114.0,0.9982766995699404,0.0186989892465204,0.4444717584322467,0.0683689888541954,0.0633333333333333,0.0108333333333332,0.52625,0.436709612756183,0.0647216902266502,0.0111072192936857,26.0,22.0,14.0,9.0,9.0,3.0,20.0,54.0,16.0,43.0,40.0,30.0,78.0,0.0,0.053614470932964495,0.9241710904796641
115.0,0.9897805784256768,0.0437163006401788,0.4809874855846863,0.109213038634029,0.2175,0.0766666666666666,0.5704166666666667,0.4368128493508948,0.226025869334873,0.0827071853872204,15.0,7.0,11.0,18.0,9.0,13.0,2.0,24.0,23.0,46.0,40.0,47.0,34.0,5.0,0.14331868394765263,0.6912669452779066
117.0,0.9965866523226338,0.0246777964335759,0.4738390824647592,0.0887160983438224,0.0491666666666666,0.0358333333333332,0.5066666666666667,0.4712533665151894,0.0535292859013139,0.0382573649035929,21.0,19.0,16.0,12.0,10.0,8.0,18.0,46.0,32.0,44.0,50.0,48.0,41.0,2.0,0.015271920997721004,0.9082133491950932
118.0,0.9978658189401812,0.0193628894075029,0.4629568784359537,0.0858707569555675,0.16,0.0108333333333332,0.5745833333333333,0.4317207340750255,0.1637605072077364,0.0124244151618627,18.0,13.0,9.0,18.0,14.0,23.0,5.0,40.0,28.0,47.0,43.0,43.0,53.0,3.0,0.1513360920458737,0.823815077630401
121.0,0.9711199335233416,0.068470349333774,0.4177989222024519,0.1239625809805023,0.4541666666666666,0.0124999999999999,0.7208333333333334,0.1247168371038794,0.4718918063615055,0.0173233774058252,17.0,18.0,3.0,16.0,12.0,12.0,19.0,54.0,32.0,52.0,48.0,33.0,64.0,3.0,0.45456842895568034,0.5107848162326692
122.0,0.9729579403338912,0.0746378533195373,0.3143085369936537,0.0854290985511364,0.4,0.0799999999999999,0.66,0.1917105596535013,0.4128035713307391,0.080169833452015,14.0,14.0,6.0,13.0,10.0,9.0,7.0,37.0,32.0,37.0,38.0,45.0,43.0,3.0,0.3326337378787241,0.5070265952172459
123.0,0.998677024160414,0.0170988236486916,0.397389482253637,0.0770405510929604,0.1033333333333333,0.0083333333333333,0.5475000000000001,0.3808485151786285,0.1084139138524075,0.0086892548753165,15.0,22.0,9.0,25.0,13.0,9.0,13.0,45.0,30.0,31.0,42.0,43.0,42.0,2.0,0.09972465897709101,0.882896831272276
125.0,0.9997061011476664,0.0091385214470508,0.3660103003724009,0.0585360569698077,0.165,0.0,0.5825,0.3425679227189415,0.1666044419195682,1.6517362279477865e-05,18.0,18.0,18.0,13.0,9.0,17.0,2.0,25.0,31.0,38.0,37.0,49.0,45.0,2.0,0.1665879245572887,0.8333790407181523
127.0,0.989500190096033,0.0464308356341644,0.3889260196696495,0.0912000071942411,0.2183333333333333,0.0883333333333332,0.5650000000000001,0.3543165634400224,0.2279453215453147,0.089185399686072,7.0,10.0,4.0,21.0,3.0,33.0,1.0,15.0,47.0,50.0,46.0,47.0,28.0,5.0,0.13875992185924269,0.6828692787686134
128.0,0.985620021514088,0.0516393608025503,0.4205293009382215,0.0686057280904529,0.145,0.0024999999999999,0.57125,0.3973763930103918,0.14685214666901,0.0026829703963008,21.0,19.0,14.0,14.0,20.0,16.666666666666668,10.0,36.0,24.0,40.0,39.0,42.0,50.0,2.0,0.1441691762727092,0.8504648829346891
129.0,0.9919942856314232,0.0355372993212313,0.4600257712121016,0.1122796833931596,0.3758333333333333,0.2724999999999999,0.5516666666666667,0.3920375609938023,0.3815825209554104,0.2753444600552956,6.0,11.0,10.0,7.0,2.0,25.0,2.0,21.0,41.0,41.0,51.0,48.0,39.0,4.0,0.10623806090011478,0.34307301898929393
130.0,0.8877485961758873,0.1193352932868188,0.329043652927647,0.1035721313581611,0.2708333333333333,0.0558333333333332,0.6075,0.2605047611851583,0.2977951792658406,0.0568664186552425,10.0,12.0,8.0,7.0,8.0,23.0,0.0,30.0,38.0,39.0,49.0,49.0,33.0,4.0,0.2409287606105981,0.6453384020789168
133.0,0.9828125849405216,0.0520422117615925,0.463959839062393,0.1295006503704508,0.2566666666666666,0.2366666666666667,0.51,0.4537307884249017,0.2703714962409971,0.2446133864341435,14.0,19.0,7.0,20.0,9.0,25.0,5.0,26.0,31.0,46.0,38.0,50.0,31.0,15.0,0.025758109806853613,0.4850151173248594
134.0,0.9942793004765976,0.0334678530807836,0.4390185915764965,0.0717089648819712,0.025,0.0074999999999999,0.50875,0.4364241858535385,0.0271176285107358,0.0078872382089049,17.0,20.0,9.0,13.0,10.0,22.0,7.0,34.0,37.0,40.0,41.0,48.0,39.0,3.0,0.0192303903018309,0.9649951332803592
135.0,0.9921975704295548,0.0356919309907048,0.4424687694421954,0.0882360193129801,0.16,0.0766666666666666,0.5416666666666666,0.4231261746007051,0.1650352927251094,0.0780400244545276,12.0,16.0,14.0,20.0,11.0,29.0,8.0,25.0,48.0,36.0,37.0,48.0,36.0,8.0,0.0869952682705818,0.756924682820363
137.0,0.977839572917936,0.0605671162475479,0.4384020253290154,0.0784052581678409,0.4183333333333333,0.1208333333333332,0.64875,0.3180240849885165,0.4200456142491072,0.1211901628176383,16.0,18.0,12.0,11.0,15.0,21.0,11.0,32.0,31.0,45.0,40.0,37.0,50.0,3.0,0.2988554514314689,0.4587642229332546
138.0,0.9978764294183778,0.0207584580686386,0.4430743403106162,0.0921627357799598,0.1433333333333333,0.1066666666666666,0.5183333333333333,0.4340556829919605,0.1494097595815384,0.1084435314679659,20.0,21.0,19.0,18.0,16.0,21.0,2.2222222222222223,42.0,31.0,37.0,40.0,43.0,61.22222222222222,2.0,0.040966228113572506,0.7421467089504956
143.0,0.954772291694881,0.0792689269612443,0.4193422534825723,0.1334694467302004,0.3216666666666666,0.2241666666666667,0.54875,0.3611305739503585,0.3404751781391895,0.229951007312402,19.0,18.0,13.0,19.0,10.0,22.0,0.0,37.0,34.0,35.0,44.0,44.0,56.0,1.0,0.11052417082678748,0.4295738145484085
144.0,0.9989437911592112,0.0151824477685405,0.3596218034879784,0.0586141849971654,0.1666666666666666,0.0,0.5833333333333333,0.3358557966314308,0.1684668086411724,1.4997148240825098e-05,18.0,10.0,7.0,12.0,12.0,20.0,8.0,40.0,44.0,47.0,44.0,45.0,32.0,2.0,0.16845181149293156,0.8315181942105868
145.0,0.9856681622691114,0.0472626766222662,0.4753677137717302,0.1190044606687244,0.2375,0.1891666666666667,0.5241666666666667,0.4552552719755657,0.2478675619932412,0.1960620909687562,10.0,17.0,6.0,10.0,8.0,20.0,13.0,47.0,51.27272727272727,40.0,35.0,40.0,37.0,2.0,0.05180547102448499,0.5560703470380026
146.0,0.9630454449710898,0.0704382884061512,0.5436158851749541,0.1367171579051847,0.555,0.1049999999999999,0.7250000000000001,0.0,0.5612598393509517,0.1166568790004467,6.0,8.0,3.0,17.0,7.0,24.0,0.0,40.0,47.0,39.0,48.0,40.0,44.0,8.0,0.444602960350505,0.3220832816486016
148.0,0.9720153722200332,0.0585458447054133,0.3105000074336272,0.1435564130238483,0.0375,0.0083333333333333,0.5145833333333334,0.3017208978051925,0.1359038937721652,0.0160987244538557,16.0,7.0,18.0,15.0,9.0,15.0,5.0,31.0,29.0,32.0,43.0,38.0,55.0,1.0,0.11980516931830949,0.8479973817739791
149.0,0.8859982022737118,0.1240845247790439,0.3052802129930325,0.0403579993783646,0.3075,0.0749999999999999,0.61625,0.2733169593780599,0.3078200927926477,0.0750000206405857,5.0,19.0,6.0,22.0,11.0,26.0,7.0,35.0,38.0,42.0,47.0,47.0,33.0,4.0,0.23282007215206202,0.6171798865667666
150.0,0.9701912854002772,0.0649755304317025,0.4302476642697459,0.1264771526113963,0.2791666666666667,0.1075,0.5858333333333333,0.3575070785429628,0.2989404280209792,0.1142068447609364,12.0,21.0,13.0,22.0,6.0,19.0,1.0,56.0,35.0,42.0,41.0,44.0,49.0,4.0,0.1847335832600428,0.5868527272180843
151.0,0.9549165110641766,0.0809351403080041,0.5005323308064926,0.1510690926516714,0.2358333333333333,0.0675,0.5841666666666666,0.4260549494809024,0.2602994490868325,0.0921330318525496,18.0,18.0,11.0,16.0,19.0,10.0,12.0,47.0,23.0,49.0,37.0,39.0,72.0,0.0,0.16816641723428288,0.6475675190606179
152.0,0.9832938474135268,0.0549022454827607,0.3519963907483402,0.069037449218539,0.3475,0.0241666666666666,0.6616666666666666,0.2734384662478828,0.3513127645893381,0.0242193595229063,11.11111111111111,10.0,7.0,21.0,6.0,29.0,27.0,41.0,39.0,45.0,50.0,45.0,38.0,5.0,0.32709340506643175,0.6244678758877555
154.0,0.9937509450374494,0.0325304115755501,0.3934142007174243,0.0817754422273578,0.3783333333333333,0.0374999999999999,0.6704166666666667,0.2842144241726244,0.3830503189403046,0.0378505979132635,10.0,18.0,11.0,15.0,8.88888888888889,30.0,2.0,30.0,45.81818181818182,39.0,55.0,54.0,35.0,5.0,0.3451997210270411,0.5790990831464319
158.0,0.979189977285196,0.0604819854175337,0.3526092739666176,0.0813818931042948,0.3141666666666667,0.0,0.6570833333333334,0.2720609036716515,0.3230556791899515,0.0002405833303759,8.0,12.0,9.0,21.0,6.0,26.0,4.0,14.0,45.0,33.0,38.0,57.0,39.0,6.0,0.3228150958595756,0.6767037374796726
159.0,0.996463978761647,0.0262581906917729,0.4107603166870984,0.0997030218688206,0.14,0.0058333333333332,0.5670833333333334,0.3791775090211703,0.1536558988524828,0.0081438463668386,2.0,7.0,7.0,10.0,1.0,35.0,0.0,12.0,54.0,29.0,46.0,55.0,21.0,4.0,0.1455120524856442,0.8382002547806786
160.0,0.9869324498218268,0.0512748057863526,0.3519365242349948,0.0792797148090675,0.1666666666666666,0.0,0.5833333333333333,0.3197913660991518,0.1763899391601998,0.0002347485981202,1.0,4.0,2.0,16.0,1.0,35.0,0.0,17.0,46.0,47.0,50.0,59.0,30.0,3.0,0.1761551905620796,0.82337531224168
161.0,0.9892122467134672,0.0403679294948977,0.4516183424799932,0.1134213083961235,0.0775,0.1725,0.4525,0.4805069075794071,0.0912331922193836,0.1784135635695233,22.0,17.0,17.0,12.0,16.0,26.0,4.0,21.0,32.0,40.0,42.0,54.0,57.0,3.0,-0.08718037135013969,0.730353244211093
162.0,0.9962318998243525,0.024647754639657,0.4509121047297243,0.1234132720521271,0.0883333333333333,0.0983333333333332,0.495,0.4539470102552542,0.1088635734887899,0.1077298625853154,20.0,25.0,5.0,16.0,15.0,28.0,7.0,27.0,28.0,49.0,52.0,50.0,36.0,3.0,0.0011337109034744997,0.7834065639258947
163.0,0.977878032215814,0.0587000611732294,0.3964789512370425,0.0917725879447359,0.2241666666666666,0.2083333333333332,0.5079166666666668,0.3913566845128847,0.2316135732053,0.2091227836329683,13.0,14.0,14.0,13.0,11.0,18.0,0.0,19.0,38.0,42.0,46.0,47.0,32.0,3.0,0.022490789572331693,0.5592636431617317
165.0,0.9621861855457008,0.0757848832593448,0.5107635116358555,0.097124453486251,0.3466666666666666,0.1091666666666667,0.6187499999999999,0.4198873645631693,0.3494823693029247,0.1126765137400018,16.0,14.0,14.444444444444445,11.0,13.0,26.0,5.0,28.0,39.0,37.0,44.0,48.0,47.0,5.0,0.23680585556292288,0.5378411169570735
166.0,0.9783902613673796,0.0545719688953452,0.4798910769707882,0.1438757895854938,0.2075,0.055,0.5762499999999999,0.4195194122238762,0.2328513669142958,0.0743311728982502,14.0,17.0,12.0,12.0,12.0,14.0,11.0,52.0,32.0,46.0,38.0,33.0,42.0,0.0,0.1585201940160456,0.692817460187454
167.0,0.8886159642661604,0.1268017011592941,0.3231567344997947,0.0650020148604363,0.3275,0.0,0.6637500000000001,0.2539808842366325,0.3321302239889261,2.0207964227858533e-05,9.0,18.0,11.0,11.0,12.0,24.0,4.0,20.0,45.0,30.0,42.0,48.0,31.0,3.0,0.33211001602469825,0.667849568046846
170.0,0.9457192004267468,0.0885336617984495,0.3290232015399192,0.0645991382278709,0.585,0.0524999999999999,0.76625,0.0,0.5872113411375721,0.0525111782799828,17.0,17.0,12.0,14.0,13.0,8.0,1.0,42.0,29.0,32.0,39.0,44.0,52.0,3.0,0.5347001628575894,0.3602774805824451
172.0,0.9941946373922044,0.0308896278972977,0.4604889281641158,0.1102362599848898,0.1133333333333333,0.0858333333333333,0.51375,0.4529150936841562,0.1254325218963462,0.0917872899627945,10.0,12.0,8.0,14.0,9.0,31.0,11.0,33.0,46.0,47.0,52.0,46.0,37.0,6.0,0.033645231933551706,0.7827801881408593
173.0,0.988262135568464,0.0473827907507693,0.4283553777230808,0.1051880830779914,0.1966666666666666,0.0991666666666667,0.54875,0.3990380491892198,0.2084636001895732,0.1022258906710085,12.0,16.0,8.0,17.0,9.0,17.0,0.0,26.0,37.0,48.0,44.0,43.0,35.0,5.0,0.10623770951856469,0.6893105091394183
175.0,0.948380649337916,0.0865870059465925,0.301578400551437,0.0315301900638546,0.2318181818181818,0.1099999999999999,0.5609090909090909,0.2897709257076218,0.231864355771365,0.1100000001578842,6.0,4.0,19.0,12.0,7.0,38.0,0.0,13.0,55.0,37.0,45.0,53.0,32.0,3.0,0.12186435561348079,0.6581356440707508
176.0,0.9863286765981876,0.0501923936076775,0.3339805072591953,0.0111166012917788,0.3266666666666666,0.0433333333333333,0.6416666666666666,0.3232114419697224,0.3266666666667231,0.0433333333333333,21.0,15.0,9.0,15.0,16.0,23.0,1.0,40.0,32.0,43.0,36.0,42.0,38.0,2.0,0.28333333333338984,0.6299999999999436
177.0,0.9931048861654228,0.0366896471998278,0.3998168214509781,0.0914033697612217,0.0883333333333333,0.0224999999999999,0.5329166666666667,0.3862571133094775,0.0993958553277441,0.0237492773115741,20.0,17.0,8.0,14.0,13.0,22.0,11.0,41.0,25.0,39.0,37.0,41.0,43.0,3.0,0.07564657801617,0.8768548673606819
178.0,0.9951854895987284,0.0308737264520993,0.4559223863942511,0.0895746595437368,0.105,0.0558333333333332,0.5245833333333334,0.445414015605753,0.1101366973981592,0.0577605897215668,11.0,7.0,3.0,21.0,5.0,22.0,11.0,31.0,38.0,54.0,41.0,45.0,39.0,4.0,0.052376107676592405,0.8321027128802739
179.0,0.996170928197894,0.0278494814383198,0.4033187717861168,0.0905194614677616,0.2925,0.0841666666666667,0.6041666666666666,0.3403938785490831,0.2996558639782333,0.0850204869815177,11.0,18.0,3.0,17.0,3.0,18.0,10.0,42.0,34.0,49.0,49.0,39.0,34.0,3.0,0.2146353769967156,0.6153236490402489
180.0,0.9897773299090092,0.0422671081501819,0.4031099942019515,0.0977921277664702,0.1841666666666666,0.0,0.5920833333333333,0.3581849312313951,0.1971805784856871,0.0018190544097007,6.0,7.0,10.0,8.0,4.0,25.0,1.0,20.0,45.0,42.0,46.0,50.0,36.0,8.0,0.1953615240759864,0.8010003671046123
181.0,0.9750927316498796,0.0603692916177979,0.4048106423545262,0.1157481460682306,0.2308333333333333,0.0633333333333332,0.58375,0.3488071333125508,0.2515763671506903,0.0674352065348984,11.0,11.0,5.0,10.0,7.0,31.0,2.0,29.0,43.0,45.0,45.0,51.0,40.0,1.0,0.18414116061579192,0.6809884263144113
182.0,0.9940016071770832,0.0351195064484303,0.3484365935359083,0.0918749118342575,0.059090909090909,0.0,0.5295454545454545,0.3368815421672797,0.0798305534322281,0.0007820486023836,3.0,9.0,6.0,13.0,7.0,21.0,4.0,29.0,44.0,31.636363636363637,39.0,41.0,27.0,5.0,0.0790485048298445,0.9193873979653883
183.0,0.9385311042153188,0.0948612580470662,0.368114651392689,0.0793598056994707,0.3891666666666666,0.0725,0.6583333333333333,0.2609847294270907,0.3943233824630508,0.072687466555422,22.0,19.0,13.0,18.0,20.0,21.0,8.0,27.0,29.0,41.45454545454545,41.0,48.0,43.0,1.0,0.3216359159076288,0.5329891509815272
184.0,0.9518723589030662,0.0837334221750137,0.3459034583387523,0.0782276168333365,0.17,0.0008333333333332,0.5845833333333333,0.3135291635319148,0.179842633823474,0.0010270680492416,3.0,6.0,3.0,9.0,0.0,34.0,0.0,18.0,46.0,42.0,51.0,56.0,26.0,3.0,0.1788155657742324,0.8191302981272844
185.0,0.91103693504495,0.103062310264336,0.3976053093894212,0.1365868375992356,0.3325,0.1208333333333332,0.6058333333333334,0.286014885984441,0.3607146133090607,0.1273961459716062,20.0,20.0,10.0,9.0,6.0,15.0,2.0,36.0,25.0,42.0,42.0,44.0,63.0,2.0,0.23331846733745448,0.5118892407193332
186.0,0.9738830030682826,0.06805072489551,0.3951600648270887,0.1113571904373445,0.4283333333333333,0.1241666666666667,0.6520833333333333,0.2106278325934502,0.4408459264975294,0.1261165695364721,18.0,13.0,9.0,10.0,10.0,9.0,6.0,40.0,30.0,29.0,33.0,27.0,62.0,0.0,0.3147293569610573,0.4330375039659985
189.0,0.99527082810334,0.0319789578775132,0.4205901157879172,0.1000761619679347,0.3566666666666666,0.0008333333333332,0.6779166666666667,0.2957183712582349,0.3661337616931187,0.002792703841856,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
191.0,0.9973838587070982,0.0228397531833136,0.4085490397092609,0.0741269423441171,0.075,0.0,0.5375,0.3965020083925517,0.0787220826810645,0.0003168134775065,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.07840526920355799,0.920961103841429
193.0,0.8708361819418604,0.1209792706552348,0.2202871994360742,0.1376164687170535,0.6533333333333333,0.2075,0.7229166666666667,0.0,0.6766965243204132,0.2079801660330589,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.46871635828735425,0.11532330964652793
194.0,0.91265967586592,0.1081769908433031,0.3315696067921955,0.0929803382176093,0.3183333333333333,0.1283333333333333,0.595,0.2650120594672549,0.3335450517382694,0.1287507219917631,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.20479432974650633,0.5377042262699675
195.0,0.993373892461878,0.0337917678907971,0.3348772495132151,0.0846565092976138,0.2690909090909091,0.0,0.6345454545454545,0.2694729839851989,0.2828212418561563,0.0002828549501658,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.28253838690599054,0.7168959031936779
197.0,0.9960507714209212,0.0265644305586397,0.3676663570709317,0.0678689896360524,0.1908333333333333,0.0383333333333333,0.57625,0.34045342888874,0.1942400452870446,0.0384026138083212,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.15583743147872342,0.7673573409046341
198.0,0.9803271059706417,0.0563162690651629,0.3689511388689565,0.0817025762797068,0.1266666666666666,0.0,0.5633333333333332,0.3450828405009639,0.1361132980810766,0.0003860233134318,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.13572727476764482,0.8635006786054915
201.0,0.9785764551415024,0.0575421330012982,0.3790728426750127,0.0919522526368927,0.2941666666666667,0.0008333333333332,0.6466666666666667,0.2976148007304485,0.3054083336742252,0.0016556069548108,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
202.0,0.9487600096154932,0.0820408375354302,0.4329074789000739,0.1420964999287844,0.2141666666666666,0.15,0.5320833333333334,0.4041294898191808,0.2430116409682266,0.1615389111904741,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.08147272977775252,0.5954494478412993
203.0,0.987879414386186,0.0437544656550896,0.426868448316739,0.0961949478076737,0.3483333333333334,0.0316666666666667,0.6583333333333333,0.318409109976163,0.3555791826010513,0.0332652478145915,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
205.0,0.9887799036800567,0.0461355445365061,0.4650933551130856,0.1095025785922589,0.1625,0.0649999999999999,0.5487500000000001,0.4373037336916163,0.1733928111209219,0.070796319994866,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.10259649112605589,0.7558108688842121
206.0,0.9403029953439036,0.0918344368226769,0.3243536819318894,0.0526601072020365,0.5608333333333334,0.02,0.7704166666666667,0.0,0.5617173988883701,0.0200011226541737,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.41828147845745617
208.0,0.9848156491595114,0.0513314318270369,0.4021383082592443,0.1001404335317567,0.2141666666666666,0.0766666666666666,0.5687500000000001,0.3628080528079011,0.2267261748415885,0.07847301528711,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.611111111111114,2.0,0.1482531595544785,0.6948008098713014
209.0,0.9976330757098328,0.0204376610252084,0.4736321487876974,0.1033823707114589,0.0183333333333333,0.0675,0.4754166666666666,0.4847633271438266,0.0276003476021559,0.073086854821999,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.045486507219843104,0.899312797575845
211.0,0.996725410583749,0.0261331353357196,0.3619602441789898,0.0891926520602734,0.4466666666666666,0.1166666666666667,0.665,0.1860417050132446,0.4540842462692945,0.1170079258488903,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.42890782788181525
212.0,0.9814855977032756,0.0528243735920978,0.5086177118594617,0.1403573817327917,0.205,0.0366666666666667,0.5841666666666666,0.4452503708786192,0.2247086315644168,0.0588749093449486,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
213.0,0.9991343484642476,0.0134322547645759,0.4483987469873771,0.0745237957246496,0.3533333333333333,0.0383333333333333,0.6575,0.3629437493570458,0.3548124355681959,0.0387043283719312,8.0,16.0,7.0,10.0,8.0,29.0,6.0,29.0,41.0,41.0,44.0,47.0,52.0,3.0,0.3161081071962647,0.606483236059873
215.0,0.99798156868869,0.0208667089496893,0.3926642097992385,0.0537396550891282,0.285,0.1466666666666667,0.5691666666666666,0.3659677533514695,0.2853810786173771,0.1466736883669506,22.0,19.0,13.0,20.0,18.0,18.0,20.0,36.0,30.0,36.0,35.0,47.0,67.0,2.0,0.1387073902504265,0.5679452330156722
216.0,0.9429398240512716,0.0904981077524803,0.3624791188313822,0.1198414605319395,0.3441666666666666,0.28,0.5320833333333332,0.3211529313036371,0.3615769098317366,0.2818304490331091,4.0,8.88888888888889,4.0,17.0,7.0,29.0,8.0,35.0,50.0,44.0,46.0,49.09090909090909,33.0,10.0,0.07974646079862752,0.35659264113515426
217.0,0.7557803033808241,0.1886729299745239,0.318236082510349,0.020801973183028,0.4991666666666666,0.0,0.7495833333333333,0.1851673233688263,0.4991667803507408,2.886579864025407e-15,6.0,13.0,6.0,15.0,1.0,37.0,1.0,35.0,51.0,41.0,48.0,53.0,27.0,2.0,0.4991667803507379,0.5008332196492563
218.0,0.95977580119402,0.0737524868570992,0.4251754311572647,0.1190061145145889,0.37,0.1916666666666667,0.5891666666666666,0.3223961575668342,0.3819719695995219,0.1951389630300519,9.0,12.0,6.0,8.0,2.0,25.0,0.0,41.0,36.0,41.0,44.0,52.0,37.0,6.0,0.18683300656947,0.42288906737042625
219.0,0.9979447957123926,0.0218889530152974,0.4297232581921041,0.0533919395755071,0.1008333333333333,0.0,0.5504166666666667,0.4176978419471188,0.1011206075593425,2.066101820585864e-05,21.0,20.0,19.0,20.0,17.0,9.0,20.0,50.0,28.0,40.0,42.0,28.0,52.0,3.0,0.10109994654113665,0.8988587314224517
220.0,0.9933733051201676,0.0382980093812776,0.3191748300669519,0.0523722391506829,0.2658333333333333,0.0216666666666667,0.6220833333333333,0.2817666632459618,0.2674368120370896,0.0216682775764194,12.0,17.77777777777778,19.0,20.0,8.0,21.0,5.0,31.0,42.0,29.0,44.0,58.0,28.0,3.0,0.24576853446067018,0.710894910386491
221.0,0.9785150872712816,0.0575220320752422,0.4733454340349914,0.0911170203070719,0.37,0.0825,0.64375,0.3670346420417197,0.3730189686549331,0.0841858979424409,16.0,16.0,10.0,25.0,10.0,13.0,16.0,44.0,24.0,44.0,47.0,40.0,56.0,2.0,0.2888330707124922,0.542795133402626
222.0,0.9957729113085766,0.0295482417368603,0.4396861620281012,0.0783347382081097,0.2808333333333333,0.0383333333333333,0.6212500000000001,0.3813259474401455,0.2833096186957492,0.0388657764853446,2.0,10.0,5.0,13.0,2.0,30.0,2.0,27.0,53.0,47.0,48.0,58.0,23.0,6.0,0.2444438422104046,0.6778246048189062
