subID,r_squared,nrmse,center,sigma,bias_lower,bias_upper,center_y,obj_center,bias_xmin,bias_xmax,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
33.0,0.9944595953226452,0.0360219487857304,0.4584425267875561,0.0464182367532664,0.1841666666666666,0.0216666666666667,0.5812499999999999,0.4391746327620416,0.1842074654440672,0.0216734748701006,19.0,20.0,9.0,10.0,15.0,30.0,3.0,30.0,41.0,45.0,46.0,59.0,52.0,3.0,0.16253399057396659,0.7941190596858322
34.0,0.701998087987799,0.1861160472643721,0.3341643618666025,0.1763293122692173,0.2675,0.1574999999999999,0.5549999999999999,0.2658576602571787,0.342630843005238,0.1703793453996833,7.0,11.0,8.0,13.0,6.0,30.0,5.0,28.0,48.0,43.0,47.0,44.0,28.5,10.0,0.1722514976055547,0.48698981159507865
35.0,0.98594147937097,0.0492429306510761,0.3790340055708824,0.0570975391229219,0.1591666666666666,0.0208333333333332,0.5691666666666667,0.3595834499611951,0.1602387848187192,0.0208488437337807,14.0,14.0,13.0,17.0,12.0,29.0,5.0,27.0,39.0,41.0,42.0,48.0,50.0,5.0,0.1393899410849385,0.8189123714475001
37.0,0.9998902554726342,0.0054616247999218,0.4276368337413876,0.0474090468171139,0.0675,0.0,0.53375,0.4207613001245689,0.067612770068874,5.326799960791995e-06,9.0,17.0,8.0,18.0,5.0,34.0,14.0,43.0,40.0,41.0,44.0,48.0,47.0,5.0,0.06760744326891321,0.9323819031311652
41.0,0.9363951530394136,0.0942873986735189,0.4300710626779812,0.1439447036303296,0.6325,0.125,0.7537499999999999,0.0,0.6441357025194759,0.1295391773820714,16.0,18.0,7.0,17.0,11.0,13.0,18.0,44.0,30.0,39.0,37.0,25.0,56.0,5.0,0.5145965251374045,0.22632512009845265
42.0,0.9986079892243618,0.0160348640784542,0.4785244893568776,0.0853737674273497,0.0358333333333333,0.04,0.4979166666666666,0.4792943211504162,0.0392210867026766,0.0420514017865069,14.0,20.0,12.0,14.0,15.0,15.0,12.0,43.63636363636363,36.0,34.0,39.0,37.0,44.0,5.0,-0.0028303150838303037,0.9187275115108166
43.0,0.9230308662281874,0.092450471459466,0.3617303603451405,0.1930304004648576,0.3966666666666666,0.1658333333333332,0.6154166666666667,0.135174466623355,0.4548912287824568,0.1812973353397331,14.0,18.0,11.0,24.0,21.0,31.0,0.0,37.0,48.0,51.0,47.0,37.0,29.0,4.0,0.27359389344272367,0.36381143587781006
44.0,0.9859173761830872,0.0518621751130815,0.4072413903574413,0.0982414860667183,0.2116666666666666,0.1116666666666666,0.55,0.3779902964509109,0.2222169701075293,0.1132845126920141,14.0,15.0,9.0,22.0,10.0,17.0,4.0,52.0,38.0,44.0,40.0,46.0,47.0,6.0,0.1089324574155152,0.6644985172004566
45.0,0.995471121805818,0.028487938477552,0.3628059069754576,0.0646154742181833,0.0841666666666666,0.0233333333333333,0.5304166666666666,0.3539837691780547,0.0874065723722216,0.0233798777084703,21.0,16.0,15.0,15.0,13.0,10.0,0.0,20.0,20.0,30.0,39.0,50.0,42.0,1.0,0.0640266946637513,0.8892135499193081
46.0,0.9906767698440804,0.0369713845960344,0.4585677397599724,0.1401327628096968,0.295,0.0799999999999999,0.6075,0.3580582538346325,0.3178318411198009,0.0928490464036679,23.0,25.0,22.0,17.0,23.0,23.0,12.0,53.0,31.0,46.0,36.0,32.0,44.0,5.0,0.224982794716133,0.5893191124765312
47.0,0.9583511108117164,0.0856181321812178,0.3909045465707924,0.0605836348795424,0.0725,0.0116666666666667,0.5304166666666666,0.3828442608199505,0.0739418777196388,0.0117060661035296,12.0,13.0,11.0,10.0,8.0,12.0,0.0,36.0,38.0,35.0,44.0,42.0,37.0,2.0,0.06223581161610919,0.9143520561768316
48.0,0.9912367116814856,0.0403078921395925,0.4295040321363377,0.0892225836462729,0.3175,0.0333333333333333,0.6420833333333333,0.3457360663310497,0.3227265783878674,0.0344165593042621,12.0,23.0,9.0,17.0,15.0,16.0,15.0,50.0,32.0,38.0,40.0,40.0,34.0,5.0,0.2883100190836053,0.6428568623078704
50.0,0.9892682057392254,0.0468937750905749,0.4575475252938747,0.0685038856190481,0.0158333333333333,0.0991666666666667,0.4583333333333332,0.47048677806526,0.0169442489312644,0.0994886223840151,12.0,12.0,11.0,17.0,5.0,21.0,1.0,34.0,37.0,38.0,50.18181818181818,42.0,44.0,3.0,-0.0825443734527507,0.8835671286847204
55.0,0.968491257027959,0.069330701595143,0.3608396906686631,0.1000869138766283,0.2025,0.0,0.6012500000000001,0.3088751781727504,0.2236026989079524,0.0013414426393092,21.0,11.0,16.0,18.0,18.0,25.0,4.0,27.0,27.0,46.0,34.0,37.0,48.0,2.0,0.2222612562686432,0.7750558584527384
60.0,0.9764174267687185,0.0600283405082651,0.368414359396633,0.0964130040846476,0.1283333333333333,0.0,0.5641666666666667,0.3398172304578389,0.147014800040488,0.0012437669164493,6.0,15.0,12.0,17.0,9.0,32.0,1.0,16.0,49.0,38.0,43.0,59.0,23.0,4.0,0.1457710331240387,0.8517414330430626
63.0,0.9998317910406184,0.0058234743617378,0.4417241574824012,0.0751106886482795,0.1333333333333333,0.0066666666666667,0.5633333333333334,0.4194364195307289,0.1357278184335412,0.0071751273595237,21.0,21.0,13.0,26.0,21.0,10.0,25.0,49.0,20.0,40.0,40.0,39.0,53.0,2.0,0.1285526910740175,0.857097054206935
65.0,0.9950776320183892,0.0300750981010016,0.4255251599048651,0.0937116917179854,0.3475,0.1641666666666666,0.5916666666666667,0.3515444265401553,0.3526531038659144,0.165227004911022,7.0,4.0,10.0,9.0,0.0,30.0,1.0,26.0,46.0,46.0,48.0,56.0,31.0,2.0,0.18742609895489243,0.4821198912230636
66.0,0.988946001537227,0.0453522001341375,0.524179293628636,0.0981279214917568,0.2458333333333333,0.1099999999999999,0.5679166666666666,0.4821651843155773,0.248902438690349,0.1150086571828375,11.0,14.0,11.0,13.0,11.0,12.0,9.0,38.0,25.0,41.0,41.0,34.0,64.0,8.0,0.13389378150751152,0.6360889041268135
69.0,0.9574565978574356,0.0782743599251353,0.3865574418934566,0.0956920115159769,0.2083333333333333,0.0183333333333333,0.595,0.3385544328944078,0.2217119666804329,0.0196026443912682,19.0,23.0,20.0,21.0,18.0,11.0,3.0,36.0,17.0,45.0,40.0,42.0,54.0,3.0,0.20210932228916467,0.7586853889282988
70.0,0.969495371930982,0.0726377957776139,0.4306848714283142,0.0550547658487526,0.0266666666666666,0.0316666666666667,0.4975,0.4312695293035248,0.0270436352111273,0.0316970680179029,25.0,16.0,11.0,15.0,13.0,13.0,4.444444444444445,44.0,29.0,41.0,41.0,41.0,49.0,3.0,-0.004653432806775604,0.9412592967709698
71.0,0.974965674243904,0.0614604553917602,0.4653888966003664,0.1281281387088022,0.4066666666666666,0.1008333333333333,0.6529166666666666,0.2791928642647278,0.419361134272589,0.1083095412032109,10.0,17.0,13.0,18.0,8.0,14.0,0.0,40.0,42.54545454545455,24.0,40.0,44.0,45.0,6.0,0.3110515930693781,0.4723293245242002
73.0,0.9962926263723072,0.0259696180598331,0.418077452586011,0.0915322786551452,0.1341666666666666,0.01,0.5620833333333333,0.3913292004378443,0.142961852837998,0.0114810881958448,6.0,9.0,17.0,19.0,9.0,20.0,2.0,18.0,34.0,28.0,35.0,45.0,31.0,4.0,0.1314807646421532,0.8455570589661572
74.0,0.9817034920217004,0.0510335643399192,0.456728716950806,0.1454127181298013,0.1083333333333333,0.0716666666666667,0.5183333333333333,0.443715649810907,0.1423230079245796,0.0907663557994873,18.0,18.0,8.0,16.0,16.0,22.0,11.0,35.0,33.0,39.0,40.0,42.0,47.0,3.0,0.051556652125092306,0.766910636275933
75.0,0.9987957220136447,0.0179295476617554,0.4137085523521296,0.0685406997567386,0.1633333333333333,0.0066666666666667,0.5783333333333334,0.3875197159613555,0.1653133054003611,0.0068266502721076,25.0,20.0,9.0,6.0,22.0,9.0,21.0,49.0,15.0,33.0,36.0,31.0,68.0,1.0,0.1584866551282535,0.8278600443275314
78.0,0.9866701765704596,0.0478611871427061,0.4521589715836226,0.1101488143895699,0.335,0.0749999999999999,0.6300000000000001,0.3479423653345802,0.3445714439222304,0.0790535138177219,6.0,14.0,10.0,23.0,4.0,22.0,0.0,28.0,43.0,35.0,47.0,54.0,30.0,10.0,0.26551793010450847,0.5763750422600478
81.0,0.9866817380012086,0.0475574120440623,0.3602455324593557,0.1107504149077548,0.21,0.0016666666666667,0.6041666666666666,0.300286556468153,0.2393476865703089,0.0041024879735716,18.0,10.0,9.0,5.0,5.0,7.777777777777778,6.0,46.90909090909091,25.0,32.72727272727273,42.0,26.0,60.0,2.0,0.2352451985967373,0.7565498254561195
82.0,0.9151562167321544,0.101867750101353,0.476769160418634,0.179578473606199,0.4541666666666666,0.1166666666666667,0.66875,0.0953636427388722,0.4823566933431834,0.1387611776962496,11.0,8.0,6.0,19.0,7.0,19.0,2.0,23.0,41.0,48.0,46.0,41.0,31.0,3.0,0.3435955156469338,0.37888212896056706
83.0,0.9944901031575444,0.0301119892328261,0.4456775813689663,0.098863457588292,0.035,0.0374999999999999,0.49875,0.4462105393043453,0.0451099637503992,0.0408935539005713,13.0,11.0,8.0,15.0,9.0,21.0,6.0,38.0,35.0,45.0,41.0,39.0,53.0,3.0,0.0042164098498279,0.9139964823490295
84.0,0.9998508038308056,0.005677221606729,0.3791415338495102,0.0557608748830609,0.1608333333333333,0.0008333333333332,0.5800000000000001,0.3575928322617017,0.1617665511187624,0.0008455751006553,7.0,10.0,11.0,21.0,8.0,25.0,0.0,19.0,38.0,30.0,45.0,55.0,45.0,4.0,0.1609209760181071,0.8373878737805823
85.0,0.9980714666793372,0.0196906538140993,0.5020023735034711,0.0789568035228804,0.0,0.0,0.5,0.5020023735034711,0.0017299403959449,0.0018197837681301,19.0,13.0,5.0,14.0,14.0,24.0,1.0,23.0,39.0,40.0,42.0,46.0,49.0,6.0,-8.984337218520002e-05,0.996450275835925
86.0,0.9842464010286048,0.0495336537329671,0.4535194626580606,0.1231705645543472,0.1716666666666667,0.1658333333333332,0.5029166666666667,0.4513503652128425,0.1879333081498826,0.1735816633119915,8.0,7.0,0.0,12.0,2.0,27.0,0.0,27.0,40.0,44.0,49.0,42.0,42.0,5.0,0.014351644837891087,0.6384850285381258
87.0,0.9670853507290598,0.068196225109794,0.4291908845209284,0.1335562574967297,0.4458333333333333,0.1908333333333333,0.6275000000000001,0.1965606195538985,0.4598793123467999,0.1958239878687298,10.0,11.0,14.0,14.0,10.0,21.0,8.0,37.0,39.0,39.0,40.0,41.0,45.0,10.0,0.2640553244780701,0.3442966997844703
89.0,0.9972653182779204,0.0211585346711152,0.5385210609084431,0.1045794707118034,0.075,0.0649999999999999,0.505,0.5360888705728866,0.0799617113025837,0.075300293594515,22.0,19.0,9.0,16.0,8.0,19.0,12.0,31.0,32.0,38.0,45.0,43.0,41.0,3.0,0.004661417708068702,0.8447379951029014
90.0,0.988037713151142,0.0456851195295855,0.4573389630880036,0.1048511457646359,0.23,0.0133333333333333,0.6083333333333334,0.395565127633499,0.2395301006508883,0.0175868583833478,17.0,8.0,3.0,10.0,6.0,23.0,0.0,17.0,37.0,42.0,46.0,48.0,37.0,0.0,0.2219432422675405,0.7428830409657639
92.0,0.9715270317217588,0.065155337774139,0.4688171454864092,0.1353133421063063,0.2491666666666666,0.1366666666666667,0.55625,0.4186792251047594,0.2677968812565175,0.1485501723305019,14.0,18.0,13.0,11.0,11.0,19.0,8.0,34.0,33.0,30.0,42.0,25.0,38.0,7.0,0.1192467089260156,0.5836529464129806
93.0,0.9710330116711426,0.0688827394396978,0.3313536248294701,0.0768548833690498,0.3008333333333333,0.0975,0.6016666666666667,0.2772821332527646,0.3087975532262159,0.097600200846597,11.0,10.0,1.0,2.0,3.0,22.0,1.0,19.0,31.0,36.0,45.0,60.0,26.0,5.0,0.2111973523796189,0.593602245927187
94.0,0.9765351997257709,0.0639319897282574,0.3892727051910478,0.1165051729160139,0.16,0.0725,0.54375,0.3625920104041176,0.1862353937198353,0.0765382097541438,10.0,11.0,9.0,21.0,7.0,25.0,3.0,23.0,35.0,38.0,38.0,50.0,42.0,2.0,0.1096971839656915,0.7372263965260208
96.0,0.9870350118154892,0.045043643577682,0.4381563604292822,0.1062641142176819,0.2208333333333333,0.0041666666666667,0.6083333333333333,0.3771149724540775,0.2331817087197179,0.0080651292986537,16.0,17.0,5.0,12.0,5.0,26.0,1.0,21.0,33.0,43.0,45.0,56.0,38.0,2.0,0.22511657942106422,0.7587531619816285
98.0,0.9740767514575124,0.0613728847825633,0.4509548032373718,0.121141369289863,0.4875,0.1616666666666667,0.6629166666666666,0.0513938665119335,0.4957802781409546,0.1654001590487988,13.0,10.0,9.0,12.0,9.0,29.0,0.0,23.0,39.0,42.0,47.0,52.0,34.0,3.0,0.3303801190921558,0.3388195628102466
101.0,0.9267044047305764,0.093025206741755,0.4684701523948005,0.1559679696908656,0.1508333333333333,0.0616666666666667,0.5445833333333333,0.4329983113781566,0.1880522591915515,0.0869045981015184,7.0,12.0,7.0,8.0,6.0,7.0,15.0,49.0,37.0,32.0,42.0,48.0,64.0,1.0,0.10114766109003309,0.7250431427069302
102.0,0.9943671464107184,0.0315588997676097,0.4800059178563998,0.1215798382247764,0.1075,0.0383333333333333,0.5345833333333333,0.4602727085693665,0.1236665857330717,0.0500306678594638,23.0,19.0,19.0,19.0,14.0,17.0,19.0,40.0,28.0,32.0,47.0,53.0,43.0,3.0,0.0736359178736079,0.8263027464074646
