,iteration,init_slope,init_intercept,est_intercept,est_slope,ss_res,nrmse,r_squared,aic
0,1.0,0.5853309205581163,4.4626347416281975,0.3163571352005699,0.32700000523610884,0.01468385714285737,0.13199016766309785,0.8499363462762566,-39.16841683848599
1,2.0,0.376810087070244,1.6229485742686178,0.31635704005091325,0.32699995045114433,0.014683857142973005,0.13199016766361757,0.8499363462762375,-39.168416838430865
2,3.0,0.08652162821758302,0.08002121023052805,0.31635713466830895,0.3270000059499221,0.01468385714285738,0.1319901676630979,0.8499363462762567,-39.16841683848598
3,4.0,0.5221408151917692,1.5595437288085499,0.31635712659882065,0.3270000002603965,0.014683857142858983,0.13199016766310512,0.849936346276257,-39.16841683848522
4,5.0,0.41700062410106775,8.991699553141068,0.31635713885456596,0.3269999966548518,0.014683857142857394,0.13199016766309796,0.8499363462762569,-39.16841683848598
5,6.0,0.9859067937860893,5.815850168585102,0.31635682568490225,0.32699982929780635,0.014683857144014002,0.1319901676682962,0.8499363462760253,-39.16841683793461
6,7.0,0.09780899300822155,3.180148894853837,0.31635714060125286,0.32699999299419563,0.014683857142857434,0.13199016766309815,0.8499363462762566,-39.16841683848596
7,8.0,0.1878750076478446,3.0948625451469205,0.3163571372015996,0.3270000005306292,0.014683857142857361,0.13199016766309782,0.849936346276257,-39.16841683848599
8,9.0,0.6602852208040851,3.274014319748726,0.3163569632979787,0.32699990606869517,0.014683857143223226,0.13199016766474214,0.8499363462761867,-39.16841683831158
9,10.0,0.37902935387592485,6.465585746703838,0.3163571377735609,0.3269999993296423,0.014683857142857368,0.13199016766309785,0.849936346276257,-39.16841683848599
10,11.0,0.4044117526007823,5.066986111969583,0.316357136827412,0.32700000126172923,0.014683857142857372,0.13199016766309785,0.8499363462762569,-39.16841683848599
11,12.0,0.4733868886618402,5.962420347775264,0.3163571368959684,0.32700000134674495,0.01468385714285735,0.13199016766309776,0.849936346276257,-39.168416838485996
12,13.0,0.6687483210685422,4.105377528392239,0.3163567882688521,0.3269998061272123,0.014683857144313514,0.13199016766964233,0.8499363462759583,-39.168416837791824
13,14.0,0.1935579480552716,4.631089156318761,0.3163571393323661,0.3269999957648041,0.014683857142857398,0.13199016766309796,0.8499363462762568,-39.168416838485975
14,15.0,0.5761814129419593,0.7788011828585035,0.3163571112242431,0.32699999379189726,0.014683857142865641,0.131990167663135,0.8499363462762567,-39.168416838482045
15,16.0,0.57202507827893,0.6670211313987475,0.3163571357769219,0.3270000037734326,0.014683857142857354,0.1319901676630978,0.849936346276257,-39.168416838485996
16,17.0,0.8730788243611344,2.013861753317246,0.316357135585825,0.32700000485195774,0.014683857142857346,0.13199016766309773,0.8499363462762568,-39.168416838485996
17,18.0,0.47214139631943786,4.077509472924922,0.3163571358290332,0.32700000412733465,0.014683857142857352,0.13199016766309776,0.8499363462762568,-39.168416838485996
18,19.0,0.26777905306524885,7.6265714689614015,0.316357139912681,0.326999994618259,0.014683857142857406,0.13199016766309804,0.8499363462762568,-39.168416838485975
19,20.0,0.6179088870123309,5.684337381357027,0.3163571361227815,0.3270000032434246,0.014683857142857349,0.13199016766309776,0.8499363462762569,-39.168416838485996
20,21.0,0.5146788280957997,5.715356970557337,0.31635713638300633,0.3270000025982093,0.01468385714285737,0.13199016766309785,0.8499363462762568,-39.16841683848599
21,22.0,0.08311612290505266,6.726065890668515,0.31635714347606825,0.3269999859071923,0.014683857142857613,0.13199016766309896,0.8499363462762554,-39.168416838485875
22,23.0,0.9838256080445057,5.82854264702953,0.3163568228008526,0.32699982463298144,0.014683857144044833,0.13199016766843477,0.8499363462760127,-39.16841683791991
23,24.0,0.20262762084848707,8.80065508583847,0.31635714155436595,0.3269999906382855,0.014683857142857496,0.1319901676630984,0.8499363462762561,-39.168416838485925
24,25.0,0.7139764185395594,8.051317820823138,0.3163571366172326,0.3270000019068926,0.014683857142857363,0.13199016766309782,0.8499363462762569,-39.16841683848599
25,26.0,0.7562067509937525,9.72391467150423,0.31635713647858543,0.32700000241228466,0.014683857142857352,0.13199016766309776,0.8499363462762569,-39.168416838485996
26,27.0,0.21726879264670285,0.12305053379280069,0.31635713476118643,0.32700000560689785,0.014683857142857384,0.1319901676630979,0.8499363462762567,-39.16841683848598
27,28.0,0.41929850088546683,9.983962552180556,0.3163571388628196,0.3269999968654296,0.014683857142857377,0.1319901676630979,0.849936346276257,-39.16841683848598
28,29.0,0.9383871194344493,9.60382714443548,0.316357135907412,0.3270000034472374,0.014683857142857361,0.13199016766309782,0.8499363462762568,-39.16841683848599
29,30.0,0.041318820204119366,9.649154363346593,0.316357145594776,0.3269999814407292,0.014683857142857719,0.13199016766309943,0.8499363462762544,-39.168416838485825
30,31.0,0.9480335118636676,8.683771644075074,0.31635713590133396,0.3270000037918403,0.014683857142857342,0.13199016766309773,0.8499363462762569,-39.168416838486
31,32.0,0.052165489241281504,4.083251846552734,0.31635714285036043,0.3269999874442473,0.014683857142857564,0.13199016766309873,0.8499363462762557,-39.168416838485896
32,33.0,0.898655268791063,2.070663443739887,0.3163571346791652,0.32700000648581,0.014683857142857363,0.13199016766309782,0.8499363462762567,-39.16841683848599
33,34.0,0.23926181987082984,8.165670813363766,0.3163571410817237,0.326999991606071,0.014683857142857457,0.13199016766309823,0.8499363462762566,-39.168416838485946
34,35.0,0.043379219021802085,7.636406033169319,0.316357144357497,0.3269999840604137,0.014683857142857654,0.13199016766309912,0.8499363462762549,-39.168416838485854
