,chargeSpeed,agent1_color,agent2_color,sceneKeys,metadata_flname,agent1_clipID,agent2_clipID,reps
114,7.75,grey,black,chSp7.75_ag1Lgrey_rep7_avgCDelay225,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,b1cca236-3960-448a-b970-7cd86b799d0d,aad16ea5-26dd-47e2-8e8a-5f6114abd9b4,4
115,7.75,grey,black,chSp7.75_ag1Lgrey_rep9_avgCDelay225,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,8c4a59a3-ede5-4995-b4f4-3c289e771eb1,27394801-6095-4f10-9710-8247372bbb04,5
116,7.75,grey,black,chSp7.75_ag1Lgrey_rep5_avgCDelay225,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,8d976616-25cb-4523-8b70-b791473b33d5,03baea1c-a8ea-4e6f-99d5-2fcd5760061f,6
117,7.75,grey,black,chSp7.75_ag1Lgrey_rep5_avgCDelay225,8b590505-e40d-4ff8-802d-5430cc2802b6,8e6a70bd-c0e8-489a-8bb6-f88b99e289a1,2aa715b3-1144-43ba-86dc-44c93a6e5326,7
118,7.75,grey,black,chSp7.75_ag1Lgrey_rep6_avgCDelay225,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,07bdad92-6811-426a-ae75-238297ab38f1,15c039ff-0496-49f5-acd2-e2fb0d21d396,8
119,7.75,grey,black,chSp7.75_ag1Lgrey_rep8_avgCDelay225,8845e64c-078b-4a3a-a732-1efe937de14a,2b41cc90-29d1-447f-8095-2fe237220d2e,b585936b-418f-474d-84dc-026c6db33b07,9
120,9.0,black,grey,chSp9_ag1Lblack_rep2_avgCDelay150,2abe0875-f8ff-4373-aad8-bca142211a09,e8f05dbf-90f0-476d-8cd8-b232bd34176b,753be1bd-4280-42ab-a974-98c50024d7cd,0
121,9.0,black,grey,chSp9_ag1Lblack_rep3_avgCDelay150,abb20336-74c4-448b-a5f7-252c765a55f4,5fc7c3ab-be22-41c8-8b5d-e05bdd68cc45,ec2a81b8-a3a3-4fd9-9307-b93fdc88f048,1
122,9.0,black,grey,chSp9_ag1Lblack_rep3_avgCDelay150,a5228b86-ba0a-42f2-aa38-23b5369f0e56,f0e4dbc7-f56f-4cf3-807d-9f65591c902c,33dd39d8-b54c-4e3d-a424-b162f5e7ceb9,2
123,9.0,black,grey,chSp9_ag1Lblack_rep0_avgCDelay150,16718611-6bca-4e79-8071-94d68c181ba1,ce4871eb-dfdd-466b-8991-1740b8b5ae9b,90cc5112-9d15-466a-bbf5-45fca6a5335f,3
124,9.0,black,grey,chSp9_ag1Lblack_rep0_avgCDelay150,9f7e489f-4076-4332-b57e-13a42d4c75fd,6fbb5d85-3c7f-43d8-a551-17ec2dc302ef,d8179145-ac11-43d2-bc9b-ef55ef136dd5,4
125,9.0,black,grey,chSp9_ag1Lblack_rep2_avgCDelay150,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,d67a491e-919f-43ed-927f-1cf46d53012f,49fed48d-ee20-48ee-8541-7004ddf972be,5
126,9.0,black,grey,chSp9_ag1Lblack_rep1_avgCDelay150,7d40f846-95bc-4c08-b7a1-b4a410852b77,e98f42db-ecc7-44f3-a0f0-e82931990484,2f8ceee6-6541-467b-b838-db4040db76df,6
127,9.0,black,grey,chSp9_ag1Lblack_rep0_avgCDelay150,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,3707999d-83c5-49d1-a5a4-ccd2cff97a35,41a58d07-e656-464b-b597-b014b417df52,7
128,9.0,black,grey,chSp9_ag1Lblack_rep1_avgCDelay150,9301277e-6b35-4aa7-bd52-4f56ae0f029b,45ae8eb9-8077-46f5-828c-7fd88a1df956,70c51654-131d-4773-960c-86d847391b74,8
129,9.0,black,grey,chSp9_ag1Lblack_rep4_avgCDelay150,91327185-f59e-4ae7-a000-fd66526bab82,bf53427c-c435-40b2-84d0-a13b0957d939,f4e327a7-f170-456f-b5d5-0c125667fba3,9
130,9.0,grey,black,chSp9_ag1Lgrey_rep8_avgCDelay150,059f8cfb-52c8-47fd-8d26-b0fec58eafae,0049bc1b-457e-4fdd-88fe-e38aa45646bc,76c88e53-5ccf-4cb4-9381-f3158e369c9d,0
131,9.0,grey,black,chSp9_ag1Lgrey_rep5_avgCDelay150,1be4605b-9f78-45d4-8eb0-87bdc69537e2,daccd363-6e35-4a82-a6de-d1abc52f7931,57c0b0ea-d0c7-489c-9018-8e6a9dd1d20b,1
132,9.0,grey,black,chSp9_ag1Lgrey_rep5_avgCDelay150,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,6eecd0ef-59d8-41f1-a6bb-76115fdb0b67,894a9a06-6117-4297-8e61-0f413fee55d6,2
133,9.0,grey,black,chSp9_ag1Lgrey_rep5_avgCDelay150,3322caf5-0aeb-4230-89db-c56b23e94819,935f9411-6074-48d7-a1e3-34b958567b15,36a91d28-93a8-4fbe-8246-9a2e972035e9,3
134,9.0,grey,black,chSp9_ag1Lgrey_rep5_avgCDelay150,132133b4-5554-4500-9494-87f534100012,50be22b9-3236-4705-aca1-16078374486d,b96ad794-44df-4faf-bfb6-b56bfca8c72a,4
135,9.0,grey,black,chSp9_ag1Lgrey_rep5_avgCDelay150,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,4722eed1-b523-44ed-afcf-b4af9e0f60a1,7b8d049f-0a71-4b17-8060-b04d93b3efbc,5
136,9.0,grey,black,chSp9_ag1Lgrey_rep7_avgCDelay150,6a57f963-5846-4eaa-a5d2-0e658499a4a9,891cc776-7539-4647-96dc-f79521e3c7fb,92325007-a4b9-404d-a16d-8aeb8b4d2936,6
137,9.0,grey,black,chSp9_ag1Lgrey_rep8_avgCDelay150,8649b489-429a-4894-9c74-827e94f04566,2ce22b17-acaf-442c-bcee-4d06221564ec,052dac76-81b6-4ac9-8afb-d1280084fe99,7
138,9.0,grey,black,chSp9_ag1Lgrey_rep7_avgCDelay150,87da47db-3d5c-48b2-b3f2-123123d766f0,482597ab-80ae-493d-b7a5-37d3b04bef0c,bd3d7635-021d-4573-8b78-03c896af8052,8
139,9.0,grey,black,chSp9_ag1Lgrey_rep6_avgCDelay150,8e6be05b-c10c-43db-b062-a559f5033312,3a220218-9665-4361-a3ce-3c675d1bf16f,94dd712b-9513-41cc-b6b5-483414098d89,9
