,iteration,init_sigma,init_center,est_sigma,est_center,ss_res,nrmse,r_squared,aic
0,1.0,0.4344955661478884,4.224185022534478,0.0,0.36056827027350913,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
1,2.0,0.1378174187406186,8.81432927612722,0.1378174187406186,8.81432927612722,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
2,3.0,0.16934575224028137,3.190064012272616,0.16322415792240058,0.5055943816320846,0.02787103895426197,0.06309973845798406,0.9698498065134563,-34.68254116054934
3,4.0,0.7371870440127549,2.573881851168318,0.16322409669872925,0.5055939820316119,0.02787103895274559,0.06309973845626755,0.9698498434067349,-34.682541160930185
4,5.0,0.1504940120225121,6.234289508071882,0.1504940120225121,6.234289508071882,2.578986533388864,0.6069815875518636,1.1102230246251565e-15,-2.989595506672446
5,6.0,0.21465176212020787,1.3531245355944932,0.16322418508969624,0.5055938497849065,0.027871038952554352,0.06309973845605109,0.9698498556844131,-34.682541160978225
6,7.0,0.3404194302318143,2.1978714480128594,0.1632241659342875,0.5055938538058609,0.02787103895255913,0.06309973845605647,0.9698498553008137,-34.68254116097702
7,8.0,0.5396882167818571,0.08233894656243881,0.16322415715925037,0.505593804643929,0.027871038952575703,0.06309973845607524,0.969849859838885,-34.68254116097286
8,9.0,0.7372405806672094,0.5135974326322043,0.16322404903942844,0.5055938545231553,0.027871038952728282,0.06309973845624797,0.9698498551612519,-34.682541160934534
9,10.0,0.543035493294355,0.8727838258334271,0.1632243545157898,0.5055941419198965,0.027871038953228365,0.06309973845681408,0.9698498287908013,-34.68254116080894
10,11.0,0.4848807020600552,6.6960377690972095,0.0,0.46866407805275373,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
11,12.0,0.676345888344821,2.8891565422027887,0.16322409786489886,0.5055935242162634,0.027871038953239398,0.06309973845682655,0.9698498857188516,-34.68254116080617
12,13.0,0.7845016259091397,9.809490429507845,0.16322416110573373,0.5055940528352276,0.027871038952807826,0.063099738456338,0.9698498369033562,-34.68254116091456
13,14.0,0.5434387483843278,4.307388241596676,0.16322417922300483,0.5055938523797451,0.02787103895255506,0.06309973845605185,0.9698498554409285,-34.68254116097804
14,15.0,0.9483347767783975,8.144055198364892,0.16322377738595767,0.505593310387313,0.027871038955519494,0.06309973845940756,0.969849905279088,-34.682541160233505
15,16.0,0.4130624608995629,7.784224452323647,0.41307502862420825,7.784223697371986,2.5789862240797192,0.606981551152883,1.158138345225268e-07,-2.9895963462131405
16,17.0,0.9294556409212021,2.569468470881484,0.16322418360203547,0.5055938435640794,0.027871038952554963,0.06309973845605177,0.9698498562584139,-34.68254116097807
17,18.0,0.8012246996489274,5.594802577523758,0.163224191926487,0.5055938467919444,0.027871038952554432,0.06309973845605116,0.9698498559652983,-34.6825411609782
18,19.0,0.12325637647350707,3.8877807030910567,0.12325637647350707,3.8877807030910567,2.5789865332179636,0.6069815875317524,9.096778885719914e-11,-2.989595507136312
19,20.0,0.963538981887285,6.366820294639356,0.0,0.40625245836632756,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
20,21.0,0.3951844210528954,2.555828827951473,0.16322417939601488,0.5055939997934135,0.027871038952685702,0.06309973845619976,0.9698498418169765,-34.68254116094523
21,22.0,0.9686917979210456,3.453303906440718,0.16322434954333745,0.5055953657388629,0.027871038966198053,0.06309973847149565,0.9698497156788406,-34.68254115755151
22,23.0,0.05658958831940919,6.431225343511127,0.05658958831940919,6.431225343511127,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
23,24.0,0.517966910378049,5.522456077800368,0.0,0.4660023866840982,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
24,25.0,0.7410383734923223,2.138967985219027,0.0,0.41005879758190655,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
25,26.0,0.562212952924622,5.5932581648130135,0.1632237130976366,0.5055943889048863,0.02787103895661467,0.06309973846064733,0.9698498055606422,-34.68254115995845
26,27.0,0.7899153581142427,1.7330926373637712,0.16322417965327798,0.5055938691174475,0.02787103895255672,0.06309973845605374,0.9698498538942923,-34.68254116097763
27,28.0,0.5517668137284819,2.7886696893086933,0.16322411451799893,0.5055942663044827,0.027871038953669713,0.06309973845731363,0.969849817145038,-34.682541160698094
28,29.0,0.6870850418126772,9.56952661076766,0.0,0.4864008614391062,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
29,30.0,0.8992667633148114,3.432208374043125,0.1632241990623726,0.5055938917304642,0.02787103895256317,0.06309973845606104,0.9698498518165228,-34.682541160976
30,31.0,0.5961924334928551,8.490593496187099,0.0,0.46543917278389324,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
31,32.0,0.13418566964295675,3.3726523097015124,0.13418566964295675,3.3726523097015124,2.578986478113045,0.6069815810470982,2.9121765665607313e-08,-2.9895956567045348
32,33.0,0.6710019637065617,5.123273565502874,0.16322415718328326,0.5055939507651374,0.02787103895262455,0.06309973845613051,0.9698498463343067,-34.68254116096059
33,34.0,0.9831616815766657,4.321983209602261,0.16322416659955905,0.5055934866713098,0.027871038953356204,0.06309973845695876,0.9698498892317466,-34.68254116077683
34,35.0,0.5397242746487808,9.709622830340747,0.539738041414217,9.709621986571317,2.5789860813805396,0.6069815343602825,1.4579197005204492e-07,-2.9895967335336593
35,36.0,0.3896598866478118,8.721003455754655,0.3896598866478118,8.721003455754655,2.5789865231980897,0.6069815863526304,3.928422032117851e-09,-2.9895955343326994
36,37.0,0.1685995760387896,2.2137094255900656,0.0,0.41005879758190655,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
37,38.0,0.7676200904246577,1.5563086790716716,0.16322418230783622,0.5055938671255774,0.02787103895255588,0.0630997384560528,0.969849854080042,-34.682541160977834
38,39.0,0.668900116222482,1.3026155945044782,0.1632242561499342,0.5055939469777551,0.027871038952636918,0.06309973845614453,0.9698498467461959,-34.682541160957484
39,40.0,0.03273334067814959,3.036835053135883,0.03273334067814959,3.036835053135883,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
40,41.0,0.6644366743647482,6.299258667856848,0.0,0.4044506009632983,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
41,42.0,0.9800526515419682,1.5453302950618364,0.16322404989100697,0.5055939246803887,0.027871038952769777,0.06309973845629491,0.9698498486778069,-34.68254116092412
42,43.0,0.3442330176407393,4.100038103579125,0.16322424031425897,0.5055937600685815,0.027871038952635287,0.0630997384561427,0.9698498640105107,-34.682541160957896
43,44.0,0.49986015885007806,2.467070903144807,0.16322489907086773,0.5055941395036957,0.027871038957189363,0.06309973846129788,0.969849829350224,-34.68254115981411
44,45.0,0.46000583019572794,1.0767254331698455,0.16322425344642943,0.5055938193176924,0.027871038952599604,0.06309973845610227,0.9698498585428975,-34.682541160966856
45,46.0,0.3782306397233762,5.005725192079184,0.16322411627336797,0.5055937828851512,0.027871038952624598,0.06309973845613057,0.9698498618242368,-34.68254116096058
46,47.0,0.9773699786991984,7.333849795919512,0.0,0.4414873183129598,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
47,48.0,0.036322780858157655,8.780409556401985,0.036322780858157655,8.780409556401985,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
48,49.0,0.7457255535278542,1.3190090686630287,0.1632242147073295,0.5055938484854432,0.027871038952559855,0.06309973845605729,0.9698498558230212,-34.68254116097684
49,50.0,0.6927437794646163,3.2187316426707393,0.1632241851640837,0.5055938506317754,0.027871038952554314,0.063099738456051,0.9698498556061917,-34.68254116097823
50,51.0,0.938646229119304,2.1952056459537137,0.0,0.41005879758190655,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
51,52.0,0.16108442938970058,8.801479748383967,0.16108442938970058,8.801479748383967,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
52,53.0,0.4903862273047964,0.8822811126052608,0.16322418734001307,0.5055938431109249,0.027871038952554772,0.06309973845605155,0.9698498563026319,-34.68254116097812
53,54.0,0.026950616461630772,9.945508781600429,0.026950616461630772,9.945508781600429,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
54,55.0,0.5411594849590831,0.6825578356560477,0.16322419598124815,0.5055938353705922,0.027871038952556562,0.06309973845605357,0.969849857023398,-34.682541160977664
55,56.0,0.4819614764799638,5.838556268978918,0.0,0.4000533872282012,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
56,57.0,0.7412626081406635,4.033081974813793,0.1632241590389894,0.5055937549036166,0.027871038952616785,0.06309973845612174,0.9698498644370703,-34.682541160962536
57,58.0,0.7202338298491608,5.615234327062098,0.16322421252533087,0.5055938374111498,0.02787103895256071,0.06309973845605828,0.9698498568451475,-34.682541160976626
58,59.0,0.8653266511219241,1.6287737482246187,0.16322415525277992,0.5055936767175163,0.027871038952744228,0.06309973845626599,0.9698498716606605,-34.68254116093053
59,60.0,0.6592998682992641,2.9049045080848623,0.16322368981307805,0.5055938975286285,0.027871038954789987,0.0630997384585818,0.9698498509598272,-34.682541160416726
60,61.0,0.9013962243111735,6.9023364811546735,0.0,0.43350789400038364,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
61,62.0,0.3034409444059538,0.6870910926908291,0.1632241671118993,0.5055939512607364,0.027871038952619047,0.0630997384561243,0.9698498462947173,-34.682541160961975
62,63.0,0.9297825152781429,2.010724625710277,0.0,0.41005879758190655,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
63,64.0,0.4734857194936266,8.42170498050537,0.473508989768235,8.421703603828933,2.578985845918629,0.6069815066515182,2.3928463044331494e-07,-2.9895973726349965
64,65.0,0.03586366996151524,5.817224504076011,0.03586366996151524,5.817224504076011,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
65,66.0,0.36138757018919787,1.7076532511224332,0.1632242548308845,0.5055937616874704,0.02787103895264992,0.06309973845615924,0.9698498638699508,-34.682541160954216
66,67.0,0.5578504586463902,7.953043751278672,0.0,0.3532447130312303,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
67,68.0,0.09383343975643188,8.429785782985023,0.09383343975643188,8.429785782985023,2.578986533388866,0.6069815875518637,2.220446049250313e-16,-2.9895955066724405
68,69.0,0.2684049783038984,1.8697745205925398,0.1632241413361654,0.505593871319078,0.027871038952577816,0.0630997384560776,0.9698498536668378,-34.68254116097233
69,70.0,0.6796200324206108,8.394770937556826,0.0,0.4678802241811677,0.3776259891711786,0.23226400901042968,0.6391656586927956,-16.438328182162877
70,71.0,0.7359835252356937,8.881473495584208,0.16322409570842908,0.5055937303770883,0.027871038952707414,0.06309973845622431,0.9698498666641548,-34.68254116093978
71,72.0,0.5076661583861922,2.398414415350872,0.16322420832187723,0.5055938722390929,0.02787103895255878,0.06309973845605607,0.9698498536237108,-34.68254116097711
