subID,r_squared,nrmse,aic,center,obj_center,sigma,bias_xmin,bias_xmax,bias_lower,bias_upper,flipped
26000.0,0.9849063179580081,0.053026494662033435,-37.11749027476141,0.5103398709940508,0.7591085835784486,0.09780563513478445,0.13314502131358133,0.47364671287296756,0.131,0.471,False
26001.0,0.9166828034159256,0.10038547721985439,-28.182328239485912,0.3344293536552154,0.4014821969376093,0.16594386400564712,0.21220969387965027,0.2716242877101963,0.142,0.2609999999999999,False
26003.0,0.9789423334394751,0.056049423679889195,-36.34129976473521,0.4229563212252417,0.4408206241743677,0.136716378973704,0.04254985235630762,0.07653433757194628,0.002,0.06299999999999994,False
26004.0,0.8353414822451077,0.13732463081909882,-23.795706233828987,0.3820257261512412,0.7557327412292695,0.20916092054348676,0.3348917020029749,0.47839014828910564,0.303,0.4670000000000001,False
26005.0,0.9899008341779874,0.03690130000309771,-42.193118973679724,0.5460474386364528,0.6098005992899624,0.150020026809089,0.037117624992325585,0.22098305109882976,0.016666666666666666,0.18400000000000005,False
26007.0,0.6013305863825746,0.2500439176308333,-15.405661884347435,0.7396075645340117,0.991182734345192,0.1814731249486944,0.1083494191777466,0.4961696121829544,0.1,0.4,False
26008.0,0.8487905041264785,0.14219178428405954,-23.308099546871556,0.3996246953285391,,0.15997826131579224,0.10517576180241968,0.6911784175314157,0.08800000000000001,0.6859999999999999,False
26009.0,0.8672680836369902,0.12698449421732114,-24.891664098562647,0.5319624645487706,0.6389044920811803,0.19619670733435002,0.05372296723253449,0.2789077810529724,0.005,0.21299999999999997,False
26010.0,0.9586100114520149,0.0720321715819957,-32.82899405130479,0.5302433898539183,0.6764993327798736,0.17760771236081935,0.126745848957942,0.36225703560141964,0.099,0.32400000000000007,False
26011.0,0.8760740856796583,0.10900910789731835,-27.028533781739654,0.3692933357620417,0.5660309999765435,0.2141803209896848,0.15236986548387257,0.35484100039486255,0.059000000000000004,0.32400000000000007,False
26012.0,0.9823761133248523,0.04868063814073969,-38.31463462882959,0.4605804830652442,0.6525022657598573,0.14798642305865994,0.10562170931766754,0.3995165741584832,0.083,0.386,False
26015.0,0.9654330009337553,0.06831562944244528,-33.57063384772982,0.590478426784788,0.6501990780825615,0.15582102483161728,0.028216885370227415,0.2214950327808628,0.01,0.16599999999999993,False
26016.0,0.9816026618316817,0.05442080508504064,-36.754122525452594,0.5082850218889444,0.5082850218889444,0.1296971977276829,0.058877058055177234,0.06125957037679375,0.040999999999999995,0.040999999999999925,False
26017.0,0.7846283124384722,0.16195930662239144,-21.485742365903587,0.4544214391314335,0.7533249669321676,0.17790151312675528,0.2693622557126995,0.4663153972714008,0.2477777777777778,0.45299999999999996,False
26018.0,0.845714684196493,0.13319993017414414,-24.222656631317715,0.4199613414892139,0.48882283698434686,0.2135134074901504,0.2082962081910929,0.2715551636918746,0.13,0.23199999999999998,False
26020.0,0.9630094556138816,0.06974901781341916,-33.279927158709874,0.40387659699934436,0.45206468187424625,0.16181717854906452,0.06894361881641152,0.15222415271413614,0.003,0.1309999999999999,False
26025.0,0.886605618531673,0.11979546983361693,-25.707571717968403,0.411170439883468,0.573610090772324,0.1775566191990072,0.29631446696750546,0.41809371590058986,0.267,0.4066666666666666,False
26026.0,0.9754213245772092,0.05334165072306449,-37.03452938925289,0.3930861825731605,0.5379812328826339,0.1808340419510731,0.25887475964590206,0.3868141192959448,0.217,0.373,False
26027.0,0.9683947497978294,0.06748833325831648,-33.74120751323789,0.3249635591698868,0.45590486264454416,0.13946386141734635,0.3430766560019384,0.4319529750997009,0.321,0.43000000000000005,False
26028.0,0.9803357982160961,0.06839842334725707,-33.55367707137195,0.6984856299809359,0.7444832121325843,0.04310467153657383,6.164314717924245e-08,0.3286153324286213,0.0,0.32799999999999996,False
26030.0,0.9553606011788094,0.07318283601500915,-32.6071211265065,0.3788608987743689,0.49595465813674555,0.1766297474460831,0.08866024041520552,0.26937275056958754,0.011000000000000001,0.248,False
26031.0,0.9564927110089938,0.07098826697807437,-33.03336937197351,0.39998897372358067,0.3730771058894314,0.18409772688514436,0.23810469850229632,0.1379303740974691,0.16399999999999998,0.11111111111111116,False
26033.0,0.9552329936359345,0.07364356684817933,-32.519258825044744,0.6929275636109403,0.8537929231136603,0.15355890273434344,0.12359985388586393,0.42752471610334397,0.11800000000000001,0.366,False
26034.0,0.9317001602802917,0.08686208833429228,-30.208070534860695,0.3731232279116098,0.456092243424272,0.1858461774833103,0.1687995234369909,0.25934106649800615,0.08900000000000001,0.237,False
26037.0,-0.036748738876170695,0.3131969933349479,-12.252920806305784,1.119293845096715,2.2369543287355174,1.0,0.39293602351204826,0.5597852982449915,0.341,0.44799999999999995,False
26038.0,0.864250638285459,0.11451172083560789,-26.339093341904658,0.3228730820765132,0.45122569082845304,0.21551522129647602,0.18542028815283945,0.28620136453690836,0.061,0.258,False
26039.0,0.9645074946134797,0.06943765617948262,-33.34256347325486,0.5769676330860131,0.568278325274095,0.1546958486218912,0.285851678793538,0.29022535621644496,0.275,0.262,False
26040.0,0.9552548352337678,0.0776511405894344,-31.77740656899269,0.38373572464725836,0.4600678825731136,0.15697673354576516,0.06795090317441373,0.21049465789285404,0.004,0.19499999999999995,False
26042.0,0.9601901319232592,0.07136751414664372,-32.95877495959267,0.3815966714470769,0.5567000836990909,0.15608935810161495,0.11013863706074864,0.3687927036863161,0.064,0.358,False
26044.0,0.8971873552291582,0.13084029630317442,-24.472889363691834,0.4368945418980068,0.523685459763903,0.10774652312066296,0.09620864909146523,0.3182017474341079,0.086,0.31499999999999995,False
26046.0,0.9573856683534284,0.07178859332711499,-32.876415560027155,0.37731704658529036,0.4755632715586439,0.17358235468429842,0.10358112290815785,0.2519275624645799,0.027999999999999997,0.23199999999999998,False
26047.0,0.9400010177577002,0.08297964059787928,-30.84823993387083,0.521459203897732,0.6250531582951215,0.19971530349007066,0.08398259447281572,0.28418473428171864,0.033,0.22199999999999998,False
26048.0,0.9698498553856038,0.06309973845605082,-34.68254116097828,0.5055938530407685,0.5782793823404405,0.16322418844608308,0.0837584240855202,0.2469076006764901,0.052000000000000005,0.21299999999999997,False
26050.0,0.9720230955090772,0.07194008630580469,-32.84690297433466,0.19060889799088437,0.17520437239032763,0.0773785261298839,0.2638279108413999,0.1510181959706388,0.214,0.1509999999999999,False
26051.0,0.8856042583670768,0.11894492694078977,-25.807325685366962,0.5720579525833718,0.5898109179685788,0.1735090747122479,0.1262196749662871,0.19770306825261819,0.099,0.138,False
26052.0,0.954878858113484,0.07039271861419052,-33.151316299201554,0.3429149665664821,0.45333182913449593,0.18240742207111524,0.17073330698861489,0.290984118734569,0.086,0.274,False
26053.0,0.9661088034953785,0.060464588437479545,-35.27976360548896,0.4048013923651139,0.3793265483402366,0.1915510481790028,0.32158284366850776,0.2562759950222572,0.268,0.235,False
26054.0,0.9800916903290705,0.0558024428315811,-36.40312685093115,0.5722618244084086,0.5906995365536761,0.11802482454604173,0.022984583062398863,0.10932930080004866,0.016,0.08599999999999997,False
26055.0,0.9525780917182303,0.07160730082577098,-32.91181540722796,0.4553663058003273,0.4328011911301123,0.2051357366342205,0.2273322761337333,0.16381650304635165,0.156,0.11599999999999999,False
26058.0,0.8086471698961647,0.13844313154937468,-23.682138962892907,0.7057565236606133,0.7517298530018869,0.21657553694833637,0.3292520380258993,0.41967790346003153,0.317,0.352,False
26059.0,0.88746791144938,0.11490633168611081,-26.290931854222258,0.49806941732480126,0.5210982552644978,0.20395366691349479,0.17417475007141942,0.21416956177993163,0.11599999999999999,0.15700000000000003,False
26060.0,0.9405102850119014,0.1026499768159664,-27.87002505921351,0.3133524894953729,,0.1052848838534313,0.13266910047152528,0.5604744386903009,0.11699999999999999,0.56,False
26061.0,0.9156997229436085,0.09131850720028772,-29.507625261081458,0.41059975812991334,0.3903985559205247,0.22542925541323297,0.3186457292513404,0.25655877950304484,0.244,0.21999999999999997,False
