,index,sub_ind,PID,date,stimset_rows,total_trials,nplanned_trialIDs,npresented_trialIDs,planned_trialIDs_all,presented_trialIDs_all,chargeSpeeds,chargeSpeeds_sorted,agent1Colors,responses,agents_type,strategy,feedback
86,27,24027,63d3fb730f03adf8b4a28a37,6,6,50,7,7,"['1b1159fc-de2b-4ae5-a736-d98d8524a366', '4a2adf87-0f15-4bc0-9837-899addfb179c', '1f7aa6f4-6516-4b90-8eeb-142b1437644b', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '9301277e-6b35-4aa7-bd52-4f56ae0f029b']","['9301277e-6b35-4aa7-bd52-4f56ae0f029b', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '1b1159fc-de2b-4ae5-a736-d98d8524a366', '1f7aa6f4-6516-4b90-8eeb-142b1437644b', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '4a2adf87-0f15-4bc0-9837-899addfb179c', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79']","[9.0, 5.25, 1.5, 4.0, 7.75, 2.75, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'black', 'black', 'grey', 'black', 'grey']","['colliding into each other', 'chasing one another', 'dancing', 'playing a game', 'fighting', 'wandering around', 'hiding and finding each other']",children,no,no thank you
87,30,24030,610989f5a53fc140b54538e0,6,25,50,7,7,"['e838dadb-c02f-4273-ae93-210720dcd06c', '42a6675b-868f-488d-a671-17a04c97ab01', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '1827c058-6388-491a-b84c-d4d6c512039e', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', 'abb20336-74c4-448b-a5f7-252c765a55f4']","['e838dadb-c02f-4273-ae93-210720dcd06c', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '1827c058-6388-491a-b84c-d4d6c512039e', 'abb20336-74c4-448b-a5f7-252c765a55f4', '42a6675b-868f-488d-a671-17a04c97ab01', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec']","[1.5, 5.25, 6.5, 9.0, 2.75, 4.0, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'black', 'black', 'black']","['coming together and then apart and then together again. Playing i reckon', 'i would say they were fighting, the coming together seemed more aggressive', 'they were playing tag, not sure why when the person was not it went towards them when they got close though.', 'football?', 'this one is football. when the ball comes close, they come together and when the bass is not they more apart.', 'the dots are dancing', 'rugby, there was a ball fumble halfway through']",children,"i did not use any strategies. It was hard to place children into dots and then describe what the ""children"" are doing. so i tried to make a story of what could have been the cause.",I don't have any feedback
88,35,24035,63d53b38b9e515c80720bb76,6,19,50,7,7,"['0e704828-9ccd-480e-8056-3a2a8158df0f', 'c49bbdbd-6e52-4da5-887c-72db9cec7d93', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', '35ae5b09-f580-4922-91bd-f22c23175a47', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '2d84acc9-9c9b-441c-9a1a-c901bc48b88f', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56']","['c49bbdbd-6e52-4da5-887c-72db9cec7d93', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '0e704828-9ccd-480e-8056-3a2a8158df0f', '35ae5b09-f580-4922-91bd-f22c23175a47', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56', '2d84acc9-9c9b-441c-9a1a-c901bc48b88f']","[2.75, 4.0, 6.5, 1.5, 5.25, 9.0, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'black', 'black', 'grey']","['they were moving apart before coming back together and appearing to strike each other', 'moving apart from each other then came back together twice', 'moved in a semicircle before striking each other', 'moving in slow circles before slowly approaching each other', 'moved slowly before quickly striking each other', 'slowly moved then sped up to strike each other', 'moved in circles before coming together ']",children,"Nope, I just paid attention to the task.",Nope.
89,38,24038,6054c99c850918fc1ee83760,6,20,50,7,7,"['e4bc0778-6eb7-4065-bf77-a9b6e293735f', 'c49bbdbd-6e52-4da5-887c-72db9cec7d93', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '8e0deaa9-1ac5-4e69-817a-3204f157f360', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8', '085d7298-e568-4752-a909-8eecf82e3ebc', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","['6e2932f2-a9d1-4f2a-9599-a872b605c1eb', 'e4bc0778-6eb7-4065-bf77-a9b6e293735f', 'c49bbdbd-6e52-4da5-887c-72db9cec7d93', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '8e0deaa9-1ac5-4e69-817a-3204f157f360', '085d7298-e568-4752-a909-8eecf82e3ebc', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8']","[9.0, 1.5, 2.75, 4.0, 5.25, 7.75, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'grey', 'black']","['fighting', 'meeting', 'playing', 'running around ', 'skating ', 'push and pull', 'testing boundaries ']",children,no,no
90,39,24039,6147654b52de484c128c2e0f,6,16,50,7,7,"['e4bc0778-6eb7-4065-bf77-a9b6e293735f', '46c1720a-0af5-44e9-b008-09b89ef78bd9', '48fe3ca9-b1df-491d-bef9-6d9c5edee227', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '085d7298-e568-4752-a909-8eecf82e3ebc', '8649b489-429a-4894-9c74-827e94f04566']","['085d7298-e568-4752-a909-8eecf82e3ebc', 'e4bc0778-6eb7-4065-bf77-a9b6e293735f', '8649b489-429a-4894-9c74-827e94f04566', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '46c1720a-0af5-44e9-b008-09b89ef78bd9', '48fe3ca9-b1df-491d-bef9-6d9c5edee227', '2d3d47a2-03c8-4642-84ec-a8f67c64868c']","[7.75, 1.5, 9.0, 6.5, 2.75, 4.0, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'grey', 'black']","['running to and from each other ', 'coping each other', 'running quickly towards each other ', 'playing tag', 'playing hide and seek ', 'running in circles then bumping in to each other ', 'play fighting ']",children,watched the dots and imagine they were chidlen and what they might be doing in a park,had to use your imagineation 
91,42,24042,65e0f00fbfd8ae75bf44c1ab,6,12,42,7,7,"['1f6c6525-a740-48c2-8dfc-9c4fb520c630', '59df47e5-696a-407f-aa33-94dab9b3e492', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '124d9b3a-acac-4627-93e0-f05b493598f3', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '65eed33d-db39-4b87-b8a4-de20693d3821', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8']","['59df47e5-696a-407f-aa33-94dab9b3e492', '65eed33d-db39-4b87-b8a4-de20693d3821', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '1f6c6525-a740-48c2-8dfc-9c4fb520c630', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8', '124d9b3a-acac-4627-93e0-f05b493598f3']","[2.75, 7.75, 4.0, 1.5, 6.5, 9.0, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'black', 'black']","['playing  tag', 'Playing', 'They are running', 'They are playing musical chairs', 'Dancing', 'dancing', 'Playing musical chairs']", , , 
92,46,24046,65d88c96834862408313a6c4,6,15,50,7,7,"['e838dadb-c02f-4273-ae93-210720dcd06c', '94eac034-9d70-40c0-89d4-d9a030a03d26', '609aaddc-b0c4-4442-b4ef-ba29fa1dbe22', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '3322caf5-0aeb-4230-89db-c56b23e94819']","['94eac034-9d70-40c0-89d4-d9a030a03d26', '609aaddc-b0c4-4442-b4ef-ba29fa1dbe22', 'e838dadb-c02f-4273-ae93-210720dcd06c', '3322caf5-0aeb-4230-89db-c56b23e94819', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368']","[2.75, 4.0, 1.5, 9.0, 6.5, 7.75, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'grey', 'black', 'grey', 'black']","['Playing', 'Walking around', 'Going to the movies', 'Fighting', 'Jumping', 'Discussing', 'Playing video games']",children,I used my imagination at my seated position to perform this task,No feedback
93,47,24047,59ccd702faf42e00012b68f5,6,9,50,7,7,"['7e595f18-f375-4ca5-b922-61b8d693804d', '88ff8e25-5b4f-453c-add2-298ef66c683c', '1d41f125-7386-42b4-8250-f6c540c627a8', '8e0deaa9-1ac5-4e69-817a-3204f157f360', '755a600e-d336-4f66-8771-52eed84faf02', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '91327185-f59e-4ae7-a000-fd66526bab82']","['91327185-f59e-4ae7-a000-fd66526bab82', '7e595f18-f375-4ca5-b922-61b8d693804d', '8e0deaa9-1ac5-4e69-817a-3204f157f360', '88ff8e25-5b4f-453c-add2-298ef66c683c', '1d41f125-7386-42b4-8250-f6c540c627a8', '755a600e-d336-4f66-8771-52eed84faf02', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9']","[9.0, 1.5, 5.25, 2.75, 4.0, 6.5, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'black', 'grey']","['Swordfighting', 'Wrestling', 'Skateboarding', 'Fencing', 'Fighting', 'Dancing', 'Pretending to be bumper cars']",children,I tried to image the park and the children from a birds eye view and tried to guess what activity would best fit the movements shown.,It took a long time to initially load.
94,51,24051,65c349313a148edd8311e6a6,6,23,51,7,7,"['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '9f53cd68-f278-45d6-806a-74eeef55bbcc', '39d4c0f1-9195-4761-98c6-457bad8a2291', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '8649b489-429a-4894-9c74-827e94f04566']","['39d4c0f1-9195-4761-98c6-457bad8a2291', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '8649b489-429a-4894-9c74-827e94f04566', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93', '31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '9f53cd68-f278-45d6-806a-74eeef55bbcc']","[5.25, 2.75, 9.0, 7.75, 6.5, 1.5, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'grey', 'grey']","['children', 'The dots were moving to and fro.', 'The dots collided with one another.', 'The dots collided with one another.', 'The dots collided with one another.', 'The dots were moving to and fro.', 'The dots were moving to and fro.']",children,"There were no issues during the study, and I was able to complete it smoothly."," There were no issues during the study, and I was able to complete it smoothly."
95,70,24070,6563587be4e979a116eef567,6,24,50,7,7,"['fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', '8fa1d226-bf98-4c72-8961-7121546d4a11', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', '755a600e-d336-4f66-8771-52eed84faf02', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '132133b4-5554-4500-9494-87f534100012']","['132133b4-5554-4500-9494-87f534100012', '755a600e-d336-4f66-8771-52eed84faf02', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', 'fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '8fa1d226-bf98-4c72-8961-7121546d4a11']","[9.0, 6.5, 4.0, 1.5, 5.25, 7.75, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'black', 'grey', 'grey']","['running and tagging themselves', 'playing tag', 'run and touch game', 'pick a ball and drop on the same spot', 'tap and run', 'touch each other and seperate', 'playing ball']",children,none,no
96,71,24071,5d5a2bd93296320016eee507,6,22,50,7,7,"['81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b', '59df47e5-696a-407f-aa33-94dab9b3e492', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '82cc23d1-ba4b-48c5-995a-a30d865ea249', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8b590505-e40d-4ff8-802d-5430cc2802b6', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56']","['a5228b86-ba0a-42f2-aa38-23b5369f0e56', '81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b', '82cc23d1-ba4b-48c5-995a-a30d865ea249', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '59df47e5-696a-407f-aa33-94dab9b3e492', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8b590505-e40d-4ff8-802d-5430cc2802b6']","[9.0, 1.5, 5.25, 4.0, 2.75, 6.5, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'black', 'grey']","['At certain times they clashed', 'Interacting in a respectful manner', 'They had two small approaches', 'Shared in some moments', 'Somehow slowly approached one another', 'In this situation two small confrontations occurred', 'The two were moving around and there were a few moments where they got close to each other ']",children,After analyzing the instructions I designed a strategy that allowed me to do my job in the best way.,Nothing at all
97,83,24083,6347200d8ded5172ec43e0bb,6,7,50,7,7,"['38ad4b16-44e2-4e52-8d02-b23eca73a48d', '32110051-52cf-4952-a6e5-4c5fe75760b7', '0890b767-b394-4f89-aea1-c60cab7014af', '2ef99e5f-bc49-429b-b086-41ed4571b58a', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8', '015f75aa-de90-4fdc-8657-d630f1963869', '8e6be05b-c10c-43db-b062-a559f5033312']","['8e6be05b-c10c-43db-b062-a559f5033312', '0890b767-b394-4f89-aea1-c60cab7014af', '32110051-52cf-4952-a6e5-4c5fe75760b7', '38ad4b16-44e2-4e52-8d02-b23eca73a48d', '015f75aa-de90-4fdc-8657-d630f1963869', '2ef99e5f-bc49-429b-b086-41ed4571b58a', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8']","[9.0, 4.0, 2.75, 1.5, 7.75, 5.25, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'grey', 'black', 'black', 'black']","['Moving around in a circle and then rushing to a centre point to touch or grab something first before the other did.', 'Walking or jogging around before rushing to a centre point.', 'Walking around before 1 dot would start moving to a centre point with the other dot reacting and trying to beat the first dot to the centre', 'Walking around before getting called to walk and meet in a centre point.', 'Walk around in a circle before rushing to a centre point once told to.', 'Walk around and take it in turns to try and creep up on the other dot before they realise.', 'React to a whistle or alarm to then rush to a point in the middle of both dots.']",children,"I just tried to imagine what Children would be doing, what game they might be playing that might fit the movements and then describe that.",Thanks for having me.
98,88,24088,5a522ea6eedc320001420875,6,21,50,7,7,"['e5e05e73-9cd0-4990-8da2-4962e0a03e5d', '0bad25fa-4a38-4561-9d35-56f1108797cd', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', '124d9b3a-acac-4627-93e0-f05b493598f3', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '65eed33d-db39-4b87-b8a4-de20693d3821', '16718611-6bca-4e79-8071-94d68c181ba1']","['e2c787c5-5358-4a21-bb35-c422b37ef982', '16718611-6bca-4e79-8071-94d68c181ba1', '0bad25fa-4a38-4561-9d35-56f1108797cd', '65eed33d-db39-4b87-b8a4-de20693d3821', 'e5e05e73-9cd0-4990-8da2-4962e0a03e5d', '124d9b3a-acac-4627-93e0-f05b493598f3', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9']","[6.5, 9.0, 2.75, 7.75, 1.5, 5.25, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'black', 'grey', 'black', 'grey']","['Children may have been playing tag together', 'Playing solo then coming together', 'Same as before, maybe tag game', 'Same game different speed', 'Same game slower pace', 'One chasing the other maybe', 'Does it represent bullying maybe? dark dot wont leave grey dot alone']",children,Just watched carefully,nothing to add
99,90,24090,5c78b032419dcc0014119082,6,17,50,7,7,"['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '112b96b3-6518-4053-ad9f-ff77320acc23', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '0a4312a1-7156-4c68-9698-0f1495558bee', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '7b0c39f7-8bb3-4c19-94da-30117a8ec17d', '9f7e489f-4076-4332-b57e-13a42d4c75fd']","['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '9f7e489f-4076-4332-b57e-13a42d4c75fd', '7b0c39f7-8bb3-4c19-94da-30117a8ec17d', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '0a4312a1-7156-4c68-9698-0f1495558bee', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '112b96b3-6518-4053-ad9f-ff77320acc23']","[1.5, 9.0, 7.75, 6.5, 5.25, 4.0, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'grey', 'black', 'black']","['They collided with each other', 'They separated slowly and collided with each other very quickly.', 'They made small circles and then got closer to collide faster.', 'Small circles to then brake and collide with each other', 'Attract to collide slowly', 'They attracted each other to slowly collide', 'They were going very slow and then they crashed']",children,Pay attention to the speed and actions of the points,Nothing at all
100,92,24092,65b7b0e4e6fa7d632205b4b6,6,18,50,7,7,"['d3cc8306-21ab-4f88-ae4f-3970e4cd53ea', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '68382d9c-6cc5-4669-84bf-c8058e3c1472', '86e934a2-75ef-4084-a167-ce0ca737532d', '7c59d616-cf70-400a-8ebd-9b3cdfb854ec', '534a6ddb-dbec-42ac-b559-3f4cbdd66423', '132133b4-5554-4500-9494-87f534100012']","['d445e5d9-95ae-4a8f-a6bf-53380fef78b4', '7c59d616-cf70-400a-8ebd-9b3cdfb854ec', '132133b4-5554-4500-9494-87f534100012', '86e934a2-75ef-4084-a167-ce0ca737532d', '68382d9c-6cc5-4669-84bf-c8058e3c1472', 'd3cc8306-21ab-4f88-ae4f-3970e4cd53ea', '534a6ddb-dbec-42ac-b559-3f4cbdd66423']","[2.75, 6.5, 9.0, 5.25, 4.0, 1.5, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'grey', 'black']","['Playing Tag', 'Running', 'Running', 'Running', 'Running', 'Walking around', 'Walking and running']",children,No,No
101,93,24093,65e0e66396f46e10e99f84e3,6,10,50,7,7,"['29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836', '215ead11-5650-429d-b541-0b107fbb996a', '83dec58f-0765-4ddc-b785-670d8025c467', '8b72023d-88b1-4615-b871-cac794edf1d9', '40860eea-1c44-4896-96b1-ee2d42a6c522', '09060d5d-c3e1-451b-a3b5-4b2b567660ff', 'f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe']","['83dec58f-0765-4ddc-b785-670d8025c467', '8b72023d-88b1-4615-b871-cac794edf1d9', '09060d5d-c3e1-451b-a3b5-4b2b567660ff', '40860eea-1c44-4896-96b1-ee2d42a6c522', '215ead11-5650-429d-b541-0b107fbb996a', 'f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe', '29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836']","[4.0, 5.25, 7.75, 6.5, 2.75, 9.0, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'grey', 'black']","['playing', 'Fighting ', 'They were running', 'Chasing', 'The dots were playing ball', 'They are having dispute', 'They are peaceful ']",children,None,None
