,subID,stimset_rows,chargeSpeeds,responses,movie,trial_num
5,24022,68,4.0,hide and seek,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5
1,24032,62,4.0,playing football,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,1
4,24005,27,4.0,"slowly moving, coming together and then splitting apart",50bec0a0-7e7c-4edd-a8eb-394750dbdb77,4
3,24037,65,4.0,playing tag,50781782-fbf2-4226-a593-5173be906638,3
0,24031,49,4.0,Running,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,0
0,24006,52,4.0,swordfighting,83dec58f-0765-4ddc-b785-670d8025c467,0
5,24026,3,4.0,The dots are playing,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5
3,24013,45,4.0,fighting,0890b767-b394-4f89-aea1-c60cab7014af,3
1,24023,57,4.0,The dots move away from each other and then collide. The grey dot seemed to instigate the collision.,114b2369-dce5-4979-8319-c64c85175e6a,1
0,24011,60,4.0,running and tagging ,48fe3ca9-b1df-491d-bef9-6d9c5edee227,0
6,24012,87,4.0,hide and seek,9f53cd68-f278-45d6-806a-74eeef55bbcc,6
4,24017,31,4.0,the dots were running into each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,4
1,24067,90,5.25,Playing tag ,46786fd0-ca59-4ffa-a772-fe489fdbd94c,1
2,24015,9,5.25,fighting perhaps?,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
2,24047,9,5.25,Skateboarding,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
6,24096,33,5.25,Politely taking turns initiating the interaction ,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,6
3,24040,23,5.25,hiding/walking around and play fighting eachother,39d4c0f1-9195-4761-98c6-457bad8a2291,3
5,24097,84,5.25,colliding with each other,35ae5b09-f580-4922-91bd-f22c23175a47,5
1,24093,10,5.25,Fighting ,8b72023d-88b1-4615-b871-cac794edf1d9,1
2,24022,68,5.25,playing,4cf04acf-6776-453a-a811-1c5e51c2ece4,2
1,24098,41,5.25,Fighting,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,1
6,24029,4,5.25,moving apart then clicking together again,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,6
6,24046,15,5.25,Playing video games,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6
5,24088,21,5.25,One chasing the other maybe,124d9b3a-acac-4627-93e0-f05b493598f3,5
2,24066,59,5.25,Charging each other.,82cc23d1-ba4b-48c5-995a-a30d865ea249,2
1,24033,56,5.25,"They got lower, knocking into each other.",4cf04acf-6776-453a-a811-1c5e51c2ece4,1
6,24063,0,5.25,"Attacking each other, fighting",384dc3de-9717-4531-83a1-683588fe1381,6
0,24081,1,5.25,coming together for a short time and then away from each other,46786fd0-ca59-4ffa-a772-fe489fdbd94c,0
6,24050,14,5.25,running into each other ,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,6
5,24077,24,5.25,pushing,2d3d47a2-03c8-4642-84ec-a8f67c64868c,5
5,24000,22,5.25,Getting tired of fighting.,82cc23d1-ba4b-48c5-995a-a30d865ea249,5
3,24099,86,5.25,It seems they are still fighting? ,0a4312a1-7156-4c68-9698-0f1495558bee,3
2,24057,12,5.25,Chasing each other,124d9b3a-acac-4627-93e0-f05b493598f3,2
1,24086,69,5.25,Playing,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,1
5,24062,63,5.25,the grey one seemed to be pursuing the black dot,0a4312a1-7156-4c68-9698-0f1495558bee,5
0,24064,16,5.25,Running at each other ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,0
4,24085,32,5.25,tag,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,4
6,24095,64,5.25,they were running round,2d3d47a2-03c8-4642-84ec-a8f67c64868c,6
1,24060,19,5.25,testing boundaries,35ae5b09-f580-4922-91bd-f22c23175a47,1
0,24013,45,5.25,play fighting,2d3d47a2-03c8-4642-84ec-a8f67c64868c,0
1,24089,34,5.25,playing,35ae5b09-f580-4922-91bd-f22c23175a47,1
3,24017,31,5.25,the dots were colliding into each other when they got close,4cf04acf-6776-453a-a811-1c5e51c2ece4,3
5,24087,39,5.25,playing tag,5f5a825b-b433-4986-b5d6-5239eb407d32,5
2,24002,20,5.25,They are running around and up to each other.,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
0,24026,3,5.25,The dots were hitting each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0
3,24091,25,5.25,running,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3
5,24083,7,5.25,Walk around and take it in turns to try and creep up on the other dot before they realise.,2ef99e5f-bc49-429b-b086-41ed4571b58a,5
0,24051,23,5.25,children,39d4c0f1-9195-4761-98c6-457bad8a2291,0
0,24074,76,5.25,running and bumping,5f5a825b-b433-4986-b5d6-5239eb407d32,0
4,24023,57,5.25,"The grey dot follows the black dot and then sudden speed up. When it gets close to the black dot, the black then moves toward the grey dot causing them to collide.",9ed3a785-369e-4eb1-b5ca-50d2602a44d4,4
4,24041,5,5.25,chasing,4cf04acf-6776-453a-a811-1c5e51c2ece4,4
0,24032,62,5.25,Playing tag.,35ae5b09-f580-4922-91bd-f22c23175a47,0
5,24006,52,5.25,tagging each other,8e0deaa9-1ac5-4e69-817a-3204f157f360,5
1,24073,35,5.25,tagging each other,46786fd0-ca59-4ffa-a772-fe489fdbd94c,1
5,24094,98,5.25,playing,2d3d47a2-03c8-4642-84ec-a8f67c64868c,5
2,24037,65,5.25,fighting,86e934a2-75ef-4084-a167-ce0ca737532d,2
1,24031,49,5.25,Hide and seek,2ef99e5f-bc49-429b-b086-41ed4571b58a,1
6,24059,7,5.25,"The dots were drifting, then first the grey approached the black fast, then they drifted again and then the black approached the grey fast.",2ef99e5f-bc49-429b-b086-41ed4571b58a,6
4,24076,36,5.25,bump run around play ,2ef99e5f-bc49-429b-b086-41ed4571b58a,4
1,24069,42,5.25,playing soccer,8b72023d-88b1-4615-b871-cac794edf1d9,1
4,24035,19,5.25,moved slowly before quickly striking each other,35ae5b09-f580-4922-91bd-f22c23175a47,4
2,24005,27,5.25,meandering then rushing together,27f4d7f8-d998-48b2-a3e4-f885f21c713d,2
4,24068,57,5.25,They are playing soccer.,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,4
3,24075,46,5.25,playing tag ,35ae5b09-f580-4922-91bd-f22c23175a47,3
3,24100,71,5.25,attracting towards each other,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,3
2,24053,77,5.25,walking ,124d9b3a-acac-4627-93e0-f05b493598f3,2
4,24028,6,5.25,One child was following another,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,4
0,24025,3,5.25,bouncing into each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0
5,24020,2,5.25,playing a wrestling game,8a889364-bfa4-42f7-8d4c-ee7478ea863c,5
1,24072,11,5.25,crashing into each other,5f5a825b-b433-4986-b5d6-5239eb407d32,1
3,24003,85,5.25,fighting,86e934a2-75ef-4084-a167-ce0ca737532d,3
3,24010,11,5.25,at this stage the white dot move to where the black dot is and later they meet together,5f5a825b-b433-4986-b5d6-5239eb407d32,3
1,24052,82,5.25,fighting,2ef99e5f-bc49-429b-b086-41ed4571b58a,1
3,24092,18,5.25,Running,86e934a2-75ef-4084-a167-ce0ca737532d,3
2,24071,22,5.25,They had two small approaches,82cc23d1-ba4b-48c5-995a-a30d865ea249,2
4,24070,24,5.25,tap and run,2d3d47a2-03c8-4642-84ec-a8f67c64868c,4
4,24049,73,5.25,coming together,8b72023d-88b1-4615-b871-cac794edf1d9,4
2,24084,47,5.25,fighting,5f5a825b-b433-4986-b5d6-5239eb407d32,2
1,24080,37,5.25,"Again, seems that they are running at each other and maybe fighting",86e934a2-75ef-4084-a167-ce0ca737532d,1
4,24024,17,5.25,playing a game running then coming together at intervals,0a4312a1-7156-4c68-9698-0f1495558bee,4
5,24019,14,5.25,Calculated and with motive. ,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,5
4,24014,75,5.25,Move clockwise before slowly touching each other ,46786fd0-ca59-4ffa-a772-fe489fdbd94c,4
1,24027,6,5.25,chasing one another,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,1
2,24082,93,5.25,Hitting ,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,2
6,24054,4,5.25,football,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,6
1,24048,67,5.25,fighting,8e0deaa9-1ac5-4e69-817a-3204f157f360,1
6,24039,16,5.25,play fighting ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,6
6,24045,92,5.25,jumping,39d4c0f1-9195-4761-98c6-457bad8a2291,6
1,24030,25,5.25,"i would say they were fighting, the coming together seemed more aggressive",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,1
4,24038,20,5.25,skating ,8e0deaa9-1ac5-4e69-817a-3204f157f360,4
4,24012,87,5.25,wrestling,8a889364-bfa4-42f7-8d4c-ee7478ea863c,4
5,24036,54,5.25,Playing,46786fd0-ca59-4ffa-a772-fe489fdbd94c,5
4,24011,60,5.25,hide and seek,384dc3de-9717-4531-83a1-683588fe1381,4
5,24055,66,5.25,Pretending they're magnets,8a889364-bfa4-42f7-8d4c-ee7478ea863c,5
2,24008,54,5.25,Playing tag,46786fd0-ca59-4ffa-a772-fe489fdbd94c,2
1,24034,94,5.25,The dots were running around and then hitting into each other,384dc3de-9717-4531-83a1-683588fe1381,1
2,24001,5,5.25,fighting,4cf04acf-6776-453a-a811-1c5e51c2ece4,2
1,24065,10,5.25,football,8b72023d-88b1-4615-b871-cac794edf1d9,1
4,24090,17,5.25,Attract to collide slowly,0a4312a1-7156-4c68-9698-0f1495558bee,4
1,24009,8,5.25,racing,39d4c0f1-9195-4761-98c6-457bad8a2291,1
1,24058,96,5.25,running then colliding,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,1
1,24016,13,5.25,Rough,27f4d7f8-d998-48b2-a3e4-f885f21c713d,1
2,24004,88,5.25,playing,8b72023d-88b1-4615-b871-cac794edf1d9,2
6,24078,30,5.25,Hide and seek,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,6
2,24044,43,5.25,Playing with a ball,0a4312a1-7156-4c68-9698-0f1495558bee,2
0,24021,50,5.25,running too and fro,384dc3de-9717-4531-83a1-683588fe1381,0
6,24056,1,5.25,playing tag,46786fd0-ca59-4ffa-a772-fe489fdbd94c,6
4,24061,89,5.25,Bouncing ,27f4d7f8-d998-48b2-a3e4-f885f21c713d,4
2,24007,13,5.25,Running around,27f4d7f8-d998-48b2-a3e4-f885f21c713d,2
5,24018,8,5.25,doing in rhythm,39d4c0f1-9195-4761-98c6-457bad8a2291,5
0,24043,95,5.25,charging at each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0
1,24079,38,5.25,Colliding ,8a889364-bfa4-42f7-8d4c-ee7478ea863c,1
0,24101,82,5.25,Running at each other,2ef99e5f-bc49-429b-b086-41ed4571b58a,0
6,24042,12,5.25,Playing musical chairs,124d9b3a-acac-4627-93e0-f05b493598f3,6
1,24054,4,6.5,fighting,5456278f-d454-4194-af69-2784112cffb9,1
1,24070,24,6.5,playing tag,755a600e-d336-4f66-8771-52eed84faf02,1
2,24026,3,6.5,The dots are fighting,187f8493-9a30-43cc-a2bd-5d96f6d2263d,2
4,24051,23,6.5,The dots collided with one another.,debe6245-13a4-4a31-b28a-e7b25ce8fa93,4
1,24087,39,6.5,sprinting,d98f2d5f-eb3b-4ebd-b714-878343382f2a,1
1,24006,52,6.5,charging at each other,2c174300-1111-477c-b605-e34e6031cd26,1
1,24084,47,6.5,chasing each other,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,1
5,24086,69,6.5,Running,8bee64f6-a3cb-48f4-be48-142b9065f5d7,5
2,24017,31,6.5,the dots were repeatedly colliding into each other,13e24563-ab7e-41df-adf6-e8e88b4d9e08,2
4,24082,93,6.5,Slowly moving around and touching,d98f2d5f-eb3b-4ebd-b714-878343382f2a,4
1,24085,32,6.5,red rover,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,1
6,24018,8,6.5,fun mode,debe6245-13a4-4a31-b28a-e7b25ce8fa93,6
0,24050,14,6.5,running at each other ,2c174300-1111-477c-b605-e34e6031cd26,0
1,24028,6,6.5,the kids were shoving each other,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,1
0,24001,5,6.5,fighting,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,0
5,24007,13,6.5,Going left and right,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,5
3,24008,54,6.5,Collecting items and bringing them back to a pile,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,3
1,24025,3,6.5,smashing into one another,187f8493-9a30-43cc-a2bd-5d96f6d2263d,1
4,24042,12,6.5,Dancing,d80f638e-7e4b-4e80-bc19-a4b764fd7614,4
6,24009,8,6.5,running,debe6245-13a4-4a31-b28a-e7b25ce8fa93,6
5,24016,13,6.5,Joining together,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,5
5,24010,11,6.5,all the dots came together like magnet ,13e24563-ab7e-41df-adf6-e8e88b4d9e08,5
5,24024,17,6.5,runnign in circles then contact,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,5
0,24019,14,6.5,"The dots were dueling, sort of seeking each other out and headbutting when a certain distance was achieved. ",2c174300-1111-477c-b605-e34e6031cd26,0
2,24020,2,6.5,running and then hitting each other,93e661c0-3f68-4205-9141-04164911b7e4,2
5,24014,75,6.5,Playing soccer ,93e661c0-3f68-4205-9141-04164911b7e4,5
2,24030,25,6.5,"they were playing tag, not sure why when the person was not it went towards them when they got close though.",1827c058-6388-491a-b84c-d4d6c512039e,2
6,24027,6,6.5,hiding and finding each other,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,6
4,24101,82,6.5,Dueling,e2c787c5-5358-4a21-bb35-c422b37ef982,4
4,24089,34,6.5,racing,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,4
4,24100,71,6.5,playing,e2c787c5-5358-4a21-bb35-c422b37ef982,4
4,24046,15,6.5,Jumping,8bee64f6-a3cb-48f4-be48-142b9065f5d7,4
0,24091,25,6.5,playing tag,1827c058-6388-491a-b84c-d4d6c512039e,0
6,24041,5,6.5,chasing,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,6
4,24094,98,6.5,playing frisbee,d80f638e-7e4b-4e80-bc19-a4b764fd7614,4
2,24023,57,6.5,"The black dot slowly closed in on the grey dot, and which it got close the grey dot 'attacked' it.",1827c058-6388-491a-b84c-d4d6c512039e,2
0,24095,64,6.5,playing tag,40860eea-1c44-4896-96b1-ee2d42a6c522,0
5,24047,9,6.5,Dancing,755a600e-d336-4f66-8771-52eed84faf02,5
2,24035,19,6.5,moved in a semicircle before striking each other,e2c787c5-5358-4a21-bb35-c422b37ef982,2
2,24096,33,6.5,"They were both bumping into each other, but one seems more aggressive than the other",8dbfdd79-2b3f-4297-8ec2-92d59884dd68,2
6,24015,9,6.5,being aggressive,755a600e-d336-4f66-8771-52eed84faf02,6
4,24097,84,6.5,running towards eachother,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,4
2,24098,41,6.5,Running to and from eachother,13e24563-ab7e-41df-adf6-e8e88b4d9e08,2
1,24022,68,6.5,fighting,debe6245-13a4-4a31-b28a-e7b25ce8fa93,1
0,24040,23,6.5,"hiding and, running and bumping each other",debe6245-13a4-4a31-b28a-e7b25ce8fa93,0
6,24021,50,6.5,avoid then collide,5456278f-d454-4194-af69-2784112cffb9,6
5,24099,86,6.5,This one seems to be fighting again. They are trying to fend off each other.,1827c058-6388-491a-b84c-d4d6c512039e,5
3,24039,16,6.5,playing tag,d98f2d5f-eb3b-4ebd-b714-878343382f2a,3
6,24081,1,6.5,playing football,e3160d16-fe5e-4987-918b-0921ab937804,6
6,24038,20,6.5,testing boundaries ,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,6
4,24066,59,6.5,Running and bumping into each other.,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,4
0,24076,36,6.5,dots where bumping into each other,2c174300-1111-477c-b605-e34e6031cd26,0
2,24036,54,6.5,Running around,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,2
2,24075,46,6.5,fighting ,debe6245-13a4-4a31-b28a-e7b25ce8fa93,2
3,24049,73,6.5,c ircling then coming together repeatedly,187f8493-9a30-43cc-a2bd-5d96f6d2263d,3
3,24031,49,6.5,Touching bodies,e3160d16-fe5e-4987-918b-0921ab937804,3
1,24059,7,6.5,Running from a small distance to come together then move apart again,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,1
1,24074,76,6.5,playing,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,1
5,24052,82,6.5,playing tag,e2c787c5-5358-4a21-bb35-c422b37ef982,5
6,24034,94,6.5,Playing around,2c174300-1111-477c-b605-e34e6031cd26,6
6,24083,7,6.5,React to a whistle or alarm to then rush to a point in the middle of both dots.,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,6
0,24073,35,6.5,charging at each other,5456278f-d454-4194-af69-2784112cffb9,0
0,24088,21,6.5,Children may have been playing tag together,e2c787c5-5358-4a21-bb35-c422b37ef982,0
2,24069,42,6.5,playing football,187f8493-9a30-43cc-a2bd-5d96f6d2263d,2
2,24032,62,6.5,on a swing,755a600e-d336-4f66-8771-52eed84faf02,2
1,24092,18,6.5,Running,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,1
6,24053,77,6.5,Walking ,d80f638e-7e4b-4e80-bc19-a4b764fd7614,6
3,24068,57,6.5,They are running and chasing each other.,1827c058-6388-491a-b84c-d4d6c512039e,3
6,24062,63,6.5,the black dot seemed to be pursuing the grey dot,5456278f-d454-4194-af69-2784112cffb9,6
0,24063,0,6.5,Running and colliding,1827c058-6388-491a-b84c-d4d6c512039e,0
2,24064,16,6.5,Tag,d98f2d5f-eb3b-4ebd-b714-878343382f2a,2
3,24090,17,6.5,Small circles to then brake and collide with each other,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,3
0,24065,10,6.5,playing catch,40860eea-1c44-4896-96b1-ee2d42a6c522,0
5,24060,19,6.5,attracting,e2c787c5-5358-4a21-bb35-c422b37ef982,5
5,24048,67,6.5,bullying,d98f2d5f-eb3b-4ebd-b714-878343382f2a,5
0,24061,89,6.5,Bouncing,93e661c0-3f68-4205-9141-04164911b7e4,0
5,24012,87,6.5,tackling,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,5
5,24067,90,6.5,Boxing,8bee64f6-a3cb-48f4-be48-142b9065f5d7,5
1,24002,20,6.5,They are running into each other and bumping off each other playfully.,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,1
4,24055,66,6.5,Dancing,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,4
0,24005,27,6.5,smashing into each other,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,0
3,24000,22,6.5,Fighting,187f8493-9a30-43cc-a2bd-5d96f6d2263d,3
4,24058,96,6.5,calling each other to explore the park,e3160d16-fe5e-4987-918b-0921ab937804,4
6,24072,11,6.5,fighting,13e24563-ab7e-41df-adf6-e8e88b4d9e08,6
4,24033,56,6.5,"The black dot has the higher ground, knocking into the grey dot.",755a600e-d336-4f66-8771-52eed84faf02,4
5,24078,30,6.5,Trying to avoid each other then chasing,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,5
2,24003,85,6.5,high fiving,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,2
1,24057,12,6.5,Quickly running at each other,d80f638e-7e4b-4e80-bc19-a4b764fd7614,1
3,24011,60,6.5,running,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,3
3,24056,1,6.5,fighting,e3160d16-fe5e-4987-918b-0921ab937804,3
5,24004,88,6.5,fighting,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,5
1,24044,43,6.5,"Running at each other, bouncing",e2c787c5-5358-4a21-bb35-c422b37ef982,1
1,24013,45,6.5,play fighting,d98f2d5f-eb3b-4ebd-b714-878343382f2a,1
2,24080,37,6.5,"Perhaps playing a game, but most likely running at each other or fighting",40860eea-1c44-4896-96b1-ee2d42a6c522,2
0,24045,92,6.5,running,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,0
3,24029,4,6.5,move apart then meet again,5456278f-d454-4194-af69-2784112cffb9,3
3,24093,10,6.5,Chasing,40860eea-1c44-4896-96b1-ee2d42a6c522,3
2,24079,38,6.5,Playing,d80f638e-7e4b-4e80-bc19-a4b764fd7614,2
2,24077,24,6.5,running,755a600e-d336-4f66-8771-52eed84faf02,2
5,24043,95,6.5,chasing,755a600e-d336-4f66-8771-52eed84faf02,5
5,24037,65,6.5,jousting,1827c058-6388-491a-b84c-d4d6c512039e,5
5,24071,22,6.5,In this situation two small confrontations occurred,187f8493-9a30-43cc-a2bd-5d96f6d2263d,5
3,24043,95,7.75,swings,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3
0,24004,88,7.75,fighting,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,0
3,24001,5,7.75,running,7f445daf-d952-4bf3-b733-def683994895,3
3,24065,10,7.75,racing,09060d5d-c3e1-451b-a3b5-4b2b567660ff,3
1,24042,12,7.75,Playing,65eed33d-db39-4b87-b8a4-de20693d3821,1
1,24011,60,7.75,running,5a652d01-49a0-4b52-a54c-51c21b53e0fe,1
6,24035,19,7.75,moved in circles before coming together ,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,6
6,24016,13,7.75,equal leading,8b590505-e40d-4ff8-802d-5430cc2802b6,6
5,24064,16,7.75,Tag,085d7298-e568-4752-a909-8eecf82e3ebc,5
5,24061,89,7.75,Hitting,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,5
4,24021,50,7.75,playing tag together,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
1,24101,82,7.75,Colliding,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,1
6,24037,65,7.75,charging each other,09060d5d-c3e1-451b-a3b5-4b2b567660ff,6
0,24062,63,7.75,mirroring each other's movements then colliding,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,0
2,24090,17,7.75,They made small circles and then got closer to collide faster.,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,2
0,24039,16,7.75,running to and from each other ,085d7298-e568-4752-a909-8eecf82e3ebc,0
1,24017,31,7.75,the dots were colliding into each other repeatedly,09060d5d-c3e1-451b-a3b5-4b2b567660ff,1
6,24058,96,7.75,exploring the talking,015f75aa-de90-4fdc-8657-d630f1963869,6
1,24007,13,7.75,Fighting,8b590505-e40d-4ff8-802d-5430cc2802b6,1
4,24018,8,7.75,little aggressive,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4
3,24025,3,7.75,Pushing each other,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,3
0,24048,67,7.75,Playing tag,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,0
6,24092,18,7.75,Walking and running,534a6ddb-dbec-42ac-b559-3f4cbdd66423,6
3,24020,2,7.75,running away from each other then running back,3dbdd697-e200-4003-92f8-47202577ad0a,3
2,24000,22,7.75,collision (fighting),8b590505-e40d-4ff8-802d-5430cc2802b6,2
1,24019,14,7.75,"Similar to the last one, but to me it seemed like the white dot was seeking out the black one and initiating contact. ",981d9d90-47c5-4443-a939-26060914c7e4,1
4,24027,6,7.75,fighting,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,4
3,24012,87,7.75,tackling,534a6ddb-dbec-42ac-b559-3f4cbdd66423,3
4,24045,92,7.75,clapping hands,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,4
2,24100,71,7.75,playing,3dbdd697-e200-4003-92f8-47202577ad0a,2
4,24072,11,7.75,crashing into each other,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
4,24010,11,7.75,all the two dots came together ,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
2,24052,82,7.75,playing,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2
0,24036,54,7.75,Running at each other,534a6ddb-dbec-42ac-b559-3f4cbdd66423,0
6,24024,17,7.75,running around then seeing each other and saying hi,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,6
0,24053,77,7.75,Playing ,015f75aa-de90-4fdc-8657-d630f1963869,0
2,24093,10,7.75,They were running,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2
5,24034,94,7.75,Encouraging each other to enjoy the space,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,5
0,24044,43,7.75,Playing a game of it or rugby,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,0
2,24009,8,7.75,dont know,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2
6,24030,25,7.75,"rugby, there was a ball fumble halfway through",44ab78ba-bb99-4b6d-a69b-ede18f9116ec,6
0,24003,85,7.75,playing tag,085d7298-e568-4752-a909-8eecf82e3ebc,0
2,24055,66,7.75,Running into each other,8845e64c-078b-4a3a-a732-1efe937de14a,2
5,24049,73,7.75,circling then coming together,8b590505-e40d-4ff8-802d-5430cc2802b6,5
3,24006,52,7.75,play fighting,015f75aa-de90-4fdc-8657-d630f1963869,3
5,24046,15,7.75,Discussing,5a652d01-49a0-4b52-a54c-51c21b53e0fe,5
6,24073,35,7.75,playing some sort of game,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,6
4,24074,76,7.75,fighting,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,4
5,24023,57,7.75,The dots seem to move randomly and then attack each other. ,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,5
3,24089,34,7.75,playing,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,3
3,24002,20,7.75,They are staying apart and then colliding.,085d7298-e568-4752-a909-8eecf82e3ebc,3
6,24075,46,7.75,fighting ,09060d5d-c3e1-451b-a3b5-4b2b567660ff,6
6,24087,39,7.75,playing a game,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,6
3,24051,23,7.75,The dots collided with one another.,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,3
2,24076,36,7.75,bump and play,3dbdd697-e200-4003-92f8-47202577ad0a,2
6,24071,22,7.75,The two were moving around and there were a few moments where they got close to each other ,8b590505-e40d-4ff8-802d-5430cc2802b6,6
3,24057,12,7.75,Clashing,65eed33d-db39-4b87-b8a4-de20693d3821,3
5,24050,14,7.75,grey dot aggressively running into black dot,981d9d90-47c5-4443-a939-26060914c7e4,5
4,24077,24,7.75,shoving ,5a652d01-49a0-4b52-a54c-51c21b53e0fe,4
0,24086,69,7.75,Bumping,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,0
5,24085,32,7.75,role playing game,981d9d90-47c5-4443-a939-26060914c7e4,5
1,24078,30,7.75,Playing chicken (again?),8aeee0c2-7419-4cbe-aa42-af10b66f80b4,1
5,24013,45,7.75,playing tag,981d9d90-47c5-4443-a939-26060914c7e4,5
5,24005,27,7.75,wander and smash,7f445daf-d952-4bf3-b733-def683994895,5
4,24026,3,7.75,The dots are hitting themselves in an unfriendly manner,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,4
4,24084,47,7.75,fighting,7f445daf-d952-4bf3-b733-def683994895,4
3,24079,38,7.75,Fighting,534a6ddb-dbec-42ac-b559-3f4cbdd66423,3
5,24054,4,7.75,playing rugby,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5
2,24029,4,7.75,moving at the center and clapping together,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,2
5,24070,24,7.75,touch each other and seperate,5a652d01-49a0-4b52-a54c-51c21b53e0fe,5
4,24080,37,7.75,"Perhaps playing a game, but seems they are running at each other",8845e64c-078b-4a3a-a732-1efe937de14a,4
0,24082,93,7.75,Hitting one another occasionally ,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,0
