,subID,stimset_rows,subtlety,directness,responses,movie,trial_num,similarity_chasing,similarity_moveInd,similarity_chase_moveInd
4,15057,68,60,0.67,Grey dot was following/pushing the black dot into the corner,a7fd07d1-e946-43a4-882d-0b3b7882ed21,4,0.23363007605075836,0.1236378625035286,0.10999221354722977
3,15058,73,60,0.67,the black dot started chasing the grey dot,804f9681-f112-463c-a764-a40a823d6845,3,0.3757244944572449,0.03288700431585312,0.34283749014139175
4,15059,74,60,0.67,the dark dot was closing in on the light dot,8d9b8961-4fb1-4413-b875-966e01b9963a,4,0.1765330284833908,0.003560740267857909,0.1729722882155329
4,15000,0,30,0.83,black dot following grey dot,0ea51ff3-f8ac-4d29-a981-0a167d74909c,4,0.15931835770606995,0.005795611068606377,0.15352274663746357
0,15001,1,30,0.83,A black dot seemed to follow a grey dot from center right to lower left.,17e4063d-b2f1-4406-8a8f-be7151fd23c1,0,0.15847182273864746,0.0582907497882843,0.10018107295036316
3,15002,2,30,0.83,the black dot was following the gray dot,69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,3,0.1966857761144638,0.06345424056053162,0.1332315355539322
1,15003,3,30,0.83,Grey dot was following the black dot,57dbdc86-9c49-4214-a908-c4a254e90229,1,0.2138461172580719,0.06555013358592987,0.14829598367214203
4,15004,6,30,0.83,Black moved from left to right chasing the grey,c53236a2-f564-41ec-89aa-2bd90765b0a4,4,0.36636778712272644,0.339570552110672,0.026797235012054443
3,15005,11,30,0.83,the black dot is chasing the grey one,a4bd654a-f8f1-44b4-907f-0114e1caa391,3,0.4481101334095001,0.10953118652105331,0.3385789468884468
5,15006,12,30,0.83,Black dot moved toward the Grey and the Grey was trying to get away from it so moved downwards,17e4063d-b2f1-4406-8a8f-be7151fd23c1,5,0.19448870420455933,0.23316361010074615,-0.03867490589618683
2,15007,13,30,0.83,dancing,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,2,0.3929496705532074,0.3191401958465576,0.07380947470664978
0,15008,21,30,0.83,grey dot chasing black dot,c6499c88-e947-4ab5-8cde-3013da4d084f,0,0.38510680198669434,0.06091505289077759,0.32419174909591675
5,15009,10,30,0.83,The grey dot was making a beeline towards the black dot and the black dot was moving away from it.,c6499c88-e947-4ab5-8cde-3013da4d084f,5,0.198727548122406,0.17101265490055084,0.027714893221855164
4,15010,17,30,0.83,Black dot following white dot,a4bd654a-f8f1-44b4-907f-0114e1caa391,4,0.17746387422084808,0.018775079399347305,0.15868879482150078
3,15011,15,30,0.83,The black dot moved toward the grey dot and after closing a certain distance the grey dot moved away from the black,0ea51ff3-f8ac-4d29-a981-0a167d74909c,3,0.16151292622089386,0.2234867364168167,-0.06197381019592285
4,15012,21,30,0.83,The grey dot approached the black dot and both moved towards the top right corner,c6499c88-e947-4ab5-8cde-3013da4d084f,4,0.17241039872169495,0.16996100544929504,0.0024493932723999023
5,15013,14,30,0.83,The grey dot seems to be chasing the black dot,9093ecfa-6a76-4110-b88c-dd9330281781,5,0.35831791162490845,0.047489967197179794,0.31082794442772865
1,15014,16,30,0.83,the grey dot was following the black dot at a consistent distance between the two.  ,0a730462-ba50-4dbe-97c6-911f61a40346,1,0.13434594869613647,0.10607646405696869,0.028269484639167786
6,15015,23,30,0.83,gray dot chaseing black dot,57dbdc86-9c49-4214-a908-c4a254e90229,6,0.31661999225616455,0.056873664259910583,0.25974632799625397
3,15016,25,30,0.83,The white dot is trying to get close to the black dot,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,3,0.24475042521953583,0.11382970213890076,0.13092072308063507
1,15017,19,30,0.83,"It seems as if the black dot was approaching the gray dot, and the gray dot was moving away from it, though not urgently.",c53236a2-f564-41ec-89aa-2bd90765b0a4,1,0.17766517400741577,0.1481924206018448,0.029472753405570984
2,15018,20,30,0.83,BLACK DOT MOVING AFTER THE GREY DOT TOWARDS THE LEFT SIDE CORNER OF THE SCREEN,cf5e29cd-eacd-4164-96d2-05de1fad88ba,2,0.08675186336040497,0.0975666269659996,-0.010814763605594635
1,15019,26,30,0.83,the dots went to the left and it seemed as if the darker dot was chasing the other,17e4063d-b2f1-4406-8a8f-be7151fd23c1,1,0.24014627933502197,0.09566650539636612,0.14447977393865585
1,15020,23,30,0.83,Both dots were moving in the same path,57dbdc86-9c49-4214-a908-c4a254e90229,1,0.25499317049980164,0.3334873914718628,-0.07849422097206116
5,15021,28,30,0.83,black dot chasing grey dot,0ea51ff3-f8ac-4d29-a981-0a167d74909c,5,0.39082667231559753,0.06013135612010956,0.330695316195488
4,15022,32,30,0.83,The light dot appeared to be chasing the dark dot,c6499c88-e947-4ab5-8cde-3013da4d084f,4,0.33211496472358704,0.013490762561559677,0.31862420216202736
2,15023,31,30,0.83,Both dots moved down to the right. The gray dot went in a more squiggly and not straight pattern though.,c53236a2-f564-41ec-89aa-2bd90765b0a4,2,0.07090094685554504,0.1145082339644432,-0.04360728710889816
4,15024,34,30,0.83,Black dot seemed to chase the gray dot,a4bd654a-f8f1-44b4-907f-0114e1caa391,4,0.3386361598968506,0.04063091054558754,0.29800524935126305
1,15025,37,30,0.83,the dots approached eachother before the black dot backed off and they moved towards the top right corner,31932267-3908-4599-ba56-ba5043757838,1,0.1948789805173874,0.17001581192016602,0.024863168597221375
0,15026,27,30,0.83,"the two dots moved closer to each other, then the grey dot started following the direction that the black dot was moving to",57dbdc86-9c49-4214-a908-c4a254e90229,0,0.15680652856826782,0.2039036899805069,-0.047097161412239075
0,15027,35,30,0.83,"The black dot looked like it wanted to get away, but the grey dot bee-lined for it and kept trying to get close.",9093ecfa-6a76-4110-b88c-dd9330281781,0,0.22979192435741425,0.07403577864170074,0.1557561457157135
2,15028,30,30,0.83,"Black dot is chasing the grey dot again in this one. Except this time instead of the chase leading to the left, they went to the right.",69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,2,0.4016861915588379,0.15983006358146667,0.24185612797737122
2,15029,29,30,0.83,the grey dot appeared to be making a consistent motion towards the black dot as is mimiced its motion traveling towards it. the black dot did a circular motion and then began moving away from the grey dot to the right before traveling upwards on the right side of the box,0a730462-ba50-4dbe-97c6-911f61a40346,2,0.13886047899723053,0.1451401263475418,-0.006279647350311279
1,15030,40,30,0.83,black was following white,a4bd654a-f8f1-44b4-907f-0114e1caa391,1,0.3529742360115051,0.17212462425231934,0.1808496117591858
1,15031,41,30,0.83,both moving to upper left corner,cf5e29cd-eacd-4164-96d2-05de1fad88ba,1,0.17515090107917786,0.42690345644950867,-0.2517525553703308
5,15032,39,30,0.83,Dark dot moved towards light dot then light followed the dark a short distance,c6499c88-e947-4ab5-8cde-3013da4d084f,5,0.21534496545791626,0.16436190903186798,0.05098305642604828
3,15033,45,30,0.83,The black dot was chasing the grey dot,69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,3,0.3894466459751129,0.06879428774118423,0.3206523582339287
3,15034,43,30,0.83,both dots moving into the centre and then moving out to the left together,57dbdc86-9c49-4214-a908-c4a254e90229,3,0.144221231341362,0.2752472460269928,-0.1310260146856308
3,15035,44,30,0.83,They moved right then down; the grey dot seemed to make moves to avoid contact with the black dot,c53236a2-f564-41ec-89aa-2bd90765b0a4,3,0.20045191049575806,0.2782711386680603,-0.07781922817230225
5,15036,42,30,0.83,Now the black one followed the grey one!,0ea51ff3-f8ac-4d29-a981-0a167d74909c,5,0.23366838693618774,0.0443401075899601,0.18932827934622765
6,15037,46,30,0.83,Light grey following black to top left,9093ecfa-6a76-4110-b88c-dd9330281781,6,0.10100218653678894,0.014369728974997997,0.08663245756179094
1,15038,48,30,0.83,The black dot is approaching the grey dot ,c53236a2-f564-41ec-89aa-2bd90765b0a4,1,0.23522430658340454,0.10935958474874496,0.12586472183465958
5,15039,47,30,0.83,The black dot appeared to be chasing the grey dot which seemed to be actively moving away purposefully,17e4063d-b2f1-4406-8a8f-be7151fd23c1,5,0.3683444857597351,0.2037159651517868,0.1646285206079483
3,15040,51,30,0.83,The black one followed the grey one to the edge,0ea51ff3-f8ac-4d29-a981-0a167d74909c,3,0.2990996539592743,0.0642613098025322,0.2348383441567421
2,15041,52,30,0.83,Black dot was following the grey dot,a4bd654a-f8f1-44b4-907f-0114e1caa391,2,0.21826064586639404,0.06371039152145386,0.15455025434494019
4,15042,53,30,0.83,Moving from right to left with the grey dot moving with the black dot staying just in front.,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,4,0.176295667886734,0.3649417757987976,-0.1886461079120636
5,15043,56,30,0.83,Black following grey dot,17e4063d-b2f1-4406-8a8f-be7151fd23c1,5,0.1753237396478653,-0.012896055355668068,0.18821979500353336
2,15044,54,30,0.83,like two little birds flying together,cf5e29cd-eacd-4164-96d2-05de1fad88ba,2,0.2246236503124237,0.24636203050613403,-0.021738380193710327
6,15045,50,30,0.83,grey dot chasing black dot but they became locked on a horizontal axis at the same distance,57dbdc86-9c49-4214-a908-c4a254e90229,6,0.18105560541152954,0.13609984517097473,0.04495576024055481
0,15046,57,30,0.83,they were moving to the bottom right of screen,69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,0,0.14435867965221405,0.2571094036102295,-0.11275072395801544
1,15047,61,30,0.83,Grey dot was following/tailing the black dot,31932267-3908-4599-ba56-ba5043757838,1,0.2536567449569702,0.06813234090805054,0.18552440404891968
6,15048,60,30,0.83,"Black was moving towards grey, grey was swaying back and forth and moving away from black",c53236a2-f564-41ec-89aa-2bd90765b0a4,6,0.23634861409664154,0.3203674852848053,-0.08401887118816376
3,15049,58,30,0.83,Black made  a short move to the top left corner then traced along the top of the box back right. Grey started more central and did the same. Since grey had further to travel it was behind black and seemed to follow black along the top of the box.,9093ecfa-6a76-4110-b88c-dd9330281781,3,0.09974030405282974,0.04108846187591553,0.058651842176914215
4,15050,62,30,0.83,"They initially moved together, then black chased grey and grey moved away",0ea51ff3-f8ac-4d29-a981-0a167d74909c,4,0.33420225977897644,0.28767919540405273,0.046523064374923706
0,15051,64,30,0.83,The grey dot was floating and chasing the black dot around the screen,0a730462-ba50-4dbe-97c6-911f61a40346,0,0.2522192597389221,0.06002586707472801,0.1921933926641941
1,15052,69,30,0.83,the black dot was chasing the grey dot around the screen,cf5e29cd-eacd-4164-96d2-05de1fad88ba,1,0.2989628314971924,0.04425507038831711,0.2547077611088753
3,15053,67,30,0.83,"The dots both moved in an anti clockwise direction, but again they did not touch each other.",a4bd654a-f8f1-44b4-907f-0114e1caa391,3,0.07944125682115555,0.18137097358703613,-0.10192971676588058
6,15054,70,30,0.83,The dark dot was chasing the light dot,69cbd581-b3e6-4aa9-8cc0-319380d1e9ce,6,0.35474181175231934,0.028249459341168404,0.32649235241115093
4,15055,71,30,0.83,dots moved towards the left and then began to drop downwards towards the left,17e4063d-b2f1-4406-8a8f-be7151fd23c1,4,0.15290234982967377,0.1441413313150406,0.008761018514633179
1,15056,65,30,0.83,they were moving toward the left side,0b80e3d6-cded-42b9-b7ff-67c9cdbcb3c5,1,0.24888861179351807,0.30279630422592163,-0.053907692432403564
1,15057,68,30,0.83,The dots came together then the grey dot followed the black dot ,c6499c88-e947-4ab5-8cde-3013da4d084f,1,0.16306927800178528,0.06490899622440338,0.0981602817773819
5,15058,73,30,0.83,the black dot started following the grey and the grey moved in zig zags to try and avoid it,a4bd654a-f8f1-44b4-907f-0114e1caa391,5,0.208648219704628,0.08886601030826569,0.1197822093963623
0,15059,74,30,0.83,the light dot was chasing the dark dot,31932267-3908-4599-ba56-ba5043757838,0,0.3445010781288147,0.027107875794172287,0.3173932023346424
0,15000,0,0,1.0,grey dot following black dot,07cdb9d7-6577-428d-9498-8a7243527554,0,0.153340145945549,0.012228150852024555,0.14111199509352446
6,15001,1,0,1.0,A grey dot appeared to chase or follow a black dot right and then up.,53613c0d-b07e-4b22-b6ec-56dda26edc8f,6,0.3914030194282532,0.1334397941827774,0.25796322524547577
0,15002,2,0,1.0,the black dot seemed to be running away from the gray one,19c65966-3d88-4851-afe4-ae34c498748c,0,0.2411600947380066,0.0795830637216568,0.1615770310163498
2,15003,3,0,1.0,Black dot was following the grey dot,c188e383-94d7-475e-9da5-6d1f0a1184bb,2,0.21826064586639404,0.06371039152145386,0.15455025434494019
3,15004,6,0,1.0,Black moved from right to left chasing the grey,49e5ac90-6e7f-4243-9552-8c4c10545895,3,0.3888314366340637,0.3337108790874481,0.0551205575466156
1,15005,11,0,1.0,Black dot was being chased by the grey one,72e764e1-0b34-4efd-96db-5df7934b2395,1,0.41232970356941223,0.09828921407461166,0.31404048949480057
0,15006,12,0,1.0,It seemed like the Grey dot was trying to chase the black dot,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,0,0.31819579005241394,0.048711441457271576,0.26948434859514236
5,15007,13,0,1.0,lighter dot is being pressured by dark one,47505654-05f0-4b92-a9a3-978c80bda46b,5,0.07536345720291138,0.07443716377019882,0.0009262934327125549
1,15008,21,0,1.0,grey sot following black dot,07cdb9d7-6577-428d-9498-8a7243527554,1,0.138401061296463,-0.015182405710220337,0.15358346700668335
3,15009,10,0,1.0,The black dot was following the grey dot in a beeline.,47505654-05f0-4b92-a9a3-978c80bda46b,3,0.204599067568779,0.05306030809879303,0.15153875946998596
5,15010,17,0,1.0,Black dot being chased by white dot,72e764e1-0b34-4efd-96db-5df7934b2395,5,0.40103328227996826,0.1006908044219017,0.30034247785806656
4,15011,15,0,1.0,Again the black dot moved toward the grey dot which moved to get away from the black dot,c188e383-94d7-475e-9da5-6d1f0a1184bb,4,0.18463262915611267,0.20184439420700073,-0.01721176505088806
2,15012,21,0,1.0,The grey dot approached the black dot and both curved in a downwards sweep to the bottom of the box,07cdb9d7-6577-428d-9498-8a7243527554,2,0.1353134959936142,-0.031887203454971313,0.1672006994485855
0,15013,14,0,1.0,the grey dot was chasing the black dot,75182d69-6502-4d35-9298-e331061c7829,0,0.3835234045982361,0.06610319763422012,0.31742020696401596
4,15014,16,0,1.0,"the grey dot was moving closer to the black dot, as they reached a distance, the dot did not move any closer but mimicked the moves of the other one ",19c65966-3d88-4851-afe4-ae34c498748c,4,0.2044527530670166,0.24523775279521942,-0.04078499972820282
3,15015,23,0,1.0,black chasseing dray dot,49e5ac90-6e7f-4243-9552-8c4c10545895,3,0.26276713609695435,0.04494467005133629,0.21782246604561806
0,15016,25,0,1.0,The white dot is chasing after the black dot,19c65966-3d88-4851-afe4-ae34c498748c,0,0.44152238965034485,0.10081092268228531,0.34071146696805954
6,15017,19,0,1.0,"The gray dot and the black dot approach each other so that the gray dot can lead the black dot. After they meet, the gray dot leads the black dot to the top right of the box.",37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,6,0.11621353030204773,0.06282082200050354,0.05339270830154419
1,15018,20,0,1.0,THE GREY DOT WAS AFTER THE BLACK DOT AND MOVING TOWARDS THE RIGHT SIDE OF THE SCREEN,53613c0d-b07e-4b22-b6ec-56dda26edc8f,1,0.10183875262737274,0.06939604878425598,0.03244270384311676
5,15019,26,0,1.0,"the grey dot started off moving on its own then moved down to the bottom left, the black dot followed it",816e0a69-dfb6-4a6f-8ffe-97d092e27835,5,0.15075421333312988,0.1805105358362198,-0.029756322503089905
3,15020,23,0,1.0,"Black moving in one direct to the left, gret circling before moving in the same direction as black",49e5ac90-6e7f-4243-9552-8c4c10545895,3,0.22590519487857819,0.2550196647644043,-0.02911446988582611
1,15021,28,0,1.0,the black dot was following the grey dot,c188e383-94d7-475e-9da5-6d1f0a1184bb,1,0.2098618894815445,0.0642402172088623,0.1456216722726822
0,15022,32,0,1.0,The dark dot was evading and the light dot was chasing,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,0,0.3962896168231964,0.07165078818798065,0.32463882863521576
6,15023,31,0,1.0,"The black dot moved to the left of the screen. The gray dot moved to the left, upwards and in a circle.",47505654-05f0-4b92-a9a3-978c80bda46b,6,0.07093913853168488,0.14056755602359772,-0.06962841749191284
2,15024,34,0,1.0,The dots approached each other and then the black dot chased the gray dot,37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,2,0.3340924382209778,0.10076504200696945,0.23332739621400833
5,15025,37,0,1.0,the black dot followed the grey dot,49e5ac90-6e7f-4243-9552-8c4c10545895,5,0.250620573759079,0.06807635724544525,0.18254421651363373
3,15026,27,0,1.0,"the grey dot moved a bit in a specific area, then the black dot moved directly towards the grey dot and kept following it persistently.",49e5ac90-6e7f-4243-9552-8c4c10545895,3,0.1518736332654953,0.2388649880886078,-0.08699135482311249
3,15027,35,0,1.0,"The grey dot bee-lined to the black dot and then followed it. Black dot moved away, but slowly in no rush.",72e764e1-0b34-4efd-96db-5df7934b2395,3,0.24854089319705963,0.19631797075271606,0.05222292244434357
5,15028,30,0,1.0,Grey dot is chasing the black dot. The black dot gets it's back to the wall and continues to back away.,53613c0d-b07e-4b22-b6ec-56dda26edc8f,5,0.3711928427219391,0.12013807892799377,0.2510547637939453
3,15029,29,0,1.0,the grey dot made a consistant motion towards the black dot. the black dot appears to have been moving in a circle before 'seeing' the black dot and moving away from it to the right,75182d69-6502-4d35-9298-e331061c7829,3,0.1548665165901184,0.15941067039966583,-0.004544153809547424
6,15030,40,0,1.0,flowing around,75182d69-6502-4d35-9298-e331061c7829,6,0.2629154920578003,0.2324492186307907,0.030466273427009583
6,15031,41,0,1.0,moving to right hand side,53613c0d-b07e-4b22-b6ec-56dda26edc8f,6,0.1229812502861023,0.5382705330848694,-0.4152892827987671
0,15032,39,0,1.0,The lighter dot seemed to be chasing/following the darker dot,19c65966-3d88-4851-afe4-ae34c498748c,0,0.3391784131526947,0.06943023204803467,0.26974818110466003
4,15033,45,0,1.0,They grey dot was chasing the black dot which was frantically trying to get away,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,4,0.395879328250885,0.09553294628858566,0.30034638196229935
6,15034,43,0,1.0,both dots moving towards the top left of the box,37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,6,0.11549486219882965,0.1844802349805832,-0.06898537278175354
1,15035,44,0,1.0,"They both moved left, then the grey dot moved right for a short time but before making contact with the other moved down",47505654-05f0-4b92-a9a3-978c80bda46b,1,0.14630798995494843,0.4104269742965698,-0.2641189843416214
0,15036,42,0,1.0,The grey one was following the black one,72e764e1-0b34-4efd-96db-5df7934b2395,0,0.24122068285942078,0.09898549318313599,0.1422351896762848
5,15037,46,0,1.0,Black following light grey to bottom left,816e0a69-dfb6-4a6f-8ffe-97d092e27835,5,0.10151243209838867,-0.014174865558743477,0.11568729765713215
0,15038,48,0,1.0,The black dot is backing the grey one into a corner,816e0a69-dfb6-4a6f-8ffe-97d092e27835,0,0.18773923814296722,0.09803397208452225,0.08970526605844498
6,15039,47,0,1.0,"The grey dot appeared to be chasing the black dot, and the black dot was making a constant effort to move further away from it",07cdb9d7-6577-428d-9498-8a7243527554,6,0.3033309578895569,0.1929553598165512,0.11037559807300568
2,15040,51,0,1.0,The black one cornered the grey one,bbdbec2b-0ce6-4f9c-ad2d-e6392388d4fb,2,0.26795628666877747,0.08580370247364044,0.18215258419513702
4,15041,52,0,1.0,Black dot was chasing the grey dot,c188e383-94d7-475e-9da5-6d1f0a1184bb,4,0.41489386558532715,0.06786013394594193,0.3470337316393852
2,15042,53,0,1.0,Drifting to the right and then up.,75182d69-6502-4d35-9298-e331061c7829,2,0.27725949883461,0.4137446880340576,-0.13648518919944763
4,15043,56,0,1.0,Grey tracking black dot directly,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,4,0.21499085426330566,0.09696498513221741,0.11802586913108826
4,15044,54,0,1.0,black following grey up to the top right and beyond like takingoff,37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,4,0.20417341589927673,0.04786696285009384,0.1563064530491829
5,15045,50,0,1.0,grey dot was chasing black dot but could only go a single speed. the black dot was faster and could escape,53613c0d-b07e-4b22-b6ec-56dda26edc8f,5,0.30356496572494507,0.17992202937602997,0.1236429363489151
3,15046,57,0,1.0,they were moving more quickly to left of screen,19c65966-3d88-4851-afe4-ae34c498748c,3,0.16498003900051117,0.3016035854816437,-0.1366235464811325
2,15047,61,0,1.0,Black dot was following/tailing the grey dot,47505654-05f0-4b92-a9a3-978c80bda46b,2,0.25903621315956116,0.06696498394012451,0.19207122921943665
0,15048,60,0,1.0,"The black dot was chasing the grey dot. The grey was moving quickly and wavering around, the black was moving slowly and steadily in a smooth line.",49e5ac90-6e7f-4243-9552-8c4c10545895,0,0.36414945125579834,0.1535913646221161,0.21055808663368225
4,15049,58,0,1.0,Both fell towards the bottom right corner. Black started in the middle and fell less distance. Grey started a little right of middle but from much higher.,07cdb9d7-6577-428d-9498-8a7243527554,4,0.08632989227771759,-0.0015912869712337852,0.08792117924895138
1,15050,62,0,1.0,The black dot was chasing the grey dot,816e0a69-dfb6-4a6f-8ffe-97d092e27835,1,0.3894466459751129,0.06879428774118423,0.3206523582339287
1,15051,64,0,1.0,The black dot started going in circles and was the followed by the grey dot,19c65966-3d88-4851-afe4-ae34c498748c,1,0.17344385385513306,0.03326369822025299,0.14018015563488007
2,15052,69,0,1.0,it looked like the grey dot was trying to tag the black dot,53613c0d-b07e-4b22-b6ec-56dda26edc8f,2,0.17649959027767181,-0.015396380797028542,0.19189597107470036
6,15053,67,0,1.0,The black dot appeared to be following the grey dot.,bbdbec2b-0ce6-4f9c-ad2d-e6392388d4fb,6,0.1763056069612503,0.026950936764478683,0.14935467019677162
2,15054,70,0,1.0,"The dark dot was chasing the light dot, the light dot saw the dark dot a short while in",c188e383-94d7-475e-9da5-6d1f0a1184bb,2,0.311036616563797,0.014985507354140282,0.2960511092096567
1,15055,71,0,1.0,dots moving upwards- one following the other dot,72e764e1-0b34-4efd-96db-5df7934b2395,1,0.2319197803735733,0.27657395601272583,-0.04465417563915253
6,15056,65,0,1.0,they both moved toward the upper left side ,9dfa52b0-9e95-49de-bddb-e53316f2b4ae,6,0.15523886680603027,0.3470900058746338,-0.19185113906860352
0,15057,68,0,1.0,The black dot was following the grey dot into the corner ,37b0c4a3-57d4-4b4a-9bf7-e4d2eb48cee6,0,0.21517512202262878,0.05407489463686943,0.16110022738575935
2,15058,73,0,1.0,the black dot began to follow the grey dot,c188e383-94d7-475e-9da5-6d1f0a1184bb,2,0.1969730108976364,0.05568905174732208,0.14128395915031433
1,15059,74,0,1.0,the =dark dot nearly hit the light then turned,19c65966-3d88-4851-afe4-ae34c498748c,1,0.18256635963916779,-0.010453343391418457,0.19301970303058624
