,subID,stimset_rows,subtlety,directness,responses,movie,trial_num,similarity_chasing,similarity_moveInd,similarity_chase_moveInd
6,15027,35,120,0.33,"The dots were doing their own thing, but when grey dot got too close to black dot it started to move away from black dot.",7da9ad01-3df5-45e9-8edf-4af0795536e1,6,0.14424794912338257,0.10019610077142715,0.044051848351955414
3,15028,30,120,0.33,It was like a wary fight between the two dots. It looked as if the black one was on defense while the grey one was looking for an opening to attack.,6480385b-e9eb-45a9-88e3-aade6c90476d,3,0.1889229714870453,0.000758675392717123,0.18816429609432817
4,15029,29,120,0.33,"the grey dot bounced slightly as it moved down to the left before moving up, the black dot moved to the left somewhat bouncing as it went",3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,4,0.2041522115468979,0.2491619884967804,-0.04500977694988251
2,15030,40,120,0.33,moving near each other,9996b324-9da6-4bd7-a5d5-305513d257ce,2,0.2925085127353668,0.6336585283279419,-0.3411500155925751
5,15031,41,120,0.33,moving in zig zag,3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,5,0.2810855209827423,0.4270375967025757,-0.14595207571983337
2,15032,39,120,0.33,Darker dot seemed to be moving faster with wider/longer paces across the screen,1bc0b0c8-e058-4a68-bdab-65b544a8848d,2,0.15826290845870972,0.1476559340953827,0.010606974363327026
2,15033,45,120,0.33,They almost seemed to circle until the grey dot advanced toward the black dot then ran away,7da9ad01-3df5-45e9-8edf-4af0795536e1,2,0.24120333790779114,0.06647779047489166,0.17472554743289948
2,15034,43,120,0.33,Both dots moving towards the left slowly and not fully,b7261f19-79df-4505-b935-0cb890ebda9c,2,0.15251371264457703,0.23818829655647278,-0.08567458391189575
2,15035,44,120,0.33,They moved upward and closer to each other though never made contact,5d69d5c8-83dd-43c4-be85-f1c2ff45960d,2,0.17560726404190063,0.32227686047554016,-0.14666959643363953
6,15036,42,120,0.33,The black one is stalking the grey one.,5d84c995-f49b-42d0-bf89-eb7f4bfcb1d4,6,0.3389284908771515,0.1071927547454834,0.2317357361316681
1,15037,46,120,0.33,Moving towards each other then away again,6480385b-e9eb-45a9-88e3-aade6c90476d,1,0.3127133846282959,0.5425300598144531,-0.22981667518615723
6,15038,48,120,0.33,both dots are descending with a bit of distance between them,87b8564c-7590-4001-b1e8-6f26c4e4bf8a,6,0.15660360455513,0.12434703856706619,0.03225656598806381
0,15039,47,120,0.33,"The darker dot appeared to be attempting to move closer to the grey dot, however the grey dot did not appear to be consciously moving toward it or away from it.",987cd79f-7d6a-426b-8983-8bee8675f0ba,0,0.11820247024297714,0.17486028373241425,-0.0566578134894371
1,15040,51,120,0.33,When they came close the black one moved away,5d69d5c8-83dd-43c4-be85-f1c2ff45960d,1,0.2190132886171341,0.17310619354248047,0.045907095074653625
1,15041,52,120,0.33,Grey dot was watching the black dot,9996b324-9da6-4bd7-a5d5-305513d257ce,1,0.22509150207042694,0.06107937544584274,0.1640121266245842
1,15042,53,120,0.33,moving slightly to the left but mostly around the middle.,3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,1,0.1386214643716812,0.3809618055820465,-0.2423403412103653
3,15043,56,120,0.33,"Movements not related, black heading towards grey slightly",7da9ad01-3df5-45e9-8edf-4af0795536e1,3,0.1846625953912735,0.2825465798377991,-0.09788398444652557
5,15044,54,120,0.33,both doing their own thing but repel each other when they get close,b7261f19-79df-4505-b935-0cb890ebda9c,5,0.197932168841362,0.28221842646598816,-0.08428625762462616
1,15045,50,120,0.33,The black dot appeared to still want to chase they grey dot but the grey dot was watching for it,a68cb7dc-2812-45a9-b8f6-862ff43630fb,1,0.368673175573349,0.07010859996080399,0.298564575612545
4,15046,57,120,0.33,they were drifting to top right of screen,5d84c995-f49b-42d0-bf89-eb7f4bfcb1d4,4,0.14936189353466034,0.19119636714458466,-0.041834473609924316
4,15047,61,120,0.33,Dots were hovering in sync almost ,5d84c995-f49b-42d0-bf89-eb7f4bfcb1d4,4,0.20002232491970062,0.09911660104990005,0.10090572386980057
4,15048,60,120,0.33,"Grey dot was following a back and forth jagged pattern, black dot was moving around slowly and smoothly in curved paths",a68cb7dc-2812-45a9-b8f6-862ff43630fb,4,0.2584541141986847,0.1149008572101593,0.1435532569885254
6,15049,58,120,0.33,"I paid a lot of attention to gray on the left. Both appear to be making patterns, maybe a letter or number at times? Since I was focusing on grey it seems it drew a lowercase letter q. Unsure what black drew. ",987cd79f-7d6a-426b-8983-8bee8675f0ba,6,0.07561861723661423,-0.03726082295179367,0.1128794401884079
3,15050,62,120,0.33,"Initially they went towards each other, but ultimately black 'ran away'",5d69d5c8-83dd-43c4-be85-f1c2ff45960d,3,0.297616183757782,0.1697494387626648,0.1278667449951172
3,15051,64,120,0.33,both dots were floating towards each other. the grey dot was moving faster than the black dot.,87b8564c-7590-4001-b1e8-6f26c4e4bf8a,3,0.15157543122768402,0.17364802956581116,-0.022072598338127136
0,15052,69,120,0.33,the grey dot was following the black dot without getting to close,9996b324-9da6-4bd7-a5d5-305513d257ce,0,0.1995173543691635,0.11691474169492722,0.0826026126742363
4,15053,67,120,0.33,The dots both moved towards each other but they did not touch each other.,6480385b-e9eb-45a9-88e3-aade6c90476d,4,0.13405565917491913,0.1641094833612442,-0.030053824186325073
1,15054,70,120,0.33,The dark dot was chasing the light dot,3d2cbd5f-05d3-4457-8c01-5b302d4c5de7,1,0.35474181175231934,0.028249459341168404,0.32649235241115093
5,15055,71,120,0.33,"dark dot went up and down, grey dot moved in circular motion",94a4e86e-f727-4ed5-85c3-c9ab9c1c8e73,5,0.14047466218471527,0.16811195015907288,-0.027637287974357605
3,15056,65,120,0.33,the black dot moved up the white dot was moving around the middle,1bc0b0c8-e058-4a68-bdab-65b544a8848d,3,0.2080850601196289,0.22765189409255981,-0.019566833972930908
3,15057,68,120,0.33,Black dot was copying the grey dot without getting close,987cd79f-7d6a-426b-8983-8bee8675f0ba,3,0.15840324759483337,0.16517043113708496,-0.006767183542251587
1,15058,73,120,0.33,the grey dot was writing something and the black dot was just moving around,a68cb7dc-2812-45a9-b8f6-862ff43630fb,1,0.21549998223781586,0.1404116302728653,0.07508835196495056
6,15059,74,120,0.33,they were chasing each other.,5d69d5c8-83dd-43c4-be85-f1c2ff45960d,6,0.6892626881599426,0.17229178547859192,0.5169709026813507
6,15000,0,90,0.5,grey dot following black dot,06f1dd04-cfbc-433c-9833-32cdb01c0683,6,0.153340145945549,0.012228150852024555,0.14111199509352446
2,15001,1,90,0.5,A black dot appeared to trace the path of the grey dot from left to right.,22162d51-e2bc-4fd2-af29-7d21f36eca1d,2,0.18497493863105774,0.07897673547267914,0.1059982031583786
4,15002,2,90,0.5,"they looked like they were going to collide, but they both went to the left with some distance between them",7d6cad69-203a-49a4-9c6e-b0423a669e50,4,0.1410427689552307,0.15175916254520416,-0.01071639358997345
6,15003,3,90,0.5,"Dots looked like they were in sync at first, then they became closer together",68c0fec8-cf83-48bf-8079-a5f414fe7504,6,0.15119552612304688,0.11103181540966034,0.040163710713386536
6,15004,6,90,0.5,bothmoved randomly,c7f85153-52e8-4379-839f-9596d6a3ee62,6,0.142902210354805,0.2669166028499603,-0.12401439249515533
5,15005,11,90,0.5,"the grey dot is spying on the black one, the grey dot does not feel confident",1841b8a9-ff1d-481d-80de-2134f2461e8b,5,0.17307260632514954,0.0913608968257904,0.08171170949935913
1,15006,12,90,0.5,They slowly floated toward each other but seemed hesitant to touch and kept going seperate,c7f85153-52e8-4379-839f-9596d6a3ee62,1,0.223782017827034,0.2621515691280365,-0.0383695513010025
3,15007,13,90,0.5,playing a game together,7d6cad69-203a-49a4-9c6e-b0423a669e50,3,0.24824270606040955,0.24948716163635254,-0.0012444555759429932
3,15008,21,90,0.5,black dot followng grey dot,16088d09-c11d-4b03-8c77-f92a33554c1e,3,0.24191369116306305,0.08361386507749557,0.15829982608556747
6,15009,10,90,0.5,They seemed to be keeping an equal distance from each other.,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,6,0.15968891978263855,0.19194269180297852,-0.032253772020339966
6,15010,17,90,0.5,white dot moving away from black dot. But balck dot not chaseing white.,22162d51-e2bc-4fd2-af29-7d21f36eca1d,6,0.30707353353500366,0.14964942634105682,0.15742410719394684
6,15011,15,90,0.5,Both dots moved semi randomly but toward the end the grey dot moved toward the black,a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,6,0.14540140330791473,0.20489433407783508,-0.05949293076992035
0,15012,21,90,0.5,"The black dot approaches the grey dot to the left, then they start to move towards the left wavering",16088d09-c11d-4b03-8c77-f92a33554c1e,0,0.17764490842819214,0.12112749367952347,0.05651741474866867
6,15013,14,90,0.5,Both dots seems to be playing together,1841b8a9-ff1d-481d-80de-2134f2461e8b,6,0.22971497476100922,0.12053108960390091,0.1091838851571083
5,15014,16,90,0.5,"the dot first moved closer to each other, then one was following the other one while gaining distance on the other one",06f1dd04-cfbc-433c-9833-32cdb01c0683,5,0.2506929636001587,0.3380896747112274,-0.08739671111106873
5,15015,23,90,0.5,black dot mving up and down and foward gray moving toward right side,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,5,0.13085906207561493,0.25117602944374084,-0.12031696736812592
4,15016,25,90,0.5,The black dot is trying to get close to the white dot,1d4805c2-68cf-415b-af2f-f7c0564b59aa,4,0.24299463629722595,0.1111004576086998,0.13189417868852615
2,15017,19,90,0.5,the dots were moving toward the top left corner of the screen.,1d4805c2-68cf-415b-af2f-f7c0564b59aa,2,0.10812725126743317,0.07276573777198792,0.03536151349544525
5,15018,20,90,0.5,BOTH DOTS AT THE CENTER OF THE SCREEN,68c0fec8-cf83-48bf-8079-a5f414fe7504,5,0.05307849496603012,0.059406593441963196,-0.006328098475933075
3,15019,26,90,0.5,the dots were moving towards each other then away then together again,16088d09-c11d-4b03-8c77-f92a33554c1e,3,0.20420680940151215,0.2178412824869156,-0.013634473085403442
5,15020,23,90,0.5,"Grey went in an upwards trajectory smoothly, black was snaked across the screen",89ce6bb6-b2cb-44cb-ba57-d78ab0224625,5,0.17112506926059723,0.1376711130142212,0.03345395624637604
2,15021,28,90,0.5,grey dot is chasing the black dot,ceedd529-39a5-4c29-8103-d6ac89521de6,2,0.4113641679286957,0.0790644958615303,0.3322996720671654
3,15022,32,90,0.5,The dots were moving on the screen not touching each other,22162d51-e2bc-4fd2-af29-7d21f36eca1d,3,0.12414570897817612,0.15217846632003784,-0.028032757341861725
0,15023,31,90,0.5,The gray dot was moving to the left. The black one moved right then left.,7d6cad69-203a-49a4-9c6e-b0423a669e50,0,0.1668863743543625,0.2781342566013336,-0.11124788224697113
0,15024,34,90,0.5,It felt like the grey dot was chasing the black dot to the bottom right of the screen,06f1dd04-cfbc-433c-9833-32cdb01c0683,0,0.19263699650764465,0.030579520389437675,0.16205747611820698
3,15025,37,90,0.5,the dots approached eachother before the grey dot backed off and the black dot followed,42ffed3d-edac-4ca7-9b33-6f525cb7c364,3,0.22858114540576935,0.12034767866134644,0.10823346674442291
5,15026,27,90,0.5,the grey dot moved immediately away from the black dot. the black dot seemed to be moving closer to the grey dot but slowly and not aggressively.,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,5,0.18701830506324768,0.19089949131011963,-0.0038811862468719482
1,15027,35,90,0.5,"The grey dot didn't do much, but the black dot bee-lined for it and meet up with it.",68c0fec8-cf83-48bf-8079-a5f414fe7504,1,0.17272895574569702,0.021776927635073662,0.15095202811062336
6,15028,30,90,0.5,"Black dot is backing off. The grey dot is approaching, but slowly. Sort of in a calculating way?",c7f85153-52e8-4379-839f-9596d6a3ee62,6,0.15844042599201202,0.13481898605823517,0.023621439933776855
1,15029,29,90,0.5,the grey dot moved up and down to the right in a consistant motion of moving downwards before nearly hitting the black dot. The black dot did a circular motion before beginning to move upward with it's path seeming to be about to cross with the grey dot,1841b8a9-ff1d-481d-80de-2134f2461e8b,1,0.1984359323978424,0.19238106906414032,0.006054863333702087
5,15030,40,90,0.5,black was following white,16088d09-c11d-4b03-8c77-f92a33554c1e,5,0.3529742360115051,0.17212462425231934,0.1808496117591858
2,15031,41,90,0.5,moving towards the left hand side,7d6cad69-203a-49a4-9c6e-b0423a669e50,2,0.14471864700317383,0.4657502770423889,-0.3210316300392151
1,15032,39,90,0.5,Both dots moving up and down but darker dot was following the lighter dot,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,1,0.12800826132297516,0.14267274737358093,-0.014664486050605774
6,15033,45,90,0.5,Again it looked like one was chasing the other but the grey dot seemed to not be able to get to the black dot,1841b8a9-ff1d-481d-80de-2134f2461e8b,6,0.37198108434677124,0.16510117053985596,0.20687991380691528
5,15034,43,90,0.5,"both dots moving to the right side of the box, with the grey dot moving towards the black dot",a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,5,0.10842195898294449,0.16582833230495453,-0.05740637332201004
0,15035,44,90,0.5,They were moving with fluctuations in a generally up-left motion,1d4805c2-68cf-415b-af2f-f7c0564b59aa,0,0.14689908921718597,0.39772385358810425,-0.2508247643709183
4,15036,42,90,0.5,They came to each other and then the grey one followed the black one,ceedd529-39a5-4c29-8103-d6ac89521de6,4,0.21642854809761047,0.14105230569839478,0.0753762423992157
3,15037,46,90,0.5,Black trying to follow light grey,22162d51-e2bc-4fd2-af29-7d21f36eca1d,3,0.23172850906848907,0.06455910950899124,0.16716939955949783
3,15038,48,90,0.5,the grey dot is rising with the black dot rising shortly behind,89ce6bb6-b2cb-44cb-ba57-d78ab0224625,3,0.17436330020427704,0.04555005952715874,0.1288132406771183
1,15039,47,90,0.5,"The grey dot appeared to be actively moving away from the black dot, at one point it turned and headed toward the black dot but only seemingly as it approached the edge of the screen/border. It then resumed moving away",68c0fec8-cf83-48bf-8079-a5f414fe7504,1,0.15881705284118652,0.14108435809612274,0.017732694745063782
0,15040,51,90,0.5,The grey one was following the black one cautiously,c7f85153-52e8-4379-839f-9596d6a3ee62,0,0.27937746047973633,0.16220547258853912,0.1171719878911972
5,15041,52,90,0.5,Grey dot was trying to get pas the Black dot.,16088d09-c11d-4b03-8c77-f92a33554c1e,5,0.22300004959106445,0.01674196869134903,0.20625808089971542
6,15042,53,90,0.5,slowly drifting right whilst moving up and down.,22162d51-e2bc-4fd2-af29-7d21f36eca1d,6,0.26049742102622986,0.3975380063056946,-0.13704058527946472
1,15043,56,90,0.5,Grey dot was following black dot. Both moving downwards.,ceedd529-39a5-4c29-8103-d6ac89521de6,1,0.16784994304180145,0.21630585193634033,-0.04845590889453888
6,15044,54,90,0.5,towards end they were mimicking each other,1d4805c2-68cf-415b-af2f-f7c0564b59aa,6,0.3078262507915497,0.11781365424394608,0.1900125965476036
4,15045,50,90,0.5,grey dot was chasing the black dot but the black dot kept a set distance away,a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,4,0.3579890727996826,0.1341036856174469,0.22388538718223572
6,15046,57,90,0.5,"they were moving slightly together and then apart, ending closer together",1841b8a9-ff1d-481d-80de-2134f2461e8b,6,0.17585857212543488,0.3469894528388977,-0.17113088071346283
6,15047,61,90,0.5,Dots were hovering towards the bottom left of the screen almost in sync,c7f85153-52e8-4379-839f-9596d6a3ee62,6,0.11873980611562729,0.05518432334065437,0.06355548277497292
1,15048,60,90,0.5,"Gray was chasing black dot, black was trying to evade when it became aware of grey.",ceedd529-39a5-4c29-8103-d6ac89521de6,1,0.4218737781047821,0.11068829894065857,0.31118547916412354
1,15049,58,90,0.5,"Grey was going in a small movement pattern from right to left. Black started doing similar towards grey from left to right, but then turned as if running from gray.",7d6cad69-203a-49a4-9c6e-b0423a669e50,1,0.1951545774936676,0.190105602145195,0.005048975348472595
2,15050,62,90,0.5,"Grey was chasing black, but blacks movement seemed slightly more erratic",a8c7fb1b-9db5-4f8f-a05c-2ea241668e0f,2,0.3647187054157257,0.2065054029226303,0.1582133024930954
6,15051,64,90,0.5,the black dot was chasing the grey dot,16088d09-c11d-4b03-8c77-f92a33554c1e,6,0.3894466459751129,0.06879428774118423,0.3206523582339287
6,15052,69,90,0.5,the black dot was chasing the grey dot from a distance,1d4805c2-68cf-415b-af2f-f7c0564b59aa,6,0.389131635427475,0.1244293600320816,0.26470227539539337
5,15053,67,90,0.5,The dots started of far apart and then both moved towards each other but they did not touch each other.,06f1dd04-cfbc-433c-9833-32cdb01c0683,5,0.13456156849861145,0.1388930082321167,-0.004331439733505249
4,15054,70,90,0.5,The light dot was chasing the dark dot. The dark dot saw the light dot a short time in,7d6cad69-203a-49a4-9c6e-b0423a669e50,4,0.3180384933948517,0.03561154007911682,0.28242695331573486
6,15055,71,90,0.5,"light grey dot moved towards the right, dark dot moved up and down across screen",1841b8a9-ff1d-481d-80de-2134f2461e8b,6,0.0817076712846756,0.15579386055469513,-0.07408618927001953
2,15056,65,90,0.5,they moved from middle to the bottom part,42ffed3d-edac-4ca7-9b33-6f525cb7c364,2,0.11372177302837372,0.24493086338043213,-0.1312090903520584
5,15057,68,90,0.5,The grey dot was moving in the same way of the black dot but not getting close to each other,22162d51-e2bc-4fd2-af29-7d21f36eca1d,5,0.1539509892463684,0.23751117289066315,-0.08356018364429474
4,15058,73,90,0.5,the grey dot started trying to catch up with the black dot,ceedd529-39a5-4c29-8103-d6ac89521de6,4,0.22233238816261292,0.007824750617146492,0.21450763754546642
3,15059,74,90,0.5,the dark dot was zig zagging.,42ffed3d-edac-4ca7-9b33-6f525cb7c364,3,0.17327728867530823,0.0046513881534338,0.16862590052187443
5,15000,0,60,0.67,black dot following grey dot,cca827ad-af9d-4cfd-ae71-7e028e3f8520,5,0.15931835770606995,0.005795611068606377,0.15352274663746357
5,15001,1,60,0.67,"A grey dot appeared to move away from a black dot, slowed and allowed for the black dot to catch up before continuing on it's path.",8d9b8961-4fb1-4413-b875-966e01b9963a,5,0.3009765148162842,0.24330098927021027,0.057675525546073914
1,15002,2,60,0.67,the gray dot was following the black dot from a distance,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,1,0.1984025239944458,0.11212397366762161,0.08627855032682419
3,15003,3,60,0.67,black dot was following the grey dot,85aa46c9-fe72-469c-a4cd-96f72ab4ccba,3,0.21826064586639404,0.06371039152145386,0.15455025434494019
2,15004,6,60,0.67,Black moved diagnonally grey in circles,35fbacfe-f7fd-45d5-9266-5f6631809d11,2,0.13260053098201752,0.18698163330554962,-0.054381102323532104
6,15005,11,60,0.67,the grey dot discvered the black one and now it is running after it,3273fde2-4b65-4cc7-b9b3-ef2604e8a514,6,0.27616310119628906,0.010684700682759285,0.2654784005135298
3,15006,12,60,0.67,Both went toward each other then the black dot started to move right so the Grey followed.,7b3797d6-d4cc-4819-b3ad-adfd144217e2,3,0.22322160005569458,0.22554169595241547,-0.0023200958967208862
0,15007,13,60,0.67,chasing ,35fbacfe-f7fd-45d5-9266-5f6631809d11,0,1.0,0.2276623547077179,0.7723376452922821
6,15008,21,60,0.67,grey follwoing black,91659665-5079-44c4-96c1-49da784170fa,6,0.20530357956886292,0.02359892800450325,0.18170465156435966
1,15009,10,60,0.67,The white dot was following the black dot which was moving away from it.,a7fd07d1-e946-43a4-882d-0b3b7882ed21,1,0.1853172928094864,0.17952345311641693,0.005793839693069458
2,15010,17,60,0.67,"black dot chased yje white one, white one moved away",804f9681-f112-463c-a764-a40a823d6845,2,0.4505283832550049,0.24000145494937897,0.21052692830562592
5,15011,15,60,0.67,"The grey dot moved toward the black, the black seemed to be moving to its own pattern at first but started moving away from the grey after it closed a certain distance",3273fde2-4b65-4cc7-b9b3-ef2604e8a514,5,0.17461800575256348,0.23090094327926636,-0.05628293752670288
6,15012,21,60,0.67,Both the black and grey dot seemed to be drawn towards the top right corner,91659665-5079-44c4-96c1-49da784170fa,6,0.09195569157600403,0.0042672776617109776,0.08768841391429305
1,15013,14,60,0.67,the black dot was chasing the grey dot,8d9b8961-4fb1-4413-b875-966e01b9963a,1,0.3894466459751129,0.06879428774118423,0.3206523582339287
6,15014,16,60,0.67,"the dots moved closer together , but then gaining distance back as they moved upwards on the screen, following each other closely with a near coalition ",85aa46c9-fe72-469c-a4cd-96f72ab4ccba,6,0.1576862335205078,0.26763513684272766,-0.10994890332221985
2,15015,23,60,0.67,black dot chasing gray dot gray moving toward corner,cca827ad-af9d-4cfd-ae71-7e028e3f8520,2,0.299050897359848,0.1283128410577774,0.17073805630207062
5,15016,25,60,0.67,The black dot is chasing the white dot,804f9681-f112-463c-a764-a40a823d6845,5,0.4261144995689392,0.10980041325092316,0.31631408631801605
4,15017,19,60,0.67,The dots are moving toward the top of the screen. The gray dot is following the black dot.,a7fd07d1-e946-43a4-882d-0b3b7882ed21,4,0.10328332334756851,0.04918626695871353,0.05409705638885498
4,15018,20,60,0.67,GREY DOT AFTER BLACK DOT AND MOVING TOWARD THE RIGHT HAND UPPER CORNER OF THE SCREEN,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,4,0.09436624497175217,0.07456257194280624,0.019803673028945923
4,15019,26,60,0.67,the lighter dot chased the black dot into the upper right hand corner of the box,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,4,0.1955074816942215,-0.00037036591675132513,0.19587784761097282
6,15020,23,60,0.67,Grey had smooth movement compared to black as had no idea where to move to next,cca827ad-af9d-4cfd-ae71-7e028e3f8520,6,0.19938869774341583,0.297409325838089,-0.09802062809467316
6,15021,28,60,0.67,black dot still chasing grey dot,cca827ad-af9d-4cfd-ae71-7e028e3f8520,6,0.4052720069885254,0.054860785603523254,0.35041122138500214
1,15022,32,60,0.67,I think the light dot was chasing the dark dot,a7fd07d1-e946-43a4-882d-0b3b7882ed21,1,0.2981017529964447,0.013064722530543804,0.2850370304659009
1,15023,31,60,0.67,The gray dot moved down to the left. The black dot went in a bit of a circle before going down to the left.,3273fde2-4b65-4cc7-b9b3-ef2604e8a514,1,0.10142473131418228,0.13339444994926453,-0.031969718635082245
6,15024,34,60,0.67,Gray dot seemed to chase the black dot,7b3797d6-d4cc-4819-b3ad-adfd144217e2,6,0.32747143507003784,0.04593599587678909,0.28153543919324875
0,15025,37,60,0.67,the grey dot followed the black dot slowly upwards towards the top left corner,a7fd07d1-e946-43a4-882d-0b3b7882ed21,0,0.15293100476264954,0.05993146821856499,0.09299953654408455
1,15026,27,60,0.67,This time the black dot was following the grey dot,85aa46c9-fe72-469c-a4cd-96f72ab4ccba,1,0.211272731423378,0.04991835728287697,0.16135437414050102
2,15027,35,60,0.67,"The dots were moving towards each other, but when they got close the grey dot tried to move away while the black dot followed.",35fbacfe-f7fd-45d5-9266-5f6631809d11,2,0.18231560289859772,0.1972905397415161,-0.014974936842918396
1,15028,30,60,0.67,The black dot was sort of chasing the grey dot. The black dot was actively approaching the grey one and the grey one would sort of back off.,8d9b8961-4fb1-4413-b875-966e01b9963a,1,0.27566224336624146,0.1285918653011322,0.14707037806510925
6,15029,29,60,0.67,the black dot appeared to be moving to the top right corner of the box before 'spotting' the grey dot and following it to the top of the box. The grey dot apeared to be moving to the top center of the box before 'seeing' the grey dot and going to the top right and circling around to the top centre,249089b6-ef6d-4ddb-973d-6d7b9d53baf8,6,0.14522677659988403,0.08552496880292892,0.05970180779695511
4,15030,40,60,0.67,white was following black,7b3797d6-d4cc-4819-b3ad-adfd144217e2,4,0.3448391258716583,0.17180262506008148,0.17303650081157684
0,15031,41,60,0.67,black dot following grey dot,8d9b8961-4fb1-4413-b875-966e01b9963a,0,0.15931835770606995,0.005795611068606377,0.15352274663746357
6,15032,39,60,0.67,dark dot moved towards light dot after light dot started to make circular movement,804f9681-f112-463c-a764-a40a823d6845,6,0.15671281516551971,0.13188110291957855,0.024831712245941162
5,15033,45,60,0.67,Looked like the black dot was chasing the grey dot again,35fbacfe-f7fd-45d5-9266-5f6631809d11,5,0.3260515332221985,0.03710773587226868,0.2889437973499298
0,15034,43,60,0.67,"Hovering around, with the black dot slowly hovering closer to the grey dot",85aa46c9-fe72-469c-a4cd-96f72ab4ccba,0,0.16450251638889313,0.10078202933073044,0.06372048705816269
5,15035,44,60,0.67,They both moved left; the black dot seemed to 'bounce' off of the left side of the field,8bb5c4ad-b420-47c6-8e6a-c74a127a30ce,5,0.20848219096660614,0.21032081544399261,-0.0018386244773864746
3,15036,42,60,0.67,The grey one is slowly following the black one again,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,3,0.216886505484581,0.14120179414749146,0.07568471133708954
0,15037,46,60,0.67,Travelling to the top right,91659665-5079-44c4-96c1-49da784170fa,0,0.21222293376922607,0.4210323095321655,-0.20880937576293945
5,15038,48,60,0.67,"the grey dot is approaching the black dot, backing it into a corner  (or against a wall)",7b3797d6-d4cc-4819-b3ad-adfd144217e2,5,0.22495800256729126,0.13950803875923157,0.08544996380805969
3,15039,47,60,0.67,The grey dot appeared to be actively chasing the black dot. The black dot seemed to be purposefully moving away and trying to distance itself,3273fde2-4b65-4cc7-b9b3-ef2604e8a514,3,0.32790395617485046,0.1585526168346405,0.16935133934020996
6,15040,51,60,0.67,"When they came close, the grey one followed the black one",3273fde2-4b65-4cc7-b9b3-ef2604e8a514,6,0.20980897545814514,0.03969579190015793,0.1701131835579872
0,15041,52,60,0.67,Grey dot was following the black dot,a7fd07d1-e946-43a4-882d-0b3b7882ed21,0,0.2138461172580719,0.06555013358592987,0.14829598367214203
0,15042,53,60,0.67,Moving to top right hand corner.,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,0,0.22593563795089722,0.38574346899986267,-0.15980783104896545
0,15043,56,60,0.67,Black dot was heading towards grey dot,cca827ad-af9d-4cfd-ae71-7e028e3f8520,0,0.24101562798023224,0.09163814783096313,0.1493774801492691
0,15044,54,60,0.67,black is following grey,804f9681-f112-463c-a764-a40a823d6845,0,0.20085668563842773,0.04258790239691734,0.1582687832415104
0,15045,50,60,0.67,Black dot is chasing the grey dot,35fbacfe-f7fd-45d5-9266-5f6631809d11,0,0.42721888422966003,0.08625788241624832,0.3409610018134117
1,15046,57,60,0.67,they were moving to the top right of screen,91659665-5079-44c4-96c1-49da784170fa,1,0.16129076480865479,0.28037917613983154,-0.11908841133117676
0,15047,61,60,0.67,Black dot was following and tailing the grey one,85aa46c9-fe72-469c-a4cd-96f72ab4ccba,0,0.29173073172569275,0.08267110586166382,0.20905962586402893
2,15048,60,60,0.67,"Grey was chasing black dot, black was getting stuck in a corner.",91659665-5079-44c4-96c1-49da784170fa,2,0.4239838421344757,0.12248852849006653,0.3014953136444092
0,15049,58,60,0.67,Grey was going in a zig zag pattern from bottom to top on the left side. Black was going in a similar pattern from middle to top left.,85aa46c9-fe72-469c-a4cd-96f72ab4ccba,0,0.08347102999687195,0.02625403366982937,0.05721699632704258
0,15050,62,60,0.67,The grey dot was 'chasing' the black dot,3273fde2-4b65-4cc7-b9b3-ef2604e8a514,0,0.4225771725177765,0.06813327223062515,0.35444390028715134
2,15051,64,60,0.67,The black dot followed the grey dot into the top left corner,cca827ad-af9d-4cfd-ae71-7e028e3f8520,2,0.1598374843597412,0.03207425773143768,0.12776322662830353
3,15052,69,60,0.67,the black dot was running away from the grey dot,adf2a5c5-86f0-4a90-976a-f3fdfdf528fc,3,0.27414003014564514,0.10497761517763138,0.16916241496801376
0,15053,67,60,0.67,The dots were both fairly close to each other and were both moving around.,7b3797d6-d4cc-4819-b3ad-adfd144217e2,0,0.14476272463798523,0.202890545129776,-0.05812782049179077
0,15054,70,60,0.67,The light dot was chasing the dark dot,8bb5c4ad-b420-47c6-8e6a-c74a127a30ce,0,0.3445010781288147,0.027107875794172287,0.3173932023346424
0,15055,71,60,0.67,moving to the left and moving downwards slowly,8d9b8961-4fb1-4413-b875-966e01b9963a,0,0.10511618107557297,0.4684615731239319,-0.3633453920483589
4,15056,65,60,0.67,they both dots were moving from middle to the upward part,249089b6-ef6d-4ddb-973d-6d7b9d53baf8,4,0.14121071994304657,0.2187693864107132,-0.07755866646766663
