PID,ParticipantID,nfriends
5f3144b8ec679e5edea7aa70,30217,10.0
60e755dd08b47aac26807cd9,30218,2.0
664f8b224e45cda392e70895,30219,3.0
663b26a4f4d837deabb4f277,30220,3.0
60f8763151c55d1cbc5e472e,30221,7.0
60de11d08bb67fc2a1e19c6a,30222,1.0
5eb54f7a4686e803f393ab91,30223,2.0
6397bcc95a5e903a262566bb,30224,4.0
65577438057f7ee7d2f1f700,30227,2.0
660995c628f9390d8b2ba235,30228,2.0
56d1f7f67bbc32000589a588,30229,5.0
66085bc92a6ae345cb453ae5,30230,0.0
661c435ac17435f90741aeaf,30231,3.0
663ad56043fe3dec6ceffacd,30232,2.0
663e55eb0dead5d035f3b76e,30234,4.0
634696400ff1ac25ed01ad11,30235,2.0
6612d0a9046c003fef7f5e16,30236,4.0
660c5b8673b8719d3a12209c,30237,1.0
6652ebf661e5b27af08d0e91,30239,0.0
6613a814a0c2d6cb21da8ef8,30240,3.0
6638d72b0c96b84a0972225b,30241,5.0
63be6aae1b65a42e794770ee,30243,4.0
6616fb992e894124c444e560,30244,5.0
6621503c947e5e6fe7830f1e,30245,5.0
6324d39a34afdb6e1f9e5b59,30246,2.0
56875435369319000c26947d,30248,0.0
60b610d8c3c4f177c8337729,30249,1.0
66103f5ad914390d96262539,30250,6.0
65f6d8993df9f5cc02ff0a38,30251,6.0
64d50a995a3627ba7ebeccb7,30252,6.0
662309d79b7522788cc54315,30254,3.0
663cf14f72401638bda502ec,30255,5.0
5beaf551ef9cd800015c658d,30256,4.0
6335c7aa782a6330c0f83437,30257,4.0
614a7143c781eb645f3e8760,30259,2.0
60ef2700e476748689a999f7,30260,6.0
57c957626736cf0001b31f39,30262,3.0
60fcc58f020a0d9d03ce0e2e,30263,10.0
5640c3ff074be600115e9e40,30264,1.0
65e06828f8952ed833dbb0f8,30266,5.0
632aa954e9b6a34171a5e7ed,30270,3.0
63df7a59b46977272b2301a0,30273,5.0
63469a362ae94cb99d4fd99a,30274,4.0
63d043863d3ac95993dca399,30277,2.0
65f2b4fbf079916998f3eeb2,30278,4.0
642f3188cc01a6b87e28a081,30279,2.0
65959bc3476ed902e418d1b8,30281,3.0
5c49d339b43d260001e4dbcb,30282,3.0
60e0e2d9a207ba546969b432,30284,2.0
5b0c82406ff4ee0001db28d1,30285,8.0
60778a5b86067c00dfec3e79,30286,6.0
5bd893be30bfa90001efc6ce,30287,2.0
5d6fc9b0a676c8001aeec9c4,30288,2.0
62b445062f732535911f91b7,30289,1.0
66480f524368d3c205090ce0,30290,2.0
5d340eedc5edfe0001f7c3f9,30291,2.0
65a80bfd4ef24b598707a8c3,30292,0.0
5f0333df099f494ed223e66a,30293,8.0
6647553d43a5c4dd9a129193,30294,6.0
664b66162c93f4cb8d9224a6,30295,3.0
5c4d87576aeb5d00010184f8,30296,2.0
5b71d15cc727a90001530313,30297,5.0
63e51be37501e0245d559a51,30298,5.0
660468936857e5fb0964cd60,30299,4.0
5e1c6f19a411c946eb012481,30302,3.0
60c347136d0a78b90bbd88e6,30303,1.0
65e033591f7a113b3e710126,30304,4.0
5c846aba6a4b9b0016c854f5,30305,5.0
664b720c4ee85c7c991afdc4,30306,0.0
5bd86f63eb7da20001b4334a,30307,4.0
559272f4fdf99b7e42e96932,30308,5.0
56eb00e515ef53000b46726c,30309,3.0
662e46833238ec021abe2648,30310,3.0
6614459617c24f065809b075,30311,5.0
66379fd76b0309b8f0588428,30312,4.0
62e185484154c451882a8a3d,30313,3.0
65c10e1bba59f80070501946,30314,0.0
5720da35951c9b0011d3dfe0,30315,3.0
6413799cf7721ee0ce637e09,30316,1.0
5d4225e01985380018375d83,30317,3.0
66476990b8c4a981b418584a,30319,3.0
663e5cf112f5d047cf5c9fad,30320,1.0
5615f3a47ffc8a000f812714,30321,3.0
5f549c619d2d4c808c789226,30322,1.0
6606d4f4acdc3a6b8200c0ee,30323,1.0
662c647fa4bc4e296e3e06fa,30324,2.0
66310bdf15d4ae07f1daf351,30325,7.0
62029bb4ef1cb18a1337c8a8,30326,5.0
660ec28afc34e605e925c38e,30327,2.0
5dad4c34b3446a0015e3de93,30328,3.0
63081277b75c8ad53e5149b7,30329,10.0
62729ff6b6e5922c7cc5f2dd,30330,9.0
5f084a7987a3fe028ff65b8a,30331,3.0
58747a3875946e0001ba07cf,30332,4.0
5e531b2205acdb33c0f5f24c,30333,8.0
62ed458d61ebd1930833e95a,30334,3.0
6568ead5dfb561c3ba7850a4,30335,2.0
6607c1cd4965347df24d145c,30336,4.0
5b4f6da7bdd8af000144c7df,30337,2.0
660426f5e704c43b9df81686,30338,5.0
61507c30291069d83501fdad,30339,5.0
5f0d2ad60ad0d6730c380b05,30340,2.0
5ff45beefdb6e6b063b4c520,30341,2.0
6603d47c436bc4cbabc108bc,30342,5.0
65f54bfd77f3db0d47887b37,30343,1.0
615d051e2366aeb051acb734,30344,6.0
5ca749ff98b35f0001f7559d,30345,1.0
5fb0a3d6a8e4224b973e750b,30346,3.0
66364921f91e0213f39248e4,30348,4.0
60d018cc0f3faeaec2f7b7e5,30352,4.0
