ParticipantID,1_UCLA_qn0,1_UCLA_qn1,1_UCLA_qn2,1_UCLA_qn3,1_UCLA_qn4,1_UCLA_qn5,1_UCLA_qn6,1_UCLA_qn7,1_UCLA_qn8,1_UCLA_qn9,2_UCLA_qn10,2_UCLA_qn11,2_UCLA_qn12,2_UCLA_qn13,2_UCLA_qn14,2_UCLA_qn15,2_UCLA_qn16,2_UCLA_qn17,2_UCLA_qn18,2_UCLA_qn19,2_UCLA_qn20,total,total_nanMean,total_numMissResp,total_reweigh
30188,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,48.0,2.4210526315789473,0,48.0
30189,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,42.0,2.1052631578947367,0,42.0
30190,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,47.0,2.3684210526315788,0,47.0
30192,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,47.0,2.3157894736842106,0,47.0
30193,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,59.0,3.0,0,59.0
30194,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,38.0,1.9473684210526316,0,38.0
30195,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,68.0,3.4210526315789473,0,68.0
30197,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,63.0,3.1578947368421053,0,63.0
30199,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,46.0,2.3684210526315788,0,46.0
30201,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,39.0,2.0,0,39.0
30202,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,1.4736842105263157,0,29.0
30204,1.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,46.0,2.263157894736842,0,46.0
30205,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,34.0,1.736842105263158,0,34.0
30206,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,30.0,1.5263157894736843,0,30.0
30207,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,65.0,3.3157894736842106,0,65.0
30208,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,40.0,2.0,0,40.0
30209,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,57.0,2.8947368421052633,0,57.0
30210,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,31.0,1.5789473684210527,0,31.0
30212,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,39.0,2.0,0,39.0
30213,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,63.0,3.1578947368421053,0,63.0
30214,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,44.0,2.210526315789474,0,44.0
30215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0,20.0
30216,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,52.0,2.6315789473684212,0,52.0
30217,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,46.0,2.3157894736842106,0,46.0
30218,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,38.0,1.9473684210526316,0,38.0
30219,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,35.0,1.736842105263158,0,35.0
30220,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,1.4736842105263157,0,29.0
30221,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,56.0,2.8421052631578947,0,56.0
30222,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,67.0,3.3684210526315788,0,67.0
30223,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,59.0,3.0,0,59.0
30224,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,48.0,2.4210526315789473,0,48.0
30227,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,61.0,3.1052631578947367,0,61.0
30228,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,51.0,2.5789473684210527,0,51.0
30229,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,57.0,2.8947368421052633,0,57.0
30230,4.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,49.0,2.526315789473684,0,49.0
30231,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,28.0,1.4210526315789473,0,28.0
30232,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,44.0,2.263157894736842,0,44.0
30234,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,60.0,3.0,0,60.0
30235,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,70.0,3.526315789473684,0,70.0
30236,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,30.0,1.5263157894736843,0,30.0
30237,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,41.0,2.1052631578947367,0,41.0
30239,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,3.8947368421052633,0,78.0
30240,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,35.0,1.7894736842105263,0,35.0
30241,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,43.0,2.1578947368421053,0,43.0
30243,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,42.0,2.1578947368421053,0,42.0
30244,2.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,46.0,2.3684210526315788,0,46.0
30245,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,21.0,1.1764705882352942,2,23.470588235294116
30246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0,20.0
30248,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,50.0,2.473684210526316,0,50.0
30249,3.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,44.0,2.1052631578947367,0,44.0
30250,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,36.0,1.8421052631578947,0,36.0
30251,1.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,53.0,2.6842105263157894,0,53.0
30252,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,28.0,1.4210526315789473,0,28.0
30254,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,43.0,2.210526315789474,0,43.0
30255,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,44.0,2.210526315789474,0,44.0
30256,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,45.0,2.263157894736842,0,45.0
30257,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,31.0,1.5789473684210527,0,31.0
30259,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,42.0,2.1052631578947367,0,42.0
30260,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,30.0,1.4736842105263157,0,30.0
30262,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,30.0,1.5263157894736843,0,30.0
30263,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,29.0,1.4736842105263157,0,29.0
30264,3.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,42.0,2.1578947368421053,0,42.0
30266,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,40.0,2.0,0,40.0
30270,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,34.0,1.736842105263158,0,34.0
30273,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,51.0,2.5789473684210527,0,51.0
30274,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,25.0,1.263157894736842,0,25.0
30277,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,,2.0,1.0,37.0,2.0,1,39.05555555555556
30278,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,42.0,2.1052631578947367,0,42.0
30279,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,64.0,3.210526315789474,0,64.0
30281,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,56.0,2.8421052631578947,0,56.0
30282,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,47.0,2.3684210526315788,0,47.0
30284,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,51.0,2.5789473684210527,0,51.0
30285,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,33.0,1.6842105263157894,0,33.0
30286,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,37.0,1.894736842105263,0,37.0
30287,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,51.0,2.5789473684210527,0,51.0
30288,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,63.0,3.210526315789474,0,63.0
30289,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,44.0,2.210526315789474,0,44.0
30290,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,33.0,1.6842105263157894,0,33.0
30291,2.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,62.0,3.1052631578947367,0,62.0
30292,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,42.0,2.1578947368421053,0,42.0
30293,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,49.0,2.473684210526316,0,49.0
30294,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,41.0,2.0526315789473686,0,41.0
30295,3.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,49.0,2.473684210526316,0,49.0
30296,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,46.0,2.3157894736842106,0,46.0
30297,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,28.0,1.4210526315789473,0,28.0
30298,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,41.0,2.1052631578947367,0,41.0
30299,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,47.0,2.3684210526315788,0,47.0
30302,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,48.0,2.4210526315789473,0,48.0
30303,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,59.0,2.9473684210526314,0,59.0
30304,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,36.0,1.7894736842105263,0,36.0
30305,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,36.0,1.8421052631578947,0,36.0
30306,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,51.0,2.6315789473684212,0,51.0
30307,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,49.0,2.473684210526316,0,49.0
30308,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,35.0,1.7894736842105263,0,35.0
30309,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,31.0,1.5789473684210527,0,31.0
30310,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,39.0,2.0,0,39.0
30311,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,46.0,2.3157894736842106,0,46.0
30312,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,43.0,2.210526315789474,0,43.0
30313,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.2105263157894737,0,24.0
30314,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,79.0,3.9473684210526314,0,79.0
30315,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,63.0,3.1578947368421053,0,63.0
30316,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,60.0,3.0,0,60.0
30317,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,44.0,2.263157894736842,0,44.0
30319,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,28.0,1.4210526315789473,0,28.0
30320,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,52.0,2.6842105263157894,0,52.0
30321,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,66.0,3.3684210526315788,0,66.0
30322,3.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,34.0,1.736842105263158,0,34.0
30323,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,53.0,2.6842105263157894,0,53.0
30324,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,57.0,2.8421052631578947,0,57.0
30325,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.263157894736842,0,25.0
30326,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,51.0,2.5789473684210527,0,51.0
30327,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,60.0,3.0,0,60.0
30328,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,64.0,3.210526315789474,0,64.0
30329,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,50.0,2.5789473684210527,0,50.0
30330,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,26.0,1.3157894736842106,0,26.0
30331,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,22.0,1.105263157894737,0,22.0
30332,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,37.0,1.894736842105263,0,37.0
30333,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,44.0,2.210526315789474,0,44.0
30334,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,61.0,3.1052631578947367,0,61.0
30335,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,33.0,1.6842105263157894,0,33.0
30336,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,53.0,2.6842105263157894,0,53.0
30337,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,50.0,2.526315789473684,0,50.0
30338,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,56.0,2.789473684210526,0,56.0
30339,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,33.0,1.631578947368421,0,33.0
30340,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,58.0,2.9473684210526314,0,58.0
30341,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,53.0,2.6315789473684212,0,53.0
30342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,21.0,1.0526315789473684,0,21.0
30343,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,69.0,3.526315789473684,0,69.0
30344,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,41.0,2.1052631578947367,0,41.0
30345,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,72.0,3.5789473684210527,0,72.0
