,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num
1,28030,74,4.0,8023,bashed together twice,1a1c3419-9320-46a3-8b48-10e9514c3e7d,1
5,28031,80,4.0,8015,touched,114b2369-dce5-4979-8319-c64c85175e6a,5
1,28032,73,4.0,8043,"same thing, except they both moved  in circles",609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,1
2,28033,83,4.0,8072,drift and then attraction bounce,48fe3ca9-b1df-491d-bef9-6d9c5edee227,2
1,28034,81,4.0,8223,Periodically they would bounce off each other very quickly,1d41f125-7386-42b4-8250-f6c540c627a8,1
1,28035,84,4.0,8167,circle bash,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1
6,28036,76,4.0,8019,bumped,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6
4,28037,77,4.0,8129,The dots moved slowly apart and a bit faster together,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,4
2,28038,86,4.0,8136,They once again were hitting each other but making small circles before doing it.,83dec58f-0765-4ddc-b785-670d8025c467,2
1,28039,90,4.0,8076,The two dots clashed twice,0890b767-b394-4f89-aea1-c60cab7014af,1
4,28040,92,4.0,8100,bumped into each other,68382d9c-6cc5-4669-84bf-c8058e3c1472,4
3,28041,85,4.0,9311,fighting,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3
2,28042,91,4.0,8053,drawn to centre and collided,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,2
4,28043,99,4.0,7985,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,4
3,28044,96,4.0,8095,slower headon collidion,1a1c3419-9320-46a3-8b48-10e9514c3e7d,3
0,28045,97,4.0,8128,battle between the two dots,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0
2,28046,94,4.0,8013,Blacked moved first to bump into the grey dot twice,7413c064-c0e5-4104-89aa-79d64ef9d6d9,2
2,28047,95,4.0,8192,"Both dots move around and then slowly moved closer to each other and when got too close they hit each other, this happened twice.",a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2
4,28048,89,4.0,8252,The two dot meet each other,70326c05-1133-4c5d-8a4c-3e71e0da8479,4
3,28049,88,4.0,8164,The black dot and the grey dot switched position and hit each other twice ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,3
0,28050,98,4.0,8151,they hit each other,50781782-fbf2-4226-a593-5173be906638,0
1,28051,4,4.0,8704,collision,9f53cd68-f278-45d6-806a-74eeef55bbcc,1
4,28052,6,4.0,8462,i dont know,1f7aa6f4-6516-4b90-8eeb-142b1437644b,4
2,28053,3,4.0,7931,Colliding into each other purposefully ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,2
6,28054,8,4.0,8070,l,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6
1,28055,2,4.0,8253,slowly collided twice,70326c05-1133-4c5d-8a4c-3e71e0da8479,1
6,28056,4,4.0,8176,The white dot attacked the black dot.,9f53cd68-f278-45d6-806a-74eeef55bbcc,6
6,28057,14,4.0,7974,collided,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6
0,28058,13,4.0,11233,two dots moving separately then colliding and move separate apart again,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0
6,28059,80,4.0,8123,The dots were floating in the center of the box and they moved slowly away from each other before heading towards each other to make contact. After making contact the first time they moved slowly toward the top of the box and away from each other before moving towards each other to make contact the second time.,114b2369-dce5-4979-8319-c64c85175e6a,6
0,28060,19,4.0,8013,bounced off each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,0
3,28061,19,4.0,8061,Bumped into each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,3
5,28062,27,4.0,7957,collisions,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5
5,28063,16,4.0,9570,"Move diagonally, attract then part",48fe3ca9-b1df-491d-bef9-6d9c5edee227,5
3,28064,17,4.0,8191,They clashed twice,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,3
1,28065,29,4.0,8049,"the gray seemed to start moving quick and both smacked into one another fast then went slow again, repeat",0890b767-b394-4f89-aea1-c60cab7014af,1
6,28066,25,4.0,8012,Both dots came and bounced off each other at the same time,70326c05-1133-4c5d-8a4c-3e71e0da8479,6
5,28067,32,4.0,8038,The dots moved in similar but delayed patterns and touched,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5
1,28068,27,4.0,8069,floated around and bumped each other twice,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1
2,28069,35,4.0,8137,followed one another,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2
4,28070,26,4.0,8106,The dots hovered around the centre and then collided gently twice.,50781782-fbf2-4226-a593-5173be906638,4
0,28071,33,4.0,8014,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,0
0,28072,21,4.0,7987,getting together and bouncing away,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0
4,28073,35,4.0,8058,the two dots clashed with each other twice,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,4
3,28074,38,4.0,8163,attraction,114b2369-dce5-4979-8319-c64c85175e6a,3
6,28075,30,4.0,8138,they went apart and came back to each other,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6
6,28076,31,4.0,8346,white dot steering closer to the black dot,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6
5,28077,39,4.0,8644,grey moved toward black first and they collided twice in the center,68382d9c-6cc5-4669-84bf-c8058e3c1472,5
1,28078,40,4.0,8594,both dots travelled rightwards,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1
1,28079,23,4.0,8068,attack,9f53cd68-f278-45d6-806a-74eeef55bbcc,1
1,28080,42,4.0,8386,They moved away and came back to hit each other gently,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,1
6,28081,43,4.0,8078,the dots are meeting ,70326c05-1133-4c5d-8a4c-3e71e0da8479,6
2,28082,44,4.0,8229,black chased grey,fb491605-8f46-43ab-ba62-bfd86d95e4d6,2
0,28083,46,4.0,8068,they were attacking each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0
6,28084,47,4.0,9028,they are colliding and separating while rotating,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6
6,28085,51,4.0,8043,Mild collision,1a1c3419-9320-46a3-8b48-10e9514c3e7d,6
4,28086,50,4.0,8181,they are playing,68382d9c-6cc5-4669-84bf-c8058e3c1472,4
5,28087,48,4.0,8048,"It was a gentle interaction with each other, the dots bounced around after having interacted",50781782-fbf2-4226-a593-5173be906638,5
3,28088,52,4.0,8214,the two dots was not that aggressive like before.,83dec58f-0765-4ddc-b785-670d8025c467,3
4,28089,53,4.0,8081,Grey on the offensive in attacking. Circular movements,9f53cd68-f278-45d6-806a-74eeef55bbcc,4
0,28090,49,4.0,8004,bouncing on each other,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,0
4,28091,54,4.0,8028,magnetic,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,4
1,28092,55,4.0,8443,A brief touch after slow movements,48fe3ca9-b1df-491d-bef9-6d9c5edee227,1
0,28093,56,4.0,7921,two dots circling then crashing into each other twice,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0
0,28094,57,4.0,8023,They contacted with each other two times,114b2369-dce5-4979-8319-c64c85175e6a,0
6,28095,60,4.0,8033,similar to before. slow movement and rebound,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6
2,28096,59,4.0,8191,"both dots move independently for a while and collide, afterwards separated to random individual motion. this happens twice. ",1d41f125-7386-42b4-8250-f6c540c627a8,2
2,28097,58,4.0,8341,they came in contact slowly,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,2
4,28098,64,4.0,8055,Dots eventually collided.,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,4
0,28099,63,4.0,10106,magnetic attraction,1d41f125-7386-42b4-8250-f6c540c627a8,0
3,28100,66,4.0,8086,the animations gradually collided against each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3
3,28101,65,4.0,8199,the dots moving and hitting each other,50781782-fbf2-4226-a593-5173be906638,3
6,28102,67,4.0,8126,Both dots collided twice the grey dot ended up on top,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,6
5,28000,26,5.25,8076,"The dots moved toward each other, collided and then moved apart",384dc3de-9717-4531-83a1-683588fe1381,5
3,28001,25,5.25,8046,"The dots swung away, then towards, each other",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3
6,28002,28,5.25,8355,"hit twice, black dot went first",8b72023d-88b1-4615-b871-cac794edf1d9,6
3,28003,29,5.25,8018,"The dots initially came toward each other simultaneously. The second time, the grey dot approached first.",0a4312a1-7156-4c68-9698-0f1495558bee,3
6,28004,32,5.25,8060,floating around and then randomly went for eachother twice,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6
3,28005,35,5.25,8000,angry colliding,46786fd0-ca59-4ffa-a772-fe489fdbd94c,3
2,28006,36,5.25,9317,Black one connects to the grey,2ef99e5f-bc49-429b-b086-41ed4571b58a,2
2,28007,33,5.25,7735,Dots moves around slowly quite far apart. Then accelerated at each other from quite far away. One dot started accelerating before the other,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,2
2,28008,31,5.25,8260,"When the dots are within a certain range of eachother, they are pulled in and collide",4cf04acf-6776-453a-a811-1c5e51c2ece4,2
0,28009,41,5.25,8108,collision,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,0
1,28010,39,5.25,8245,the dots collided ,5f5a825b-b433-4986-b5d6-5239eb407d32,1
6,28011,40,5.25,8051,collided twice,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,6
0,28012,42,5.25,7989,The two dots bounced off each other,8b72023d-88b1-4615-b871-cac794edf1d9,0
6,28013,42,5.25,8172,the dots moved around and collided with each other but not too aggressively x2,8b72023d-88b1-4615-b871-cac794edf1d9,6
4,28014,45,5.25,8019,again the grey started moving toward the black dot  and they hit each other,2d3d47a2-03c8-4642-84ec-a8f67c64868c,4
5,28015,46,5.25,8256,dots hit each other but more like dancing,35ae5b09-f580-4922-91bd-f22c23175a47,5
1,28016,51,5.25,8014,clashes,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,1
6,28017,48,5.25,8033,black attacking gray then collision,27f4d7f8-d998-48b2-a3e4-f885f21c713d,6
0,28018,47,5.25,8065,The 2 dots remained separate & abruptly collided twice.,5f5a825b-b433-4986-b5d6-5239eb407d32,0
4,28019,52,5.25,8042,the dots were moving freely before choosing to redirect and collide with each other simultaneously,8e0deaa9-1ac5-4e69-817a-3204f157f360,4
6,28020,49,5.25,8010,"random movement, medium force collision",2ef99e5f-bc49-429b-b086-41ed4571b58a,6
1,28021,58,5.25,8322,the dots moved towards the right then collided together.,39d4c0f1-9195-4761-98c6-457bad8a2291,1
0,28022,59,5.25,8021,The two dots were moving and sometimes they crashed each other.,82cc23d1-ba4b-48c5-995a-a30d865ea249,0
3,28023,66,5.25,7960,they slowly attracted and repelled,8a889364-bfa4-42f7-8d4c-ee7478ea863c,3
2,28024,65,5.25,7952,now they hit eachother twice again but the black one seemed more aggressive,86e934a2-75ef-4084-a167-ce0ca737532d,2
2,28025,63,5.25,8060,dots seemed to drift away from each other and then toward each other in brief intervals,0a4312a1-7156-4c68-9698-0f1495558bee,2
3,28026,64,5.25,8034,touched each other twice,2d3d47a2-03c8-4642-84ec-a8f67c64868c,3
1,28027,71,5.25,8397,"The dots moved away from eachother and bumped into eachother two times, they were also spinning around",9cf1ba8f-113d-408d-831d-4cf31ca51b3b,1
2,28028,68,5.25,8029,"Both dots hit each other, the black hit first then both dots hit at the same time.",4cf04acf-6776-453a-a811-1c5e51c2ece4,2
6,28029,67,5.25,8178,this one was tricky because at first it looked like the dots each had different motions before being pulled in together,8e0deaa9-1ac5-4e69-817a-3204f157f360,6
4,28030,74,5.25,8048,mirroring each other and colliding,39d4c0f1-9195-4761-98c6-457bad8a2291,4
2,28031,80,5.25,8032,slammed,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
6,28032,73,5.25,8025,the balls switched sides,8b72023d-88b1-4615-b871-cac794edf1d9,6
5,28033,83,5.25,8084,opposites attract. like a magnet,5f5a825b-b433-4986-b5d6-5239eb407d32,5
2,28034,81,5.25,8288,"They would attack each other quite quickly, the black dot moved first",124d9b3a-acac-4627-93e0-f05b493598f3,2
0,28035,84,5.25,8106,floating bounce,35ae5b09-f580-4922-91bd-f22c23175a47,0
2,28036,76,5.25,8034,collided,5f5a825b-b433-4986-b5d6-5239eb407d32,2
3,28037,77,5.25,8242,The dots moved at the same speed apart then together,124d9b3a-acac-4627-93e0-f05b493598f3,3
1,28038,86,5.25,8145,They were hitting each other then moving away and doing it again.,0a4312a1-7156-4c68-9698-0f1495558bee,1
0,28039,90,5.25,7830,The two dots clashed twice,46786fd0-ca59-4ffa-a772-fe489fdbd94c,0
1,28040,92,5.25,8058,bumped into each other,39d4c0f1-9195-4761-98c6-457bad8a2291,1
1,28041,85,5.25,9363,defensive,86e934a2-75ef-4084-a167-ce0ca737532d,1
0,28042,91,5.25,7963,collided twice,4cf04acf-6776-453a-a811-1c5e51c2ece4,0
0,28043,99,5.25,8012,Bumped together,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,0
2,28044,96,5.25,8104,slow headon collision,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,2
6,28045,97,5.25,8305,rivals,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6
1,28046,94,5.25,8055,Both dots moving then the grey one moved sharply and bumped against the black one twice,384dc3de-9717-4531-83a1-683588fe1381,1
6,28047,95,5.25,8206,"Dots moved around and grey started to move faster towards black dot and then they black one reacted and also move faster towards grey dot and then they hit each other then they moved apart, this happened twice.",82cc23d1-ba4b-48c5-995a-a30d865ea249,6
5,28048,89,5.25,8282,The two dot meet each other twice,27f4d7f8-d998-48b2-a3e4-f885f21c713d,5
0,28049,88,5.25,8069,The black dot was moving towards the gray dot and it hit the grey dot twice,8b72023d-88b1-4615-b871-cac794edf1d9,0
3,28050,98,5.25,8365,the ball came together ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,3
2,28051,4,5.25,8539,2 dots collide,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,2
6,28052,6,5.25,8556,i dont know,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,6
1,28053,3,5.25,8131,Colliding ,82cc23d1-ba4b-48c5-995a-a30d865ea249,1
0,28054,8,5.25,7982,ai,39d4c0f1-9195-4761-98c6-457bad8a2291,0
3,28055,2,5.25,8233,the grey dot quickly hits the black,8a889364-bfa4-42f7-8d4c-ee7478ea863c,3
0,28056,4,5.25,8040,collide,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,0
3,28057,14,5.25,8026,collided,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3
6,28058,13,5.25,10128,the black dot seem to be the one causing an issue in this case,27f4d7f8-d998-48b2-a3e4-f885f21c713d,6
4,28059,80,5.25,8040,"The dots were a little towards the left side of the box and moved slightly in a upward motion before moving towards each other to make contact twice. This time they moved faster than previously. They did not move lighting fast, but they did not move slowly either.",8e0deaa9-1ac5-4e69-817a-3204f157f360,4
3,28060,19,5.25,8045,bounced off each other twice,35ae5b09-f580-4922-91bd-f22c23175a47,3
1,28061,19,5.25,8062,collided quickly and bounced off,35ae5b09-f580-4922-91bd-f22c23175a47,1
6,28062,27,5.25,8008,collisions,27f4d7f8-d998-48b2-a3e4-f885f21c713d,6
0,28063,16,5.25,9403,Bounced off each other,2d3d47a2-03c8-4642-84ec-a8f67c64868c,0
2,28064,17,5.25,8097,They clashed twice,0a4312a1-7156-4c68-9698-0f1495558bee,2
4,28065,29,5.25,7990,this one is harded....but slower bouncing into one another,0a4312a1-7156-4c68-9698-0f1495558bee,4
1,28066,25,5.25,8113,"The dots each made a u shaped then rapidly hit each other, this was done twice.",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,1
6,28067,32,5.25,8010,The dots moved in a similar pattern but the light grey dot moved much more quickly before touching I think twice.,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6
2,28068,27,5.25,8121,"black dot was the aggressor and appeared to go for the other one, bumping it twice",27f4d7f8-d998-48b2-a3e4-f885f21c713d,2
5,28069,35,5.25,8017,move together,46786fd0-ca59-4ffa-a772-fe489fdbd94c,5
5,28070,26,5.25,8162,The dots moved to the middle at the bottom and collided twice gently.,384dc3de-9717-4531-83a1-683588fe1381,5
4,28071,33,5.25,8080,slow joining,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,4
2,28072,21,5.25,8058,Meeting and separating ,124d9b3a-acac-4627-93e0-f05b493598f3,2
2,28073,35,5.25,7925,"the black dot seemed to chase the grey dot, and clashed with it twice",46786fd0-ca59-4ffa-a772-fe489fdbd94c,2
2,28074,38,5.25,8144,running towards each other,8a889364-bfa4-42f7-8d4c-ee7478ea863c,2
0,28075,30,5.25,8622,they kissed each otehr,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,0
1,28076,31,5.25,8291,"drifting apart, then coming together",4cf04acf-6776-453a-a811-1c5e51c2ece4,1
6,28077,39,5.25,8547,spun one direction then collided in the center then moved back the other direction before hitting again in the center,5f5a825b-b433-4986-b5d6-5239eb407d32,6
3,28078,40,5.25,8500,"one dot circled, the other more straight lined",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3
6,28079,23,5.25,8030,link,39d4c0f1-9195-4761-98c6-457bad8a2291,6
4,28080,42,5.25,8137,"collide gently, move away and collide strongly",8b72023d-88b1-4615-b871-cac794edf1d9,4
4,28081,43,5.25,8001,they are attracting each other,0a4312a1-7156-4c68-9698-0f1495558bee,4
0,28082,44,5.25,8008,attract and collide,86e934a2-75ef-4084-a167-ce0ca737532d,0
6,28083,46,5.25,8040,grey dot was attacking black dot,35ae5b09-f580-4922-91bd-f22c23175a47,6
1,28084,47,5.25,8164,the speed of repel between the 2 dot is slower than before,5f5a825b-b433-4986-b5d6-5239eb407d32,1
0,28085,51,5.25,8019,collision,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,0
1,28086,50,5.25,8304,they are trying to communicate,384dc3de-9717-4531-83a1-683588fe1381,1
4,28087,48,5.25,8070,"If I had to explain the interaction of the dots, it is as if they were destined to fight each other",27f4d7f8-d998-48b2-a3e4-f885f21c713d,4
2,28088,52,5.25,8213,the two dots was not that friendly to each other,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
0,28089,53,5.25,7996,Circular movement but then attacked each other,8a889364-bfa4-42f7-8d4c-ee7478ea863c,0
2,28090,49,5.25,8199,bouncing on each other,2ef99e5f-bc49-429b-b086-41ed4571b58a,2
5,28091,54,5.25,7908,attacking,46786fd0-ca59-4ffa-a772-fe489fdbd94c,5
5,28092,55,5.25,8367,"Slow movements, then bacl initiates two moments of contact",124d9b3a-acac-4627-93e0-f05b493598f3,5
1,28093,56,5.25,8023,two dots mirroring movement and crashing into eachother,4cf04acf-6776-453a-a811-1c5e51c2ece4,1
3,28094,57,5.25,8035,They circled below the box on the right side and contacted each other two times,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,3
5,28095,60,5.25,8015,slow clash and rebound,384dc3de-9717-4531-83a1-683588fe1381,5
1,28096,59,5.25,8299,The white dot attracts the black dot with a greater force and bounces off and this happens twice.  ,82cc23d1-ba4b-48c5-995a-a30d865ea249,1
3,28097,58,5.25,8375,slow movement ,39d4c0f1-9195-4761-98c6-457bad8a2291,3
1,28098,64,5.25,7977,Dots collided.,2d3d47a2-03c8-4642-84ec-a8f67c64868c,1
3,28099,63,5.25,9931,The dots collided randomly,0a4312a1-7156-4c68-9698-0f1495558bee,3
1,28100,66,5.25,8173,The animations were colliding in slow rhythm,8a889364-bfa4-42f7-8d4c-ee7478ea863c,1
4,28101,65,5.25,8102,the dots moving round and touching each other,86e934a2-75ef-4084-a167-ce0ca737532d,4
2,28102,67,5.25,8144,The dots collided two times,8e0deaa9-1ac5-4e69-817a-3204f157f360,2
0,28000,26,6.5,8025,collided and then moved apart,8bee64f6-a3cb-48f4-be48-142b9065f5d7,0
6,28001,25,6.5,7976,The grey dot was higher than the black dot,1827c058-6388-491a-b84c-d4d6c512039e,6
0,28002,28,6.5,8392,they hit each other twice,93e661c0-3f68-4205-9141-04164911b7e4,0
2,28003,29,6.5,8061,"The black dot moved toward the grey dot first, after which the grey dot bumped into the black dot. This happened twice.",e3160d16-fe5e-4987-918b-0921ab937804,2
1,28004,32,6.5,8134,floating around and then suddenly ran into each other. this happened twice,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,1
4,28005,35,6.5,8163,harshly bashing together,5456278f-d454-4194-af69-2784112cffb9,4
4,28006,36,6.5,9301,Connect fast then slow,2c174300-1111-477c-b605-e34e6031cd26,4
1,28007,33,6.5,7739,"Dot moved around slowly, then sped up into each each. This happened twice",8dbfdd79-2b3f-4297-8ec2-92d59884dd68,1
5,28008,31,6.5,8290,"The dots gravitate towards eachother and collide when they are far away, but this time they collide slower",13e24563-ab7e-41df-adf6-e8e88b4d9e08,5
5,28009,41,6.5,8165,leading astray,13e24563-ab7e-41df-adf6-e8e88b4d9e08,5
6,28010,39,6.5,8216,provoked collision,d98f2d5f-eb3b-4ebd-b714-878343382f2a,6
2,28011,40,6.5,8015,became attracted to each other and combined twice,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,2
3,28012,42,6.5,8058,The dots traded hits while floating about,187f8493-9a30-43cc-a2bd-5d96f6d2263d,3
1,28013,42,6.5,8347,the two dots moved around and then the black dot moved closer to the grey dot and collided x2.,187f8493-9a30-43cc-a2bd-5d96f6d2263d,1
1,28014,45,6.5,8126,the dots hit each other then backed away from each other then hit eachother again and backed away again,d98f2d5f-eb3b-4ebd-b714-878343382f2a,1
4,28015,46,6.5,8220,the dots bounced off one another. almost looked like they were fighting this time,debe6245-13a4-4a31-b28a-e7b25ce8fa93,4
4,28016,51,6.5,7939,attack,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,4
4,28017,48,6.5,8010,chase then attack,93e661c0-3f68-4205-9141-04164911b7e4,4
3,28018,47,6.5,8045,The dots moved in their own space & then abruptly moved together twice.,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,3
0,28019,52,6.5,7971,the grey dot swept towards the black dot and then the black dot re-directed so they collided together,2c174300-1111-477c-b605-e34e6031cd26,0
3,28020,49,6.5,7908,"grey dot shadowed black, then rammed it",e3160d16-fe5e-4987-918b-0921ab937804,3
0,28021,58,6.5,8164,the dots collided into eachother repeatedly,8bee64f6-a3cb-48f4-be48-142b9065f5d7,0
4,28022,59,6.5,8007,The dots following each other and sometimes crashed one another.,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,4
4,28023,66,6.5,7833,they attracted and repelled,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,4
4,28024,65,6.5,7904,same as before,1827c058-6388-491a-b84c-d4d6c512039e,4
1,28025,63,6.5,8180,dots would charge at each other to the point of colliding. one dot always started the charge and the other seemed to brace itself for impact,5456278f-d454-4194-af69-2784112cffb9,1
0,28026,64,6.5,7992,they crashed twice,40860eea-1c44-4896-96b1-ee2d42a6c522,0
3,28027,71,6.5,8274,Dots surged together once and then more gently bumped another time,e2c787c5-5358-4a21-bb35-c422b37ef982,3
0,28028,68,6.5,8027,Both dots struck each other twice head on.,debe6245-13a4-4a31-b28a-e7b25ce8fa93,0
4,28029,67,6.5,8271,"the black and grey dot has equal force in being pulled together. At first, it looked like the black dot was initiating the force then in the other bump it looked as though the grey dot was initiating the force",d98f2d5f-eb3b-4ebd-b714-878343382f2a,4
2,28030,74,6.5,7995,magnetic attraction,e3160d16-fe5e-4987-918b-0921ab937804,2
6,28031,80,6.5,8029,changed who went first to hit,40860eea-1c44-4896-96b1-ee2d42a6c522,6
2,28032,73,6.5,8058,they attacked each other more quickly,187f8493-9a30-43cc-a2bd-5d96f6d2263d,2
1,28033,83,6.5,8159,short circular and then attraction,187f8493-9a30-43cc-a2bd-5d96f6d2263d,1
3,28034,81,6.5,8269,"The grey dot attacked the black dot first, moved very suddenly",13e24563-ab7e-41df-adf6-e8e88b4d9e08,3
6,28035,84,6.5,8031,fast hitting black dot,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,6
1,28036,76,6.5,8068,fought,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,1
0,28037,77,6.5,8287,The dots moved slowly apart then together quickly,d80f638e-7e4b-4e80-bc19-a4b764fd7614,0
0,28038,86,6.5,7965,They were colliding with each other.,1827c058-6388-491a-b84c-d4d6c512039e,0
6,28039,90,6.5,7979,The two dots clashed at medium speed,8bee64f6-a3cb-48f4-be48-142b9065f5d7,6
0,28040,92,6.5,8018,bumped into each other,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,0
5,28041,85,6.5,9291,collision,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,5
6,28042,91,6.5,8008,gentle nudging ,5456278f-d454-4194-af69-2784112cffb9,6
6,28043,99,6.5,8015,faster,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,6
5,28044,96,6.5,8136,sticky attraction leading to collision,e3160d16-fe5e-4987-918b-0921ab937804,5
1,28045,97,6.5,8293,drama ,debe6245-13a4-4a31-b28a-e7b25ce8fa93,1
0,28046,94,6.5,7958,dots moved randomly then twice bumped against each other,2c174300-1111-477c-b605-e34e6031cd26,0
1,28047,95,6.5,8302,"Both dots moved simultaneously and then all of the sudden move towards each other and punched each other, then moved then dashed to each other again and punched.",755a600e-d336-4f66-8771-52eed84faf02,1
1,28048,89,6.5,8363,The dots hit each other twice,93e661c0-3f68-4205-9141-04164911b7e4,1
2,28049,88,6.5,8286,The dots floated around each other before hitting each other twice ,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,2
2,28050,98,6.5,8369,the ball fast  hit each other ,d80f638e-7e4b-4e80-bc19-a4b764fd7614,2
3,28051,4,6.5,8470,two dots meet at a point,5456278f-d454-4194-af69-2784112cffb9,3
5,28052,6,6.5,8271,the two dots are hitting one another,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,5
0,28053,3,6.5,8001,Attacking,187f8493-9a30-43cc-a2bd-5d96f6d2263d,0
3,28054,8,6.5,8058,8,debe6245-13a4-4a31-b28a-e7b25ce8fa93,3
6,28055,2,6.5,8286,The black dot is pushing to hit the grey,93e661c0-3f68-4205-9141-04164911b7e4,6
2,28056,4,6.5,8164,They charged at each other,5456278f-d454-4194-af69-2784112cffb9,2
0,28057,14,6.5,7959,collided,2c174300-1111-477c-b605-e34e6031cd26,0
2,28058,13,6.5,12264,"the two dots seems like they are playing, colliding then moving apart",14c0e4c6-94d9-41ec-b44a-5f6c8678230e,2
1,28059,80,6.5,8031,They both moved towards the left side of the box moving in a squigly motion and than hit each twice and what I mean by that is sped towards each other and crashed into each other similar to what you would think of it looks like if two cars are playing the game chicken against each other.,40860eea-1c44-4896-96b1-ee2d42a6c522,1
1,28060,19,6.5,8058,bounced off each other twice,e2c787c5-5358-4a21-bb35-c422b37ef982,1
5,28061,19,6.5,7952,Intersected quickly,e2c787c5-5358-4a21-bb35-c422b37ef982,5
2,28062,27,6.5,7879,attacks,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,2
4,28063,16,6.5,9511,Quickly attract then part,d98f2d5f-eb3b-4ebd-b714-878343382f2a,4
4,28064,17,6.5,8203,They clashed twice,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,4
5,28065,29,6.5,8018,black seemed to have the upper hand and when it would move towards gray- gray would move towards black,e3160d16-fe5e-4987-918b-0921ab937804,5
5,28066,25,6.5,7978,For this one they were moving upward. The first time the black dot initiated the hit and the second time the gray dot did,1827c058-6388-491a-b84c-d4d6c512039e,5
