,subID,stimset_rows,chargeSpeeds,stim_dur,responses,RT,movie,trial_num
24,26107,22,7.75,7817,65.0,3.62,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,24
25,26107,22,7.75,8007,72.0,1.89,5a652d01-49a0-4b52-a54c-51c21b53e0fe,25
30,26107,22,7.75,7996,56.0,2.23,09060d5d-c3e1-451b-a3b5-4b2b567660ff,30
37,26107,22,7.75,7814,55.0,4.46,65eed33d-db39-4b87-b8a4-de20693d3821,37
40,26107,22,7.75,7850,57.0,1.85,534a6ddb-dbec-42ac-b559-3f4cbdd66423,40
43,26107,22,7.75,7901,54.0,1.89,7f445daf-d952-4bf3-b733-def683994895,43
48,26107,22,7.75,7956,60.0,2.4,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,48
56,26107,22,7.75,7918,41.0,2.74,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,56
1,26107,22,9.0,8006,54.0,2.59,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,1
12,26107,22,9.0,7960,79.0,2.1,3322caf5-0aeb-4230-89db-c56b23e94819,12
31,26107,22,9.0,8000,36.0,3.44,a5228b86-ba0a-42f2-aa38-23b5369f0e56,31
33,26107,22,9.0,7996,33.0,3.58,abb20336-74c4-448b-a5f7-252c765a55f4,33
38,26107,22,9.0,7932,86.0,1.78,87da47db-3d5c-48b2-b3f2-123123d766f0,38
39,26107,22,9.0,7999,75.0,2.03,2abe0875-f8ff-4373-aad8-bca142211a09,39
44,26107,22,9.0,8001,65.0,1.4,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,44
47,26107,22,9.0,7850,72.0,2.28,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,47
49,26107,22,9.0,7896,59.0,1.74,132133b4-5554-4500-9494-87f534100012,49
68,26107,22,9.0,8001,52.0,3.45,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,68
5,26108,275,1.5,8146,3,3.28,e4bc0778-6eb7-4065-bf77-a9b6e293735f,5
11,26108,275,1.5,8124,0,2.77,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,11
13,26108,275,1.5,8058,2,6.15,15dfbaca-4429-4c18-90f4-8d4804129e6f,13
24,26108,275,1.5,8039,18,7.84,7e595f18-f375-4ca5-b922-61b8d693804d,24
26,26108,275,1.5,8161,5,2.23,8ed7c0fc-1490-4e35-a000-7f7357a0772a,26
38,26108,275,1.5,8062,0,2.89,b3a507ff-2289-4ad3-8922-1a3d0532e154,38
48,26108,275,1.5,8118,27,6.66,38ad4b16-44e2-4e52-8d02-b23eca73a48d,48
60,26108,275,1.5,8146,6,5.04,e838dadb-c02f-4273-ae93-210720dcd06c,60
66,26108,275,1.5,8125,7,3.2,1a8cf3c1-690b-449c-bb36-fd3b251837c1,66
67,26108,275,1.5,7999,6,2.41,1b1159fc-de2b-4ae5-a736-d98d8524a366,67
18,26108,275,2.75,8076,9,4.09,112b96b3-6518-4053-ad9f-ff77320acc23,18
21,26108,275,2.75,8091,11,2.67,215ead11-5650-429d-b541-0b107fbb996a,21
22,26108,275,2.75,8042,4,4.57,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,22
50,26108,275,2.75,8075,7,2.22,4a2adf87-0f15-4bc0-9837-899addfb179c,50
52,26108,275,2.75,8081,45,4.18,46c1720a-0af5-44e9-b008-09b89ef78bd9,52
53,26108,275,2.75,8111,7,2.79,94eac034-9d70-40c0-89d4-d9a030a03d26,53
59,26108,275,2.75,8015,49,9.09,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,59
61,26108,275,2.75,8041,60,3.38,8fa1d226-bf98-4c72-8961-7121546d4a11,61
62,26108,275,2.75,8123,14,2.08,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,62
69,26108,275,2.75,8135,11,2.72,3fd185a3-34a1-4f1a-9d01-aee3deee3988,69
0,26108,275,4.0,8195,5,3.06,83dec58f-0765-4ddc-b785-670d8025c467,0
1,26108,275,4.0,8150,98,3.31,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,1
39,26108,275,4.0,8097,21,2.36,0890b767-b394-4f89-aea1-c60cab7014af,39
42,26108,275,4.0,8079,97,5.42,1f7aa6f4-6516-4b90-8eeb-142b1437644b,42
43,26108,275,4.0,8108,7,2.31,1a1c3419-9320-46a3-8b48-10e9514c3e7d,43
45,26108,275,4.0,8107,61,2.85,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,45
47,26108,275,4.0,8091,55,4.36,9f53cd68-f278-45d6-806a-74eeef55bbcc,47
57,26108,275,4.0,8049,5,4.5,50781782-fbf2-4226-a593-5173be906638,57
58,26108,275,4.0,8223,92,3.01,68382d9c-6cc5-4669-84bf-c8058e3c1472,58
65,26108,275,4.0,8129,14,5.37,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,65
9,26108,275,5.25,8077,8,2.91,8e0deaa9-1ac5-4e69-817a-3204f157f360,9
16,26108,275,5.25,8109,70,2.85,8b72023d-88b1-4615-b871-cac794edf1d9,16
19,26108,275,5.25,7990,92,2.44,86e934a2-75ef-4084-a167-ce0ca737532d,19
20,26108,275,5.25,8082,36,7.96,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,20
25,26108,275,5.25,8128,86,3.97,384dc3de-9717-4531-83a1-683588fe1381,25
33,26108,275,5.25,8115,11,2.56,2ef99e5f-bc49-429b-b086-41ed4571b58a,33
40,26108,275,5.25,8083,57,2.49,124d9b3a-acac-4627-93e0-f05b493598f3,40
51,26108,275,5.25,8124,93,3.42,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,51
54,26108,275,5.25,8052,44,4.28,8a889364-bfa4-42f7-8d4c-ee7478ea863c,54
56,26108,275,5.25,7983,7,2.54,46786fd0-ca59-4ffa-a772-fe489fdbd94c,56
14,26108,275,6.5,8122,14,2.92,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,14
15,26108,275,6.5,8076,99,2.7,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,15
17,26108,275,6.5,7966,67,2.05,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,17
27,26108,275,6.5,8150,97,3.58,d98f2d5f-eb3b-4ebd-b714-878343382f2a,27
28,26108,275,6.5,8106,45,3.66,5456278f-d454-4194-af69-2784112cffb9,28
31,26108,275,6.5,8094,23,2.66,13e24563-ab7e-41df-adf6-e8e88b4d9e08,31
41,26108,275,6.5,8105,89,3.0,93e661c0-3f68-4205-9141-04164911b7e4,41
49,26108,275,6.5,8143,91,2.47,40860eea-1c44-4896-96b1-ee2d42a6c522,49
55,26108,275,6.5,8196,85,4.77,e3160d16-fe5e-4987-918b-0921ab937804,55
63,26108,275,6.5,8025,87,3.27,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,63
2,26108,275,7.75,8046,93,3.66,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,2
3,26108,275,7.75,8053,94,3.02,8845e64c-078b-4a3a-a732-1efe937de14a,3
7,26108,275,7.75,7360,30,2.08,981d9d90-47c5-4443-a939-26060914c7e4,7
10,26108,275,7.75,8048,40,3.06,085d7298-e568-4752-a909-8eecf82e3ebc,10
32,26108,275,7.75,8014,75,2.8,8b590505-e40d-4ff8-802d-5430cc2802b6,32
36,26108,275,7.75,8083,27,3.27,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,36
37,26108,275,7.75,7980,64,5.05,7f445daf-d952-4bf3-b733-def683994895,37
44,26108,275,7.75,8133,92,3.15,3dbdd697-e200-4003-92f8-47202577ad0a,44
64,26108,275,7.75,7883,24,3.41,65eed33d-db39-4b87-b8a4-de20693d3821,64
68,26108,275,7.75,7998,89,3.52,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,68
4,26108,275,9.0,8115,89,2.84,8649b489-429a-4894-9c74-827e94f04566,4
6,26108,275,9.0,8082,97,2.24,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,6
8,26108,275,9.0,7968,95,2.8,132133b4-5554-4500-9494-87f534100012,8
12,26108,275,9.0,8062,24,3.1,6a57f963-5846-4eaa-a5d2-0e658499a4a9,12
23,26108,275,9.0,8228,95,3.48,2abe0875-f8ff-4373-aad8-bca142211a09,23
29,26108,275,9.0,8042,90,2.52,abb20336-74c4-448b-a5f7-252c765a55f4,29
30,26108,275,9.0,8043,89,4.55,9f7e489f-4076-4332-b57e-13a42d4c75fd,30
34,26108,275,9.0,8093,25,3.53,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,34
35,26108,275,9.0,8129,81,3.27,16718611-6bca-4e79-8071-94d68c181ba1,35
46,26108,275,9.0,8060,96,2.42,9301277e-6b35-4aa7-bd52-4f56ae0f029b,46
6,26109,39,1.5,8038,9,2.96,8ed7c0fc-1490-4e35-a000-7f7357a0772a,6
8,26109,39,1.5,7957,6,2.86,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,8
14,26109,39,1.5,8047,7,3.92,1f6c6525-a740-48c2-8dfc-9c4fb520c630,14
20,26109,39,1.5,8037,6,3.13,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,20
21,26109,39,1.5,8000,6,4.16,95aaf072-b6be-4da4-9857-deaf20ab49f2,21
22,26109,39,1.5,8086,7,3.94,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,22
31,26109,39,1.5,8044,12,3.23,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,31
51,26109,39,1.5,8005,0,3.37,50919f52-6a9c-4824-b24f-2f1aebd58e1b,51
57,26109,39,1.5,7960,2,2.59,9d425f58-501f-43f3-955e-05126bd09bb5,57
62,26109,39,1.5,7980,4,2.47,7e595f18-f375-4ca5-b922-61b8d693804d,62
4,26109,39,2.75,8003,20,4.73,88ff8e25-5b4f-453c-add2-298ef66c683c,4
10,26109,39,2.75,8020,26,4.98,112b96b3-6518-4053-ad9f-ff77320acc23,10
12,26109,39,2.75,7999,22,2.9,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,12
17,26109,39,2.75,8097,22,2.71,215ead11-5650-429d-b541-0b107fbb996a,17
23,26109,39,2.75,8008,15,2.84,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,23
24,26109,39,2.75,7978,11,2.21,32110051-52cf-4952-a6e5-4c5fe75760b7,24
41,26109,39,2.75,7993,18,2.51,c496efe1-6c3e-480d-856f-af132dbe7048,41
46,26109,39,2.75,7978,6,2.42,94eac034-9d70-40c0-89d4-d9a030a03d26,46
54,26109,39,2.75,7985,8,2.04,8dc79a0d-b826-4ac2-8483-04346b06960d,54
69,26109,39,2.75,8001,27,2.16,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,69
1,26109,39,4.0,7976,46,3.94,1a1c3419-9320-46a3-8b48-10e9514c3e7d,1
13,26109,39,4.0,7985,21,4.53,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,13
18,26109,39,4.0,8006,19,2.09,48fe3ca9-b1df-491d-bef9-6d9c5edee227,18
30,26109,39,4.0,8090,52,3.49,0890b767-b394-4f89-aea1-c60cab7014af,30
32,26109,39,4.0,8022,48,2.76,68382d9c-6cc5-4669-84bf-c8058e3c1472,32
33,26109,39,4.0,7994,48,5.84,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,33
44,26109,39,4.0,8017,25,1.71,83dec58f-0765-4ddc-b785-670d8025c467,44
55,26109,39,4.0,7975,11,2.42,70326c05-1133-4c5d-8a4c-3e71e0da8479,55
66,26109,39,4.0,8000,38,3.54,1d41f125-7386-42b4-8250-f6c540c627a8,66
67,26109,39,4.0,8029,38,3.93,9f53cd68-f278-45d6-806a-74eeef55bbcc,67
9,26109,39,5.25,7992,48,3.78,384dc3de-9717-4531-83a1-683588fe1381,9
11,26109,39,5.25,7994,40,3.43,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,11
34,26109,39,5.25,8076,49,6.1,82cc23d1-ba4b-48c5-995a-a30d865ea249,34
35,26109,39,5.25,8083,46,2.58,27f4d7f8-d998-48b2-a3e4-f885f21c713d,35
36,26109,39,5.25,8005,51,4.2,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,36
43,26109,39,5.25,8026,43,2.02,124d9b3a-acac-4627-93e0-f05b493598f3,43
49,26109,39,5.25,7970,33,1.99,2d3d47a2-03c8-4642-84ec-a8f67c64868c,49
60,26109,39,5.25,8059,37,2.23,5f5a825b-b433-4986-b5d6-5239eb407d32,60
61,26109,39,5.25,7974,43,2.57,39d4c0f1-9195-4761-98c6-457bad8a2291,61
68,26109,39,5.25,8008,46,3.41,4cf04acf-6776-453a-a811-1c5e51c2ece4,68
0,26109,39,6.5,8065,58,4.11,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,0
19,26109,39,6.5,7948,33,2.88,e3160d16-fe5e-4987-918b-0921ab937804,19
29,26109,39,6.5,7902,60,5.99,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,29
37,26109,39,6.5,8029,48,3.56,13e24563-ab7e-41df-adf6-e8e88b4d9e08,37
47,26109,39,6.5,8017,34,2.31,187f8493-9a30-43cc-a2bd-5d96f6d2263d,47
52,26109,39,6.5,8016,52,2.78,d98f2d5f-eb3b-4ebd-b714-878343382f2a,52
56,26109,39,6.5,7946,28,1.77,d80f638e-7e4b-4e80-bc19-a4b764fd7614,56
58,26109,39,6.5,8031,43,2.04,5456278f-d454-4194-af69-2784112cffb9,58
59,26109,39,6.5,7994,48,2.91,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,59
63,26109,39,6.5,7915,47,3.06,1827c058-6388-491a-b84c-d4d6c512039e,63
2,26109,39,7.75,7978,65,4.61,015f75aa-de90-4fdc-8657-d630f1963869,2
3,26109,39,7.75,7971,73,3.32,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,3
15,26109,39,7.75,7814,48,5.3,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,15
16,26109,39,7.75,8004,47,5.37,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,16
26,26109,39,7.75,7969,78,3.0,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,26
27,26109,39,7.75,8036,70,3.39,5a652d01-49a0-4b52-a54c-51c21b53e0fe,27
40,26109,39,7.75,7865,57,2.47,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,40
42,26109,39,7.75,7307,67,1.91,981d9d90-47c5-4443-a939-26060914c7e4,42
53,26109,39,7.75,7902,48,3.4,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,53
64,26109,39,7.75,7924,53,2.22,085d7298-e568-4752-a909-8eecf82e3ebc,64
5,26109,39,9.0,8024,72,3.53,9f7e489f-4076-4332-b57e-13a42d4c75fd,5
7,26109,39,9.0,8018,83,3.38,a5228b86-ba0a-42f2-aa38-23b5369f0e56,7
25,26109,39,9.0,7955,76,3.84,3322caf5-0aeb-4230-89db-c56b23e94819,25
28,26109,39,9.0,7987,81,2.91,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,28
38,26109,39,9.0,7974,85,2.92,1be4605b-9f78-45d4-8eb0-87bdc69537e2,38
39,26109,39,9.0,7974,78,2.19,87da47db-3d5c-48b2-b3f2-123123d766f0,39
45,26109,39,9.0,7907,47,1.84,132133b4-5554-4500-9494-87f534100012,45
48,26109,39,9.0,8007,54,1.7,16718611-6bca-4e79-8071-94d68c181ba1,48
50,26109,39,9.0,7560,53,1.88,8e6be05b-c10c-43db-b062-a559f5033312,50
65,26109,39,9.0,7847,70,2.37,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,65
5,26110,225,1.5,8017,12,3.74,e838dadb-c02f-4273-ae93-210720dcd06c,5
12,26110,225,1.5,7953,62,3.78,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,12
18,26110,225,1.5,7945,18,2.1,b3a507ff-2289-4ad3-8922-1a3d0532e154,18
21,26110,225,1.5,8008,19,2.51,e4bc0778-6eb7-4065-bf77-a9b6e293735f,21
26,26110,225,1.5,7941,25,3.66,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,26
33,26110,225,1.5,8015,14,2.27,38ad4b16-44e2-4e52-8d02-b23eca73a48d,33
50,26110,225,1.5,8055,12,2.1,0e704828-9ccd-480e-8056-3a2a8158df0f,50
57,26110,225,1.5,8025,8,2.22,8ed7c0fc-1490-4e35-a000-7f7357a0772a,57
60,26110,225,1.5,7985,13,4.46,7e595f18-f375-4ca5-b922-61b8d693804d,60
62,26110,225,1.5,8002,22,1.74,95aaf072-b6be-4da4-9857-deaf20ab49f2,62
4,26110,225,2.75,8051,35,2.28,c496efe1-6c3e-480d-856f-af132dbe7048,4
16,26110,225,2.75,7988,26,2.45,94eac034-9d70-40c0-89d4-d9a030a03d26,16
24,26110,225,2.75,7992,17,3.35,3fd185a3-34a1-4f1a-9d01-aee3deee3988,24
29,26110,225,2.75,8029,24,1.97,215ead11-5650-429d-b541-0b107fbb996a,29
35,26110,225,2.75,7967,28,2.62,0bad25fa-4a38-4561-9d35-56f1108797cd,35
46,26110,225,2.75,8016,20,2.94,c49bbdbd-6e52-4da5-887c-72db9cec7d93,46
47,26110,225,2.75,7994,29,2.57,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,47
59,26110,225,2.75,7992,26,4.21,8dc79a0d-b826-4ac2-8483-04346b06960d,59
64,26110,225,2.75,8006,35,1.79,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,64
65,26110,225,2.75,7963,23,2.02,32110051-52cf-4952-a6e5-4c5fe75760b7,65
1,26110,225,4.0,8039,19,6.58,83dec58f-0765-4ddc-b785-670d8025c467,1
9,26110,225,4.0,7998,42,2.22,48fe3ca9-b1df-491d-bef9-6d9c5edee227,9
11,26110,225,4.0,7991,34,2.79,70326c05-1133-4c5d-8a4c-3e71e0da8479,11
20,26110,225,4.0,7971,30,2.22,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,20
27,26110,225,4.0,7949,26,2.04,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,27
39,26110,225,4.0,7993,22,2.15,fb491605-8f46-43ab-ba62-bfd86d95e4d6,39
40,26110,225,4.0,8011,34,3.17,114b2369-dce5-4979-8319-c64c85175e6a,40
45,26110,225,4.0,7953,34,2.09,1a1c3419-9320-46a3-8b48-10e9514c3e7d,45
56,26110,225,4.0,7980,12,2.02,1f7aa6f4-6516-4b90-8eeb-142b1437644b,56
63,26110,225,4.0,7989,30,1.75,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,63
7,26110,225,5.25,7963,41,2.59,2d3d47a2-03c8-4642-84ec-a8f67c64868c,7
8,26110,225,5.25,7978,78,2.13,39d4c0f1-9195-4761-98c6-457bad8a2291,8
10,26110,225,5.25,7974,40,4.32,8e0deaa9-1ac5-4e69-817a-3204f157f360,10
19,26110,225,5.25,7845,74,1.79,46786fd0-ca59-4ffa-a772-fe489fdbd94c,19
25,26110,225,5.25,7976,62,3.45,8a889364-bfa4-42f7-8d4c-ee7478ea863c,25
30,26110,225,5.25,8000,39,3.89,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,30
43,26110,225,5.25,8028,28,2.57,27f4d7f8-d998-48b2-a3e4-f885f21c713d,43
53,26110,225,5.25,7930,27,1.89,0a4312a1-7156-4c68-9698-0f1495558bee,53
54,26110,225,5.25,8024,34,1.86,2ef99e5f-bc49-429b-b086-41ed4571b58a,54
55,26110,225,5.25,7988,23,2.98,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,55
0,26110,225,6.5,8034,31,3.14,d80f638e-7e4b-4e80-bc19-a4b764fd7614,0
6,26110,225,6.5,8016,61,2.38,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,6
22,26110,225,6.5,7978,33,4.01,8bee64f6-a3cb-48f4-be48-142b9065f5d7,22
23,26110,225,6.5,8014,30,3.2,d98f2d5f-eb3b-4ebd-b714-878343382f2a,23
32,26110,225,6.5,7943,78,1.79,debe6245-13a4-4a31-b28a-e7b25ce8fa93,32
38,26110,225,6.5,7970,25,2.49,2c174300-1111-477c-b605-e34e6031cd26,38
48,26110,225,6.5,7993,31,2.16,93e661c0-3f68-4205-9141-04164911b7e4,48
49,26110,225,6.5,7999,69,2.14,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,49
58,26110,225,6.5,7941,17,2.66,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,58
61,26110,225,6.5,7967,83,1.78,40860eea-1c44-4896-96b1-ee2d42a6c522,61
3,26110,225,7.75,7300,33,3.64,981d9d90-47c5-4443-a939-26060914c7e4,3
15,26110,225,7.75,7801,61,2.91,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,15
31,26110,225,7.75,7793,76,3.35,65eed33d-db39-4b87-b8a4-de20693d3821,31
34,26110,225,7.75,7893,80,2.82,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,34
41,26110,225,7.75,7979,57,2.88,5a652d01-49a0-4b52-a54c-51c21b53e0fe,41
44,26110,225,7.75,7950,40,2.63,085d7298-e568-4752-a909-8eecf82e3ebc,44
51,26110,225,7.75,7915,75,2.56,7f445daf-d952-4bf3-b733-def683994895,51
66,26110,225,7.75,7954,83,2.06,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,66
67,26110,225,7.75,8023,90,1.98,09060d5d-c3e1-451b-a3b5-4b2b567660ff,67
68,26110,225,7.75,7866,37,4.1,534a6ddb-dbec-42ac-b559-3f4cbdd66423,68
2,26110,225,9.0,7981,86,2.22,3322caf5-0aeb-4230-89db-c56b23e94819,2
13,26110,225,9.0,7565,80,2.98,8e6be05b-c10c-43db-b062-a559f5033312,13
14,26110,225,9.0,7915,32,2.53,87da47db-3d5c-48b2-b3f2-123123d766f0,14
17,26110,225,9.0,7974,58,3.25,7d40f846-95bc-4c08-b7a1-b4a410852b77,17
28,26110,225,9.0,8009,80,1.92,2abe0875-f8ff-4373-aad8-bca142211a09,28
36,26110,225,9.0,7999,94,2.3,16718611-6bca-4e79-8071-94d68c181ba1,36
37,26110,225,9.0,7948,75,1.77,059f8cfb-52c8-47fd-8d26-b0fec58eafae,37
42,26110,225,9.0,8012,84,2.18,9301277e-6b35-4aa7-bd52-4f56ae0f029b,42
52,26110,225,9.0,7851,40,3.84,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,52
69,26110,225,9.0,8034,77,2.42,8649b489-429a-4894-9c74-827e94f04566,69
4,26111,248,1.5,8187,18,4.16,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,4
9,26111,248,1.5,8165,40,3.43,38ad4b16-44e2-4e52-8d02-b23eca73a48d,9
19,26111,248,1.5,8224,1,2.68,9d425f58-501f-43f3-955e-05126bd09bb5,19
21,26111,248,1.5,8248,35,4.34,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,21
22,26111,248,1.5,8278,26,2.74,1b1159fc-de2b-4ae5-a736-d98d8524a366,22
30,26111,248,1.5,8155,33,3.69,15dfbaca-4429-4c18-90f4-8d4804129e6f,30
48,26111,248,1.5,8167,80,2.52,e4bc0778-6eb7-4065-bf77-a9b6e293735f,48
49,26111,248,1.5,8113,20,3.92,95aaf072-b6be-4da4-9857-deaf20ab49f2,49
61,26111,248,1.5,8221,1,2.04,0e704828-9ccd-480e-8056-3a2a8158df0f,61
64,26111,248,1.5,8184,31,3.55,b3a507ff-2289-4ad3-8922-1a3d0532e154,64
10,26111,248,2.75,8244,16,2.84,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,10
11,26111,248,2.75,8134,83,2.74,94eac034-9d70-40c0-89d4-d9a030a03d26,11
14,26111,248,2.75,8191,68,2.28,c496efe1-6c3e-480d-856f-af132dbe7048,14
27,26111,248,2.75,8270,15,2.91,4a2adf87-0f15-4bc0-9837-899addfb179c,27
29,26111,248,2.75,8139,34,3.23,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,29
34,26111,248,2.75,8164,15,3.85,46c1720a-0af5-44e9-b008-09b89ef78bd9,34
40,26111,248,2.75,8230,22,3.1,88ff8e25-5b4f-453c-add2-298ef66c683c,40
44,26111,248,2.75,8134,5,2.48,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,44
54,26111,248,2.75,8110,14,3.06,3fd185a3-34a1-4f1a-9d01-aee3deee3988,54
66,26111,248,2.75,8198,37,3.17,8fa1d226-bf98-4c72-8961-7121546d4a11,66
3,26111,248,4.0,8048,50,5.39,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,3
33,26111,248,4.0,8148,18,2.88,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,33
36,26111,248,4.0,8233,36,4.35,1f7aa6f4-6516-4b90-8eeb-142b1437644b,36
37,26111,248,4.0,8270,47,3.04,0890b767-b394-4f89-aea1-c60cab7014af,37
38,26111,248,4.0,8230,32,4.07,83dec58f-0765-4ddc-b785-670d8025c467,38
42,26111,248,4.0,8160,39,4.15,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,42
45,26111,248,4.0,8057,23,2.3,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,45
46,26111,248,4.0,8359,33,3.77,68382d9c-6cc5-4669-84bf-c8058e3c1472,46
55,26111,248,4.0,8156,28,7.28,48fe3ca9-b1df-491d-bef9-6d9c5edee227,55
68,26111,248,4.0,8118,26,2.04,50781782-fbf2-4226-a593-5173be906638,68
0,26111,248,5.25,8343,50,2.9,384dc3de-9717-4531-83a1-683588fe1381,0
5,26111,248,5.25,8224,38,4.1,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,5
12,26111,248,5.25,8191,68,2.66,39d4c0f1-9195-4761-98c6-457bad8a2291,12
16,26111,248,5.25,8301,28,4.67,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,16
24,26111,248,5.25,8086,55,6.3,0a4312a1-7156-4c68-9698-0f1495558bee,24
31,26111,248,5.25,8149,74,3.46,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,31
43,26111,248,5.25,8218,55,2.11,4cf04acf-6776-453a-a811-1c5e51c2ece4,43
50,26111,248,5.25,8255,42,4.69,8b72023d-88b1-4615-b871-cac794edf1d9,50
53,26111,248,5.25,8153,25,2.91,46786fd0-ca59-4ffa-a772-fe489fdbd94c,53
60,26111,248,5.25,8361,8,2.21,5f5a825b-b433-4986-b5d6-5239eb407d32,60
1,26111,248,6.5,8132,20,2.8,40860eea-1c44-4896-96b1-ee2d42a6c522,1
2,26111,248,6.5,8221,16,3.26,2c174300-1111-477c-b605-e34e6031cd26,2
15,26111,248,6.5,8081,27,3.26,d80f638e-7e4b-4e80-bc19-a4b764fd7614,15
23,26111,248,6.5,8170,100,3.02,93e661c0-3f68-4205-9141-04164911b7e4,23
39,26111,248,6.5,8191,26,5.23,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,39
47,26111,248,6.5,8230,46,3.08,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,47
57,26111,248,6.5,8232,64,6.03,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,57
59,26111,248,6.5,8214,84,2.85,d98f2d5f-eb3b-4ebd-b714-878343382f2a,59
65,26111,248,6.5,8229,27,2.87,13e24563-ab7e-41df-adf6-e8e88b4d9e08,65
67,26111,248,6.5,8287,64,2.65,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,67
6,26111,248,7.75,7997,46,4.18,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,6
7,26111,248,7.75,8231,64,3.27,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,7
8,26111,248,7.75,8088,36,2.71,534a6ddb-dbec-42ac-b559-3f4cbdd66423,8
25,26111,248,7.75,8091,45,3.53,8845e64c-078b-4a3a-a732-1efe937de14a,25
28,26111,248,7.75,8328,50,2.76,015f75aa-de90-4fdc-8657-d630f1963869,28
32,26111,248,7.75,8279,64,3.07,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,32
