,subID,stimset_rows,chargeSpeeds,stim_dur,responses,RT,movie,trial_num
36,26199,51,1.5,8038,12,2.52,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,36
38,26199,51,1.5,7966,26,2.12,9d425f58-501f-43f3-955e-05126bd09bb5,38
50,26199,51,1.5,8024,37,2.34,e838dadb-c02f-4273-ae93-210720dcd06c,50
55,26199,51,1.5,7949,57,2.8,b3a507ff-2289-4ad3-8922-1a3d0532e154,55
65,26199,51,1.5,7920,40,2.62,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,65
12,26199,51,2.75,7972,57,2.27,3fd185a3-34a1-4f1a-9d01-aee3deee3988,12
18,26199,51,2.75,7984,63,2.74,88ff8e25-5b4f-453c-add2-298ef66c683c,18
25,26199,51,2.75,8036,28,2.12,215ead11-5650-429d-b541-0b107fbb996a,25
26,26199,51,2.75,7939,30,2.77,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,26
29,26199,51,2.75,8015,43,2.85,112b96b3-6518-4053-ad9f-ff77320acc23,29
30,26199,51,2.75,7965,32,2.47,0bad25fa-4a38-4561-9d35-56f1108797cd,30
35,26199,51,2.75,7952,64,2.91,94eac034-9d70-40c0-89d4-d9a030a03d26,35
43,26199,51,2.75,7989,43,3.28,c496efe1-6c3e-480d-856f-af132dbe7048,43
66,26199,51,2.75,7949,56,2.28,8fa1d226-bf98-4c72-8961-7121546d4a11,66
68,26199,51,2.75,7997,63,2.82,46c1720a-0af5-44e9-b008-09b89ef78bd9,68
4,26199,51,4.0,7969,42,3.65,7413c064-c0e5-4104-89aa-79d64ef9d6d9,4
6,26199,51,4.0,7967,70,3.0,50781782-fbf2-4226-a593-5173be906638,6
14,26199,51,4.0,7962,32,2.68,1d41f125-7386-42b4-8250-f6c540c627a8,14
34,26199,51,4.0,7973,37,2.99,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,34
39,26199,51,4.0,7965,59,2.22,70326c05-1133-4c5d-8a4c-3e71e0da8479,39
42,26199,51,4.0,7972,31,3.11,48fe3ca9-b1df-491d-bef9-6d9c5edee227,42
44,26199,51,4.0,8006,70,2.93,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,44
48,26199,51,4.0,8015,40,2.95,114b2369-dce5-4979-8319-c64c85175e6a,48
54,26199,51,4.0,7970,40,2.72,1a1c3419-9320-46a3-8b48-10e9514c3e7d,54
64,26199,51,4.0,8004,56,2.5,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,64
3,26199,51,5.25,7857,35,3.0,46786fd0-ca59-4ffa-a772-fe489fdbd94c,3
8,26199,51,5.25,7951,92,2.7,35ae5b09-f580-4922-91bd-f22c23175a47,8
17,26199,51,5.25,7980,22,3.64,82cc23d1-ba4b-48c5-995a-a30d865ea249,17
19,26199,51,5.25,7980,32,2.46,39d4c0f1-9195-4761-98c6-457bad8a2291,19
41,26199,51,5.25,7958,56,1.86,8b72023d-88b1-4615-b871-cac794edf1d9,41
47,26199,51,5.25,7965,80,2.52,5f5a825b-b433-4986-b5d6-5239eb407d32,47
53,26199,51,5.25,7947,60,3.8,2d3d47a2-03c8-4642-84ec-a8f67c64868c,53
60,26199,51,5.25,7901,57,2.71,0a4312a1-7156-4c68-9698-0f1495558bee,60
63,26199,51,5.25,7952,33,4.92,384dc3de-9717-4531-83a1-683588fe1381,63
67,26199,51,5.25,7963,24,2.91,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,67
7,26199,51,6.5,7949,22,2.11,debe6245-13a4-4a31-b28a-e7b25ce8fa93,7
15,26199,51,6.5,7880,65,2.92,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,15
24,26199,51,6.5,7976,54,2.61,755a600e-d336-4f66-8771-52eed84faf02,24
27,26199,51,6.5,7893,81,2.3,1827c058-6388-491a-b84c-d4d6c512039e,27
32,26199,51,6.5,7953,39,3.08,e3160d16-fe5e-4987-918b-0921ab937804,32
37,26199,51,6.5,7946,93,2.76,8bee64f6-a3cb-48f4-be48-142b9065f5d7,37
40,26199,51,6.5,7989,78,2.47,13e24563-ab7e-41df-adf6-e8e88b4d9e08,40
58,26199,51,6.5,7934,60,2.46,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,58
61,26199,51,6.5,7964,46,2.34,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,61
62,26199,51,6.5,7897,62,2.86,e2c787c5-5358-4a21-bb35-c422b37ef982,62
10,26199,51,7.75,7784,32,3.25,65eed33d-db39-4b87-b8a4-de20693d3821,10
13,26199,51,7.75,8033,87,2.47,3dbdd697-e200-4003-92f8-47202577ad0a,13
22,26199,51,7.75,7836,33,1.84,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,22
28,26199,51,7.75,7802,63,3.38,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,28
33,26199,51,7.75,7949,62,2.38,015f75aa-de90-4fdc-8657-d630f1963869,33
45,26199,51,7.75,7926,32,3.2,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,45
51,26199,51,7.75,7902,97,2.53,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,51
52,26199,51,7.75,7868,42,2.6,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,52
56,26199,51,7.75,7985,89,2.78,09060d5d-c3e1-451b-a3b5-4b2b567660ff,56
69,26199,51,7.75,7911,92,3.02,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,69
2,26199,51,9.0,8003,60,2.29,8649b489-429a-4894-9c74-827e94f04566,2
9,26199,51,9.0,7964,82,2.22,16718611-6bca-4e79-8071-94d68c181ba1,9
16,26199,51,9.0,7940,78,3.06,91327185-f59e-4ae7-a000-fd66526bab82,16
21,26199,51,9.0,7980,65,2.36,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,21
23,26199,51,9.0,7979,69,2.25,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,23
31,26199,51,9.0,7984,31,3.46,2abe0875-f8ff-4373-aad8-bca142211a09,31
46,26199,51,9.0,7942,97,2.33,059f8cfb-52c8-47fd-8d26-b0fec58eafae,46
49,26199,51,9.0,7930,88,2.82,1be4605b-9f78-45d4-8eb0-87bdc69537e2,49
57,26199,51,9.0,7981,85,3.51,7d40f846-95bc-4c08-b7a1-b4a410852b77,57
59,26199,51,9.0,8021,90,3.03,9301277e-6b35-4aa7-bd52-4f56ae0f029b,59
9,26200,190,1.5,8174,8,2.69,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,9
14,26200,190,1.5,8154,0,2.55,9d425f58-501f-43f3-955e-05126bd09bb5,14
21,26200,190,1.5,8195,1,2.26,95aaf072-b6be-4da4-9857-deaf20ab49f2,21
37,26200,190,1.5,8175,0,1.93,1a8cf3c1-690b-449c-bb36-fd3b251837c1,37
39,26200,190,1.5,8165,5,3.26,1f6c6525-a740-48c2-8dfc-9c4fb520c630,39
43,26200,190,1.5,8213,18,3.33,e4bc0778-6eb7-4065-bf77-a9b6e293735f,43
53,26200,190,1.5,8133,5,3.13,15dfbaca-4429-4c18-90f4-8d4804129e6f,53
62,26200,190,1.5,8203,0,1.78,e838dadb-c02f-4273-ae93-210720dcd06c,62
63,26200,190,1.5,8224,6,2.12,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,63
64,26200,190,1.5,8114,5,2.1,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,64
4,26200,190,2.75,8213,67,3.34,3fd185a3-34a1-4f1a-9d01-aee3deee3988,4
13,26200,190,2.75,8154,19,2.4,112b96b3-6518-4053-ad9f-ff77320acc23,13
17,26200,190,2.75,8185,11,2.98,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,17
18,26200,190,2.75,8198,10,3.06,c49bbdbd-6e52-4da5-887c-72db9cec7d93,18
27,26200,190,2.75,8222,28,1.93,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,27
29,26200,190,2.75,8162,26,2.11,8fa1d226-bf98-4c72-8961-7121546d4a11,29
34,26200,190,2.75,8130,26,2.37,32110051-52cf-4952-a6e5-4c5fe75760b7,34
41,26200,190,2.75,8187,41,2.74,88ff8e25-5b4f-453c-add2-298ef66c683c,41
44,26200,190,2.75,8214,54,2.25,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,44
65,26200,190,2.75,8168,53,2.32,215ead11-5650-429d-b541-0b107fbb996a,65
3,26200,190,4.0,8226,39,3.32,fb491605-8f46-43ab-ba62-bfd86d95e4d6,3
7,26200,190,4.0,8228,38,4.43,0890b767-b394-4f89-aea1-c60cab7014af,7
16,26200,190,4.0,8222,44,3.82,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,16
23,26200,190,4.0,8190,37,5.01,1f7aa6f4-6516-4b90-8eeb-142b1437644b,23
28,26200,190,4.0,8151,31,2.98,50781782-fbf2-4226-a593-5173be906638,28
32,26200,190,4.0,8183,56,2.27,83dec58f-0765-4ddc-b785-670d8025c467,32
40,26200,190,4.0,8168,53,2.63,9f53cd68-f278-45d6-806a-74eeef55bbcc,40
50,26200,190,4.0,8109,47,1.97,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,50
52,26200,190,4.0,8133,59,1.89,70326c05-1133-4c5d-8a4c-3e71e0da8479,52
59,26200,190,4.0,8116,54,3.45,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,59
11,26200,190,5.25,8142,65,3.24,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,11
22,26200,190,5.25,8144,67,3.45,4cf04acf-6776-453a-a811-1c5e51c2ece4,22
25,26200,190,5.25,8162,70,2.4,2d3d47a2-03c8-4642-84ec-a8f67c64868c,25
30,26200,190,5.25,8146,63,1.92,86e934a2-75ef-4084-a167-ce0ca737532d,30
47,26200,190,5.25,8153,71,3.51,8e0deaa9-1ac5-4e69-817a-3204f157f360,47
49,26200,190,5.25,8153,68,3.45,2ef99e5f-bc49-429b-b086-41ed4571b58a,49
54,26200,190,5.25,8263,71,2.26,82cc23d1-ba4b-48c5-995a-a30d865ea249,54
56,26200,190,5.25,8159,80,2.48,39d4c0f1-9195-4761-98c6-457bad8a2291,56
58,26200,190,5.25,8184,56,2.52,5f5a825b-b433-4986-b5d6-5239eb407d32,58
68,26200,190,5.25,8168,69,2.69,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,68
10,26200,190,6.5,8186,79,3.61,93e661c0-3f68-4205-9141-04164911b7e4,10
12,26200,190,6.5,8183,74,2.09,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,12
26,26200,190,6.5,8152,63,2.82,755a600e-d336-4f66-8771-52eed84faf02,26
31,26200,190,6.5,8089,75,1.93,d80f638e-7e4b-4e80-bc19-a4b764fd7614,31
38,26200,190,6.5,8114,65,1.58,e3160d16-fe5e-4987-918b-0921ab937804,38
42,26200,190,6.5,8064,69,2.4,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,42
45,26200,190,6.5,8158,85,2.48,8bee64f6-a3cb-48f4-be48-142b9065f5d7,45
46,26200,190,6.5,8169,79,2.06,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,46
48,26200,190,6.5,8150,69,2.03,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,48
57,26200,190,6.5,8097,76,2.16,5456278f-d454-4194-af69-2784112cffb9,57
2,26200,190,7.75,8235,70,4.19,5a652d01-49a0-4b52-a54c-51c21b53e0fe,2
5,26200,190,7.75,8098,69,3.18,534a6ddb-dbec-42ac-b559-3f4cbdd66423,5
6,26200,190,7.75,8176,69,3.09,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,6
15,26200,190,7.75,8058,74,4.6,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,15
19,26200,190,7.75,8204,71,2.11,8b590505-e40d-4ff8-802d-5430cc2802b6,19
35,26200,190,7.75,8184,76,1.96,09060d5d-c3e1-451b-a3b5-4b2b567660ff,35
60,26200,190,7.75,8015,79,2.33,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,60
61,26200,190,7.75,8097,84,2.84,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,61
67,26200,190,7.75,7935,84,2.36,65eed33d-db39-4b87-b8a4-de20693d3821,67
69,26200,190,7.75,8047,88,2.07,7f445daf-d952-4bf3-b733-def683994895,69
0,26200,190,9.0,8193,84,4.23,91327185-f59e-4ae7-a000-fd66526bab82,0
1,26200,190,9.0,8223,60,4.06,9301277e-6b35-4aa7-bd52-4f56ae0f029b,1
8,26200,190,9.0,8173,75,3.88,9f7e489f-4076-4332-b57e-13a42d4c75fd,8
20,26200,190,9.0,8216,100,2.74,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,20
24,26200,190,9.0,8195,75,2.15,a5228b86-ba0a-42f2-aa38-23b5369f0e56,24
33,26200,190,9.0,8135,90,1.94,1be4605b-9f78-45d4-8eb0-87bdc69537e2,33
36,26200,190,9.0,8099,91,2.04,132133b4-5554-4500-9494-87f534100012,36
51,26200,190,9.0,8084,95,2.81,059f8cfb-52c8-47fd-8d26-b0fec58eafae,51
55,26200,190,9.0,8159,92,2.39,7d40f846-95bc-4c08-b7a1-b4a410852b77,55
66,26200,190,9.0,8163,82,1.61,6a57f963-5846-4eaa-a5d2-0e658499a4a9,66
1,26201,192,1.5,8065,43,2.22,50919f52-6a9c-4824-b24f-2f1aebd58e1b,1
15,26201,192,1.5,8082,61,2.33,0e704828-9ccd-480e-8056-3a2a8158df0f,15
18,26201,192,1.5,7963,26,2.38,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,18
21,26201,192,1.5,7994,33,1.83,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,21
36,26201,192,1.5,8002,10,2.22,1b1159fc-de2b-4ae5-a736-d98d8524a366,36
42,26201,192,1.5,8035,18,1.54,95aaf072-b6be-4da4-9857-deaf20ab49f2,42
45,26201,192,1.5,8071,17,2.17,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,45
56,26201,192,1.5,7986,23,2.42,b3a507ff-2289-4ad3-8922-1a3d0532e154,56
58,26201,192,1.5,8073,29,2.76,8ed7c0fc-1490-4e35-a000-7f7357a0772a,58
68,26201,192,1.5,8017,23,2.07,7e595f18-f375-4ca5-b922-61b8d693804d,68
7,26201,192,2.75,8085,22,2.97,42a6675b-868f-488d-a671-17a04c97ab01,7
9,26201,192,2.75,8058,11,2.09,112b96b3-6518-4053-ad9f-ff77320acc23,9
19,26201,192,2.75,8060,34,2.9,c49bbdbd-6e52-4da5-887c-72db9cec7d93,19
28,26201,192,2.75,8069,50,1.9,215ead11-5650-429d-b541-0b107fbb996a,28
38,26201,192,2.75,8011,33,2.5,8fa1d226-bf98-4c72-8961-7121546d4a11,38
40,26201,192,2.75,8036,24,2.28,94eac034-9d70-40c0-89d4-d9a030a03d26,40
49,26201,192,2.75,8019,26,1.34,3fd185a3-34a1-4f1a-9d01-aee3deee3988,49
57,26201,192,2.75,8099,22,2.42,46c1720a-0af5-44e9-b008-09b89ef78bd9,57
66,26201,192,2.75,8008,27,2.5,8dc79a0d-b826-4ac2-8483-04346b06960d,66
67,26201,192,2.75,8061,30,2.58,4a2adf87-0f15-4bc0-9837-899addfb179c,67
10,26201,192,4.0,8019,17,2.74,48fe3ca9-b1df-491d-bef9-6d9c5edee227,10
13,26201,192,4.0,8029,43,2.93,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,13
22,26201,192,4.0,8076,37,2.47,114b2369-dce5-4979-8319-c64c85175e6a,22
31,26201,192,4.0,8022,43,1.65,7413c064-c0e5-4104-89aa-79d64ef9d6d9,31
43,26201,192,4.0,8046,12,3.22,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,43
46,26201,192,4.0,8037,67,2.15,50781782-fbf2-4226-a593-5173be906638,46
47,26201,192,4.0,8006,63,1.7,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,47
54,26201,192,4.0,8033,24,2.97,9f53cd68-f278-45d6-806a-74eeef55bbcc,54
59,26201,192,4.0,8050,78,3.43,1d41f125-7386-42b4-8250-f6c540c627a8,59
69,26201,192,4.0,8045,59,2.5,83dec58f-0765-4ddc-b785-670d8025c467,69
4,26201,192,5.25,8038,44,2.71,8b72023d-88b1-4615-b871-cac794edf1d9,4
8,26201,192,5.25,8036,21,4.07,4cf04acf-6776-453a-a811-1c5e51c2ece4,8
34,26201,192,5.25,8040,39,2.12,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,34
35,26201,192,5.25,8024,29,1.72,35ae5b09-f580-4922-91bd-f22c23175a47,35
44,26201,192,5.25,8064,22,2.54,27f4d7f8-d998-48b2-a3e4-f885f21c713d,44
52,26201,192,5.25,8029,74,1.76,384dc3de-9717-4531-83a1-683588fe1381,52
61,26201,192,5.25,8030,68,2.09,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,61
62,26201,192,5.25,8081,74,3.02,124d9b3a-acac-4627-93e0-f05b493598f3,62
63,26201,192,5.25,8032,39,4.61,8e0deaa9-1ac5-4e69-817a-3204f157f360,63
64,26201,192,5.25,8039,73,2.52,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,64
3,26201,192,6.5,7945,36,2.85,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,3
11,26201,192,6.5,8011,72,3.36,93e661c0-3f68-4205-9141-04164911b7e4,11
12,26201,192,6.5,7976,66,2.49,debe6245-13a4-4a31-b28a-e7b25ce8fa93,12
14,26201,192,6.5,8021,72,2.5,2c174300-1111-477c-b605-e34e6031cd26,14
16,26201,192,6.5,7940,45,2.38,1827c058-6388-491a-b84c-d4d6c512039e,16
20,26201,192,6.5,8008,68,2.02,8bee64f6-a3cb-48f4-be48-142b9065f5d7,20
26,26201,192,6.5,8058,54,2.82,755a600e-d336-4f66-8771-52eed84faf02,26
30,26201,192,6.5,8045,77,1.75,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,30
48,26201,192,6.5,8002,65,1.78,e3160d16-fe5e-4987-918b-0921ab937804,48
50,26201,192,6.5,8055,28,2.24,187f8493-9a30-43cc-a2bd-5d96f6d2263d,50
0,26201,192,7.75,7950,22,3.06,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,0
2,26201,192,7.75,7937,66,3.27,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,2
5,26201,192,7.75,7895,59,2.17,534a6ddb-dbec-42ac-b559-3f4cbdd66423,5
6,26201,192,7.75,7839,71,2.78,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,6
17,26201,192,7.75,8045,54,2.62,015f75aa-de90-4fdc-8657-d630f1963869,17
25,26201,192,7.75,7928,38,2.29,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,25
41,26201,192,7.75,8015,31,3.15,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,41
51,26201,192,7.75,7873,74,2.81,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,51
60,26201,192,7.75,7971,71,4.0,8845e64c-078b-4a3a-a732-1efe937de14a,60
65,26201,192,7.75,8047,73,2.41,09060d5d-c3e1-451b-a3b5-4b2b567660ff,65
23,26201,192,9.0,8043,72,2.73,7d40f846-95bc-4c08-b7a1-b4a410852b77,23
24,26201,192,9.0,7585,80,2.86,8e6be05b-c10c-43db-b062-a559f5033312,24
27,26201,192,9.0,8059,45,3.0,a5228b86-ba0a-42f2-aa38-23b5369f0e56,27
29,26201,192,9.0,8043,73,2.31,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,29
32,26201,192,9.0,8017,54,1.62,1be4605b-9f78-45d4-8eb0-87bdc69537e2,32
33,26201,192,9.0,8057,57,2.53,2abe0875-f8ff-4373-aad8-bca142211a09,33
37,26201,192,9.0,7942,71,2.3,132133b4-5554-4500-9494-87f534100012,37
39,26201,192,9.0,8031,59,1.85,6a57f963-5846-4eaa-a5d2-0e658499a4a9,39
53,26201,192,9.0,7981,60,1.86,3322caf5-0aeb-4230-89db-c56b23e94819,53
55,26201,192,9.0,7899,72,3.39,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,55
10,26202,5,1.5,8032,21,2.56,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,10
11,26202,5,1.5,8058,21,1.98,8ed7c0fc-1490-4e35-a000-7f7357a0772a,11
17,26202,5,1.5,8073,11,3.15,e4bc0778-6eb7-4065-bf77-a9b6e293735f,17
38,26202,5,1.5,8106,13,1.32,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,38
44,26202,5,1.5,8004,6,4.0,9d425f58-501f-43f3-955e-05126bd09bb5,44
45,26202,5,1.5,8053,12,2.38,50919f52-6a9c-4824-b24f-2f1aebd58e1b,45
53,26202,5,1.5,7992,10,2.21,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,53
60,26202,5,1.5,8036,22,1.49,95aaf072-b6be-4da4-9857-deaf20ab49f2,60
63,26202,5,1.5,8087,12,1.99,0e704828-9ccd-480e-8056-3a2a8158df0f,63
65,26202,5,1.5,8024,14,1.52,1a8cf3c1-690b-449c-bb36-fd3b251837c1,65
4,26202,5,2.75,8037,37,1.61,8fa1d226-bf98-4c72-8961-7121546d4a11,4
8,26202,5,2.75,8072,25,1.79,4a2adf87-0f15-4bc0-9837-899addfb179c,8
16,26202,5,2.75,8069,26,1.42,46c1720a-0af5-44e9-b008-09b89ef78bd9,16
23,26202,5,2.75,8060,14,1.8,112b96b3-6518-4053-ad9f-ff77320acc23,23
37,26202,5,2.75,8040,12,2.4,c496efe1-6c3e-480d-856f-af132dbe7048,37
40,26202,5,2.75,8051,28,2.13,c49bbdbd-6e52-4da5-887c-72db9cec7d93,40
51,26202,5,2.75,7994,22,1.86,8dc79a0d-b826-4ac2-8483-04346b06960d,51
56,26202,5,2.75,7995,29,2.14,59df47e5-696a-407f-aa33-94dab9b3e492,56
66,26202,5,2.75,8017,25,1.79,94eac034-9d70-40c0-89d4-d9a030a03d26,66
69,26202,5,2.75,8054,43,1.52,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,69
3,26202,5,4.0,8075,41,1.92,1d41f125-7386-42b4-8250-f6c540c627a8,3
22,26202,5,4.0,8041,29,1.76,70326c05-1133-4c5d-8a4c-3e71e0da8479,22
26,26202,5,4.0,8031,32,1.69,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,26
27,26202,5,4.0,7995,20,1.75,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,27
28,26202,5,4.0,8040,31,1.21,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,28
34,26202,5,4.0,8084,24,2.11,50781782-fbf2-4226-a593-5173be906638,34
41,26202,5,4.0,8050,38,1.92,114b2369-dce5-4979-8319-c64c85175e6a,41
52,26202,5,4.0,8020,44,1.42,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,52
57,26202,5,4.0,8016,38,1.54,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,57
58,26202,5,4.0,8032,44,1.6,48fe3ca9-b1df-491d-bef9-6d9c5edee227,58
1,26202,5,5.25,8018,41,1.54,39d4c0f1-9195-4761-98c6-457bad8a2291,1
14,26202,5,5.25,8046,43,2.76,5f5a825b-b433-4986-b5d6-5239eb407d32,14
20,26202,5,5.25,8034,33,1.32,8e0deaa9-1ac5-4e69-817a-3204f157f360,20
21,26202,5,5.25,8043,36,2.04,4cf04acf-6776-453a-a811-1c5e51c2ece4,21
29,26202,5,5.25,8040,27,2.68,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,29
36,26202,5,5.25,7879,45,1.69,46786fd0-ca59-4ffa-a772-fe489fdbd94c,36
39,26202,5,5.25,8037,55,1.52,384dc3de-9717-4531-83a1-683588fe1381,39
43,26202,5,5.25,7976,46,1.42,0a4312a1-7156-4c68-9698-0f1495558bee,43
47,26202,5,5.25,8048,63,1.65,2ef99e5f-bc49-429b-b086-41ed4571b58a,47
48,26202,5,5.25,8061,76,2.83,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,48
0,26202,5,6.5,8084,43,1.87,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,0
7,26202,5,6.5,8011,41,1.47,2c174300-1111-477c-b605-e34e6031cd26,7
9,26202,5,6.5,7972,58,2.18,1827c058-6388-491a-b84c-d4d6c512039e,9
12,26202,5,6.5,7942,40,2.02,e2c787c5-5358-4a21-bb35-c422b37ef982,12
18,26202,5,6.5,8048,25,1.75,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,18
30,26202,5,6.5,8001,44,2.47,debe6245-13a4-4a31-b28a-e7b25ce8fa93,30
33,26202,5,6.5,8006,46,3.04,e3160d16-fe5e-4987-918b-0921ab937804,33
42,26202,5,6.5,8018,41,1.19,8bee64f6-a3cb-48f4-be48-142b9065f5d7,42
49,26202,5,6.5,8067,51,2.17,d98f2d5f-eb3b-4ebd-b714-878343382f2a,49
50,26202,5,6.5,8039,44,1.72,93e661c0-3f68-4205-9141-04164911b7e4,50
2,26202,5,7.75,7985,44,1.42,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,2
6,26202,5,7.75,7933,36,1.82,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,6
19,26202,5,7.75,8091,45,2.47,3dbdd697-e200-4003-92f8-47202577ad0a,19
35,26202,5,7.75,7976,56,1.64,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,35
46,26202,5,7.75,7948,60,1.25,085d7298-e568-4752-a909-8eecf82e3ebc,46
55,26202,5,7.75,7962,71,1.4,7f445daf-d952-4bf3-b733-def683994895,55
61,26202,5,7.75,7983,59,1.61,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,61
62,26202,5,7.75,7936,53,1.25,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,62
64,26202,5,7.75,7895,62,1.52,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,64
67,26202,5,7.75,8041,53,1.33,5a652d01-49a0-4b52-a54c-51c21b53e0fe,67
5,26202,5,9.0,8059,38,2.79,6a57f963-5846-4eaa-a5d2-0e658499a4a9,5
13,26202,5,9.0,7955,38,2.17,87da47db-3d5c-48b2-b3f2-123123d766f0,13
15,26202,5,9.0,8052,43,1.76,1be4605b-9f78-45d4-8eb0-87bdc69537e2,15
24,26202,5,9.0,8031,55,1.84,abb20336-74c4-448b-a5f7-252c765a55f4,24
25,26202,5,9.0,8078,59,1.8,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,25
31,26202,5,9.0,8010,56,2.14,7d40f846-95bc-4c08-b7a1-b4a410852b77,31
32,26202,5,9.0,7898,61,1.88,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,32
54,26202,5,9.0,8088,77,1.7,9301277e-6b35-4aa7-bd52-4f56ae0f029b,54
59,26202,5,9.0,7987,60,1.35,9f7e489f-4076-4332-b57e-13a42d4c75fd,59
68,26202,5,9.0,8004,68,1.36,059f8cfb-52c8-47fd-8d26-b0fec58eafae,68
6,26204,101,1.5,8570,1,3.25,1a8cf3c1-690b-449c-bb36-fd3b251837c1,6
34,26204,101,1.5,8633,2,5.03,8ed7c0fc-1490-4e35-a000-7f7357a0772a,34
35,26204,101,1.5,8359,9,3.12,95aaf072-b6be-4da4-9857-deaf20ab49f2,35
44,26204,101,1.5,8473,38,4.53,7e595f18-f375-4ca5-b922-61b8d693804d,44
47,26204,101,1.5,8565,0,3.39,15dfbaca-4429-4c18-90f4-8d4804129e6f,47
55,26204,101,1.5,8654,0,4.41,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,55
57,26204,101,1.5,8522,59,2.9,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,57
66,26204,101,1.5,8543,9,5.09,e838dadb-c02f-4273-ae93-210720dcd06c,66
68,26204,101,1.5,8539,0,3.96,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,68
