,subID,stimset_rows,chargeSpeeds,stim_dur,responses,RT,movie,trial_num
39,26074,,5.25,7947,46.0,2.32,86e934a2-75ef-4084-a167-ce0ca737532d,39
42,26074,,5.25,7986,57.0,1.91,2d3d47a2-03c8-4642-84ec-a8f67c64868c,42
53,26074,,5.25,8086,,,2ef99e5f-bc49-429b-b086-41ed4571b58a,53
58,26074,,5.25,8019,48.0,2.36,124d9b3a-acac-4627-93e0-f05b493598f3,58
62,26074,,5.25,7987,25.0,2.42,4cf04acf-6776-453a-a811-1c5e51c2ece4,62
65,26074,,5.25,7970,34.0,1.38,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,65
68,26074,,5.25,7852,53.0,0.97,46786fd0-ca59-4ffa-a772-fe489fdbd94c,68
2,26074,,6.5,8020,74.0,1.99,d98f2d5f-eb3b-4ebd-b714-878343382f2a,2
18,26074,,6.5,8021,40.0,1.77,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,18
21,26074,,6.5,8006,22.0,2.02,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,21
24,26074,,6.5,7912,22.0,3.04,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,24
25,26074,,6.5,7972,36.0,1.69,1827c058-6388-491a-b84c-d4d6c512039e,25
34,26074,,6.5,7935,54.0,1.81,d80f638e-7e4b-4e80-bc19-a4b764fd7614,34
41,26074,,6.5,7961,70.0,2.05,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,41
45,26074,,6.5,7898,68.0,2.31,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,45
57,26074,,6.5,7955,22.0,1.87,2c174300-1111-477c-b605-e34e6031cd26,57
60,26074,,6.5,7987,69.0,5.94,93e661c0-3f68-4205-9141-04164911b7e4,60
4,26074,,7.75,7871,63.0,2.06,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
10,26074,,7.75,7857,59.0,3.04,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,10
12,26074,,7.75,7954,84.0,1.34,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,12
22,26074,,7.75,7982,58.0,2.4,8b590505-e40d-4ff8-802d-5430cc2802b6,22
32,26074,,7.75,7968,92.0,1.29,015f75aa-de90-4fdc-8657-d630f1963869,32
37,26074,,7.75,7799,50.0,8.69,65eed33d-db39-4b87-b8a4-de20693d3821,37
48,26074,,7.75,7903,63.0,1.27,7f445daf-d952-4bf3-b733-def683994895,48
50,26074,,7.75,7971,28.0,2.3,8845e64c-078b-4a3a-a732-1efe937de14a,50
54,26074,,7.75,7946,90.0,1.52,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,54
56,26074,,7.75,8054,19.0,3.37,09060d5d-c3e1-451b-a3b5-4b2b567660ff,56
1,26074,,9.0,7838,85.0,1.87,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1
9,26074,,9.0,8002,44.0,4.09,8649b489-429a-4894-9c74-827e94f04566,9
14,26074,,9.0,8034,45.0,3.7,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,14
15,26074,,9.0,8068,94.0,1.37,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,15
16,26074,,9.0,8022,48.0,2.06,2abe0875-f8ff-4373-aad8-bca142211a09,16
31,26074,,9.0,7996,24.0,2.9,16718611-6bca-4e79-8071-94d68c181ba1,31
36,26074,,9.0,8071,64.0,2.02,6a57f963-5846-4eaa-a5d2-0e658499a4a9,36
52,26074,,9.0,7934,5.0,3.4,91327185-f59e-4ae7-a000-fd66526bab82,52
64,26074,,9.0,8036,50.0,3.18,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,64
67,26074,,9.0,7950,38.0,1.94,3322caf5-0aeb-4230-89db-c56b23e94819,67
3,26075,,1.5,7952,21.0,2.15,1b1159fc-de2b-4ae5-a736-d98d8524a366,3
12,26075,,1.5,7932,5.0,3.16,b3a507ff-2289-4ad3-8922-1a3d0532e154,12
14,26075,,1.5,8015,9.0,3.18,38ad4b16-44e2-4e52-8d02-b23eca73a48d,14
33,26075,,1.5,7970,2.0,2.67,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,33
35,26075,,1.5,7953,17.0,2.08,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,35
40,26075,,1.5,8009,21.0,2.33,50919f52-6a9c-4824-b24f-2f1aebd58e1b,40
42,26075,,1.5,8033,16.0,2.22,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,42
43,26075,,1.5,8019,12.0,1.88,9d425f58-501f-43f3-955e-05126bd09bb5,43
58,26075,,1.5,8035,7.0,4.07,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,58
60,26075,,1.5,7971,11.0,3.3,1f6c6525-a740-48c2-8dfc-9c4fb520c630,60
4,26075,,2.75,7998,31.0,2.44,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,4
18,26075,,2.75,8042,29.0,3.08,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,18
19,26075,,2.75,8015,34.0,2.6,88ff8e25-5b4f-453c-add2-298ef66c683c,19
32,26075,,2.75,7976,13.0,2.74,94eac034-9d70-40c0-89d4-d9a030a03d26,32
46,26075,,2.75,7998,3.0,2.49,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,46
48,26075,,2.75,8016,29.0,4.42,c496efe1-6c3e-480d-856f-af132dbe7048,48
49,26075,,2.75,8064,26.0,2.46,215ead11-5650-429d-b541-0b107fbb996a,49
52,26075,,2.75,7984,17.0,3.63,59df47e5-696a-407f-aa33-94dab9b3e492,52
53,26075,,2.75,8043,32.0,2.84,4a2adf87-0f15-4bc0-9837-899addfb179c,53
55,26075,,2.75,8005,25.0,2.33,112b96b3-6518-4053-ad9f-ff77320acc23,55
1,26075,,4.0,7974,42.0,2.38,1a1c3419-9320-46a3-8b48-10e9514c3e7d,1
9,26075,,4.0,8033,39.0,2.05,68382d9c-6cc5-4669-84bf-c8058e3c1472,9
10,26075,,4.0,7966,19.0,1.88,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,10
13,26075,,4.0,8014,26.0,2.68,9f53cd68-f278-45d6-806a-74eeef55bbcc,13
31,26075,,4.0,8001,29.0,2.83,83dec58f-0765-4ddc-b785-670d8025c467,31
41,26075,,4.0,8000,27.0,1.94,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,41
45,26075,,4.0,8002,15.0,2.67,1d41f125-7386-42b4-8250-f6c540c627a8,45
56,26075,,4.0,7992,24.0,2.89,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,56
57,26075,,4.0,8018,25.0,2.57,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,57
59,26075,,4.0,8077,15.0,2.47,0890b767-b394-4f89-aea1-c60cab7014af,59
7,26075,,5.25,8069,37.0,2.76,124d9b3a-acac-4627-93e0-f05b493598f3,7
22,26075,,5.25,8002,54.0,4.36,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,22
26,26075,,5.25,8041,65.0,1.97,2ef99e5f-bc49-429b-b086-41ed4571b58a,26
37,26075,,5.25,7955,38.0,1.82,2d3d47a2-03c8-4642-84ec-a8f67c64868c,37
50,26075,,5.25,7933,37.0,2.26,0a4312a1-7156-4c68-9698-0f1495558bee,50
51,26075,,5.25,7932,31.0,2.28,86e934a2-75ef-4084-a167-ce0ca737532d,51
54,26075,,5.25,7977,22.0,2.72,35ae5b09-f580-4922-91bd-f22c23175a47,54
63,26075,,5.25,7983,64.0,2.37,8e0deaa9-1ac5-4e69-817a-3204f157f360,63
66,26075,,5.25,8007,38.0,1.87,8b72023d-88b1-4615-b871-cac794edf1d9,66
68,26075,,5.25,8012,36.0,2.2,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,68
5,26075,,6.5,8009,41.0,2.68,13e24563-ab7e-41df-adf6-e8e88b4d9e08,5
8,26075,,6.5,7978,48.0,3.69,2c174300-1111-477c-b605-e34e6031cd26,8
11,26075,,6.5,7940,22.0,2.63,e3160d16-fe5e-4987-918b-0921ab937804,11
16,26075,,6.5,7992,65.0,2.01,5456278f-d454-4194-af69-2784112cffb9,16
21,26075,,6.5,7939,45.0,2.15,debe6245-13a4-4a31-b28a-e7b25ce8fa93,21
23,26075,,6.5,8000,56.0,3.22,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,23
27,26075,,6.5,7893,44.0,2.01,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,27
30,26075,,6.5,7997,26.0,3.01,755a600e-d336-4f66-8771-52eed84faf02,30
62,26075,,6.5,7997,66.0,1.86,187f8493-9a30-43cc-a2bd-5d96f6d2263d,62
65,26075,,6.5,8005,58.0,1.98,d98f2d5f-eb3b-4ebd-b714-878343382f2a,65
2,26075,,7.75,7911,34.0,2.06,7f445daf-d952-4bf3-b733-def683994895,2
15,26075,,7.75,7859,77.0,2.45,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,15
17,26075,,7.75,7934,45.0,3.54,085d7298-e568-4752-a909-8eecf82e3ebc,17
20,26075,,7.75,7870,84.0,2.95,534a6ddb-dbec-42ac-b559-3f4cbdd66423,20
38,26075,,7.75,7953,54.0,2.6,8b590505-e40d-4ff8-802d-5430cc2802b6,38
39,26075,,7.75,7995,63.0,2.27,015f75aa-de90-4fdc-8657-d630f1963869,39
44,26075,,7.75,7885,81.0,2.17,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,44
64,26075,,7.75,7318,65.0,2.21,981d9d90-47c5-4443-a939-26060914c7e4,64
67,26075,,7.75,7950,65.0,1.94,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,67
69,26075,,7.75,7999,65.0,2.48,5a652d01-49a0-4b52-a54c-51c21b53e0fe,69
0,26075,,9.0,8137,56.0,2.54,2abe0875-f8ff-4373-aad8-bca142211a09,0
6,26075,,9.0,7881,34.0,3.03,132133b4-5554-4500-9494-87f534100012,6
24,26075,,9.0,8008,86.0,2.37,a5228b86-ba0a-42f2-aa38-23b5369f0e56,24
25,26075,,9.0,7971,83.0,3.32,1be4605b-9f78-45d4-8eb0-87bdc69537e2,25
28,26075,,9.0,8079,33.0,1.81,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,28
29,26075,,9.0,7992,43.0,2.29,8649b489-429a-4894-9c74-827e94f04566,29
34,26075,,9.0,7987,29.0,2.9,7d40f846-95bc-4c08-b7a1-b4a410852b77,34
36,26075,,9.0,8001,65.0,2.56,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,36
47,26075,,9.0,7964,92.0,2.95,9f7e489f-4076-4332-b57e-13a42d4c75fd,47
61,26075,,9.0,7910,88.0,3.66,91327185-f59e-4ae7-a000-fd66526bab82,61
3,26076,,1.5,7976,0.0,2.9,1b1159fc-de2b-4ae5-a736-d98d8524a366,3
4,26076,,1.5,7991,0.0,2.48,9d425f58-501f-43f3-955e-05126bd09bb5,4
6,26076,,1.5,8056,0.0,3.44,0e704828-9ccd-480e-8056-3a2a8158df0f,6
14,26076,,1.5,7977,0.0,5.81,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,14
16,26076,,1.5,7985,,,e4bc0778-6eb7-4065-bf77-a9b6e293735f,16
39,26076,,1.5,8044,23.0,4.53,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,39
42,26076,,1.5,7974,0.0,2.52,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,42
52,26076,,1.5,8004,0.0,3.96,8ed7c0fc-1490-4e35-a000-7f7357a0772a,52
53,26076,,1.5,8024,0.0,3.07,1a8cf3c1-690b-449c-bb36-fd3b251837c1,53
60,26076,,1.5,8011,0.0,3.43,1f6c6525-a740-48c2-8dfc-9c4fb520c630,60
0,26076,,2.75,8123,0.0,2.82,42a6675b-868f-488d-a671-17a04c97ab01,0
5,26076,,2.75,7972,0.0,3.16,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5
11,26076,,2.75,7928,0.0,5.16,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,11
17,26076,,2.75,8043,0.0,2.46,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,17
29,26076,,2.75,7974,0.0,2.26,88ff8e25-5b4f-453c-add2-298ef66c683c,29
30,26076,,2.75,8042,7.0,4.76,4a2adf87-0f15-4bc0-9837-899addfb179c,30
45,26076,,2.75,8023,4.0,2.15,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,45
54,26076,,2.75,8072,0.0,2.68,112b96b3-6518-4053-ad9f-ff77320acc23,54
56,26076,,2.75,7994,1.0,3.19,8fa1d226-bf98-4c72-8961-7121546d4a11,56
65,26076,,2.75,8029,0.0,2.76,215ead11-5650-429d-b541-0b107fbb996a,65
1,26076,,4.0,8016,0.0,3.51,fb491605-8f46-43ab-ba62-bfd86d95e4d6,1
10,26076,,4.0,8064,0.0,2.15,0890b767-b394-4f89-aea1-c60cab7014af,10
21,26076,,4.0,7968,0.0,2.35,9f53cd68-f278-45d6-806a-74eeef55bbcc,21
22,26076,,4.0,8008,0.0,2.47,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,22
23,26076,,4.0,7976,72.0,3.11,48fe3ca9-b1df-491d-bef9-6d9c5edee227,23
35,26076,,4.0,7973,0.0,2.52,83dec58f-0765-4ddc-b785-670d8025c467,35
37,26076,,4.0,7993,66.0,2.64,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,37
38,26076,,4.0,7959,19.0,2.98,1f7aa6f4-6516-4b90-8eeb-142b1437644b,38
48,26076,,4.0,8018,65.0,2.14,7413c064-c0e5-4104-89aa-79d64ef9d6d9,48
61,26076,,4.0,7985,0.0,2.55,114b2369-dce5-4979-8319-c64c85175e6a,61
8,26076,,5.25,7956,100.0,4.76,384dc3de-9717-4531-83a1-683588fe1381,8
31,26076,,5.25,7962,0.0,3.17,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,31
44,26076,,5.25,7944,10.0,3.52,2d3d47a2-03c8-4642-84ec-a8f67c64868c,44
46,26076,,5.25,7967,88.0,4.34,5f5a825b-b433-4986-b5d6-5239eb407d32,46
47,26076,,5.25,8004,72.0,3.22,8b72023d-88b1-4615-b871-cac794edf1d9,47
49,26076,,5.25,7948,50.0,7.28,8e0deaa9-1ac5-4e69-817a-3204f157f360,49
57,26076,,5.25,7921,14.0,2.62,86e934a2-75ef-4084-a167-ce0ca737532d,57
63,26076,,5.25,7996,4.0,2.85,82cc23d1-ba4b-48c5-995a-a30d865ea249,63
66,26076,,5.25,8016,88.0,2.54,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,66
69,26076,,5.25,8012,82.0,2.07,8a889364-bfa4-42f7-8d4c-ee7478ea863c,69
7,26076,,6.5,7966,0.0,2.19,debe6245-13a4-4a31-b28a-e7b25ce8fa93,7
9,26076,,6.5,8029,100.0,3.04,755a600e-d336-4f66-8771-52eed84faf02,9
15,26076,,6.5,8027,0.0,3.19,93e661c0-3f68-4205-9141-04164911b7e4,15
25,26076,,6.5,7972,100.0,2.39,40860eea-1c44-4896-96b1-ee2d42a6c522,25
28,26076,,6.5,8017,0.0,3.38,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,28
34,26076,,6.5,7988,0.0,2.22,d98f2d5f-eb3b-4ebd-b714-878343382f2a,34
43,26076,,6.5,7981,4.0,2.61,13e24563-ab7e-41df-adf6-e8e88b4d9e08,43
55,26076,,6.5,7990,82.0,2.62,1827c058-6388-491a-b84c-d4d6c512039e,55
62,26076,,6.5,7901,13.0,2.77,e3160d16-fe5e-4987-918b-0921ab937804,62
67,26076,,6.5,7878,0.0,2.19,e2c787c5-5358-4a21-bb35-c422b37ef982,67
13,26076,,7.75,7876,100.0,2.63,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,13
19,26076,,7.75,7839,100.0,2.84,534a6ddb-dbec-42ac-b559-3f4cbdd66423,19
20,26076,,7.75,7808,100.0,3.07,65eed33d-db39-4b87-b8a4-de20693d3821,20
26,26076,,7.75,8001,100.0,3.49,015f75aa-de90-4fdc-8657-d630f1963869,26
32,26076,,7.75,7963,0.0,2.28,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,32
33,26076,,7.75,7942,100.0,3.03,8b590505-e40d-4ff8-802d-5430cc2802b6,33
40,26076,,7.75,7900,100.0,2.44,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,40
50,26076,,7.75,7980,94.0,3.35,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,50
64,26076,,7.75,7969,99.0,2.32,5a652d01-49a0-4b52-a54c-51c21b53e0fe,64
68,26076,,7.75,7897,38.0,4.13,085d7298-e568-4752-a909-8eecf82e3ebc,68
2,26076,,9.0,7958,100.0,5.48,91327185-f59e-4ae7-a000-fd66526bab82,2
12,26076,,9.0,8048,100.0,2.78,a5228b86-ba0a-42f2-aa38-23b5369f0e56,12
18,26076,,9.0,8041,100.0,3.27,9301277e-6b35-4aa7-bd52-4f56ae0f029b,18
24,26076,,9.0,7993,100.0,3.37,7d40f846-95bc-4c08-b7a1-b4a410852b77,24
27,26076,,9.0,7814,100.0,2.46,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,27
36,26076,,9.0,7904,81.0,3.55,3322caf5-0aeb-4230-89db-c56b23e94819,36
41,26076,,9.0,7878,100.0,2.56,132133b4-5554-4500-9494-87f534100012,41
51,26076,,9.0,7960,30.0,3.34,6a57f963-5846-4eaa-a5d2-0e658499a4a9,51
58,26076,,9.0,7591,28.0,3.45,8e6be05b-c10c-43db-b062-a559f5033312,58
59,26076,,9.0,7990,100.0,2.71,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,59
6,26079,,1.5,8202,0.0,3.3,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,6
13,26079,,1.5,8281,0.0,4.79,e4bc0778-6eb7-4065-bf77-a9b6e293735f,13
15,26079,,1.5,8167,0.0,3.61,b3a507ff-2289-4ad3-8922-1a3d0532e154,15
20,26079,,1.5,8105,100.0,3.97,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,20
34,26079,,1.5,8200,0.0,3.13,e838dadb-c02f-4273-ae93-210720dcd06c,34
36,26079,,1.5,8038,0.0,3.94,95aaf072-b6be-4da4-9857-deaf20ab49f2,36
42,26079,,1.5,8280,0.0,3.26,0e704828-9ccd-480e-8056-3a2a8158df0f,42
43,26079,,1.5,8166,0.0,3.82,15dfbaca-4429-4c18-90f4-8d4804129e6f,43
44,26079,,1.5,8083,0.0,2.8,1b1159fc-de2b-4ae5-a736-d98d8524a366,44
69,26079,,1.5,8233,0.0,3.33,50919f52-6a9c-4824-b24f-2f1aebd58e1b,69
11,26079,,2.75,8076,0.0,4.7,8fa1d226-bf98-4c72-8961-7121546d4a11,11
19,26079,,2.75,8017,0.0,4.58,94eac034-9d70-40c0-89d4-d9a030a03d26,19
22,26079,,2.75,8234,0.0,4.63,112b96b3-6518-4053-ad9f-ff77320acc23,22
24,26079,,2.75,8033,0.0,3.93,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,24
27,26079,,2.75,8055,0.0,2.92,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,27
47,26079,,2.75,8168,100.0,3.06,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,47
54,26079,,2.75,8139,100.0,3.33,0bad25fa-4a38-4561-9d35-56f1108797cd,54
57,26079,,2.75,8182,0.0,3.71,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,57
58,26079,,2.75,8199,0.0,3.68,42a6675b-868f-488d-a671-17a04c97ab01,58
64,26079,,2.75,8319,0.0,4.01,46c1720a-0af5-44e9-b008-09b89ef78bd9,64
0,26079,,4.0,8403,100.0,2.83,0890b767-b394-4f89-aea1-c60cab7014af,0
9,26079,,4.0,8036,100.0,4.72,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,9
17,26079,,4.0,8253,,,70326c05-1133-4c5d-8a4c-3e71e0da8479,17
30,26079,,4.0,8062,100.0,3.66,114b2369-dce5-4979-8319-c64c85175e6a,30
32,26079,,4.0,8156,0.0,3.37,48fe3ca9-b1df-491d-bef9-6d9c5edee227,32
33,26079,,4.0,8166,100.0,3.4,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,33
50,26079,,4.0,8177,100.0,3.63,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,50
53,26079,,4.0,8049,100.0,3.45,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,53
56,26079,,4.0,8156,100.0,4.3,1d41f125-7386-42b4-8250-f6c540c627a8,56
62,26079,,4.0,8165,100.0,3.22,fb491605-8f46-43ab-ba62-bfd86d95e4d6,62
7,26079,,5.25,8101,100.0,3.68,8e0deaa9-1ac5-4e69-817a-3204f157f360,7
10,26079,,5.25,8074,100.0,3.82,39d4c0f1-9195-4761-98c6-457bad8a2291,10
12,26079,,5.25,8115,100.0,6.3,82cc23d1-ba4b-48c5-995a-a30d865ea249,12
23,26079,,5.25,8046,100.0,5.45,8a889364-bfa4-42f7-8d4c-ee7478ea863c,23
35,26079,,5.25,7999,100.0,3.05,86e934a2-75ef-4084-a167-ce0ca737532d,35
40,26079,,5.25,8144,100.0,4.42,2d3d47a2-03c8-4642-84ec-a8f67c64868c,40
51,26079,,5.25,8096,100.0,2.97,27f4d7f8-d998-48b2-a3e4-f885f21c713d,51
55,26079,,5.25,8175,100.0,3.45,8b72023d-88b1-4615-b871-cac794edf1d9,55
63,26079,,5.25,8127,0.0,5.57,0a4312a1-7156-4c68-9698-0f1495558bee,63
67,26079,,5.25,8280,100.0,3.93,384dc3de-9717-4531-83a1-683588fe1381,67
2,26079,,6.5,8013,100.0,3.34,1827c058-6388-491a-b84c-d4d6c512039e,2
3,26079,,6.5,8062,100.0,3.17,debe6245-13a4-4a31-b28a-e7b25ce8fa93,3
14,26079,,6.5,8087,100.0,4.08,d98f2d5f-eb3b-4ebd-b714-878343382f2a,14
26,26079,,6.5,8017,100.0,2.89,5456278f-d454-4194-af69-2784112cffb9,26
29,26079,,6.5,8047,100.0,5.25,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,29
37,26079,,6.5,8073,100.0,3.16,187f8493-9a30-43cc-a2bd-5d96f6d2263d,37
39,26079,,6.5,8147,100.0,3.49,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,39
49,26079,,6.5,8121,100.0,3.37,e3160d16-fe5e-4987-918b-0921ab937804,49
59,26079,,6.5,8198,100.0,2.88,13e24563-ab7e-41df-adf6-e8e88b4d9e08,59
60,26079,,6.5,8172,100.0,4.11,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,60
1,26079,,7.75,8055,100.0,3.06,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,1
4,26079,,7.75,8065,100.0,5.6,8b590505-e40d-4ff8-802d-5430cc2802b6,4
18,26079,,7.75,8262,100.0,2.8,3dbdd697-e200-4003-92f8-47202577ad0a,18
21,26079,,7.75,7962,100.0,4.42,7f445daf-d952-4bf3-b733-def683994895,21
25,26079,,7.75,7346,100.0,3.15,981d9d90-47c5-4443-a939-26060914c7e4,25
31,26079,,7.75,7985,100.0,3.08,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,31
45,26079,,7.75,8159,100.0,3.78,015f75aa-de90-4fdc-8657-d630f1963869,45
61,26079,,7.75,7880,100.0,3.6,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,61
65,26079,,7.75,8049,100.0,3.55,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,65
66,26079,,7.75,8084,100.0,5.13,8845e64c-078b-4a3a-a732-1efe937de14a,66
5,26079,,9.0,8267,100.0,6.87,16718611-6bca-4e79-8071-94d68c181ba1,5
8,26079,,9.0,8157,100.0,3.5,91327185-f59e-4ae7-a000-fd66526bab82,8
16,26079,,9.0,8204,100.0,5.74,059f8cfb-52c8-47fd-8d26-b0fec58eafae,16
28,26079,,9.0,8004,100.0,4.36,3322caf5-0aeb-4230-89db-c56b23e94819,28
38,26079,,9.0,8180,100.0,3.96,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,38
41,26079,,9.0,8071,100.0,4.22,8649b489-429a-4894-9c74-827e94f04566,41
46,26079,,9.0,8030,100.0,4.13,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,46
48,26079,,9.0,7616,100.0,3.62,8e6be05b-c10c-43db-b062-a559f5033312,48
52,26079,,9.0,8050,100.0,3.28,132133b4-5554-4500-9494-87f534100012,52
68,26079,,9.0,8132,100.0,4.28,9f7e489f-4076-4332-b57e-13a42d4c75fd,68
7,26080,,1.5,8125,9.0,1.72,1b1159fc-de2b-4ae5-a736-d98d8524a366,7
13,26080,,1.5,8152,3.0,5.77,9d425f58-501f-43f3-955e-05126bd09bb5,13
35,26080,,1.5,8078,18.0,1.9,b3a507ff-2289-4ad3-8922-1a3d0532e154,35
36,26080,,1.5,8133,9.0,3.73,8ed7c0fc-1490-4e35-a000-7f7357a0772a,36
45,26080,,1.5,8188,0.0,2.28,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,45
46,26080,,1.5,8077,20.0,3.23,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,46
53,26080,,1.5,8163,1.0,2.38,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,53
55,26080,,1.5,8047,33.0,3.84,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,55
58,26080,,1.5,8095,3.0,3.54,95aaf072-b6be-4da4-9857-deaf20ab49f2,58
67,26080,,1.5,8083,0.0,2.05,1f6c6525-a740-48c2-8dfc-9c4fb520c630,67
0,26080,,2.75,8268,56.0,2.62,88ff8e25-5b4f-453c-add2-298ef66c683c,0
30,26080,,2.75,8093,45.0,4.27,3fd185a3-34a1-4f1a-9d01-aee3deee3988,30
32,26080,,2.75,8063,33.0,3.07,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,32
33,26080,,2.75,8084,42.0,3.24,8dc79a0d-b826-4ac2-8483-04346b06960d,33
38,26080,,2.75,8078,27.0,4.05,112b96b3-6518-4053-ad9f-ff77320acc23,38
56,26080,,2.75,8096,13.0,2.16,32110051-52cf-4952-a6e5-4c5fe75760b7,56
59,26080,,2.75,8103,20.0,2.7,215ead11-5650-429d-b541-0b107fbb996a,59
61,26080,,2.75,8119,38.0,4.87,8fa1d226-bf98-4c72-8961-7121546d4a11,61
62,26080,,2.75,8161,27.0,1.81,c496efe1-6c3e-480d-856f-af132dbe7048,62
66,26080,,2.75,8091,38.0,2.3,0bad25fa-4a38-4561-9d35-56f1108797cd,66
8,26080,,4.0,8044,57.0,3.29,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,8
12,26080,,4.0,8101,19.0,4.05,50781782-fbf2-4226-a593-5173be906638,12
19,26080,,4.0,8129,38.0,4.6,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,19
21,26080,,4.0,8092,34.0,3.2,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,21
23,26080,,4.0,8084,38.0,2.99,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,23
40,26080,,4.0,8168,36.0,3.03,7413c064-c0e5-4104-89aa-79d64ef9d6d9,40
42,26080,,4.0,8157,56.0,5.95,9f53cd68-f278-45d6-806a-74eeef55bbcc,42
43,26080,,4.0,8191,39.0,8.49,1f7aa6f4-6516-4b90-8eeb-142b1437644b,43
44,26080,,4.0,8196,38.0,2.8,114b2369-dce5-4979-8319-c64c85175e6a,44
49,26080,,4.0,8068,17.0,1.66,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,49
1,26080,,5.25,8096,98.0,2.0,8b72023d-88b1-4615-b871-cac794edf1d9,1
2,26080,,5.25,8081,98.0,3.15,384dc3de-9717-4531-83a1-683588fe1381,2
10,26080,,5.25,8075,56.0,1.61,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,10
