,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,similarity_play,similarity_fight,similarity_play_fight
2,28021,58,9.0,8183,the dots moved outwards before colliding together.,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2,0.1421704888343811,0.08642427623271942,0.05574621260166168
6,28022,59,9.0,8031,The dots looked like enemy of each other and fighting.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,6,0.14560618996620178,0.27414053678512573,-0.12853434681892395
2,28023,66,9.0,7889,they attracted fast then repelled,9f7e489f-4076-4332-b57e-13a42d4c75fd,2,0.08270397782325745,0.15612447261810303,-0.07342049479484558
6,28024,65,9.0,8039,they hit each other hard from a horizontal angle,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,6,0.19950151443481445,0.2801089286804199,-0.08060741424560547
4,28025,63,9.0,8134,one dot would charge towards the other dot whilst the other dot was in a cycle of moving away from the first dot,9301277e-6b35-4aa7-bd52-4f56ae0f029b,4,0.05588998273015022,0.036498092114925385,0.019391890615224838
6,28026,64,9.0,8083,move closer until touching then away then touching each other again,8649b489-429a-4894-9c74-827e94f04566,6,0.24820928275585175,0.1923942267894745,0.05581505596637726
5,28027,71,9.0,8157,Dots were floating around then bumped together twice,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,5,0.13429300487041473,0.08387862145900726,0.05041438341140747
1,28028,68,9.0,7999,"Both dots struck each other, the grey dot was the one that struck first.",abb20336-74c4-448b-a5f7-252c765a55f4,1,0.1254599392414093,0.12496533989906311,0.0004945993423461914
5,28029,67,9.0,8191,With this one i feel the grey dot's movement was less chaotic and the black dot movement was more round and in a circular motion before coming together or being pulled in within the frame,1be4605b-9f78-45d4-8eb0-87bdc69537e2,5,0.06941375881433487,0.05779184028506279,0.01162191852927208
6,28030,74,9.0,8063,attacking each other,16718611-6bca-4e79-8071-94d68c181ba1,6,0.32712575793266296,0.5106684565544128,-0.18354269862174988
3,28031,80,9.0,7954,hit,9f7e489f-4076-4332-b57e-13a42d4c75fd,3,0.4256339371204376,0.4687654674053192,-0.04313153028488159
0,28032,73,9.0,7989,the had a gravitational pull if close enough,7d40f846-95bc-4c08-b7a1-b4a410852b77,0,0.011363441124558449,0.0488424152135849,-0.03747897408902645
4,28033,83,9.0,8120,total collision ,9301277e-6b35-4aa7-bd52-4f56ae0f029b,4,0.16449350118637085,0.3532024621963501,-0.18870896100997925
4,28034,81,9.0,8213,"Black dot fought the grey dot, attacked a few times",3322caf5-0aeb-4230-89db-c56b23e94819,4,0.1652946025133133,0.29759737849235535,-0.13230277597904205
4,28035,84,9.0,8108,gliding smash,a5228b86-ba0a-42f2-aa38-23b5369f0e56,4,0.3213808834552765,0.3097403645515442,0.0116405189037323
4,28036,76,9.0,7985,attacked,059f8cfb-52c8-47fd-8d26-b0fec58eafae,4,0.30869990587234497,0.562472939491272,-0.253773033618927
6,28037,77,9.0,8185,The dots moved slowly apart then quickly together,2abe0875-f8ff-4373-aad8-bca142211a09,6,0.1429554969072342,0.07680374383926392,0.06615175306797028
3,28038,86,9.0,8145,They were copying each other's movements and then touching one another.,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,3,0.1522451639175415,0.18833835422992706,-0.03609319031238556
4,28039,90,9.0,8010,The two dots clashed twice,6a57f963-5846-4eaa-a5d2-0e658499a4a9,4,0.1610245406627655,0.19609959423542023,-0.035075053572654724
6,28040,92,9.0,8043,bumped into each other quickly,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6,0.2345331609249115,0.2735532820224762,-0.0390201210975647
0,28041,85,9.0,8607,conflict,132133b4-5554-4500-9494-87f534100012,0,0.32731035351753235,0.5773585438728333,-0.2500481903553009
5,28042,91,9.0,7885,sudden movement together,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,5,0.19856734573841095,0.24846023321151733,-0.049892887473106384
1,28043,99,9.0,8042,Bumping fast,059f8cfb-52c8-47fd-8d26-b0fec58eafae,1,0.20697897672653198,0.2401142120361328,-0.03313523530960083
1,28044,96,9.0,8317,collision ,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,1,0.2893446385860443,0.45200881361961365,-0.16266417503356934
2,28045,97,9.0,8378,single match fight,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,2,0.20143210887908936,0.6054284572601318,-0.4039963483810425
6,28046,94,9.0,8044,Black dot moved sharply to collide with the grey dot twice,2abe0875-f8ff-4373-aad8-bca142211a09,6,0.12419658154249191,0.11697040498256683,0.007226176559925079
5,28047,95,9.0,8117,"Dots moved around and all of the sudden they dashed to each other and hit each other, then moved away, moved around and then dashed towards each other again and hit each other.",87da47db-3d5c-48b2-b3f2-123123d766f0,5,0.20871786773204803,0.19898761808872223,0.009730249643325806
2,28048,89,9.0,7806,The gray and black dot hit each other twice,8e6be05b-c10c-43db-b062-a559f5033312,2,0.21775101125240326,0.19040143489837646,0.027349576354026794
4,28049,88,9.0,8304,The black dot in a swapped position floated to the top of the box and hit each other twice with the black dot on top and bouncing on the grey dot twice  ,91327185-f59e-4ae7-a000-fd66526bab82,4,0.24139192700386047,0.12197259813547134,0.11941932886838913
6,28050,98,9.0,8372,fast hitting each other ,abb20336-74c4-448b-a5f7-252c765a55f4,6,0.33998849987983704,0.3840659558773041,-0.04407745599746704
6,28051,4,9.0,8466,collision between 2 dots,abb20336-74c4-448b-a5f7-252c765a55f4,6,0.16491881012916565,0.22100502252578735,-0.056086212396621704
3,28052,6,9.0,8443,i dont know,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3,0.1709401160478592,0.22996512055397034,-0.059025004506111145
6,28053,3,9.0,8020,Aggressive collisions instigated by black dot ,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6,0.15959589183330536,0.23329280316829681,-0.07369691133499146
5,28054,8,9.0,8107,black,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,5,0.2348913550376892,0.39596667885780334,-0.16107532382011414
4,28055,2,9.0,8260,they both went for the collision twice,7d40f846-95bc-4c08-b7a1-b4a410852b77,4,0.13624247908592224,0.27790534496307373,-0.1416628658771515
4,28056,4,9.0,8167,The white dot attacked the black dot.,abb20336-74c4-448b-a5f7-252c765a55f4,4,0.15431687235832214,0.18002218008041382,-0.025705307722091675
1,28057,14,9.0,8061,collided,16718611-6bca-4e79-8071-94d68c181ba1,1,0.3351637125015259,0.48290887475013733,-0.14774516224861145
5,28058,13,9.0,9886,the two dots seem to be fighting,6a57f963-5846-4eaa-a5d2-0e658499a4a9,5,0.19989410042762756,0.35146090388298035,-0.15156680345535278
0,28059,80,9.0,7964,They each rotated in a small circle and then hit each other and than they moved apart and hit each other again.,9f7e489f-4076-4332-b57e-13a42d4c75fd,0,0.16298700869083405,0.23022641241550446,-0.06723940372467041
6,28060,19,9.0,8085,quickly bounced off each other twice,a5228b86-ba0a-42f2-aa38-23b5369f0e56,6,0.2461046725511551,0.249916210770607,-0.0038115382194519043
2,28061,19,9.0,8071,Rammed into each other,a5228b86-ba0a-42f2-aa38-23b5369f0e56,2,0.22239002585411072,0.2983187735080719,-0.07592874765396118
3,28062,27,9.0,8059,fight,2abe0875-f8ff-4373-aad8-bca142211a09,3,0.4146628677845001,1.0000001192092896,-0.5853372514247894
6,28063,16,9.0,9574,"Moving in circle, attract then part",8649b489-429a-4894-9c74-827e94f04566,6,0.14590883255004883,0.09786440432071686,0.04804442822933197
0,28064,17,9.0,8051,clashed,9f7e489f-4076-4332-b57e-13a42d4c75fd,0,0.32332146167755127,0.5032853484153748,-0.1799638867378235
6,28065,29,9.0,8028,black was moving faster towards gray this time,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6,0.10893788188695908,0.17993396520614624,-0.07099608331918716
3,28066,25,9.0,8037,The dots moved in unison then hit twice,abb20336-74c4-448b-a5f7-252c765a55f4,3,0.176517516374588,0.13341578841209412,0.043101727962493896
2,28067,32,9.0,8096,the dots move in ever growing angles then touched,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2,0.11057142913341522,0.017763623967766762,0.09280780516564846
4,28068,27,9.0,8086,dots quickly bashing off of one another twice,2abe0875-f8ff-4373-aad8-bca142211a09,4,0.12186557054519653,0.10537614673376083,0.0164894238114357
0,28069,35,9.0,8028,bumping,6a57f963-5846-4eaa-a5d2-0e658499a4a9,0,0.2523247301578522,0.3173433840274811,-0.0650186538696289
6,28070,26,9.0,7730,The dots hovered around the middle of the box and collided twice.,8e6be05b-c10c-43db-b062-a559f5033312,6,0.16490183770656586,0.13123822212219238,0.033663615584373474
1,28071,33,9.0,8098,connected,9f7e489f-4076-4332-b57e-13a42d4c75fd,1,0.33664393424987793,0.4058671295642853,-0.06922319531440735
1,28072,21,9.0,8084,Moving,16718611-6bca-4e79-8071-94d68c181ba1,1,0.3181629180908203,0.3269510567188263,-0.008788138628005981
5,28073,35,9.0,8097,the two dots nodded each other after moving in a dissimilar manner,6a57f963-5846-4eaa-a5d2-0e658499a4a9,5,0.0988430455327034,0.06680671870708466,0.032036326825618744
5,28074,38,9.0,8116,fighting,87da47db-3d5c-48b2-b3f2-123123d766f0,5,0.37933892011642456,0.9070441126823425,-0.527705192565918
5,28075,30,9.0,8305,they always found a way to come back together,7d40f846-95bc-4c08-b7a1-b4a410852b77,5,0.06685344874858856,0.18576455116271973,-0.11891110241413116
5,28076,31,9.0,8222,both dots steering close to the center ,3322caf5-0aeb-4230-89db-c56b23e94819,5,0.12783627212047577,0.05956311896443367,0.0682731531560421
0,28077,39,9.0,8270,Mirrored eachother and hit eachother 3 times.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,0,0.27443474531173706,0.23609276115894318,0.038341984152793884
5,28078,40,9.0,8383,"one dot floated up, the other sharply pulled left",3322caf5-0aeb-4230-89db-c56b23e94819,5,0.15591394901275635,0.04124234616756439,0.11467160284519196
3,28079,23,9.0,8119,connect,8649b489-429a-4894-9c74-827e94f04566,3,0.3557647168636322,0.35459572076797485,0.0011689960956573486
0,28080,42,9.0,8030,The moved away and collided with each other multiple times,2abe0875-f8ff-4373-aad8-bca142211a09,0,0.18149568140506744,0.26729705929756165,-0.0858013778924942
1,28081,43,9.0,8104,its like they are fighthing ,059f8cfb-52c8-47fd-8d26-b0fec58eafae,1,0.11963184177875519,0.5161988735198975,-0.3965670317411423
1,28082,44,9.0,8112,pulled toward each other,87da47db-3d5c-48b2-b3f2-123123d766f0,1,0.2704852223396301,0.29659557342529297,-0.026110351085662842
5,28083,46,9.0,8051,grey dot was responding to black dot attacks,a5228b86-ba0a-42f2-aa38-23b5369f0e56,5,0.12087931483983994,0.12589512765407562,-0.005015812814235687
0,28084,47,9.0,7999,it looks like they were fighting,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,0,0.11959940195083618,0.5280617475509644,-0.4084623456001282
3,28085,51,9.0,8101,Hitting each other,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3,0.3884390890598297,0.4695788323879242,-0.08113974332809448
2,28086,50,9.0,8153,they are in a collusion,1be4605b-9f78-45d4-8eb0-87bdc69537e2,2,0.14156194031238556,0.245831698179245,-0.10426975786685944
1,28087,48,9.0,8014,"The dots on this occasion it seemed as if they were facing each other, like a fight",132133b4-5554-4500-9494-87f534100012,1,0.14418452978134155,0.3591466248035431,-0.21496209502220154
6,28088,52,9.0,8200,is like the the two dots are confronting each other.,9f7e489f-4076-4332-b57e-13a42d4c75fd,6,0.12418177723884583,0.2380876988172531,-0.11390592157840729
2,28089,53,9.0,7627,Circular movement until they reached closer to each other. Began attacking,8e6be05b-c10c-43db-b062-a559f5033312,2,0.17809638381004333,0.3161298930644989,-0.13803350925445557
1,28090,49,9.0,8208,bouncing on each other,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1,0.28407368063926697,0.26406848430633545,0.02000519633293152
0,28091,54,9.0,8000,atacking,abb20336-74c4-448b-a5f7-252c765a55f4,0,0.2590644657611847,0.2564745247364044,0.0025899410247802734
0,28092,55,9.0,8322,"Mirroring, then a collision",8649b489-429a-4894-9c74-827e94f04566,0,0.1836526095867157,0.2184702306985855,-0.03481762111186981
3,28093,56,9.0,7955,wide circular movement then crashing into eachother,6a57f963-5846-4eaa-a5d2-0e658499a4a9,3,0.15134160220623016,0.168897807598114,-0.01755620539188385
5,28094,57,9.0,8006,Circled below center of the box touched two times,16718611-6bca-4e79-8071-94d68c181ba1,5,0.06341848522424698,0.07099298387765884,-0.007574498653411865
1,28095,60,9.0,8053,they hit each other twice,a5228b86-ba0a-42f2-aa38-23b5369f0e56,1,0.23231199383735657,0.38577577471733093,-0.15346378087997437
3,28096,59,9.0,8182,Both dots collides and separate almost immediately.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,3,0.1372499316930771,0.15147322416305542,-0.014223292469978333
1,28097,58,9.0,8565,the dots are shadowing each other,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,1,0.1494823396205902,0.10284500569105148,0.04663733392953873
5,28098,64,9.0,8001,Dots collided twice.,8649b489-429a-4894-9c74-827e94f04566,5,0.1745290756225586,0.18972793221473694,-0.015198856592178345
2,28099,63,9.0,9976,The dots periodically collided ,9301277e-6b35-4aa7-bd52-4f56ae0f029b,2,0.14652714133262634,0.1610267460346222,-0.01449960470199585
6,28100,66,9.0,8060,the animations speedily hit each other ,9f7e489f-4076-4332-b57e-13a42d4c75fd,6,0.1513483077287674,0.21441751718521118,-0.06306920945644379
0,28101,65,9.0,8018,"the dot fighting, hitting each other",5b2465b2-47b6-4cc7-b06f-c362ff7454f8,0,0.326928049325943,0.4755346179008484,-0.1486065685749054
3,28102,67,9.0,8088,The grey dot collided with the black dot twice,1be4605b-9f78-45d4-8eb0-87bdc69537e2,3,0.17405235767364502,0.16998513042926788,0.004067227244377136
