,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,similarity_play,similarity_fight,similarity_play_fight
4,28063,16,6.5,9511,Quickly attract then part,d98f2d5f-eb3b-4ebd-b714-878343382f2a,4,0.18539513647556305,0.11686751246452332,0.06852762401103973
4,28064,17,6.5,8203,They clashed twice,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,4,0.19621983170509338,0.394891619682312,-0.19867178797721863
5,28065,29,6.5,8018,black seemed to have the upper hand and when it would move towards gray- gray would move towards black,e3160d16-fe5e-4987-918b-0921ab937804,5,0.10472361743450165,0.15052491426467896,-0.04580129683017731
5,28066,25,6.5,7978,For this one they were moving upward. The first time the black dot initiated the hit and the second time the gray dot did,1827c058-6388-491a-b84c-d4d6c512039e,5,0.1706688106060028,0.10073459148406982,0.06993421912193298
3,28067,32,6.5,8115,The dots moved in a pendulum type movement and then touched,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,3,0.13917776942253113,0.0403951071202755,0.09878266230225563
5,28068,27,6.5,7998,"dots gently bumping into one another, floating otherwise",2fa02aa8-ef06-46e0-87af-9e3b7267ee79,5,0.13802991807460785,0.07666667550802231,0.06136324256658554
4,28069,35,6.5,8080,pulled together,5456278f-d454-4194-af69-2784112cffb9,4,0.30084744095802307,0.33847105503082275,-0.03762361407279968
2,28070,26,6.5,8132,The dots hovered around the middle and collided roughly twice.,8bee64f6-a3cb-48f4-be48-142b9065f5d7,2,0.1510724425315857,0.1162012368440628,0.03487120568752289
3,28071,33,6.5,8134,circular loop,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,3,0.10965417325496674,0.14166779816150665,-0.03201362490653992
4,28072,21,6.5,7920,bouncing in and back,e2c787c5-5358-4a21-bb35-c422b37ef982,4,0.29240095615386963,0.25135332345962524,0.041047632694244385
3,28073,35,6.5,8091,the two dots moved apart from each other before clashing with each other twice,5456278f-d454-4194-af69-2784112cffb9,3,0.15741918981075287,0.1834854781627655,-0.026066288352012634
1,28074,38,6.5,8118,a fight,d80f638e-7e4b-4e80-bc19-a4b764fd7614,1,0.3377218544483185,0.8478950262069702,-0.5101731717586517
3,28075,30,6.5,8140,attraction,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,3,0.2357894331216812,0.28910595178604126,-0.053316518664360046
0,28076,31,6.5,8246,bouncing off at the center,13e24563-ab7e-41df-adf6-e8e88b4d9e08,0,0.29629021883010864,0.20973864197731018,0.08655157685279846
4,28077,39,6.5,8472,black followed grey to the right of the screen before they hit then they re-centered and hit again,d98f2d5f-eb3b-4ebd-b714-878343382f2a,4,0.20109011232852936,0.15361851453781128,0.04747159779071808
4,28078,40,6.5,8510,"onne dot circled, the other pulled up, down, diagonal",ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,4,0.12736858427524567,0.10372047871351242,0.023648105561733246
0,28079,23,6.5,8042,connecting,debe6245-13a4-4a31-b28a-e7b25ce8fa93,0,0.3080558776855469,0.31287267804145813,-0.004816800355911255
6,28080,42,6.5,8398,They collided aggressively like the black dot what preventing the white one from something.,187f8493-9a30-43cc-a2bd-5d96f6d2263d,6,0.10534416884183884,0.18436028063297272,-0.07901611179113388
0,28081,43,6.5,7999,the dots are colliding with each other again again,e2c787c5-5358-4a21-bb35-c422b37ef982,0,0.2006363719701767,0.19844754040241241,0.0021888315677642822
5,28082,44,6.5,8081,mirroring again,d80f638e-7e4b-4e80-bc19-a4b764fd7614,5,0.2118561565876007,0.20252583920955658,0.009330317378044128
4,28083,46,6.5,8016,black dot was attacking grey dot,debe6245-13a4-4a31-b28a-e7b25ce8fa93,4,0.2131543755531311,0.20027534663677216,0.012879028916358948
2,28084,47,6.5,9053,"they moved around and were collided as if they were fighting,",8dbfdd79-2b3f-4297-8ec2-92d59884dd68,2,0.14506307244300842,0.4324721693992615,-0.28740909695625305
1,28085,51,6.5,8104,collision,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,1,0.2893446385860443,0.45200881361961365,-0.16266417503356934
6,28086,50,6.5,8151,they are discussing,5456278f-d454-4194-af69-2784112cffb9,6,0.16936352849006653,0.2813488841056824,-0.11198535561561584
3,28087,48,6.5,8051,"The dots were being attracted as if by a kind of impulse, dots chose to diverge in different directions",93e661c0-3f68-4205-9141-04164911b7e4,3,0.08671121299266815,0.008027461357414722,0.07868375163525343
1,28088,52,6.5,8322,the two dots was hitting each other. ,2c174300-1111-477c-b605-e34e6031cd26,1,0.19558025896549225,0.18503925204277039,0.010541006922721863
5,28089,53,6.5,8039,Slow movement in a circular pattern and then attacked each other,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,5,0.12320542335510254,0.19769349694252014,-0.0744880735874176
3,28090,49,6.5,8109,collide,e3160d16-fe5e-4987-918b-0921ab937804,3,0.27803245186805725,0.4310681223869324,-0.15303567051887512
3,28091,54,6.5,7934,attracting,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,3,0.22993479669094086,0.2854953110218048,-0.05556051433086395
3,28092,55,6.5,8313,"Two touches. 1st time grey moved first, second time black",40860eea-1c44-4896-96b1-ee2d42a6c522,3,0.20850221812725067,0.12834009528160095,0.08016212284564972
4,28093,56,6.5,7991,more random drawn out movement then crashing into eachother,755a600e-d336-4f66-8771-52eed84faf02,4,0.20008347928524017,0.20181876420974731,-0.0017352849245071411
1,28094,57,6.5,7976,The trajectory was different but they contacted each other two times again,1827c058-6388-491a-b84c-d4d6c512039e,1,0.10238855332136154,0.14079108834266663,-0.038402535021305084
3,28095,60,6.5,7999,even slower clashes ,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,3,0.21964231133460999,0.36933988332748413,-0.14969757199287415
6,28096,59,6.5,8137,starts off with a random motion and collision in by both dots. This happened twice.,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,6,0.14941227436065674,0.11343784630298615,0.03597442805767059
4,28097,58,6.5,8444,challenger,8bee64f6-a3cb-48f4-be48-142b9065f5d7,4,0.21159423887729645,0.3462028205394745,-0.13460858166217804
0,28098,64,6.5,7954,White attacked,40860eea-1c44-4896-96b1-ee2d42a6c522,0,0.22352685034275055,0.3893701732158661,-0.16584332287311554
4,28099,63,6.5,9771,the dots periodically sought out each other and collided,5456278f-d454-4194-af69-2784112cffb9,4,0.12686127424240112,0.16050536930561066,-0.033644095063209534
0,28100,66,6.5,7892,The two animations were colliding with each other in fast rhythm,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,0,0.12043967843055725,0.20431935787200928,-0.08387967944145203
5,28101,65,6.5,8060,the dot moving and bashing each other,1827c058-6388-491a-b84c-d4d6c512039e,5,0.20017224550247192,0.13972319662570953,0.06044904887676239
4,28102,67,6.5,8164,The black dot on the left collided with the grey dot on the right twice,d98f2d5f-eb3b-4ebd-b714-878343382f2a,4,0.16579608619213104,0.15533830225467682,0.010457783937454224
2,28000,26,7.75,8015,the black dot attacked the grey dot,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,2,0.16017964482307434,0.19230729341506958,-0.03212764859199524
0,28001,25,7.75,7882,"The dots mostly meaninglessly wandered away from each other with very brief, rapid, instances of sudden closeness",44ab78ba-bb99-4b6d-a69b-ede18f9116ec,0,0.05749300867319107,0.1112644150853157,-0.053771406412124634
5,28002,28,7.75,8156,hit each other fast,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5,0.3291105329990387,0.3623638153076172,-0.03325328230857849
4,28003,29,7.75,8071,"The black dot bumped into the grey dot initially. The second time, both dots bumped into each other simultanously.",015f75aa-de90-4fdc-8657-d630f1963869,4,0.10743439942598343,0.058247849345207214,0.049186550080776215
3,28004,32,7.75,7376,"floating, then black moved first and white moved in and the second time it was the other way around",981d9d90-47c5-4443-a939-26060914c7e4,3,0.14621321856975555,0.14458692073822021,0.0016262978315353394
5,28005,35,7.75,8036,keeping a distance then crashing ,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,5,0.19034816324710846,0.19678924977779388,-0.006441086530685425
1,28006,36,7.75,9579,quick ,3dbdd697-e200-4003-92f8-47202577ad0a,1,0.2419636845588684,0.3192302882671356,-0.07726660370826721
6,28007,33,7.75,7700, ,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,6,0.3095552921295166,0.4121623635292053,-0.10260707139968872
3,28008,31,7.75,8279,The dots are pulled towards eachother to collide when they are far away,09060d5d-c3e1-451b-a3b5-4b2b567660ff,3,0.14477911591529846,0.14870618283748627,-0.003927066922187805
2,28009,41,7.75,8083,following,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,2,0.2911863923072815,0.2873411178588867,0.0038452744483947754
5,28010,39,7.75,8146,intentional collisions,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,5,0.2112463265657425,0.22987404465675354,-0.018627718091011047
5,28011,40,7.75,7851,light gray attacked the darker dot twice,65eed33d-db39-4b87-b8a4-de20693d3821,5,0.12297197431325912,0.1061968058347702,0.016775168478488922
6,28012,42,7.75,7988,The dots moved downwards as they collided,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,6,0.18402259051799774,0.1574965864419937,0.02652600407600403
2,28013,42,7.75,8149,the 2 dots moved around and then collided with each other x2,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2,0.17363038659095764,0.16624772548675537,0.0073826611042022705
3,28014,45,7.75,7353,it looked as if they were doing the opposite of eachother,981d9d90-47c5-4443-a939-26060914c7e4,3,0.11576047539710999,0.21016918122768402,-0.09440870583057404
6,28015,46,7.75,8297,dots came together equally almost like magnets,09060d5d-c3e1-451b-a3b5-4b2b567660ff,6,0.05942148715257645,0.01452762633562088,0.044893860816955566
3,28016,51,7.75,7970,clashing,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,3,0.3336133062839508,0.5623324513435364,-0.22871914505958557
2,28017,48,7.75,8034,direct collisions,3dbdd697-e200-4003-92f8-47202577ad0a,2,0.16894906759262085,0.27306967973709106,-0.10412061214447021
1,28018,47,7.75,8029,The dots collided twice but only briefly.,7f445daf-d952-4bf3-b733-def683994895,1,0.12845666706562042,0.10723531246185303,0.021221354603767395
6,28019,52,7.75,8018,The dots were floating freely before they redirected to collide and bounce off each other. They repeated this.,015f75aa-de90-4fdc-8657-d630f1963869,6,0.08820852637290955,0.054923128336668015,0.03328539803624153
0,28020,49,7.75,7925,the dots circled then attacked each other,5a652d01-49a0-4b52-a54c-51c21b53e0fe,0,0.16229557991027832,0.23026429116725922,-0.0679687112569809
6,28021,58,7.75,8079,the dots moved in separate directions before colliding together.,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,6,0.13494369387626648,0.07389902323484421,0.06104467064142227
1,28022,59,7.75,7983,The two dots were moving around the box and also fighting in some moment.,085d7298-e568-4752-a909-8eecf82e3ebc,1,0.15256576240062714,0.30022239685058594,-0.1476566344499588
6,28023,66,7.75,7750,they quickly attracted and slowly repelled,8845e64c-078b-4a3a-a732-1efe937de14a,6,0.08034288883209229,0.140153706073761,-0.0598108172416687
3,28024,65,7.75,8029,they hit eachother twice again at a steeper angle,09060d5d-c3e1-451b-a3b5-4b2b567660ff,3,0.1822008192539215,0.28811031579971313,-0.10590949654579163
3,28025,63,7.75,8088,one dot would start moving quickly towards the other dot and the other dot would move to intercept the incoming dot,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,3,0.12386156618595123,0.12548595666885376,-0.0016243904829025269
5,28026,64,7.75,7934,move slowly then touched each other quickly,534a6ddb-dbec-42ac-b559-3f4cbdd66423,5,0.27978017926216125,0.20048010349273682,0.07930007576942444
0,28027,71,7.75,8349,"The dots moved away from eachother and then bumped into eachother, I think 3 times",3dbdd697-e200-4003-92f8-47202577ad0a,0,0.0965057909488678,0.0678674504160881,0.028638340532779694
5,28028,68,7.75,7938,Both dots bounced off each other twice at a fast speed. ,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,5,0.10950841009616852,0.08041836321353912,0.029090046882629395
2,28029,67,7.75,8138,both dots move randomly on their won the pulled together magnetically very fast and instant,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2,0.10080845654010773,0.01281665451824665,0.08799180202186108
0,28030,74,7.75,7938,collision,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,0,0.2893446385860443,0.45200881361961365,-0.16266417503356934
4,28031,80,7.75,7812,hit,65eed33d-db39-4b87-b8a4-de20693d3821,4,0.4256339371204376,0.4687654674053192,-0.04313153028488159
4,28032,73,7.75,8037,moved quickly to each other than slowly moved apart,8b590505-e40d-4ff8-802d-5430cc2802b6,4,0.1625557392835617,0.19434256851673126,-0.031786829233169556
3,28033,83,7.75,8014,circle and then attraction ,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,3,0.147825688123703,0.1881592571735382,-0.040333569049835205
5,28034,81,7.75,8153,"They took turns attacking each other, they moved quite far apart",8845e64c-078b-4a3a-a732-1efe937de14a,5,0.11996450275182724,0.2764602303504944,-0.15649572759866714
2,28035,84,7.75,7388,bash,981d9d90-47c5-4443-a939-26060914c7e4,2,0.25166791677474976,0.3033505976200104,-0.05168268084526062
5,28036,76,7.75,7925,collided,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,5,0.3351637125015259,0.48290887475013733,-0.14774516224861145
2,28037,77,7.75,8156,The dots moved slowly then quickly together,015f75aa-de90-4fdc-8657-d630f1963869,2,0.1399320513010025,0.07210157811641693,0.06783047318458557
6,28038,86,7.75,8133,They moved far apart from each other then quickly touched each other.,8b590505-e40d-4ff8-802d-5430cc2802b6,6,0.12925013899803162,0.20004922151565552,-0.0707990825176239
3,28039,90,7.75,8034,The two dots clashed twice,3dbdd697-e200-4003-92f8-47202577ad0a,3,0.1610245406627655,0.19609959423542023,-0.035075053572654724
2,28040,92,7.75,7981,bumped into each other,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,2,0.229865163564682,0.2991226315498352,-0.0692574679851532
6,28041,85,7.75,8662,consecutive collision,085d7298-e568-4752-a909-8eecf82e3ebc,6,0.1704436093568802,0.3052239418029785,-0.13478033244609833
3,28042,91,7.75,8016,moved quickly to bash each other,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,3,0.17848506569862366,0.1977708786725998,-0.019285812973976135
2,28043,99,7.75,8036,Still bumping,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2,0.21885773539543152,0.20553360879421234,0.013324126601219177
6,28044,96,7.75,8169,collision ,015f75aa-de90-4fdc-8657-d630f1963869,6,0.2893446385860443,0.45200881361961365,-0.16266417503356934
3,28045,97,7.75,8167,attraction ,5a652d01-49a0-4b52-a54c-51c21b53e0fe,3,0.2357894331216812,0.28910595178604126,-0.053316518664360046
4,28046,94,7.75,7963,Both dots performing circles until the grey dot moved sharply to collide with the black dot twice,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,4,0.11869314312934875,0.08646702021360397,0.03222612291574478
3,28047,95,7.75,8092,"Dots moved freely and at some periods of time they quickly dashed to each other and hit each other, then moved away, moved around and then again dashed to each other and hit each other.",7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3,0.17845945060253143,0.13638335466384888,0.042076095938682556
6,28048,89,7.75,8183,The two dot meet each other twice,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,6,0.1703105866909027,0.18755799531936646,-0.017247408628463745
5,28049,88,7.75,8386,The black dot is now on the right and the grey dot on the left and they just bounced on each other twice rom the middle of the box ,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5,0.17164024710655212,0.09231504052877426,0.07932520657777786
4,28050,98,7.75,8268,they touched each other ,7f445daf-d952-4bf3-b733-def683994895,4,0.20936690270900726,0.28472432494163513,-0.07535742223262787
5,28051,4,7.75,8361,2 dots hit each other,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5,0.25957247614860535,0.24984358251094818,0.009728893637657166
0,28052,6,7.75,8038,the two comes from far and hit one another and go back to roam a little,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,0,0.2306700497865677,0.30265137553215027,-0.07198132574558258
4,28053,3,7.75,7993,Aggressive collisions ,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,4,0.2570726275444031,0.4094146192073822,-0.15234199166297913
4,28054,8,7.75,7879,4,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4,0.26772695779800415,0.3231680691242218,-0.05544111132621765
5,28055,2,7.75,8313,both moving back to gain momentum as they collide,3dbdd697-e200-4003-92f8-47202577ad0a,5,0.17519044876098633,0.27926331758499146,-0.10407286882400513
5,28056,4,7.75,8005,The black dot is repressed,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5,0.13205057382583618,0.1685606688261032,-0.03651009500026703
2,28057,14,7.75,7290,collided,981d9d90-47c5-4443-a939-26060914c7e4,2,0.3351637125015259,0.48290887475013733,-0.14774516224861145
1,28058,13,7.75,9749,two dots moving and colliding with a faster speed ,8b590505-e40d-4ff8-802d-5430cc2802b6,1,0.14096617698669434,0.15604262053966522,-0.015076443552970886
5,28059,80,7.75,7894,The dots moved from the center of the square upward at an average speed but this time when they moved to go towards each other and hit each other they moved fast almost like two magnets drawing themselves to each other.,65eed33d-db39-4b87-b8a4-de20693d3821,5,0.1045449897646904,0.0645228773355484,0.040022112429142
5,28060,19,7.75,8033,quickly bounced off each other twice,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,5,0.2461046725511551,0.249916210770607,-0.0038115382194519043
6,28061,19,7.75,7993,Rammed into each other,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,6,0.22239002585411072,0.2983187735080719,-0.07592874765396118
1,28062,27,7.75,8048,collisions,7f445daf-d952-4bf3-b733-def683994895,1,0.25414302945137024,0.39464882016181946,-0.14050579071044922
1,28063,16,7.75,9021,Attract and part,085d7298-e568-4752-a909-8eecf82e3ebc,1,0.1919933408498764,0.1802772581577301,0.011716082692146301
1,28064,17,7.75,8004,They clashed,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,1,0.22991152107715607,0.45568111538887024,-0.22576959431171417
3,28065,29,7.75,8073,seemed like a little jousting session....like a boxing match,015f75aa-de90-4fdc-8657-d630f1963869,3,0.13935591280460358,0.3415563404560089,-0.20220042765140533
2,28066,25,7.75,7838,"The dots very slowly moved away from each other then rapidly hit each other, twice",44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2,0.1534164994955063,0.1055482029914856,0.04786829650402069
0,28067,32,7.75,7319,The dots moved in a circular motion then came together and touched,981d9d90-47c5-4443-a939-26060914c7e4,0,0.13892246782779694,0.05542402341961861,0.08349844440817833
6,28068,27,7.75,7968,"centrally floating , and then bumping into one another twice",7f445daf-d952-4bf3-b733-def683994895,6,0.1327666938304901,0.09528830647468567,0.03747838735580444
3,28069,35,7.75,8049,bumped,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3,0.2337207794189453,0.219434455037117,0.014286324381828308
0,28070,26,7.75,7992,The dots moved up and then collided twice.,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,0,0.16440854966640472,0.11424262076616287,0.05016592890024185
2,28071,33,7.75,8032,clashed after distance,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2,0.17455284297466278,0.28640642762184143,-0.11185358464717865
6,28072,21,7.75,7824,going around and meeting each other,65eed33d-db39-4b87-b8a4-de20693d3821,6,0.2545652687549591,0.2793578803539276,-0.024792611598968506
1,28073,35,7.75,8015,the two dots clashed with one another after mover dissimilar,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,1,0.12035266309976578,0.1395474523305893,-0.019194789230823517
4,28074,38,7.75,7920,anger,534a6ddb-dbec-42ac-b559-3f4cbdd66423,4,0.2763051688671112,0.5321685075759888,-0.25586333870887756
4,28075,30,7.75,8080,they kept coming to each other no matter how far they went away,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4,0.06677781045436859,0.26318836212158203,-0.19641055166721344
2,28076,31,7.75,8280,white going farther off from black,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2,0.13039422035217285,0.1929551512002945,-0.06256093084812164
3,28077,39,7.75,8564,after the first hit they started to circle around eachother for about a half circle,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,3,0.13222052156925201,0.1702054738998413,-0.037984952330589294
2,28078,40,7.75,8265,both dots had sharp movements,65eed33d-db39-4b87-b8a4-de20693d3821,2,0.11642849445343018,0.07519343495368958,0.0412350594997406
2,28079,23,7.75,8049,joining,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,2,0.4069826602935791,0.34840771555900574,0.058574944734573364
2,28080,42,7.75,8062,They hit each other and seperate. ,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2,0.2286122590303421,0.3956085741519928,-0.1669963151216507
3,28081,43,7.75,7959,aggressive collisions,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3,0.2570726275444031,0.4094146192073822,-0.15234199166297913
3,28082,44,7.75,8103,grey chased black,8b590505-e40d-4ff8-802d-5430cc2802b6,3,0.19614894688129425,0.2166915088891983,-0.020542562007904053
2,28083,46,7.75,8120,bumped into each other violently,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2,0.21130958199501038,0.3350943922996521,-0.12378481030464172
4,28084,47,7.75,9022,they moved diagonally and collided in between and separated again  ,7f445daf-d952-4bf3-b733-def683994895,4,0.1277826577425003,0.2397751659154892,-0.11199250817298889
2,28085,51,7.75,8036,aggressively colliding,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,2,0.29718977212905884,0.43586793541908264,-0.1386781632900238
3,28086,50,7.75,8104,they are arguing,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,3,0.26748478412628174,0.49918898940086365,-0.2317042052745819
6,28087,48,7.75,8086,"In this occasion, the dots looks like two rams hitting each other ",3dbdd697-e200-4003-92f8-47202577ad0a,6,0.13790841400623322,0.12285234779119492,0.0150560662150383
0,28088,52,7.75,8153,the two dots was fighting.,015f75aa-de90-4fdc-8657-d630f1963869,0,0.18520063161849976,0.4282570481300354,-0.24305641651153564
3,28089,53,7.75,7909,Calmly moving but then attacked each other,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,3,0.2295728325843811,0.387993723154068,-0.1584208905696869
5,28090,49,7.75,8173,collision,5a652d01-49a0-4b52-a54c-51c21b53e0fe,5,0.2893446385860443,0.45200881361961365,-0.16266417503356934
6,28091,54,7.75,7909,attraction,534a6ddb-dbec-42ac-b559-3f4cbdd66423,6,0.2357894331216812,0.28910595178604126,-0.053316518664360046
4,28092,55,7.75,8199,Slow movements and then two faster moves to come together,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,4,0.193971186876297,0.16193032264709473,0.03204086422920227
5,28093,56,7.75,7907,random movements at afar then crashing into eachother,8845e64c-078b-4a3a-a732-1efe937de14a,5,0.18509936332702637,0.19838497042655945,-0.013285607099533081
4,28094,57,7.75,7822,They circled on the middle and touched each other two times,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4,0.12742236256599426,0.14704689383506775,-0.019624531269073486
0,28095,60,7.75,7989,they hit each other,5a652d01-49a0-4b52-a54c-51c21b53e0fe,0,0.28349289298057556,0.4493458867073059,-0.16585299372673035
5,28096,59,7.75,8075,double collision with each other.,085d7298-e568-4752-a909-8eecf82e3ebc,5,0.20363706350326538,0.3059088885784149,-0.10227182507514954
0,28097,58,7.75,8235,hitting each other,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,0,0.3884390890598297,0.4695788323879242,-0.08113974332809448
3,28098,64,7.75,7929,Dots collided with eachother.,534a6ddb-dbec-42ac-b559-3f4cbdd66423,3,0.18623870611190796,0.22846601903438568,-0.04222731292247772
1,28099,63,7.75,10033,The dots bumped into each other several times,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,1,0.1319504976272583,0.08697250485420227,0.04497799277305603
2,28100,66,7.75,8021,the animations were colliding,8845e64c-078b-4a3a-a732-1efe937de14a,2,0.19274532794952393,0.2931291460990906,-0.10038381814956665
2,28101,65,7.75,8177,targeting and hitting each other,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2,0.3335719108581543,0.30081790685653687,0.03275400400161743
0,28102,67,7.75,7902,The dots collided with each other twice,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,0,0.17416231334209442,0.17479972541332245,-0.0006374120712280273
4,28000,26,9.0,7657,The grey dot attacked the black dot and the black dot defended itself,8e6be05b-c10c-43db-b062-a559f5033312,4,0.17037388682365417,0.23253551125526428,-0.06216162443161011
2,28001,25,9.0,8035,The black dot moved away from the grey dot but then both dots furiously came back together rapidly for a brief time before restarting the chase.,abb20336-74c4-448b-a5f7-252c765a55f4,2,0.14710183441638947,0.11332061141729355,0.03378122299909592
1,28002,28,9.0,8346,hit twice and started switching sides,9301277e-6b35-4aa7-bd52-4f56ae0f029b,1,0.3190206289291382,0.25839269161224365,0.06062793731689453
1,28003,29,9.0,8160,the dots bumped into each other twice,1be4605b-9f78-45d4-8eb0-87bdc69537e2,1,0.14573264122009277,0.11461164057254791,0.03112100064754486
2,28004,32,9.0,8093,"again, floating and randomly run into each other, like they are in a fight",f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2,0.22534644603729248,0.3860640227794647,-0.16071757674217224
6,28005,35,9.0,8176,light grey dot moving first to collide,6a57f963-5846-4eaa-a5d2-0e658499a4a9,6,0.16929246485233307,0.12413080781698227,0.0451616570353508
0,28006,36,9.0,9377,Magnetic,059f8cfb-52c8-47fd-8d26-b0fec58eafae,0,0.20081861317157745,0.17676614224910736,0.024052470922470093
4,28007,33,9.0,7698,"Accelerated into each other twice, otherwise were moving around slowly",9f7e489f-4076-4332-b57e-13a42d4c75fd,4,0.11822864413261414,0.15604911744594574,-0.037820473313331604
0,28008,31,9.0,8148,The dots collide and then move away from each other twice,3322caf5-0aeb-4230-89db-c56b23e94819,0,0.19044284522533417,0.1828135997056961,0.0076292455196380615
3,28009,41,9.0,8233,chasing,7d40f846-95bc-4c08-b7a1-b4a410852b77,3,0.3901456296443939,0.33582255244255066,0.05432307720184326
2,28010,39,9.0,8213,the dots collided aggressively,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,2,0.2059030830860138,0.22599145770072937,-0.020088374614715576
1,28011,40,9.0,8017,rapidly collided twice,3322caf5-0aeb-4230-89db-c56b23e94819,1,0.164790540933609,0.23874157667160034,-0.07395103573799133
2,28012,42,9.0,8037,They flew at each other fast,2abe0875-f8ff-4373-aad8-bca142211a09,2,0.12277896702289581,0.2638615071773529,-0.1410825401544571
3,28013,42,9.0,8198,the same as before-the dots moved around and collided with each other x2,2abe0875-f8ff-4373-aad8-bca142211a09,3,0.13654150068759918,0.12646980583667755,0.01007169485092163
0,28014,45,9.0,7943,the two dots roamed around randomly and hit each other twice,91327185-f59e-4ae7-a000-fd66526bab82,0,0.18986152112483978,0.14181353151798248,0.0480479896068573
0,28015,46,9.0,8279,the dots alternated between slowly moving apart and rapidly being drawn into one another,a5228b86-ba0a-42f2-aa38-23b5369f0e56,0,0.1307850331068039,0.08222968131303787,0.04855535179376602
0,28016,51,9.0,8073,clashing,9301277e-6b35-4aa7-bd52-4f56ae0f029b,0,0.3336133062839508,0.5623324513435364,-0.22871914505958557
0,28017,48,9.0,7866,head-on collisions,132133b4-5554-4500-9494-87f534100012,0,0.14323832094669342,0.2666909098625183,-0.12345258891582489
6,28018,47,9.0,8090,The dots moved relatively slow & then abruptly moved together quickly then apart. This occured twice.,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,6,0.07195515930652618,0.007836905308067799,0.06411825399845839
5,28019,52,9.0,8139,the dots were moving freely until they both redirected and chose to collide quickly with each other,9f7e489f-4076-4332-b57e-13a42d4c75fd,5,0.11823809146881104,0.10739000141620636,0.010848090052604675
2,28020,49,9.0,7816,dots went opposite then together,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,2,0.19016140699386597,0.13932733237743378,0.05083407461643219
