,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,neg_score,neu_score,pos_score,pos-neg,pos-neu,neg-neu,neu-neg
5,28067,32,4.0,8038,The dots moved in similar but delayed patterns and touched,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5,0.029914405196905136,0.9154477715492249,0.05463779345154762,0.024723388254642487,-0.8608099780976772,-0.8855333663523197,0.8855333663523197
2,28096,59,4.0,8191,"both dots move independently for a while and collide, afterwards separated to random individual motion. this happens twice. ",1d41f125-7386-42b4-8250-f6c540c627a8,2,0.030041512101888657,0.9142769575119019,0.055681463330984116,0.02563995122909546,-0.8585954941809177,-0.8842354454100132,0.8842354454100132
2,28046,94,4.0,8013,Blacked moved first to bump into the grey dot twice,7413c064-c0e5-4104-89aa-79d64ef9d6d9,2,0.03018149919807911,0.8993827700614929,0.07043575495481491,0.0402542557567358,-0.828947015106678,-0.8692012708634138,0.8692012708634138
0,28004,32,4.0,8096,they swirled around and bumped into each other twice,1f7aa6f4-6516-4b90-8eeb-142b1437644b,0,0.03053239919245243,0.8607110977172852,0.10875649005174637,0.07822409085929394,-0.7519546076655388,-0.8301786985248327,0.8301786985248327
1,28092,55,4.0,8443,A brief touch after slow movements,48fe3ca9-b1df-491d-bef9-6d9c5edee227,1,0.03065769374370575,0.8633396625518799,0.10600274056196213,0.07534504681825638,-0.7573369219899178,-0.8326819688081741,0.8326819688081741
6,28076,31,4.0,8346,white dot steering closer to the black dot,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6,0.03141678497195244,0.9148843884468079,0.05369866266846657,0.02228187769651413,-0.8611857257783413,-0.8834676034748554,0.8834676034748554
5,28063,16,4.0,9570,"Move diagonally, attract then part",48fe3ca9-b1df-491d-bef9-6d9c5edee227,5,0.032594095915555954,0.8615434169769287,0.10586244612932205,0.0732683502137661,-0.7556809708476067,-0.8289493210613728,0.8289493210613728
1,28078,40,4.0,8594,both dots travelled rightwards,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1,0.032913267612457275,0.8700383901596069,0.09704838693141937,0.0641351193189621,-0.7729900032281876,-0.8371251225471497,0.8371251225471497
1,28008,31,4.0,8300,One dot gets pulled towards the other dot then they collide,7413c064-c0e5-4104-89aa-79d64ef9d6d9,1,0.03406471386551857,0.9073038101196289,0.05863155052065849,0.024566836655139923,-0.8486722595989704,-0.8732390962541103,0.8732390962541103
5,28077,39,4.0,8644,grey moved toward black first and they collided twice in the center,68382d9c-6cc5-4669-84bf-c8058e3c1472,5,0.03693205863237381,0.9091207981109619,0.05394718423485756,0.01701512560248375,-0.8551736138761044,-0.8721887394785881,0.8721887394785881
0,28003,29,4.0,8082,the dots bumped into each other twice,0890b767-b394-4f89-aea1-c60cab7014af,0,0.03699391707777977,0.8759738206863403,0.0870322659611702,0.05003834888339043,-0.7889415547251701,-0.8389799036085606,0.8389799036085606
0,28013,42,4.0,8229,the two dots moved and then collided with each other twice,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.03717057406902313,0.9039306640625,0.05889887735247612,0.021728303283452988,-0.8450317867100239,-0.8667600899934769,0.8667600899934769
1,28020,49,4.0,7986,dots passed by and then flew together,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1,0.03758963569998741,0.8983141183853149,0.06409616768360138,0.026506531983613968,-0.8342179507017136,-0.8607244826853275,0.8607244826853275
0,28029,67,4.0,8251,"the dots move opposite of each then are pulled to together, almost like a magnet.",86e26a06-c6f9-47dc-bc1f-1c78f1f93251,0,0.03835412114858627,0.9118512272834778,0.04979478195309639,0.011440660804510117,-0.8620564453303814,-0.8734971061348915,0.8734971061348915
0,28099,63,4.0,10106,magnetic attraction,1d41f125-7386-42b4-8250-f6c540c627a8,0,0.04717067629098892,0.7556440830230713,0.1971851885318756,0.1500145122408867,-0.5584588944911957,-0.7084734067320824,0.7084734067320824
1,28080,42,4.0,8386,They moved away and came back to hit each other gently,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,1,0.048029713332653046,0.7806873321533203,0.17128291726112366,0.12325320392847061,-0.6094044148921967,-0.7326576188206673,0.7326576188206673
3,28044,96,4.0,8095,slower headon collidion,1a1c3419-9320-46a3-8b48-10e9514c3e7d,3,0.04816482961177826,0.8683265447616577,0.08350861817598343,0.03534378856420517,-0.7848179265856743,-0.8201617151498795,0.8201617151498795
3,28011,40,4.0,8034,collided twice,1f7aa6f4-6516-4b90-8eeb-142b1437644b,3,0.04861323535442352,0.8662931323051453,0.08509369194507599,0.036480456590652466,-0.7811994403600693,-0.8176798969507217,0.8176798969507217
4,28086,50,4.0,8181,they are playing,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.048751432448625565,0.8233886957168579,0.1278599351644516,0.07910850271582603,-0.6955287605524063,-0.7746372632682323,0.7746372632682323
1,28035,84,4.0,8167,circle bash,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1,0.055800311267375946,0.6642436385154724,0.27995607256889343,0.2241557613015175,-0.384287565946579,-0.6084433272480965,0.6084433272480965
2,28014,45,4.0,8070,the grey dot looked like it was aiming to hit the black dot and then the black dot 'retaliated' (this hapenned twice),0890b767-b394-4f89-aea1-c60cab7014af,2,0.05789162218570709,0.9103208780288696,0.031787559390068054,-0.026104062795639038,-0.8785333186388016,-0.8524292558431625,0.8524292558431625
0,28045,97,4.0,8128,battle between the two dots,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0,0.059110190719366074,0.7429326176643372,0.1979571133852005,0.13884692266583443,-0.5449755042791367,-0.6838224269449711,0.6838224269449711
3,28017,48,4.0,8015,keeping distance then attacking,50781782-fbf2-4226-a593-5173be906638,3,0.06052473187446594,0.8524366617202759,0.08703870326280594,0.026513971388339996,-0.7653979584574699,-0.7919119298458099,0.7919119298458099
4,28002,28,4.0,8315,"hit twice, not hard",1d41f125-7386-42b4-8250-f6c540c627a8,4,0.060832325369119644,0.6503044962882996,0.2888631522655487,0.22803082689642906,-0.36144134402275085,-0.5894721709191799,0.5894721709191799
1,28039,90,4.0,8076,The two dots clashed twice,0890b767-b394-4f89-aea1-c60cab7014af,1,0.0610874705016613,0.8667232394218445,0.07218929380178452,0.011101823300123215,-0.79453394562006,-0.8056357689201832,0.8056357689201832
3,28041,85,4.0,9311,fighting,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3,0.061159271746873856,0.3902158737182617,0.5486249327659607,0.48746566101908684,0.15840905904769897,-0.32905660197138786,0.32905660197138786
6,28084,47,4.0,9028,they are colliding and separating while rotating,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6,0.06321471929550171,0.9073446989059448,0.029440633952617645,-0.033774085342884064,-0.8779040649533272,-0.8441299796104431,0.8441299796104431
0,28090,49,4.0,8004,bouncing on each other,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,0,0.07091514766216278,0.7424380779266357,0.18664665520191193,0.11573150753974915,-0.5557914227247238,-0.671522930264473,0.671522930264473
1,28055,2,4.0,8253,slowly collided twice,70326c05-1133-4c5d-8a4c-3e71e0da8479,1,0.07163648307323456,0.7757861614227295,0.15257735550403595,0.08094087243080139,-0.6232088059186935,-0.7041496783494949,0.7041496783494949
0,28058,13,4.0,11233,two dots moving separately then colliding and move separate apart again,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0,0.07210128009319305,0.8994964957237244,0.028402181342244148,-0.043699098750948906,-0.8710943143814802,-0.8273952156305313,0.8273952156305313
2,28005,35,4.0,8159,sudden forceful clashing ,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.07540438324213028,0.8822320699691772,0.04236358776688576,-0.03304079547524452,-0.8398684822022915,-0.806827686727047,0.806827686727047
4,28073,35,4.0,8058,the two dots clashed with each other twice,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,4,0.07683781534433365,0.8646367788314819,0.05852536857128143,-0.018312446773052216,-0.8061114102602005,-0.7877989634871483,0.7877989634871483
1,28068,27,4.0,8069,floated around and bumped each other twice,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1,0.07804954051971436,0.8366215825080872,0.0853288471698761,0.007279306650161743,-0.7512927353382111,-0.7585720419883728,0.7585720419883728
3,28064,17,4.0,8191,They clashed twice,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,3,0.08528823405504227,0.8486137986183167,0.06609796732664108,-0.019190266728401184,-0.7825158312916756,-0.7633255645632744,0.7633255645632744
6,28066,25,4.0,8012,Both dots came and bounced off each other at the same time,70326c05-1133-4c5d-8a4c-3e71e0da8479,6,0.08606819808483124,0.8373964428901672,0.07653550058603287,-0.00953269749879837,-0.7608609423041344,-0.751328244805336,0.751328244805336
2,28082,44,4.0,8229,black chased grey,fb491605-8f46-43ab-ba62-bfd86d95e4d6,2,0.08685515820980072,0.7868216633796692,0.12632326781749725,0.03946810960769653,-0.6604983955621719,-0.6999665051698685,0.6999665051698685
1,28024,65,4.0,8040,they bumped into eachother twice again. the lighter one being more aggressive,50781782-fbf2-4226-a593-5173be906638,1,0.09373524785041809,0.8496085405349731,0.056656260043382645,-0.037078987807035446,-0.7929522804915905,-0.755873292684555,0.755873292684555
6,28075,30,4.0,8138,they went apart and came back to each other,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6,0.0942264050245285,0.8396244049072266,0.06614918261766434,-0.028077222406864166,-0.7734752222895622,-0.7453979998826981,0.7453979998826981
5,28006,36,4.0,9334,Magnetic,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,5,0.09873352199792862,0.5886138081550598,0.31265270709991455,0.21391918510198593,-0.27596110105514526,-0.4898802861571312,0.4898802861571312
4,28091,54,4.0,8028,magnetic,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,4,0.09873352199792862,0.5886138081550598,0.31265270709991455,0.21391918510198593,-0.27596110105514526,-0.4898802861571312,0.4898802861571312
5,28031,80,4.0,8015,touched,114b2369-dce5-4979-8319-c64c85175e6a,5,0.10208825767040253,0.6676800847053528,0.2302316427230835,0.12814338505268097,-0.4374484419822693,-0.5655918270349503,0.5655918270349503
1,28051,4,4.0,8704,collision,9f53cd68-f278-45d6-806a-74eeef55bbcc,1,0.10679610073566437,0.7709386348724365,0.12226526439189911,0.015469163656234741,-0.6486733704805374,-0.6641425341367722,0.6641425341367722
1,28065,29,4.0,8049,"the gray seemed to start moving quick and both smacked into one another fast then went slow again, repeat",0890b767-b394-4f89-aea1-c60cab7014af,1,0.10701318830251694,0.8562430739402771,0.03674367442727089,-0.07026951387524605,-0.8194993995130062,-0.7492298856377602,0.7492298856377602
4,28028,68,4.0,8029,Both dots were far apart and hit each other twice slowly.,1f7aa6f4-6516-4b90-8eeb-142b1437644b,4,0.11182752251625061,0.839117169380188,0.04905521869659424,-0.06277230381965637,-0.7900619506835938,-0.7272896468639374,0.7272896468639374
6,28057,14,4.0,7974,collided,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6,0.11279021948575974,0.77171391248703,0.11549578607082367,0.0027055665850639343,-0.6562181264162064,-0.6589236930012703,0.6589236930012703
1,28032,73,4.0,8043,"same thing, except they both moved  in circles",609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,1,0.11409831047058105,0.8348441123962402,0.051057569682598114,-0.06304074078798294,-0.7837865427136421,-0.7207458019256592,0.7207458019256592
6,28102,67,4.0,8126,Both dots collided twice the grey dot ended up on top,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,6,0.11692224442958832,0.8367373943328857,0.04634030908346176,-0.07058193534612656,-0.790397085249424,-0.7198151499032974,0.7198151499032974
3,28101,65,4.0,8199,the dots moving and hitting each other,50781782-fbf2-4226-a593-5173be906638,3,0.12076050788164139,0.8111703395843506,0.06806924939155579,-0.0526912584900856,-0.7431010901927948,-0.6904098317027092,0.6904098317027092
5,28062,27,4.0,7957,collisions,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5,0.1241300106048584,0.7457147836685181,0.13015510141849518,0.00602509081363678,-0.6155596822500229,-0.6215847730636597,0.6215847730636597
2,28053,3,4.0,7931,Colliding into each other purposefully ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,2,0.12642517685890198,0.8222109079360962,0.0513639971613884,-0.07506117969751358,-0.7708469107747078,-0.6957857310771942,0.6957857310771942
2,28038,86,4.0,8136,They once again were hitting each other but making small circles before doing it.,83dec58f-0765-4ddc-b785-670d8025c467,2,0.13880793750286102,0.8123775720596313,0.04881443455815315,-0.08999350294470787,-0.7635631375014782,-0.6735696345567703,0.6735696345567703
6,28095,60,4.0,8033,similar to before. slow movement and rebound,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6,0.14309810101985931,0.8217788934707642,0.035123106092214584,-0.10797499492764473,-0.7866557873785496,-0.6786807924509048,0.6786807924509048
6,28027,71,4.0,8416,"Dots floating around and bumped into eachother twice, separating again each time",83dec58f-0765-4ddc-b785-670d8025c467,6,0.14322695136070251,0.816461980342865,0.04031112790107727,-0.10291582345962524,-0.7761508524417877,-0.6732350289821625,0.6732350289821625
3,28010,39,4.0,8146,gentle collision,68382d9c-6cc5-4669-84bf-c8058e3c1472,3,0.14901110529899597,0.7720891237258911,0.07889986038208008,-0.0701112449169159,-0.693189263343811,-0.6230780184268951,0.6230780184268951
0,28060,19,4.0,8013,bounced off each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,0,0.15240825712680817,0.7508500814437866,0.09674164652824402,-0.05566661059856415,-0.6541084349155426,-0.5984418243169785,0.5984418243169785
1,28034,81,4.0,8223,Periodically they would bounce off each other very quickly,1d41f125-7386-42b4-8250-f6c540c627a8,1,0.1616361439228058,0.7918495535850525,0.04651416093111038,-0.1151219829916954,-0.7453353926539421,-0.6302134096622467,0.6302134096622467
3,28088,52,4.0,8214,the two dots was not that aggressive like before.,83dec58f-0765-4ddc-b785-670d8025c467,3,0.17118746042251587,0.7576473355293274,0.07116517424583435,-0.10002228617668152,-0.686482161283493,-0.5864598751068115,0.5864598751068115
6,28054,8,4.0,8070,l,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6,0.1731804609298706,0.5426121950149536,0.2842073440551758,0.11102688312530518,-0.25840485095977783,-0.369431734085083,0.369431734085083
2,28016,51,4.0,8001,attacks,1a1c3419-9320-46a3-8b48-10e9514c3e7d,2,0.17555442452430725,0.578725278377533,0.24572037160396576,0.07016594707965851,-0.3330049067735672,-0.4031708538532257,0.4031708538532257
4,28040,92,4.0,8100,bumped into each other,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.17633499205112457,0.7104159593582153,0.11324890702962875,-0.06308608502149582,-0.5971670523285866,-0.5340809673070908,0.5340809673070908
3,28061,19,4.0,8061,Bumped into each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,3,0.17633499205112457,0.7104159593582153,0.11324890702962875,-0.06308608502149582,-0.5971670523285866,-0.5340809673070908,0.5340809673070908
6,28036,76,4.0,8019,bumped,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6,0.1797160655260086,0.6197268962860107,0.2005571573972702,0.020841091871261597,-0.41916973888874054,-0.44001083076000214,0.44001083076000214
4,28052,6,4.0,8462,i dont know,1f7aa6f4-6516-4b90-8eeb-142b1437644b,4,0.1813124120235443,0.6101323962211609,0.2085551619529724,0.0272427499294281,-0.4015772342681885,-0.4288199841976166,0.4288199841976166
4,28098,64,4.0,8055,Dots eventually collided.,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,4,0.18251566588878632,0.7644125819206238,0.05307164788246155,-0.12944401800632477,-0.7113409340381622,-0.5818969160318375,0.5818969160318375
2,28042,91,4.0,8053,drawn to centre and collided,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,2,0.1855766922235489,0.7742646336555481,0.040158603340387344,-0.14541808888316154,-0.7341060303151608,-0.5886879414319992,0.5886879414319992
0,28093,56,4.0,7921,two dots circling then crashing into each other twice,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0,0.18676713109016418,0.7609211802482605,0.052311643958091736,-0.13445548713207245,-0.7086095362901688,-0.5741540491580963,0.5741540491580963
1,28079,23,4.0,8068,attack,9f53cd68-f278-45d6-806a-74eeef55bbcc,1,0.21433725953102112,0.579739511013031,0.2059231698513031,-0.008414089679718018,-0.3738163411617279,-0.3654022514820099,0.3654022514820099
5,28012,42,4.0,8043,The dots bounced off each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,5,0.21733544766902924,0.7386810183525085,0.04398351162672043,-0.1733519360423088,-0.6946975067257881,-0.5213455706834793,0.5213455706834793
6,28085,51,4.0,8043,Mild collision,1a1c3419-9320-46a3-8b48-10e9514c3e7d,6,0.221665620803833,0.7042837738990784,0.07405054569244385,-0.14761507511138916,-0.6302332282066345,-0.48261815309524536,0.48261815309524536
3,28049,88,4.0,8164,The black dot and the grey dot switched position and hit each other twice ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,3,0.23337918519973755,0.7252975106239319,0.04132319986820221,-0.19205598533153534,-0.6839743107557297,-0.49191832542419434,0.49191832542419434
3,28000,26,4.0,8173,The dots collided and then moved apart from each other,50781782-fbf2-4226-a593-5173be906638,3,0.24993979930877686,0.7252141833305359,0.02484600991010666,-0.2250937893986702,-0.7003681734204292,-0.47527438402175903,0.47527438402175903
1,28009,41,4.0,8215,attraction,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,1,0.26045894622802734,0.6830507516860962,0.05649030953645706,-0.20396863669157028,-0.6265604421496391,-0.42259180545806885,0.42259180545806885
4,28043,99,4.0,7985,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,4,0.26045894622802734,0.6830507516860962,0.05649030953645706,-0.20396863669157028,-0.6265604421496391,-0.42259180545806885,0.42259180545806885
0,28071,33,4.0,8014,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,0,0.26045894622802734,0.6830507516860962,0.05649030953645706,-0.20396863669157028,-0.6265604421496391,-0.42259180545806885,0.42259180545806885
3,28074,38,4.0,8163,attraction,114b2369-dce5-4979-8319-c64c85175e6a,3,0.26045894622802734,0.6830507516860962,0.05649030953645706,-0.20396863669157028,-0.6265604421496391,-0.42259180545806885,0.42259180545806885
2,28022,59,4.0,8023,The dots moving slowly but they fought each other.,1d41f125-7386-42b4-8250-f6c540c627a8,2,0.31276699900627136,0.6550533175468445,0.03217965364456177,-0.2805873453617096,-0.6228736639022827,-0.3422863185405731,0.3422863185405731
0,28050,98,4.0,8151,they hit each other,50781782-fbf2-4226-a593-5173be906638,0,0.3416169285774231,0.6023603677749634,0.056022610515356064,-0.28559431806206703,-0.5463377572596073,-0.2607434391975403,0.2607434391975403
0,28023,66,4.0,7969,they attracted then repelled,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.34208419919013977,0.6320544481277466,0.02586124651134014,-0.31622295267879963,-0.6061932016164064,-0.2899702489376068,0.2899702489376068
0,28025,63,4.0,8133,dots would float away and then collide into each other,1d41f125-7386-42b4-8250-f6c540c627a8,0,0.402531236410141,0.5624943971633911,0.03497439995408058,-0.3675568364560604,-0.5275199972093105,-0.15996316075325012,0.15996316075325012
3,28100,66,4.0,8086,the animations gradually collided against each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3,0.4602225720882416,0.5197833776473999,0.019994059577584267,-0.4402285125106573,-0.49978931806981564,-0.059560805559158325,0.059560805559158325
6,28056,4,4.0,8176,The white dot attacked the black dot.,9f53cd68-f278-45d6-806a-74eeef55bbcc,6,0.48280584812164307,0.4979814887046814,0.019212644547224045,-0.463593203574419,-0.47876884415745735,-0.01517564058303833,0.01517564058303833
1,28026,64,4.0,8198,the crashed into each other twice again,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,1,0.540744960308075,0.41794848442077637,0.041306618601083755,-0.4994383417069912,-0.3766418658196926,0.12279647588729858,-0.12279647588729858
0,28083,46,4.0,8068,they were attacking each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0,0.6872922778129578,0.29603666067123413,0.016671108081936836,-0.6706211697310209,-0.2793655525892973,0.39125561714172363,-0.39125561714172363
4,28081,43,5.25,8001,they are attracting each other,0a4312a1-7156-4c68-9698-0f1495558bee,4,0.004749258514493704,0.20783129334449768,0.7874195575714111,0.7826702990569174,0.5795882642269135,-0.20308203483000398,0.20308203483000398
5,28070,26,5.25,8162,The dots moved to the middle at the bottom and collided twice gently.,384dc3de-9717-4531-83a1-683588fe1381,5,0.007006343454122543,0.8491431474685669,0.143850639462471,0.13684429600834846,-0.7052925080060959,-0.8421368040144444,0.8421368040144444
3,28094,57,5.25,8035,They circled below the box on the right side and contacted each other two times,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,3,0.00724367517977953,0.9379807114601135,0.054775506258010864,0.047531831078231335,-0.8832052052021027,-0.930737036280334,0.930737036280334
3,28050,98,5.25,8365,the ball came together ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,3,0.00845964066684246,0.7507513761520386,0.24078892171382904,0.23232928104698658,-0.5099624544382095,-0.7422917354851961,0.7422917354851961
3,28003,29,5.25,8018,"The dots initially came toward each other simultaneously. The second time, the grey dot approached first.",0a4312a1-7156-4c68-9698-0f1495558bee,3,0.00940304808318615,0.9469218254089355,0.0436750166118145,0.03427196852862835,-0.903246808797121,-0.9375187773257494,0.9375187773257494
4,28059,80,5.25,8040,"The dots were a little towards the left side of the box and moved slightly in a upward motion before moving towards each other to make contact twice. This time they moved faster than previously. They did not move lighting fast, but they did not move slowly either.",8e0deaa9-1ac5-4e69-817a-3204f157f360,4,0.013373369351029396,0.9152400493621826,0.07138670235872269,0.05801333300769329,-0.8438533470034599,-0.9018666800111532,0.9018666800111532
5,28048,89,5.25,8282,The two dot meet each other twice,27f4d7f8-d998-48b2-a3e4-f885f21c713d,5,0.016788439825177193,0.8377278447151184,0.14548373222351074,0.12869529239833355,-0.6922441124916077,-0.8209394048899412,0.8209394048899412
1,28021,58,5.25,8322,the dots moved towards the right then collided together.,39d4c0f1-9195-4761-98c6-457bad8a2291,1,0.018332485109567642,0.9473578929901123,0.03430977836251259,0.015977293252944946,-0.9130481146275997,-0.9290254078805447,0.9290254078805447
1,28086,50,5.25,8304,they are trying to communicate,384dc3de-9717-4531-83a1-683588fe1381,1,0.01925760693848133,0.7886838316917419,0.1920584738254547,0.17280086688697338,-0.5966253578662872,-0.7694262247532606,0.7694262247532606
4,28019,52,5.25,8042,the dots were moving freely before choosing to redirect and collide with each other simultaneously,8e0deaa9-1ac5-4e69-817a-3204f157f360,4,0.019562100991606712,0.8722005486488342,0.10823732614517212,0.0886752251535654,-0.7639632225036621,-0.8526384476572275,0.8526384476572275
0,28075,30,5.25,8622,they kissed each otehr,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,0,0.020051248371601105,0.7668206691741943,0.21312817931175232,0.19307693094015121,-0.553692489862442,-0.7467694208025932,0.7467694208025932
5,28092,55,5.25,8367,"Slow movements, then bacl initiates two moments of contact",124d9b3a-acac-4627-93e0-f05b493598f3,5,0.020523035898804665,0.8998948931694031,0.07958199083805084,0.05905895493924618,-0.8203129023313522,-0.8793718572705984,0.8793718572705984
6,28067,32,5.25,8010,The dots moved in a similar pattern but the light grey dot moved much more quickly before touching I think twice.,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6,0.020802782848477364,0.9208928942680359,0.05830437317490578,0.03750159032642841,-0.8625885210931301,-0.9000901114195585,0.9000901114195585
6,28002,28,5.25,8355,"hit twice, black dot went first",8b72023d-88b1-4615-b871-cac794edf1d9,6,0.02287941239774227,0.8517084121704102,0.1254122406244278,0.10253282822668552,-0.7262961715459824,-0.8288289997726679,0.8288289997726679
1,28010,39,5.25,8245,the dots collided ,5f5a825b-b433-4986-b5d6-5239eb407d32,1,0.024198682978749275,0.8750230073928833,0.10077837109565735,0.07657968811690807,-0.774244636297226,-0.850824324414134,0.850824324414134
6,28077,39,5.25,8547,spun one direction then collided in the center then moved back the other direction before hitting again in the center,5f5a825b-b433-4986-b5d6-5239eb407d32,6,0.024753892794251442,0.9198843240737915,0.05536177009344101,0.030607877299189568,-0.8645225539803505,-0.8951304312795401,0.8951304312795401
2,28007,33,5.25,7735,Dots moves around slowly quite far apart. Then accelerated at each other from quite far away. One dot started accelerating before the other,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,2,0.026336178183555603,0.9097276329994202,0.06393628567457199,0.03760010749101639,-0.8457913473248482,-0.8833914548158646,0.8833914548158646
2,28006,36,5.25,9317,Black one connects to the grey,2ef99e5f-bc49-429b-b086-41ed4571b58a,2,0.026408787816762924,0.9284030199050903,0.04518827050924301,0.018779482692480087,-0.8832147493958473,-0.9019942320883274,0.9019942320883274
2,28008,31,5.25,8260,"When the dots are within a certain range of eachother, they are pulled in and collide",4cf04acf-6776-453a-a811-1c5e51c2ece4,2,0.027192527428269386,0.8826309442520142,0.09017663449048996,0.06298410706222057,-0.7924543097615242,-0.8554384168237448,0.8554384168237448
2,28028,68,5.25,8029,"Both dots hit each other, the black hit first then both dots hit at the same time.",4cf04acf-6776-453a-a811-1c5e51c2ece4,2,0.030751874670386314,0.9152122735977173,0.05403575301170349,0.023283878341317177,-0.8611765205860138,-0.884460398927331,0.884460398927331
6,28013,42,5.25,8172,the dots moved around and collided with each other but not too aggressively x2,8b72023d-88b1-4615-b871-cac794edf1d9,6,0.03246987238526344,0.9011253118515015,0.066404789686203,0.03393491730093956,-0.8347205221652985,-0.868655439466238,0.868655439466238
6,28004,32,5.25,8060,floating around and then randomly went for eachother twice,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6,0.03391413018107414,0.8978264927864075,0.06825936585664749,0.03434523567557335,-0.82956712692976,-0.8639123626053333,0.8639123626053333
4,28101,65,5.25,8102,the dots moving round and touching each other,86e934a2-75ef-4084-a167-ce0ca737532d,4,0.03552931547164917,0.8901543021202087,0.07431627064943314,0.038786955177783966,-0.8158380314707756,-0.8546249866485596,0.8546249866485596
1,28046,94,5.25,8055,Both dots moving then the grey one moved sharply and bumped against the black one twice,384dc3de-9717-4531-83a1-683588fe1381,1,0.038028981536626816,0.9177113175392151,0.04425960034132004,0.006230618804693222,-0.873451717197895,-0.8796823360025883,0.8796823360025883
4,28080,42,5.25,8137,"collide gently, move away and collide strongly",8b72023d-88b1-4615-b871-cac794edf1d9,4,0.03849367797374725,0.8068634867668152,0.15464282035827637,0.11614914238452911,-0.6522206664085388,-0.7683698087930679,0.7683698087930679
3,28037,77,5.25,8242,The dots moved at the same speed apart then together,124d9b3a-acac-4627-93e0-f05b493598f3,3,0.03854178264737129,0.8916316032409668,0.0698266327381134,0.03128485009074211,-0.8218049705028534,-0.8530898205935955,0.8530898205935955
3,28078,40,5.25,8500,"one dot circled, the other more straight lined",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3,0.039213553071022034,0.8879579901695251,0.07282842695713043,0.0336148738861084,-0.8151295632123947,-0.8487444370985031,0.8487444370985031
3,28026,64,5.25,8034,touched each other twice,2d3d47a2-03c8-4642-84ec-a8f67c64868c,3,0.03946153074502945,0.8573760986328125,0.10316245257854462,0.06370092183351517,-0.7542136460542679,-0.817914567887783,0.817914567887783
6,28017,48,5.25,8033,black attacking gray then collision,27f4d7f8-d998-48b2-a3e4-f885f21c713d,6,0.040472324937582016,0.9159865379333496,0.04354105517268181,0.0030687302350997925,-0.8724454827606678,-0.8755142129957676,0.8755142129957676
2,28051,4,5.25,8539,2 dots collide,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,2,0.043935779482126236,0.8091840147972107,0.1468801647424698,0.10294438526034355,-0.6623038500547409,-0.7652482353150845,0.7652482353150845
5,28000,26,5.25,8076,"The dots moved toward each other, collided and then moved apart",384dc3de-9717-4531-83a1-683588fe1381,5,0.046405576169490814,0.9130028486251831,0.04059173911809921,-0.0058138370513916016,-0.8724111095070839,-0.8665972724556923,0.8665972724556923
