,subID,stimset_rows,chargeSpeed,responses,movie,trial_num,similarity_playing,similarity_fighting,similarity_fight_play
3,24087,39,2.75,walking and touching,32110051-52cf-4952-a6e5-4c5fe75760b7,3,0.21381132304668427,0.22905251383781433,0.015241190791130066
2,24088,21,2.75,"Same as before, maybe tag game",0bad25fa-4a38-4561-9d35-56f1108797cd,2,0.3532053232192993,0.18761220574378967,-0.16559311747550964
6,24089,34,2.75,playing hide and seek,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,6,0.493427038192749,0.18133260309696198,-0.31209443509578705
6,24090,17,2.75,They were going very slow and then they crashed,112b96b3-6518-4053-ad9f-ff77320acc23,6,0.205379918217659,0.16748838126659393,-0.037891536951065063
4,24091,25,2.75,chasing a dragonfly,42a6675b-868f-488d-a671-17a04c97ab01,4,0.26426970958709717,0.24429574608802795,-0.019973963499069214
0,24092,18,2.75,Playing Tag,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,0,0.6409550309181213,0.271896630525589,-0.36905840039253235
4,24093,10,2.75,The dots were playing ball,215ead11-5650-429d-b541-0b107fbb996a,4,0.44847792387008667,0.15734928846359253,-0.29112863540649414
0,24094,98,2.75,playing,c49bbdbd-6e52-4da5-887c-72db9cec7d93,0,1.0,0.46540114283561707,-0.5345988571643829
3,24095,64,2.75,just playing,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,3,0.8035852313041687,0.3497523069381714,-0.4538329243659973
5,24096,33,2.75,"Wanting to interactive with each other, and does, but hesitantly",c496efe1-6c3e-480d-856f-af132dbe7048,5,0.331345796585083,0.18160641193389893,-0.14973938465118408
3,24097,84,2.75,playing tag,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,3,0.6409550309181213,0.271896630525589,-0.36905840039253235
6,24098,41,2.75,Playing hide and seek,59df47e5-696a-407f-aa33-94dab9b3e492,6,0.493427038192749,0.18133260309696198,-0.31209443509578705
0,24099,86,2.75,fighting,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,0,0.46540117263793945,1.0000001192092896,0.5345989465713501
5,24100,71,2.75,playing,42a6675b-868f-488d-a671-17a04c97ab01,5,1.0,0.46540114283561707,-0.5345988571643829
3,24101,82,2.75,Run-up High-fiving,8fa1d226-bf98-4c72-8961-7121546d4a11,3,0.18905261158943176,0.10539090633392334,-0.08366170525550842
1,24000,22,4.0,collision (fighting),86e26a06-c6f9-47dc-bc1f-1c78f1f93251,1,0.33324143290519714,0.6330282688140869,0.29978683590888977
5,24001,5,4.0,dancing,50781782-fbf2-4226-a593-5173be906638,5,0.45027947425842285,0.3849746584892273,-0.06530481576919556
4,24002,20,4.0,They are cautiously moving then meeting each other in the middle.,fb491605-8f46-43ab-ba62-bfd86d95e4d6,4,0.17409250140190125,0.2338394969701767,0.05974699556827545
6,24003,85,4.0,playing frog leap,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6,0.4414166510105133,0.2518707513809204,-0.1895458996295929
6,24004,88,4.0,flowing,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,6,0.29502764344215393,0.2921062707901001,-0.002921372652053833
4,24005,27,4.0,"slowly moving, coming together and then splitting apart",50bec0a0-7e7c-4edd-a8eb-394750dbdb77,4,0.20116235315799713,0.22535322606563568,0.02419087290763855
0,24006,52,4.0,swordfighting,83dec58f-0765-4ddc-b785-670d8025c467,0,0.3748055398464203,0.618373453617096,0.24356791377067566
6,24007,13,4.0,swimming,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6,0.3796187937259674,0.35078105330467224,-0.028837740421295166
1,24008,54,4.0,Running back and forth into each other ,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,1,0.3606763184070587,0.32255202531814575,-0.038124293088912964
5,24009,8,4.0,dont know,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,5,0.2802979350090027,0.24042190611362457,-0.03987602889537811
2,24010,11,4.0,the dots moves around and later then they came together,1a1c3419-9320-46a3-8b48-10e9514c3e7d,2,0.16910016536712646,0.13921350240707397,-0.02988666296005249
0,24011,60,4.0,running and tagging ,48fe3ca9-b1df-491d-bef9-6d9c5edee227,0,0.2930631935596466,0.20281298458576202,-0.09025020897388458
6,24012,87,4.0,hide and seek,9f53cd68-f278-45d6-806a-74eeef55bbcc,6,0.31166601181030273,0.22193656861782074,-0.089729443192482
3,24013,45,4.0,fighting,0890b767-b394-4f89-aea1-c60cab7014af,3,0.46540117263793945,1.0000001192092896,0.5345989465713501
3,24014,75,4.0,"Before slowly touching each other, move counterclockwise ",fb491605-8f46-43ab-ba62-bfd86d95e4d6,3,0.12296462059020996,0.10346125811338425,-0.019503362476825714
1,24015,9,4.0,they seemed attracted to one another,1d41f125-7386-42b4-8250-f6c540c627a8,1,0.10234469175338745,0.17047183215618134,0.06812714040279388
3,24016,13,4.0,catching up,7413c064-c0e5-4104-89aa-79d64ef9d6d9,3,0.41205236315727234,0.2750977873802185,-0.13695457577705383
4,24017,31,4.0,the dots were running into each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,4,0.23494546115398407,0.21132545173168182,-0.023620009422302246
2,24018,8,4.0,pushing each other for fun,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,2,0.3993161916732788,0.3612031936645508,-0.03811299800872803
3,24019,14,4.0,"Slow and lethargic, but still headbutting in a seeking manner.",7c45bceb-e7dc-4a58-a9f2-02aa015541c6,3,0.18041160702705383,0.19969463348388672,0.019283026456832886
4,24020,2,4.0,playing a sword game,70326c05-1133-4c5d-8a4c-3e71e0da8479,4,0.4991549253463745,0.35869887471199036,-0.14045605063438416
1,24021,50,4.0,playing tag together,68382d9c-6cc5-4669-84bf-c8058e3c1472,1,0.46340763568878174,0.26458144187927246,-0.19882619380950928
5,24022,68,4.0,hide and seek,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5,0.31166601181030273,0.22193656861782074,-0.089729443192482
1,24023,57,4.0,The dots move away from each other and then collide. The grey dot seemed to instigate the collision.,114b2369-dce5-4979-8319-c64c85175e6a,1,0.1508345752954483,0.144222229719162,-0.006612345576286316
1,24024,17,4.0,notiing each other and playing,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,1,0.6155173778533936,0.35714778304100037,-0.2583695948123932
6,24025,3,4.0,Grey dot was hassling the black dot,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,6,0.21429595351219177,0.10738576203584671,-0.10691019147634506
5,24026,3,4.0,The dots are playing,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5,0.4747754633426666,0.16272984445095062,-0.312045618891716
3,24027,6,4.0,playing a game,1f7aa6f4-6516-4b90-8eeb-142b1437644b,3,0.8228989243507385,0.3966796100139618,-0.42621931433677673
6,24028,6,4.0,The kids crossed path while roaming around,1f7aa6f4-6516-4b90-8eeb-142b1437644b,6,0.138559028506279,0.07609924674034119,-0.062459781765937805
1,24029,4,4.0,moving up and down and hitting each other,9f53cd68-f278-45d6-806a-74eeef55bbcc,1,0.3376229703426361,0.33854901790618896,0.0009260475635528564
5,24030,25,4.0,the dots are dancing,70326c05-1133-4c5d-8a4c-3e71e0da8479,5,0.24653051793575287,0.13946831226348877,-0.1070622056722641
0,24031,49,4.0,Running,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,0,0.5148481130599976,0.4141086935997009,-0.10073941946029663
1,24032,62,4.0,playing football,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,1,0.650100827217102,0.41803357005119324,-0.2320672571659088
5,24033,56,4.0,The grey dot has the higher power but the black dot kept doing after the grey dot.,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,5,0.07577115297317505,0.04401809349656105,-0.031753059476614
0,24034,94,4.0,They were playing with each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0,0.519144594669342,0.36039841175079346,-0.15874618291854858
1,24035,19,4.0,moving apart from each other then came back together twice,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,1,0.1557627171278,0.2488672435283661,0.0931045264005661
3,24036,54,4.0,Swings,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,3,0.4046834707260132,0.33181533217430115,-0.07286813855171204
3,24037,65,4.0,playing tag,50781782-fbf2-4226-a593-5173be906638,3,0.6409550309181213,0.271896630525589,-0.36905840039253235
3,24038,20,4.0,running around ,fb491605-8f46-43ab-ba62-bfd86d95e4d6,3,0.456896036863327,0.3924204707145691,-0.06447556614875793
5,24039,16,4.0,running in circles then bumping in to each other ,48fe3ca9-b1df-491d-bef9-6d9c5edee227,5,0.2034156173467636,0.2186339944601059,0.015218377113342285
5,24040,23,4.0,Grey was more aggresive and catching up to the black dot and bouncing off them,9f53cd68-f278-45d6-806a-74eeef55bbcc,5,0.16790838539600372,0.14243675768375397,-0.025471627712249756
1,24041,5,4.0,running around,50781782-fbf2-4226-a593-5173be906638,1,0.456896036863327,0.3924204707145691,-0.06447556614875793
2,24042,12,4.0,They are running,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,2,0.24818192422389984,0.16583479940891266,-0.08234712481498718
6,24043,95,4.0,tag,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,6,0.3403148949146271,0.29815465211868286,-0.042160242795944214
3,24044,43,4.0,tackling each other,70326c05-1133-4c5d-8a4c-3e71e0da8479,3,0.374269962310791,0.41764599084854126,0.043376028537750244
3,24045,92,4.0,playing football,68382d9c-6cc5-4669-84bf-c8058e3c1472,3,0.650100827217102,0.41803357005119324,-0.2320672571659088
1,24046,15,4.0,Walking around,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,1,0.34558194875717163,0.30430689454078674,-0.04127505421638489
4,24047,9,4.0,Fighting,1d41f125-7386-42b4-8250-f6c540c627a8,4,0.46540117263793945,1.0000001192092896,0.5345989465713501
2,24048,67,4.0,running back and forth,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,2,0.419791042804718,0.313440203666687,-0.106350839138031
0,24049,73,4.0,circling then coming together,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0,0.248772993683815,0.25646406412124634,0.0076910704374313354
1,24050,14,4.0,"playing, running into each other",7c45bceb-e7dc-4a58-a9f2-02aa015541c6,1,0.6725066900253296,0.3745455741882324,-0.29796111583709717
6,24051,23,4.0,The dots were moving to and fro.,9f53cd68-f278-45d6-806a-74eeef55bbcc,6,0.17285233736038208,0.15391314029693604,-0.018939197063446045
4,24052,82,4.0,playing tag,fb491605-8f46-43ab-ba62-bfd86d95e4d6,4,0.6409550309181213,0.271896630525589,-0.36905840039253235
1,24053,77,4.0,Fighting,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1,0.46540117263793945,1.0000001192092896,0.5345989465713501
4,24054,4,4.0,hide and seek,9f53cd68-f278-45d6-806a-74eeef55bbcc,4,0.31166601181030273,0.22193656861782074,-0.089729443192482
1,24055,66,4.0,Running around then high fiving each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,1,0.3090869188308716,0.30971139669418335,0.0006244778633117676
5,24056,1,4.0,playing a game,114b2369-dce5-4979-8319-c64c85175e6a,5,0.8228989243507385,0.3966796100139618,-0.42621931433677673
5,24057,12,4.0,Playing,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,5,1.0,0.46540114283561707,-0.5345988571643829
5,24058,96,4.0,walking around the park,1a1c3419-9320-46a3-8b48-10e9514c3e7d,5,0.28754347562789917,0.18870216608047485,-0.09884130954742432
4,24059,7,4.0,The grey dot appear to be running or approaching the other dot with speed. The black dot didn't move as much,0890b767-b394-4f89-aea1-c60cab7014af,4,0.18675561249256134,0.0609220489859581,-0.12583356350660324
0,24060,19,4.0,butting heads,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,0,0.24925392866134644,0.35870298743247986,0.10944905877113342
1,24061,89,4.0,Circling,70326c05-1133-4c5d-8a4c-3e71e0da8479,1,0.3279060423374176,0.281278520822525,-0.04662752151489258
4,24062,63,4.0,running away and towards each other,1d41f125-7386-42b4-8250-f6c540c627a8,4,0.2735404074192047,0.3230631947517395,0.04952278733253479
3,24063,0,4.0,Aloof and then confronting each other,fb491605-8f46-43ab-ba62-bfd86d95e4d6,3,0.22941811382770538,0.3995128571987152,0.17009474337100983
3,24064,16,4.0,Whoever touches each other first ,48fe3ca9-b1df-491d-bef9-6d9c5edee227,3,0.3014571964740753,0.22338193655014038,-0.07807525992393494
5,24065,10,4.0,fighting,83dec58f-0765-4ddc-b785-670d8025c467,5,0.46540117263793945,1.0000001192092896,0.5345989465713501
0,24066,59,4.0,bumping together ,1d41f125-7386-42b4-8250-f6c540c627a8,0,0.2793913781642914,0.3342806100845337,0.05488923192024231
3,24067,90,4.0,Bumping into each other,0890b767-b394-4f89-aea1-c60cab7014af,3,0.2541939318180084,0.301634281873703,0.04744035005569458
6,24068,57,4.0,They are playing a game.,114b2369-dce5-4979-8319-c64c85175e6a,6,0.5862377882003784,0.25131240487098694,-0.3349253833293915
6,24069,42,4.0,playing with pets,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6,0.4817076027393341,0.2741999626159668,-0.2075076401233673
2,24070,24,4.0,run and touch game,1a1c3419-9320-46a3-8b48-10e9514c3e7d,2,0.49179473519325256,0.2156912237405777,-0.27610351145267487
3,24071,22,4.0,Shared in some moments,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,3,0.23108142614364624,0.2724115550518036,0.04133012890815735
0,24072,11,4.0,fighting,1a1c3419-9320-46a3-8b48-10e9514c3e7d,0,0.46540117263793945,1.0000001192092896,0.5345989465713501
4,24073,35,4.0,playing tag,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,4,0.6409550309181213,0.271896630525589,-0.36905840039253235
2,24074,76,4.0,playing a game,7413c064-c0e5-4104-89aa-79d64ef9d6d9,2,0.8228989243507385,0.3966796100139618,-0.42621931433677673
1,24075,46,4.0,running around ,7413c064-c0e5-4104-89aa-79d64ef9d6d9,1,0.456896036863327,0.3924204707145691,-0.06447556614875793
6,24076,36,4.0,moving around interacting bumping and playing,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,6,0.44933050870895386,0.27482303977012634,-0.17450746893882751
3,24077,24,4.0,tagging,1a1c3419-9320-46a3-8b48-10e9514c3e7d,3,0.24047420918941498,0.24683910608291626,0.006364896893501282
3,24078,30,4.0,Something between chicken and self play,48fe3ca9-b1df-491d-bef9-6d9c5edee227,3,0.45849257707595825,0.2442200630903244,-0.21427251398563385
4,24079,38,4.0,Playing ,114b2369-dce5-4979-8319-c64c85175e6a,4,1.0,0.46540114283561707,-0.5345988571643829
0,24080,37,4.0,Seems like they may be fighting or running at each other,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,0,0.2259732335805893,0.4403163194656372,0.2143430858850479
2,24081,1,4.0,going in the opposite direction to each other  ,114b2369-dce5-4979-8319-c64c85175e6a,2,0.2108965814113617,0.2800964117050171,0.0691998302936554
5,24082,93,4.0,Moving around and slowly going towards each other ,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,5,0.24968071281909943,0.2485118806362152,-0.0011688321828842163
1,24083,7,4.0,Walking or jogging around before rushing to a centre point.,0890b767-b394-4f89-aea1-c60cab7014af,1,0.28005966544151306,0.1531364470720291,-0.12692321836948395
5,24084,47,4.0,hide and seek,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,5,0.31166601181030273,0.22193656861782074,-0.089729443192482
2,24085,32,4.0,hide and seek,1f7aa6f4-6516-4b90-8eeb-142b1437644b,2,0.31166601181030273,0.22193656861782074,-0.089729443192482
6,24086,69,4.0,Games,114b2369-dce5-4979-8319-c64c85175e6a,6,0.711652934551239,0.4718712866306305,-0.23978164792060852
4,24087,39,4.0,running towards each other,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.30618607997894287,0.30705735087394714,0.0008712708950042725
6,24088,21,4.0,Does it represent bullying maybe? dark dot wont leave grey dot alone,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6,0.15639184415340424,0.19908732175827026,0.04269547760486603
5,24089,34,4.0,playing soccer,83dec58f-0765-4ddc-b785-670d8025c467,5,0.6461647748947144,0.35436421632766724,-0.2918005585670471
5,24090,17,4.0,They attracted each other to slowly collide,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,5,0.18199358880519867,0.34077829122543335,0.15878470242023468
5,24091,25,4.0,playing catch,70326c05-1133-4c5d-8a4c-3e71e0da8479,5,0.6071312427520752,0.27450284361839294,-0.33262839913368225
4,24092,18,4.0,Running,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.5148481130599976,0.4141086935997009,-0.10073941946029663
0,24093,10,4.0,playing,83dec58f-0765-4ddc-b785-670d8025c467,0,1.0,0.46540114283561707,-0.5345988571643829
6,24094,98,4.0,running into each other,50781782-fbf2-4226-a593-5173be906638,6,0.3382231891155243,0.35371220111846924,0.015489012002944946
5,24095,64,4.0,they were chasing each other,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,5,0.273232638835907,0.31761592626571655,0.04438328742980957
1,24096,33,4.0,Purposely running into each other ,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,1,0.3145832419395447,0.31124284863471985,-0.003340393304824829
6,24097,84,4.0,chasing the other,1f7aa6f4-6516-4b90-8eeb-142b1437644b,6,0.3920572102069855,0.34857574105262756,-0.04348146915435791
5,24098,41,4.0,Playing apart and then joining eachother again,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,5,0.45620378851890564,0.31420525908470154,-0.1419985294342041
4,24099,86,4.0,Seems that they are attracted to each other?,83dec58f-0765-4ddc-b785-670d8025c467,4,0.11391060799360275,0.17997793853282928,0.06606733053922653
0,24100,71,4.0,connecting each other.,83dec58f-0765-4ddc-b785-670d8025c467,0,0.3402863144874573,0.3175501525402069,-0.022736161947250366
2,24101,82,4.0,Playing,fb491605-8f46-43ab-ba62-bfd86d95e4d6,2,1.0,0.46540114283561707,-0.5345988571643829
5,24000,22,5.25,Getting tired of fighting.,82cc23d1-ba4b-48c5-995a-a30d865ea249,5,0.24947281181812286,0.7102656960487366,0.4607928842306137
2,24001,5,5.25,fighting,4cf04acf-6776-453a-a811-1c5e51c2ece4,2,0.46540117263793945,1.0000001192092896,0.5345989465713501
2,24002,20,5.25,They are running around and up to each other.,8e0deaa9-1ac5-4e69-817a-3204f157f360,2,0.24695464968681335,0.2654682397842407,0.018513590097427368
3,24003,85,5.25,fighting,86e934a2-75ef-4084-a167-ce0ca737532d,3,0.46540117263793945,1.0000001192092896,0.5345989465713501
2,24004,88,5.25,playing,8b72023d-88b1-4615-b871-cac794edf1d9,2,1.0,0.46540114283561707,-0.5345988571643829
2,24005,27,5.25,meandering then rushing together,27f4d7f8-d998-48b2-a3e4-f885f21c713d,2,0.3216545283794403,0.324083149433136,0.0024286210536956787
5,24006,52,5.25,tagging each other,8e0deaa9-1ac5-4e69-817a-3204f157f360,5,0.1502511203289032,0.22139406204223633,0.07114294171333313
2,24007,13,5.25,Running around,27f4d7f8-d998-48b2-a3e4-f885f21c713d,2,0.456896036863327,0.3924204707145691,-0.06447556614875793
2,24008,54,5.25,Playing tag,46786fd0-ca59-4ffa-a772-fe489fdbd94c,2,0.6409550309181213,0.271896630525589,-0.36905840039253235
1,24009,8,5.25,racing,39d4c0f1-9195-4761-98c6-457bad8a2291,1,0.42952895164489746,0.4129354953765869,-0.016593456268310547
3,24010,11,5.25,at this stage the white dot move to where the black dot is and later they meet together,5f5a825b-b433-4986-b5d6-5239eb407d32,3,0.19330604374408722,0.12785324454307556,-0.06545279920101166
4,24011,60,5.25,hide and seek,384dc3de-9717-4531-83a1-683588fe1381,4,0.31166601181030273,0.22193656861782074,-0.089729443192482
4,24012,87,5.25,wrestling,8a889364-bfa4-42f7-8d4c-ee7478ea863c,4,0.3662254512310028,0.5506446957588196,0.18441924452781677
0,24013,45,5.25,play fighting,2d3d47a2-03c8-4642-84ec-a8f67c64868c,0,0.5840149521827698,0.8009829521179199,0.21696799993515015
4,24014,75,5.25,Move clockwise before slowly touching each other ,46786fd0-ca59-4ffa-a772-fe489fdbd94c,4,0.13142232596874237,0.10103584825992584,-0.03038647770881653
2,24015,9,5.25,fighting perhaps?,8e0deaa9-1ac5-4e69-817a-3204f157f360,2,0.30291253328323364,0.7004124522209167,0.3974999189376831
1,24016,13,5.25,Rough,27f4d7f8-d998-48b2-a3e4-f885f21c713d,1,0.2985057234764099,0.3492458462715149,0.05074012279510498
3,24017,31,5.25,the dots were colliding into each other when they got close,4cf04acf-6776-453a-a811-1c5e51c2ece4,3,0.17745764553546906,0.17352032661437988,-0.003937318921089172
5,24018,8,5.25,doing in rhythm,39d4c0f1-9195-4761-98c6-457bad8a2291,5,0.3486885130405426,0.26713162660598755,-0.08155688643455505
5,24019,14,5.25,Calculated and with motive. ,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,5,0.22804513573646545,0.20146211981773376,-0.02658301591873169
5,24020,2,5.25,playing a wrestling game,8a889364-bfa4-42f7-8d4c-ee7478ea863c,5,0.5181846022605896,0.43737366795539856,-0.08081093430519104
0,24021,50,5.25,running too and fro,384dc3de-9717-4531-83a1-683588fe1381,0,0.3263997733592987,0.28656286001205444,-0.03983691334724426
2,24022,68,5.25,playing,4cf04acf-6776-453a-a811-1c5e51c2ece4,2,1.0,0.46540114283561707,-0.5345988571643829
4,24023,57,5.25,"The grey dot follows the black dot and then sudden speed up. When it gets close to the black dot, the black then moves toward the grey dot causing them to collide.",9ed3a785-369e-4eb1-b5ca-50d2602a44d4,4,0.19691935181617737,0.15785379707813263,-0.03906555473804474
4,24024,17,5.25,playing a game running then coming together at intervals,0a4312a1-7156-4c68-9698-0f1495558bee,4,0.44103628396987915,0.21116098761558533,-0.22987529635429382
0,24025,3,5.25,bouncing into each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0,0.3097415268421173,0.31272733211517334,0.0029858052730560303
0,24026,3,5.25,The dots were hitting each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0,0.2574514150619507,0.24096639454364777,-0.016485020518302917
1,24027,6,5.25,chasing one another,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,1,0.3682821989059448,0.3609667122364044,-0.007315486669540405
4,24028,6,5.25,One child was following another,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,4,0.13914531469345093,0.15573930740356445,0.016593992710113525
6,24029,4,5.25,moving apart then clicking together again,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,6,0.19525930285453796,0.15347200632095337,-0.041787296533584595
1,24030,25,5.25,"i would say they were fighting, the coming together seemed more aggressive",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,1,0.09024807065725327,0.5529505610466003,0.4627024903893471
1,24031,49,5.25,Hide and seek,2ef99e5f-bc49-429b-b086-41ed4571b58a,1,0.31166601181030273,0.22193656861782074,-0.089729443192482
0,24032,62,5.25,Playing tag.,35ae5b09-f580-4922-91bd-f22c23175a47,0,0.7021768093109131,0.36585021018981934,-0.33632659912109375
1,24033,56,5.25,"They got lower, knocking into each other.",4cf04acf-6776-453a-a811-1c5e51c2ece4,1,0.1878829151391983,0.4123929440975189,0.22451002895832062
1,24034,94,5.25,The dots were running around and then hitting into each other,384dc3de-9717-4531-83a1-683588fe1381,1,0.24040497839450836,0.20100919902324677,-0.0393957793712616
4,24035,19,5.25,moved slowly before quickly striking each other,35ae5b09-f580-4922-91bd-f22c23175a47,4,0.23059211671352386,0.32910946011543274,0.09851734340190887
5,24036,54,5.25,Playing,46786fd0-ca59-4ffa-a772-fe489fdbd94c,5,1.0,0.46540114283561707,-0.5345988571643829
2,24037,65,5.25,fighting,86e934a2-75ef-4084-a167-ce0ca737532d,2,0.46540117263793945,1.0000001192092896,0.5345989465713501
4,24038,20,5.25,skating ,8e0deaa9-1ac5-4e69-817a-3204f157f360,4,0.39941051602363586,0.3122185468673706,-0.08719196915626526
6,24039,16,5.25,play fighting ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,6,0.5840149521827698,0.8009829521179199,0.21696799993515015
3,24040,23,5.25,hiding/walking around and play fighting eachother,39d4c0f1-9195-4761-98c6-457bad8a2291,3,0.38638198375701904,0.536350429058075,0.1499684453010559
4,24041,5,5.25,chasing,4cf04acf-6776-453a-a811-1c5e51c2ece4,4,0.4900258779525757,0.3591281473636627,-0.13089773058891296
6,24042,12,5.25,Playing musical chairs,124d9b3a-acac-4627-93e0-f05b493598f3,6,0.44775623083114624,0.18346713483333588,-0.26428909599781036
0,24043,95,5.25,charging at each other,82cc23d1-ba4b-48c5-995a-a30d865ea249,0,0.18658018112182617,0.23947645723819733,0.052896276116371155
2,24044,43,5.25,Playing with a ball,0a4312a1-7156-4c68-9698-0f1495558bee,2,0.657873809337616,0.24922633171081543,-0.40864747762680054
6,24045,92,5.25,jumping,39d4c0f1-9195-4761-98c6-457bad8a2291,6,0.4727048873901367,0.397756427526474,-0.07494845986366272
6,24046,15,5.25,Playing video games,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6,0.6121774911880493,0.32654064893722534,-0.285636842250824
2,24047,9,5.25,Skateboarding,8e0deaa9-1ac5-4e69-817a-3204f157f360,2,0.34874388575553894,0.28085291385650635,-0.06789097189903259
1,24048,67,5.25,fighting,8e0deaa9-1ac5-4e69-817a-3204f157f360,1,0.46540117263793945,1.0000001192092896,0.5345989465713501
4,24049,73,5.25,coming together,8b72023d-88b1-4615-b871-cac794edf1d9,4,0.33689072728157043,0.3733856976032257,0.03649497032165527
6,24050,14,5.25,running into each other ,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,6,0.3382231891155243,0.35371220111846924,0.015489012002944946
0,24051,23,5.25,children,39d4c0f1-9195-4761-98c6-457bad8a2291,0,0.35177841782569885,0.3144965171813965,-0.03728190064430237
1,24052,82,5.25,fighting,2ef99e5f-bc49-429b-b086-41ed4571b58a,1,0.46540117263793945,1.0000001192092896,0.5345989465713501
2,24053,77,5.25,walking ,124d9b3a-acac-4627-93e0-f05b493598f3,2,0.29361894726753235,0.3354141414165497,0.041795194149017334
6,24054,4,5.25,football,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,6,0.5426803827285767,0.48581287264823914,-0.056867510080337524
5,24055,66,5.25,Pretending they're magnets,8a889364-bfa4-42f7-8d4c-ee7478ea863c,5,0.23031151294708252,0.1920187920331955,-0.038292720913887024
6,24056,1,5.25,playing tag,46786fd0-ca59-4ffa-a772-fe489fdbd94c,6,0.6409550309181213,0.271896630525589,-0.36905840039253235
2,24057,12,5.25,Chasing each other,124d9b3a-acac-4627-93e0-f05b493598f3,2,0.36912983655929565,0.3732987344264984,0.004168897867202759
1,24058,96,5.25,running then colliding,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,1,0.39539188146591187,0.34917598962783813,-0.04621589183807373
6,24059,7,5.25,"The dots were drifting, then first the grey approached the black fast, then they drifted again and then the black approached the grey fast.",2ef99e5f-bc49-429b-b086-41ed4571b58a,6,0.1227555125951767,0.06044996529817581,-0.062305547297000885
1,24060,19,5.25,testing boundaries,35ae5b09-f580-4922-91bd-f22c23175a47,1,0.152567058801651,0.16022361814975739,0.007656559348106384
4,24061,89,5.25,Bouncing ,27f4d7f8-d998-48b2-a3e4-f885f21c713d,4,0.41099509596824646,0.34041696786880493,-0.07057812809944153
5,24062,63,5.25,the grey one seemed to be pursuing the black dot,0a4312a1-7156-4c68-9698-0f1495558bee,5,0.1865261346101761,0.146138533949852,-0.0403876006603241
6,24063,0,5.25,"Attacking each other, fighting",384dc3de-9717-4531-83a1-683588fe1381,6,0.3527175188064575,0.768449604511261,0.41573208570480347
0,24064,16,5.25,Running at each other ,2d3d47a2-03c8-4642-84ec-a8f67c64868c,0,0.3633069097995758,0.3366614878177643,-0.026645421981811523
1,24065,10,5.25,football,8b72023d-88b1-4615-b871-cac794edf1d9,1,0.5426803827285767,0.48581287264823914,-0.056867510080337524
