,index,subID,r_squared_subt,nrmse_subt,aic_subt,center,PSE_subt,sigma,bias_xmin_subt,bias_xmax_subt,bias_lower_subt,bias_upper_subt,flipped_subt,range_subt,bias_subt,r_squared_pf,nrmse_pf,aic_pf,PSE_pf,slope,intercept,bias_xmin_pf,bias_xmax_pf,bias_lower_pf,bias_upper_pf,flipped_pf,range_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
10,10,30016.0,0.9534082320379744,0.0720271428641797,-32.82997145494888,0.3710640609714416,0.3208284994058807,0.1815969181458739,0.2773581115647578,0.121362239794448,0.1966666666666666,0.0999999999999999,False,0.6012796486407941,0.6956206539728063,0.8250509153819201,0.1425599153699674,-29.666518359607537,0.5522161547362651,0.5882142840040663,0.1751785699263292,0.1751785699263292,0.2366071460696045,0.0,0.0,False,0.5882142840040663,0.42541196336217507,7.0,17.0,9.0,11.0,10.0,22.0,7.0,38.0,44.0,47.0,42.0,32.0,40.0,5.0
11,11,30017.0,0.9783834852730338,0.0652111436614789,-34.2217487344068,0.5509971796197045,0.5509971796197045,0.0676255222244547,0.000289296333761,0.0013059120729942,0.0,0.0,False,0.9984047915932448,0.1813533156770752,0.8551144227301661,0.1453981543073818,-23.812609788224957,0.3942479488520986,0.9996428582613625,0.1058928535458087,0.1058928535458087,0.0,0.0,0.0,False,0.8941071464541913,1.0,24.0,18.0,10.0,5.0,19.0,0.0,33.0,57.0,13.0,28.0,33.0,32.0,79.0,1.0
12,12,30018.0,0.9920524295050328,0.039044311010197,-41.40281337294607,0.4931218467144801,0.4776413697954618,0.0749245367478057,0.0945879247849137,0.0010443972784004,0.0933333333333333,0.0,False,0.9043676779366858,0.989079034620649,0.8356893582058588,0.1236096405910685,-30.910329532403047,0.5085197079174562,0.5589285748880441,0.2157738043512118,0.2157738043512118,0.225297620760744,0.0,0.0,False,0.5589285748880441,0.48920377078710686,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
13,13,30019.0,0.958538622447537,0.0750405458448505,-32.256173803622886,0.3345601460973818,0.1892402433161013,0.1208184481297142,0.3945299086474004,0.0308104485720361,0.3583333333333333,0.0283333333333333,False,0.5746596427805636,0.9275628375039411,0.7372344700314517,0.1753502746529405,-26.95362711462228,0.7291396503504556,0.5507142807734972,0.0984523818738096,0.0984523818738096,0.3508333373526932,0.0,0.0,False,0.5507142807734973,0.21913089524257912,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
14,14,30020.0,0.9974723146808052,0.0202659299030941,-50.5833978592655,0.5120498429355036,0.5507682045615743,0.1073112422036759,0.1582726647326033,0.2645033142263253,0.1533333333333333,0.2583333333333333,False,0.5772240210410715,0.37436532019237306,0.8910331980453738,0.123506446299988,-32.43202571793768,0.3288389535343822,0.6357142803397099,0.2909523813062269,0.2909523813062269,0.0733333383540632,0.0,0.0,False,0.6357142803397099,0.7986927996451543,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
15,15,30022.0,0.982899516670571,0.0629426014101978,-34.7174487925571,0.3739323218934789,0.3739323218934789,0.0253002324174249,3.8125466275628827e-07,1.7912338279302276e-11,0.0,0.0,False,0.9999996187274249,0.9999530195994956,0.8431841262025171,0.1718589175118493,-20.655139400912645,0.4521428574301977,1.0,0.0478571425698022,0.0478571425698022,0.0,0.0,0.0,False,0.9521428574301978,1.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
16,16,30024.0,0.9680572415931576,0.0727435588436339,-32.69140881114957,0.5301296404443931,0.5287288833768315,0.123031833431153,0.0749889166713979,0.0771966686545544,0.0633333333333333,0.0583333333333332,False,0.8478144146740476,0.4927465141378931,0.3351745413170853,0.2936355261991989,-17.690215520915284,0.2538153941697216,0.4524285793426118,0.3851666618005078,0.3851666618005078,0.1624047588568804,0.0,0.0,False,0.4524285793426117,0.7034089933658244,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
17,17,30027.0,0.9964898829557564,0.0230017856630286,-48.81056799961095,0.3923612350747752,0.3221519475918983,0.1184814353677412,0.2566750713064587,0.0161334059379354,0.23,0.0116666666666667,False,0.7271915227556058,0.9408617866244591,0.8545834063856625,0.131987249860261,-25.98217276998638,0.5994526106943783,0.8339274716327265,0.0001,0.0001,0.1659725283672735,0.0,0.0,False,0.8339274716327265,0.0006021465499630832,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
18,18,30028.0,0.9849474697045036,0.0466122684784688,-38.92248100602558,0.3743458363891358,0.3217713692582785,0.1312794311491271,0.2105933663101664,0.0070507337472939,0.165,0.0,False,0.7823558999425396,0.9676042964388539,0.9291782641124996,0.0886907035667749,-35.52308877084874,0.3624631340514103,0.6457142881486733,0.2659523754158564,0.2659523754158564,0.0883333364354703,0.0,0.0,False,0.6457142881486734,0.7506720325415248,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
19,19,30029.0,0.9705656436200376,0.0630740222233703,-34.68824800938437,0.5210158140242227,0.3721002572179432,0.1372783050396306,0.3524015231909677,0.0406251396088055,0.3383333333333334,0.0216666666666667,False,0.6069733372002268,0.8966351562018532,0.941075161849864,0.0929946413454813,-37.20476423050364,0.3974938816472392,0.6317857116301611,0.2488690451148639,0.2488690451148639,0.1193452432549749,0.0,0.0,False,0.6317857116301613,0.6758810099864915,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
20,20,30030.0,0.71714183197589,0.1714022710517894,-20.692388320541177,0.381466703916271,0.0254055524082817,0.13951988252471,0.4953103166165492,0.1198703930939479,0.47,0.1149999999999999,False,0.384819290289503,0.8051460470040442,0.6152625475404543,0.1912893061363311,-28.9063614171081,0.3250049465295467,0.3616428595161273,0.3824642817801686,0.3824642817801686,0.2558928587037039,0.0,0.0,False,0.36164285951612746,0.599138409402395,18.0,19.0,11.0,18.0,11.0,17.0,12.0,41.0,35.0,40.0,37.0,46.0,54.0,0.0
21,21,30031.0,0.9916372202890248,0.0398088419619677,-41.13132724124013,0.4355098058883639,0.4192994275685456,0.0577273775732475,0.1354486527771481,0.0167147252011115,0.135,0.0166666666666667,False,0.8478366220217404,0.8901527724791991,0.7180013349689711,0.1870261736494088,-35.49628106272491,1.0,0.2849999996497556,0.1636904731603604,0.1636904731603604,0.5513095271898839,0.0,0.0,False,0.28499999964975575,0.2289377245876591,24.0,14.0,14.0,11.0,19.0,12.0,19.0,56.0,15.0,46.0,39.0,32.0,55.0,2.0
22,22,30032.0,0.9871796501211048,0.0422644433555165,-40.29332780641265,0.2701993503997295,0.1916047471999004,0.1101124902185247,0.317785035752651,0.0109645908650678,0.26,0.01,False,0.6712503733822811,0.9666475944691557,0.5734070109135165,0.2076349282806962,-24.074538876439657,0.4705059791410515,0.4682142917830889,0.2797023761967637,0.2797023761967637,0.2520833320201473,0.0,0.0,False,0.46821429178308904,0.5259682083871937,12.0,17.0,4.0,14.0,9.0,18.0,9.0,44.0,35.0,49.0,39.0,30.0,40.0,3.0
23,23,30033.0,0.9997528205022056,0.0071309160139381,-65.20641811446725,0.3607900995327894,0.3607900995327894,0.0587946851501435,0.0021579405029374,1.898391807153565e-05,0.0,0.0,False,0.9978230755789911,0.9912794776482239,0.8776312613689211,0.1150748433036093,-27.08711379174764,0.376057880428632,0.8721428586707899,0.1720238051372948,0.1720238051372948,0.0,0.0,0.0,False,0.8279761948627052,1.0,6.0,12.0,12.0,15.0,7.0,26.0,0.0,26.0,49.0,35.0,43.0,52.0,44.0,7.0
24,24,30034.0,0.982623069479938,0.0507976304412095,-37.71867798481159,0.3227509842089405,0.2747529104659794,0.1169322464961165,0.2178306043989281,0.0025309046425109,0.1683333333333333,0.0,False,0.779638490958561,0.988514760796837,0.928021874125056,0.0977138423543903,-37.94111537508218,0.3985853283303867,0.5385714264123169,0.2853333311740819,0.2853333311740819,0.176095242413601,0.0,0.0,False,0.5385714264123171,0.6183694454714159,3.0,12.0,5.0,11.0,6.0,27.0,7.0,31.0,48.0,42.0,48.0,43.63636363636363,26.0,20.0
25,25,30035.0,0.9954715620640612,0.0271511350503685,-46.48870997565719,0.4622581102398886,0.4031246165952122,0.0979167451417732,0.2334938528508856,0.0031732956029525,0.2266666666666666,0.0,False,0.7633328515461618,0.9865917360153961,0.9810311553049598,0.0440780561240869,-46.47307808908525,0.2563946480842206,0.5864285741061732,0.3496428521155164,0.3496428521155164,0.0639285737783104,0.0,0.0,False,0.5864285741061732,0.8454231366682419,8.0,15.0,5.0,9.0,3.0,29.0,7.0,39.0,47.0,52.0,51.0,32.0,42.0,5.0
26,26,30036.0,0.9951411257953038,0.0276466109410907,-46.23552979855999,0.5094315803827207,0.4888857301111329,0.1108171147319654,0.14791820502273,0.0760368530811747,0.14,0.0666666666666667,False,0.7760449418960953,0.6604816442864303,0.8014820145547779,0.1670969808617318,-26.58573964113082,0.4132877008940363,0.6782142874489502,0.2197023764267363,0.2197023764267363,0.1020833361243135,0.0,0.0,False,0.6782142874489502,0.6827598860278221,12.0,13.0,11.0,11.0,15.0,24.444444444444443,20.0,43.0,40.0,43.0,45.0,51.0,51.0,6.0
27,27,30037.0,0.9013427951903886,0.1287970289344888,-24.693245459994507,0.4086061548448047,0.3178122340432102,0.0761605572495246,0.3889322915205565,0.126873066875028,0.3866666666666666,0.1266666666666667,False,0.4841946416044156,0.7540291801743444,0.93561467894263,0.0905656756027343,-33.65106893311671,0.3556321892179665,0.7767857193950091,0.2237499940582998,0.2237499940582998,0.0,0.0,0.0,False,0.7762500059417002,1.0,3.0,7.0,6.0,23.0,7.0,39.0,6.0,30.0,46.0,51.0,49.0,54.0,28.0,3.0
28,28,30039.0,0.9961799850409764,0.0315382831374507,-44.391743867302296,0.397312025409444,0.3607478983685857,0.0712259416436643,0.2393148291694981,0.0601486714825783,0.2366666666666667,0.06,False,0.7005364993479236,0.7991452335539869,0.9501499659996114,0.0859282608065288,-37.16525726168078,0.3575851440064967,0.6921428575553655,0.2524999966079964,0.2524999966079964,0.0553571458366379,0.0,0.0,False,0.6921428575553658,0.8201856049300741,15.0,18.0,10.0,16.0,12.0,15.0,25.0,53.0,31.0,41.0,47.0,31.0,59.0,2.0
29,29,30041.0,0.9976402016976272,0.01972731274879,-50.96051637302234,0.3612281687681949,0.336212220164459,0.1061681620019536,0.1801853537482872,0.0652343503593143,0.155,0.0633333333333332,False,0.7545802958923986,0.7341926941175309,0.949168421737513,0.0872426069387093,-34.5208977700057,0.3279384271721247,0.8274999943647087,0.2286309533630953,0.2286309533630953,0.0,0.0,0.0,False,0.7713690466369048,1.0,1.0,4.0,6.0,14.0,0.0,37.0,1.0,16.0,55.0,43.0,52.0,59.0,20.0,5.0
30,30,30042.0,0.9906537532048796,0.0401631856340214,-41.00726276463619,0.3970951035065579,0.346070537539174,0.1149899525890922,0.2112542009423165,0.0158802508866563,0.1866666666666666,0.0116666666666667,False,0.7728655481710272,0.9300843585868085,0.9714205822254608,0.056601090152734,-39.833014882151375,0.4619760036500532,0.7639285781632204,0.1470833283860881,0.1470833283860881,0.0889880934506914,0.0,0.0,False,0.7639285781632206,0.6230458868832585,14.0,19.0,10.0,13.0,10.0,15.0,8.0,44.0,22.0,34.0,40.0,43.0,55.0,2.0
31,31,30044.0,0.9721258810852854,0.0630780479955715,-34.68735447175572,0.4056005514824682,0.5145186860346875,0.131296423544325,0.0344026118805574,0.290962960926359,0.0033333333333333,0.2833333333333333,False,0.6746344271930836,0.10573525522005103,0.9780189790802712,0.0529307259190796,-45.385818212385566,0.4404617313351734,0.587857147720268,0.2410714229373739,0.2410714229373739,0.171071429342358,0.0,0.0,False,0.5878571477202681,0.5849220036303154,8.0,15.0,5.0,22.0,2.0,37.0,2.0,21.0,46.0,47.0,43.0,57.0,40.0,5.0
32,32,30045.0,0.630357902963498,0.2332353061877806,-16.37990412105925,0.3058004765382235,0.1780905018730148,0.1941942082319345,0.371688254895337,0.0226070956900485,0.242,0.002,False,0.6057046494146144,0.9426645643767162,0.838968096569171,0.1700617132486006,-21.013905371112035,0.3814285742533596,1.0,0.1185714257466403,0.1185714257466403,0.0,0.0,0.0,False,0.8814285742533597,1.0,12.0,14.0,9.0,20.0,10.0,24.0,7.0,34.0,43.0,35.0,37.0,46.0,44.0,2.0
33,33,30046.0,0.9933786301162798,0.032287108650942,-44.06322137951933,0.4101024251082018,0.4055237518516546,0.1033554514260555,0.0398268201980248,0.0032383706436334,0.0216666666666666,0.0,False,0.9569348091583418,0.9248030583321871,0.8853903244156665,0.1381703579812719,-25.081475995622245,0.5315139840841637,0.9405208799188288,0.0001,0.0001,0.0593791200811713,0.0,0.0,False,0.9405208799188287,0.001681262262513799,10.0,14.0,8.0,15.0,10.0,11.0,6.0,39.0,33.0,49.0,44.0,39.0,35.0,7.0
34,34,30050.0,0.9686554625550066,0.0741894950304519,-32.41585801336969,0.4353785057612522,0.4334423676268714,0.0661466637001618,0.1642784764403863,0.1534674404626861,0.1633333333333333,0.1533333333333333,False,0.6822540830969276,0.5170120769498323,0.8571858469178452,0.1425577426397817,-31.812565931682983,0.2954830657421311,0.5692857193714509,0.3317857103569092,0.3317857103569092,0.0989285702716399,0.0,0.0,False,0.5692857193714509,0.770315091184644,21.0,24.0,15.0,16.0,17.0,11.0,6.0,37.0,23.0,46.0,40.0,54.0,45.0,2.0
35,35,30051.0,0.9810791508722418,0.0588194003153756,-35.665969576220235,0.4504669216247675,0.4445322659991783,0.0630414195858489,0.1123086643143421,0.0734667882061911,0.1116666666666666,0.0733333333333332,False,0.8142245474794668,0.6045398506130888,0.9436064889481628,0.0880305543513687,-38.01401209689994,0.4371952429691533,0.6103571404776879,0.2331547616708996,0.2331547616708996,0.1564880978514125,0.0,0.0,False,0.610357140477688,0.5983806862436509,14.0,15.555555555555555,11.0,11.11111111111111,5.0,22.0,4.0,24.0,31.63636363636364,38.0,43.0,49.0,35.0,3.0
36,36,30053.0,0.9958352885049891,0.0246987579171827,-47.81403252712904,0.3669012059345117,0.2755879818800684,0.1317371355109281,0.3362567709884007,0.108162332029392,0.3016666666666667,0.1033333333333332,False,0.5555808969822074,0.7566208758918681,0.8955253172837891,0.12721840797573,-32.05640063877764,0.3942307731981252,0.6685714315396731,0.2364285676059372,0.2364285676059372,0.0950000008543896,0.0,0.0,False,0.6685714315396731,0.7133620638205138,16.0,12.0,12.0,21.0,13.0,26.0,6.0,26.0,37.0,36.0,37.0,50.0,44.0,2.0
37,37,30054.0,0.9393479678739892,0.089884160305873,-29.729269635585624,0.5005079571538789,0.3693439744236625,0.160490397440124,0.3293695357856309,0.0792025983685558,0.302,0.0516666666666667,False,0.5914278658458133,0.8061478212837041,0.921643894126402,0.0967345641649334,-34.58908548927289,0.627504559932728,0.653571427753669,0.0898809488428291,0.0898809488428291,0.2565476234035018,0.0,0.0,False,0.653571427753669,0.25945016099572327,10.0,19.0,12.0,16.0,11.0,31.0,9.0,36.0,46.0,33.0,41.0,49.0,37.0,4.0
38,38,30055.0,0.997789444133462,0.021292444529203,-49.891641805855215,0.4418445771893213,0.4379768587032744,0.0462245015768327,0.0417341900254134,0.0016721205186722,0.0416666666666666,0.0016666666666667,False,0.9565936894559145,0.9614774787879308,0.6496410795375678,0.2088232242848601,-26.948739053841905,0.3197767161685607,0.4478571489185979,0.3567857116061966,0.3567857116061966,0.1953571394752054,0.0,0.0,False,0.44785714891859807,0.646183702111532,6.0,10.0,4.0,17.0,3.0,33.0,5.0,21.0,43.0,41.0,46.0,51.0,29.0,6.0
39,39,30056.0,0.9685290744782444,0.0766044582646727,-31.967400028568065,0.4203595254726024,0.3100677962105186,0.0885869522423082,0.3814213255525231,0.0724598697471565,0.3766666666666666,0.0716666666666667,False,0.5461188047003204,0.8403549860678539,0.628671432791821,0.2172757150738692,-21.33769883326369,0.4403763780387585,0.6389285712337303,0.2186309499746109,0.2186309499746109,0.1424404787916587,0.0,0.0,False,0.6389285712337305,0.6055060925801916,16.0,18.0,14.0,8.0,13.0,20.0,20.0,41.0,28.0,33.0,41.0,39.0,41.0,5.0
40,40,30057.0,0.9696692385100846,0.0701049228525185,-33.20867165772179,0.3969142152649438,0.3709291685122978,0.0990418676315798,0.1643720848275185,0.0468209842924305,0.15,0.045,False,0.7888069308800509,0.7783024580894835,0.8991437860656715,0.1092736573761241,-30.353908324268893,0.2547928328567769,0.7700000070284161,0.3038095169094917,0.3038095169094917,0.0,0.0,0.0,False,0.6961904830905083,1.0,21.0,15.0,16.0,11.0,13.0,13.0,12.0,40.0,23.0,38.0,39.0,34.0,61.0,0.0
41,41,30059.0,0.9523162328777336,0.080013930374513,-31.3577634169992,0.4709771989949122,0.5030054319602864,0.1414789917645784,0.1373741549058242,0.2078048074621739,0.1133333333333333,0.1916666666666667,False,0.654821037632002,0.39797951173909757,0.8853881764848507,0.1116368742108578,-32.1286847503036,0.4698340887534881,0.6314285706393031,0.2033333329007655,0.2033333329007655,0.1652380964599313,0.0,0.0,False,0.6314285706393032,0.5516795842082932,18.0,21.0,10.0,18.0,17.0,19.0,7.0,44.0,33.0,44.0,43.0,49.0,53.0,6.0
42,42,30061.0,0.961836004816366,0.0735897120819823,-32.529500623174386,0.3976759743922031,0.3607392910112288,0.1443214801723098,0.3273980241965964,0.2486172612589252,0.3,0.2416666666666667,False,0.42398471454447845,0.5683842642086921,0.4536317038719728,0.2574122739809424,-29.367150986145436,0.5566572260669418,0.2521428536887525,0.3596428584930162,0.3596428584930162,0.3882142878182312,0.0,0.0,False,0.25214285368875256,0.480897802831636,11.0,19.0,4.0,19.0,9.0,27.0,5.0,25.0,38.0,39.0,47.0,44.0,39.0,8.0
43,43,30062.0,0.9954694699296268,0.0292918310730161,-45.42625246720867,0.4387027683446992,0.4360361204023921,0.0552709420843184,0.0619874052311816,0.0400349137597032,0.0616666666666666,0.04,False,0.8979776810091151,0.607586710871764,0.8745393123539064,0.1141468639170287,-30.789721744036484,0.5537518060266277,0.6600000048710601,0.1345238053250674,0.1345238053250674,0.2054761898038724,0.0,0.0,False,0.6600000048710601,0.3956582566245371,15.0,10.0,6.0,19.0,8.0,30.0,2.0,24.0,37.0,45.0,44.0,59.0,30.0,3.0
44,44,30064.0,0.9611727835125794,0.0751676838783394,-32.23247426469374,0.390642356356073,0.2677066016868669,0.1171590487867749,0.3597843281538412,0.0417493374837159,0.3383333333333334,0.0383333333333333,False,0.5984663343624429,0.8960253123049443,0.8888350990929949,0.1129094096361516,-31.200394781371948,0.4417273681975313,0.6864285765882556,0.1967857114080922,0.1967857114080922,0.116785712003652,0.0,0.0,False,0.6864285765882558,0.6275626435183697,2.0,8.0,5.0,10.0,1.0,31.0,2.0,21.0,43.0,43.0,49.0,54.0,32.0,3.0
45,45,30065.0,0.9935260016546736,0.0364685752911584,-42.35826076212752,0.517968261393806,0.515905773701762,0.0667963777829322,0.0220831735438201,0.0073797502505579,0.0216666666666666,0.0066666666666667,False,0.970537076205622,0.7495241713938087,0.3469888939321141,0.2422656841226605,-18.7120243351108,0.4950372264988043,0.4317857144714143,0.2862499974662664,0.2862499974662664,0.2819642880623192,0.0,0.0,False,0.43178571447141434,0.5037712087790615,4.444444444444445,10.0,14.0,19.0,6.0,34.0,4.0,31.0,53.0,45.0,48.0,55.0,32.0,5.0
46,46,30066.0,0.8831164061965225,0.1318532790281892,-24.364916959522787,0.3695915910938857,0.3530362834714663,0.0925974287104726,0.1975461998152499,0.1240966706013178,0.185,0.1233333333333333,False,0.6783571295834323,0.6141786993736341,0.7965534103016794,0.1394614670750949,-32.29283066125637,0.3137727821461284,0.4442857213698445,0.3605952331379842,0.3605952331379842,0.1951190454921711,0.0,0.0,False,0.4442857213698447,0.6488860319134813,8.0,5.0,1.1111111111111112,14.0,6.0,14.0,13.333333333333334,39.0,34.0,43.63636363636363,43.2,36.0,53.0,6.0
47,47,30067.0,0.9922392428713488,0.0422663902966314,-40.29268290148424,0.3542640586807695,0.3214062356054533,0.0693610004288163,0.2027334574462692,0.0150712438759079,0.198,0.015,False,0.782195298677823,0.9308038633490537,0.8824420740539841,0.1116055287473337,-27.68990820206901,0.4557041402905434,0.8546428595947375,0.1105357104129285,0.1105357104129285,0.0348214299923339,0.0,0.0,False,0.8546428595947375,0.7604422466261366,23.0,20.0,8.0,20.0,12.0,32.0,14.0,45.0,36.0,48.0,46.0,45.0,67.0,0.0
48,48,30068.0,0.9626498753622744,0.0912204124668654,-29.52267220452364,0.462563526666869,0.4655583317432007,0.0486390424605498,0.1260537661351823,0.1483448678389762,0.126,0.1483333333333333,False,0.7256013660258416,0.45938190110324456,0.8136452468024994,0.1542941717798168,-34.034470077115515,0.5080459752125073,0.4142857245670704,0.2895238050457025,0.2895238050457025,0.296190470387227,0.0,0.0,False,0.41428572456707047,0.49430894412075166,11.0,12.0,9.0,13.0,10.0,12.22222222222222,6.0,40.0,38.0,32.72727272727273,42.0,41.0,47.0,3.0
49,49,30069.0,0.9120114784416192,0.1293265714666609,-24.635803166152293,0.4517863585774277,0.4446705319729841,0.0365679957331409,0.2750021475490828,0.2266668203901576,0.275,0.2266666666666666,False,0.49833103206075957,0.5481745236878787,0.8710679258990192,0.115735664305656,-35.34522076217118,0.6217656065889274,0.4692857170980766,0.2082142814449946,0.2082142814449946,0.3225000014569288,0.0,0.0,False,0.46928571709807665,0.39232839241952877,10.0,15.0,11.11111111111111,18.0,11.0,27.0,5.0,35.0,41.0,37.0,43.0,42.0,35.0,2.0
