,subID,PSE_subt,range_subt,bias_subt,sigma_subt,PSE_pf,slope_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
27,30037.0,0.3178122340432102,0.4841946416044156,0.7540291801743444,0.0761605572495246,0.3556321892179665,0.7767857193950091,1.0,3.0,7.0,6.0,23.0,7.0,39.0,6.0,30.0,46.0,51.0,49.0,54.0,28.0,3.0
28,30039.0,0.3607478983685857,0.7005364993479236,0.7991452335539869,0.0712259416436643,0.3575851440064967,0.6921428575553655,0.8201856049300741,15.0,18.0,10.0,16.0,12.0,15.0,25.0,53.0,31.0,41.0,47.0,31.0,59.0,2.0
29,30041.0,0.336212220164459,0.7545802958923986,0.7341926941175309,0.1061681620019536,0.3279384271721247,0.8274999943647087,1.0,1.0,4.0,6.0,14.0,0.0,37.0,1.0,16.0,55.0,43.0,52.0,59.0,20.0,5.0
30,30042.0,0.346070537539174,0.7728655481710272,0.9300843585868085,0.1149899525890922,0.4619760036500532,0.7639285781632204,0.6230458868832585,14.0,19.0,10.0,13.0,10.0,15.0,8.0,44.0,22.0,34.0,40.0,43.0,55.0,2.0
31,30044.0,0.5145186860346875,0.6746344271930836,0.10573525522005103,0.131296423544325,0.4404617313351734,0.587857147720268,0.5849220036303154,8.0,15.0,5.0,22.0,2.0,37.0,2.0,21.0,46.0,47.0,43.0,57.0,40.0,5.0
32,30045.0,0.1780905018730148,0.6057046494146144,0.9426645643767162,0.1941942082319345,0.3814285742533596,1.0,1.0,12.0,14.0,9.0,20.0,10.0,24.0,7.0,34.0,43.0,35.0,37.0,46.0,44.0,2.0
33,30046.0,0.4055237518516546,0.9569348091583418,0.9248030583321871,0.1033554514260555,0.5315139840841637,0.9405208799188288,0.001681262262513799,10.0,14.0,8.0,15.0,10.0,11.0,6.0,39.0,33.0,49.0,44.0,39.0,35.0,7.0
34,30050.0,0.4334423676268714,0.6822540830969276,0.5170120769498323,0.0661466637001618,0.2954830657421311,0.5692857193714509,0.770315091184644,21.0,24.0,15.0,16.0,17.0,11.0,6.0,37.0,23.0,46.0,40.0,54.0,45.0,2.0
35,30051.0,0.4445322659991783,0.8142245474794668,0.6045398506130888,0.0630414195858489,0.4371952429691533,0.6103571404776879,0.5983806862436509,14.0,15.555555555555555,11.0,11.11111111111111,5.0,22.0,4.0,24.0,31.63636363636364,38.0,43.0,49.0,35.0,3.0
36,30053.0,0.2755879818800684,0.5555808969822074,0.7566208758918681,0.1317371355109281,0.3942307731981252,0.6685714315396731,0.7133620638205138,16.0,12.0,12.0,21.0,13.0,26.0,6.0,26.0,37.0,36.0,37.0,50.0,44.0,2.0
37,30054.0,0.3693439744236625,0.5914278658458133,0.8061478212837041,0.160490397440124,0.627504559932728,0.653571427753669,0.25945016099572327,10.0,19.0,12.0,16.0,11.0,31.0,9.0,36.0,46.0,33.0,41.0,49.0,37.0,4.0
38,30055.0,0.4379768587032744,0.9565936894559145,0.9614774787879308,0.0462245015768327,0.3197767161685607,0.4478571489185979,0.646183702111532,6.0,10.0,4.0,17.0,3.0,33.0,5.0,21.0,43.0,41.0,46.0,51.0,29.0,6.0
39,30056.0,0.3100677962105186,0.5461188047003204,0.8403549860678539,0.0885869522423082,0.4403763780387585,0.6389285712337303,0.6055060925801916,16.0,18.0,14.0,8.0,13.0,20.0,20.0,41.0,28.0,33.0,41.0,39.0,41.0,5.0
40,30057.0,0.3709291685122978,0.7888069308800509,0.7783024580894835,0.0990418676315798,0.2547928328567769,0.7700000070284161,1.0,21.0,15.0,16.0,11.0,13.0,13.0,12.0,40.0,23.0,38.0,39.0,34.0,61.0,0.0
41,30059.0,0.5030054319602864,0.654821037632002,0.39797951173909757,0.1414789917645784,0.4698340887534881,0.6314285706393031,0.5516795842082932,18.0,21.0,10.0,18.0,17.0,19.0,7.0,44.0,33.0,44.0,43.0,49.0,53.0,6.0
42,30061.0,0.3607392910112288,0.42398471454447845,0.5683842642086921,0.1443214801723098,0.5566572260669418,0.2521428536887525,0.480897802831636,11.0,19.0,4.0,19.0,9.0,27.0,5.0,25.0,38.0,39.0,47.0,44.0,39.0,8.0
43,30062.0,0.4360361204023921,0.8979776810091151,0.607586710871764,0.0552709420843184,0.5537518060266277,0.6600000048710601,0.3956582566245371,15.0,10.0,6.0,19.0,8.0,30.0,2.0,24.0,37.0,45.0,44.0,59.0,30.0,3.0
44,30064.0,0.2677066016868669,0.5984663343624429,0.8960253123049443,0.1171590487867749,0.4417273681975313,0.6864285765882556,0.6275626435183697,2.0,8.0,5.0,10.0,1.0,31.0,2.0,21.0,43.0,43.0,49.0,54.0,32.0,3.0
45,30065.0,0.515905773701762,0.970537076205622,0.7495241713938087,0.0667963777829322,0.4950372264988043,0.4317857144714143,0.5037712087790615,4.444444444444445,10.0,14.0,19.0,6.0,34.0,4.0,31.0,53.0,45.0,48.0,55.0,32.0,5.0
46,30066.0,0.3530362834714663,0.6783571295834323,0.6141786993736341,0.0925974287104726,0.3137727821461284,0.4442857213698445,0.6488860319134813,8.0,5.0,1.1111111111111112,14.0,6.0,14.0,13.333333333333334,39.0,34.0,43.63636363636363,43.2,36.0,53.0,6.0
47,30067.0,0.3214062356054533,0.782195298677823,0.9308038633490537,0.0693610004288163,0.4557041402905434,0.8546428595947375,0.7604422466261366,23.0,20.0,8.0,20.0,12.0,32.0,14.0,45.0,36.0,48.0,46.0,45.0,67.0,0.0
48,30068.0,0.4655583317432007,0.7256013660258416,0.45938190110324456,0.0486390424605498,0.5080459752125073,0.4142857245670704,0.49430894412075166,11.0,12.0,9.0,13.0,10.0,12.22222222222222,6.0,40.0,38.0,32.72727272727273,42.0,41.0,47.0,3.0
