,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
81,30017,120.0,1.0,0.0,,4648.0,1.0,0.0,0.0,24.0,18.0,10.0,5.0,19.0,0.0,33.0,57.0,13.0,28.0,33.0,32.0,79.0,1.0
82,30017,150.0,1.0,0.0,,5414.0,1.0,0.0,0.0,24.0,18.0,10.0,5.0,19.0,0.0,33.0,57.0,13.0,28.0,33.0,32.0,79.0,1.0
83,30017,180.0,1.0,0.0,,4882.5,1.0,0.0,0.0,24.0,18.0,10.0,5.0,19.0,0.0,33.0,57.0,13.0,28.0,33.0,32.0,79.0,1.0
84,30018,0.0,1.0,100.0,,1878.0,1.0,11.0,89.0,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
85,30018,30.0,1.0,100.0,,1969.0,1.0,11.0,89.0,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
86,30018,60.0,1.0,100.0,,1961.0,1.0,11.0,89.0,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
87,30018,90.0,1.0,66.0,,2234.0,1.0,11.0,55.0,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
88,30018,120.0,1.0,4.5,,2016.5,1.0,11.0,-6.5,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
89,30018,150.0,1.0,2.5,,2336.0,0.5,11.0,-8.5,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
90,30018,180.0,1.0,11.0,,2925.0,0.5,11.0,0.0,15.0,15.0,13.0,18.0,9.0,16.0,2.0,33.0,29.0,40.0,40.0,40.0,54.0,3.0
