,index,subID,r_squared_subt,nrmse_subt,aic_subt,center_subt,PSE_subt,sigma_subt,bias_xmin_subt,bias_xmax_subt,bias_lower_subt,bias_upper_subt,flipped_subt,range_subt,bias_subt,r_squared_pf,nrmse_pf,aic_pf,center_pf,PSE_pf,sigma_pf,bias_xmin_pf,bias_xmax_pf,bias_lower_pf,bias_upper_pf,flipped_pf,range_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
20,20,30030.0,0.71714183197589,0.1714022710517894,-20.692388320541177,0.381466703916271,0.0254055524082817,0.13951988252471,0.4953103166165492,0.1198703930939479,0.47,0.1149999999999999,False,0.384819290289503,0.8051460470040442,0.6309530939327085,0.1884590420679272,-19.364244108279404,0.5486931231094766,0.3860486287473793,0.2852700503470212,0.3835280644722315,0.2666363031178178,0.32,0.1816666666666667,False,0.3498356324099508,0.5898940077166133,18.0,19.0,11.0,18.0,11.0,17.0,12.0,41.0,35.0,40.0,37.0,46.0,54.0,0.0
21,21,30031.0,0.9916372202890248,0.0398088419619677,-41.13132724124013,0.4355098058883639,0.4192994275685456,0.0577273775732475,0.1354486527771481,0.0167147252011115,0.135,0.0166666666666667,False,0.8478366220217404,0.8901527724791991,0.8857984108290752,0.1398494837283662,-23.540639713311283,0.780631602881137,0.9585883894715403,0.0636682883787815,0.2000015067161417,0.4915043341563891,0.2,0.4816666666666667,False,0.3084941591274692,0.28922605550776415,24.0,14.0,14.0,11.0,19.0,12.0,19.0,56.0,15.0,46.0,39.0,32.0,55.0,2.0
22,22,30032.0,0.9871796501211048,0.0422644433555165,-40.29332780641265,0.2701993503997295,0.1916047471999004,0.1101124902185247,0.317785035752651,0.0109645908650678,0.26,0.01,False,0.6712503733822811,0.9666475944691557,0.8794025970771022,0.1252462712353547,-25.084626340508564,0.7894948536060601,0.6932809417726886,0.1108204993672764,0.3088551249625044,0.1277226252604514,0.3083333333333333,0.0433333333333333,False,0.5634222497770441,0.7074458668697048,12.0,17.0,4.0,14.0,9.0,18.0,9.0,44.0,35.0,49.0,39.0,30.0,40.0,3.0
23,23,30033.0,0.9997528205022056,0.0071309160139381,-65.20641811446725,0.3607900995327894,0.3607900995327894,0.0587946851501435,0.0021579405029374,1.898391807153565e-05,0.0,0.0,False,0.9978230755789911,0.9912794776482239,0.8474980345442715,0.1284644872901252,-24.72943886880569,0.3756775263932395,0.3551982062464363,0.222752643785388,0.197380368218771,0.0606018882545171,0.05,0.0066666666666667,False,0.7420177435267119,0.7650928048968674,6.0,12.0,12.0,15.0,7.0,26.0,0.0,26.0,49.0,35.0,43.0,52.0,44.0,7.0
24,24,30034.0,0.982623069479938,0.0507976304412095,-37.71867798481159,0.3227509842089405,0.2747529104659794,0.1169322464961165,0.2178306043989281,0.0025309046425109,0.1683333333333333,0.0,False,0.779638490958561,0.988514760796837,0.9335695140206496,0.0940117185138733,-29.100701752173546,0.5051864242105335,0.4361423519021117,0.1605839940248977,0.3194405268421172,0.2124537948529407,0.2983333333333333,0.1899999999999999,False,0.4681056783049421,0.6005714176908561,3.0,12.0,5.0,11.0,6.0,27.0,7.0,31.0,48.0,42.0,48.0,43.63636363636363,26.0,20.0
25,25,30035.0,0.9954715620640612,0.0271511350503685,-46.48870997565719,0.4622581102398886,0.4031246165952122,0.0979167451417732,0.2334938528508856,0.0031732956029525,0.2266666666666666,0.0,False,0.7633328515461618,0.9865917360153961,0.9561441527072598,0.0674456954728367,-33.75005522974344,0.4803215013179714,0.2756233396995898,0.2118997511248384,0.3879144423761392,0.1022090160054229,0.33,0.0533333333333332,False,0.509876541618438,0.7914627136131628,8.0,15.0,5.0,9.0,3.0,29.0,7.0,39.0,47.0,52.0,51.0,32.0,42.0,5.0
26,26,30036.0,0.9951411257953038,0.0276466109410907,-46.23552979855999,0.5094315803827207,0.4888857301111329,0.1108171147319654,0.14791820502273,0.0760368530811747,0.14,0.0666666666666667,False,0.7760449418960953,0.6604816442864303,0.8596988406673364,0.1463394303635203,-22.905570861241788,0.5902985392897796,0.5206115933005816,0.1407774380410654,0.2550153741018419,0.1164428683209437,0.245,0.0816666666666666,False,0.6285417575772143,0.6865250113674662,12.0,13.0,11.0,11.0,15.0,24.444444444444443,20.0,43.0,40.0,43.0,45.0,51.0,51.0,6.0
27,27,30037.0,0.9013427951903886,0.1287970289344888,-24.693245459994507,0.4086061548448047,0.3178122340432102,0.0761605572495246,0.3889322915205565,0.126873066875028,0.3866666666666666,0.1266666666666667,False,0.4841946416044156,0.7540291801743444,0.982171452773986,0.0502725601452553,-37.8641422455194,0.3560664977248468,0.329352717660774,0.1426930186360778,0.2171395389847648,0.0981371930659048,0.16,0.0899999999999999,False,0.6847232679493305,0.6887268133376467,3.0,7.0,6.0,23.0,7.0,39.0,6.0,30.0,46.0,51.0,49.0,54.0,28.0,3.0
28,28,30039.0,0.9961799850409764,0.0315382831374507,-44.391743867302296,0.397312025409444,0.3607478983685857,0.0712259416436643,0.2393148291694981,0.0601486714825783,0.2366666666666667,0.06,False,0.7005364993479236,0.7991452335539869,0.9603291192343923,0.0770678114474104,-31.88297407157308,0.5401195573970899,0.4295189695521199,0.1418321203704164,0.3200166462828883,0.1014572907059148,0.3066666666666667,0.0783333333333332,False,0.5785260630111969,0.7592797992901513,15.0,18.0,10.0,16.0,12.0,15.0,25.0,53.0,31.0,41.0,47.0,31.0,59.0,2.0
29,29,30041.0,0.9976402016976272,0.01972731274879,-50.96051637302234,0.3612281687681949,0.336212220164459,0.1061681620019536,0.1801853537482872,0.0652343503593143,0.155,0.0633333333333332,False,0.7545802958923986,0.7341926941175309,0.9812563981874008,0.0543388042286015,-36.77523352823985,0.4261612004911871,0.3505065902252715,0.1270244583759601,0.2646815434509539,0.0362338066652264,0.24,0.0283333333333333,False,0.6990846498838197,0.8795880414500725,1.0,4.0,6.0,14.0,0.0,37.0,1.0,16.0,55.0,43.0,52.0,59.0,20.0,5.0
30,30,30042.0,0.9906537532048796,0.0401631856340214,-41.00726276463619,0.3970951035065579,0.346070537539174,0.1149899525890922,0.2112542009423165,0.0158802508866563,0.1866666666666666,0.0116666666666667,False,0.7728655481710272,0.9300843585868085,0.9644664965091588,0.0632111709142219,-34.65783933867489,0.5899832267485974,0.5107155670772416,0.1863790656065811,0.2262407701087533,0.1103138452317504,0.195,0.0333333333333333,False,0.6634453846594963,0.6722260215622295,14.0,19.0,10.0,13.0,10.0,15.0,8.0,44.0,22.0,34.0,40.0,43.0,55.0,2.0
31,31,30044.0,0.9721258810852854,0.0630780479955715,-34.68735447175572,0.4056005514824682,0.5145186860346875,0.131296423544325,0.0344026118805574,0.290962960926359,0.0033333333333333,0.2833333333333333,False,0.6746344271930836,0.10573525522005103,0.9690587042596056,0.0632048002743421,-34.659250378080046,0.5032845269001883,0.4633109450498516,0.169873305806249,0.2822723957749186,0.2182928684915642,0.255,0.1899999999999999,False,0.4994347357335172,0.5639072782817925,8.0,15.0,5.0,22.0,2.0,37.0,2.0,21.0,46.0,47.0,43.0,57.0,40.0,5.0
32,32,30045.0,0.630357902963498,0.2332353061877806,-16.37990412105925,0.3058004765382235,0.1780905018730148,0.1941942082319345,0.371688254895337,0.0226070956900485,0.242,0.002,False,0.6057046494146144,0.9426645643767162,0.9920523153871617,0.0397722674411412,-41.1441957054137,0.3458230809761995,0.3455816836150014,0.0713328521580144,0.0159994373199064,0.0067691322075537,0.0083333333333333,0.0066666666666667,False,0.9772314304725399,0.702698397482118,12.0,14.0,9.0,20.0,10.0,24.0,7.0,34.0,43.0,35.0,37.0,46.0,44.0,2.0
33,33,30046.0,0.9933786301162798,0.032287108650942,-44.06322137951933,0.4101024251082018,0.4055237518516546,0.1033554514260555,0.0398268201980248,0.0032383706436334,0.0216666666666666,0.0,False,0.9569348091583418,0.9248030583321871,0.9959919078508738,0.0284039216801649,-45.85719278425765,0.6401650443157454,0.6218639535331425,0.0885761308284688,0.093991539210117,0.01533713713013,0.0933333333333333,0.0,False,0.890671323659753,0.8597153313884587,10.0,14.0,8.0,15.0,10.0,11.0,6.0,39.0,33.0,49.0,44.0,39.0,35.0,7.0
34,34,30050.0,0.9686554625550066,0.0741894950304519,-32.41585801336969,0.4353785057612522,0.4334423676268714,0.0661466637001618,0.1642784764403863,0.1534674404626861,0.1633333333333333,0.1533333333333333,False,0.6822540830969276,0.5170120769498323,0.9464780395649864,0.0879266826338112,-30.03752749118918,0.5349569806746997,0.4152401468049791,0.118466370005567,0.3608776665378633,0.1121801200425449,0.355,0.1016666666666666,False,0.5269422134195918,0.7628616984545142,21.0,24.0,15.0,16.0,17.0,11.0,6.0,37.0,23.0,46.0,40.0,54.0,45.0,2.0
35,35,30051.0,0.9810791508722418,0.0588194003153756,-35.665969576220235,0.4504669216247675,0.4445322659991783,0.0630414195858489,0.1123086643143421,0.0734667882061911,0.1116666666666666,0.0733333333333332,False,0.8142245474794668,0.6045398506130888,0.950037452241245,0.0828612932732537,-30.86822128331618,0.5733922382726844,0.4905699356925965,0.1577536842347163,0.3045275338796833,0.1804380196573674,0.29,0.145,False,0.5150344464629493,0.6279364207594547,14.0,15.555555555555555,11.0,11.11111111111111,5.0,22.0,4.0,24.0,31.63636363636364,38.0,43.0,49.0,35.0,3.0
36,36,30053.0,0.9958352885049891,0.0246987579171827,-47.81403252712904,0.3669012059345117,0.2755879818800684,0.1317371355109281,0.3362567709884007,0.108162332029392,0.3016666666666667,0.1033333333333332,False,0.5555808969822074,0.7566208758918681,0.9380990312137208,0.1007249454091248,-28.135065058379844,0.5645015280399909,0.4900133716306288,0.1211669185462217,0.2956172404320686,0.1276705842796004,0.29,0.1116666666666666,False,0.576712175288331,0.6983835186694402,16.0,12.0,12.0,21.0,13.0,26.0,6.0,26.0,37.0,36.0,37.0,50.0,44.0,2.0
37,37,30054.0,0.9393479678739892,0.089884160305873,-29.729269635585624,0.5005079571538789,0.3693439744236625,0.160490397440124,0.3293695357856309,0.0792025983685558,0.302,0.0516666666666667,False,0.5914278658458133,0.8061478212837041,0.9087347770062644,0.1048325972968654,-27.57546717569987,0.5966119076537059,0.642885771791771,0.1889723320207419,0.1584658268853734,0.2811257200219157,0.1316666666666666,0.2116666666666666,False,0.5604084530927109,0.36048424497751824,10.0,19.0,12.0,16.0,11.0,31.0,9.0,36.0,46.0,33.0,41.0,49.0,37.0,4.0
38,38,30055.0,0.997789444133462,0.021292444529203,-49.891641805855215,0.4418445771893213,0.4379768587032744,0.0462245015768327,0.0417341900254134,0.0016721205186722,0.0416666666666666,0.0016666666666667,False,0.9565936894559145,0.9614774787879308,0.8676685168118248,0.1315840497020755,-24.39353258431688,0.6861103837122193,0.5935478461732385,0.0717605453419312,0.3867036317694441,0.094865590354767,0.3866666666666666,0.0883333333333332,False,0.5184307778757888,0.8030073642656957,6.0,10.0,4.0,17.0,3.0,33.0,5.0,21.0,43.0,41.0,46.0,51.0,29.0,6.0
39,39,30056.0,0.9685290744782444,0.0766044582646727,-31.967400028568065,0.4203595254726024,0.3100677962105186,0.0885869522423082,0.3814213255525231,0.0724598697471565,0.3766666666666666,0.0716666666666667,False,0.5461188047003204,0.8403549860678539,0.796786120906817,0.1788514899677717,-20.09679275483724,0.6113135812201438,0.5810910081605001,0.113166546329022,0.176714148438051,0.0968601023866251,0.1733333333333333,0.0733333333333332,False,0.7264257491753239,0.64594583702726,16.0,18.0,14.0,8.0,13.0,20.0,20.0,41.0,28.0,33.0,41.0,39.0,41.0,5.0
40,40,30057.0,0.9696692385100846,0.0701049228525185,-33.20867165772179,0.3969142152649438,0.3709291685122978,0.0990418676315798,0.1643720848275185,0.0468209842924305,0.15,0.045,False,0.7888069308800509,0.7783024580894835,0.9086653472928689,0.1041248845633756,-27.6703000198311,0.3579766688065073,0.2590585409322171,0.1807872980272109,0.3070958874815313,0.0236054621999313,0.2116666666666666,0.0016666666666667,False,0.6692986503185374,0.9286200004243451,21.0,15.0,16.0,11.0,13.0,13.0,12.0,40.0,23.0,38.0,39.0,34.0,61.0,0.0
41,41,30059.0,0.9523162328777336,0.080013930374513,-31.3577634169992,0.4709771989949122,0.5030054319602864,0.1414789917645784,0.1373741549058242,0.2078048074621739,0.1133333333333333,0.1916666666666667,False,0.654821037632002,0.39797951173909757,0.8750583126734458,0.1167301681985668,-26.07046367358341,0.5963757926354631,0.5158330907243435,0.2102985150134605,0.2625913259336856,0.1834530165264406,0.225,0.0966666666666666,False,0.5539556575398737,0.5887112579107754,18.0,21.0,10.0,18.0,17.0,19.0,7.0,44.0,33.0,44.0,43.0,49.0,53.0,6.0
42,42,30061.0,0.961836004816366,0.0735897120819823,-32.529500623174386,0.3976759743922031,0.3607392910112288,0.1443214801723098,0.3273980241965964,0.2486172612589252,0.3,0.2416666666666667,False,0.42398471454447845,0.5683842642086921,0.5744763124231312,0.2420636805727528,-15.85976222410385,0.5647739017830258,0.5799799586930873,0.0560237638520003,0.2966816690146637,0.3451514413230137,0.2966666666666667,0.345,False,0.3581668896623227,0.4622411406270009,11.0,19.0,4.0,19.0,9.0,27.0,5.0,25.0,38.0,39.0,47.0,44.0,39.0,8.0
43,43,30062.0,0.9954694699296268,0.0292918310730161,-45.42625246720867,0.4387027683446992,0.4360361204023921,0.0552709420843184,0.0619874052311816,0.0400349137597032,0.0616666666666666,0.04,False,0.8979776810091151,0.607586710871764,0.929110608383819,0.0899728482023004,-29.71546277133367,0.6987459178645871,0.6424193058748576,0.1697723030383901,0.2067174623624583,0.1808416913197315,0.195,0.0749999999999999,False,0.6124408463178102,0.5333829955980678,15.0,10.0,6.0,19.0,8.0,30.0,2.0,24.0,37.0,45.0,44.0,59.0,30.0,3.0
44,44,30064.0,0.9611727835125794,0.0751676838783394,-32.23247426469374,0.390642356356073,0.2677066016868669,0.1171590487867749,0.3597843281538412,0.0417493374837159,0.3383333333333334,0.0383333333333333,False,0.5984663343624429,0.8960253123049443,0.8713851496011193,0.1215754885277725,-25.50107866126535,0.4498774412095861,0.4304971571976401,0.208187731601597,0.2323757563200222,0.1726273767876467,0.1583333333333333,0.125,False,0.5949968668923311,0.5737628608869201,2.0,8.0,5.0,10.0,1.0,31.0,2.0,21.0,43.0,43.0,49.0,54.0,32.0,3.0
45,45,30065.0,0.9935260016546736,0.0364685752911584,-42.35826076212752,0.517968261393806,0.515905773701762,0.0667963777829322,0.0220831735438201,0.0073797502505579,0.0216666666666666,0.0066666666666667,False,0.970537076205622,0.7495241713938087,0.3429487510400402,0.2431813937224995,-15.795266930489582,0.7292123209965347,0.5400487917565948,0.4336258280988523,0.3078534866730839,0.2892433056576009,0.18,0.005,False,0.4029032076693152,0.515583889626036,4.444444444444445,10.0,14.0,19.0,6.0,34.0,4.0,31.0,53.0,45.0,48.0,55.0,32.0,5.0
46,46,30066.0,0.8831164061965225,0.1318532790281892,-24.364916959522787,0.3695915910938857,0.3530362834714663,0.0925974287104726,0.1975461998152499,0.1240966706013178,0.185,0.1233333333333333,False,0.6783571295834323,0.6141786993736341,0.761431142650461,0.1510204982311503,-22.464755821073155,0.3789034404044873,0.3024641398842493,0.2657075565007619,0.3739631048582009,0.2405937700528236,0.27,0.1933333333333332,False,0.3854431250889756,0.6085085370045583,8.0,5.0,1.1111111111111112,14.0,6.0,14.0,13.333333333333334,39.0,34.0,43.63636363636363,43.2,36.0,53.0,6.0
