,index,subID,r_squared_subt,nrmse_subt,aic_subt,center_subt,PSE_subt,sigma_subt,bias_xmin_subt,bias_xmax_subt,bias_lower_subt,bias_upper_subt,flipped_subt,range_subt,bias_subt,r_squared_pf,nrmse_pf,aic_pf,center_pf,PSE_pf,sigma_pf,bias_xmin_pf,bias_xmax_pf,bias_lower_pf,bias_upper_pf,flipped_pf,range_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
47,47,30067.0,0.9922392428713488,0.0422663902966314,-40.29268290148424,0.3542640586807695,0.3214062356054533,0.0693610004288163,0.2027334574462692,0.0150712438759079,0.198,0.015,False,0.782195298677823,0.9308038633490537,0.8429874534917057,0.1289853757145111,-24.672787466415617,0.4709381310502652,0.4514933841897715,0.2361625432616217,0.1649664882089734,0.1046209961840114,0.0533333333333333,0.015,False,0.7304125156070151,0.6119219094329222,23.0,20.0,8.0,20.0,12.0,32.0,14.0,45.0,36.0,48.0,46.0,45.0,67.0,0.0
48,48,30068.0,0.9626498753622744,0.0912204124668654,-29.52267220452364,0.462563526666869,0.4655583317432007,0.0486390424605498,0.1260537661351823,0.1483448678389762,0.126,0.1483333333333333,False,0.7256013660258416,0.45938190110324456,0.8854961521556464,0.1248066688898229,-25.133851430002533,0.6445199224929586,0.5960880001997247,0.1504961248883454,0.3258331387528287,0.2885514604398999,0.32,0.2516666666666667,False,0.3856154008072714,0.530340668013094,11.0,12.0,9.0,13.0,10.0,12.22222222222222,6.0,40.0,38.0,32.72727272727273,42.0,41.0,47.0,3.0
49,49,30069.0,0.9120114784416192,0.1293265714666609,-24.635803166152293,0.4517863585774277,0.4446705319729841,0.0365679957331409,0.2750021475490828,0.2266668203901576,0.275,0.2266666666666666,False,0.49833103206075957,0.5481745236878787,0.8662671249677037,0.1194155328841008,-25.75204393459385,0.6209779696812439,0.6540471199846353,0.2145248424492762,0.2472572693658535,0.3358893198728409,0.22,0.26,False,0.41685341076130566,0.4240053426165986,10.0,15.0,11.11111111111111,18.0,11.0,27.0,5.0,35.0,41.0,37.0,43.0,42.0,35.0,2.0
50,50,30070.0,0.9847924635892404,0.0478579963704823,-38.55323886470055,0.4216594273741033,0.4128118841261384,0.1085233827913207,0.0864464994638037,0.0360088576752838,0.0683333333333333,0.0316666666666667,False,0.8775446428609125,0.7059429777793702,0.9317202047588984,0.0878296348597812,-30.05298831779136,0.5577459030115004,0.6686632957810862,0.1994467365832364,0.066469940921832,0.3003154725972273,0.0233333333333333,0.2266666666666666,False,0.6332145864809406,0.1812229670861162,24.0,23.0,24.0,22.0,22.0,11.0,19.0,52.0,24.0,34.0,27.0,36.0,56.0,3.0
51,51,30071.0,0.992016941657718,0.0335092699959146,-43.54306426987668,0.5572839691397312,0.47008961805426,0.137100457819658,0.3287760130241592,0.1798036196518535,0.32,0.16,False,0.4914203673239872,0.6464592600655792,0.9704030801874144,0.0663041821604799,-33.98903226210609,0.6873835683354156,0.6524899619129617,0.1116116378850321,0.1882319681230203,0.1141448228982437,0.1866666666666666,0.0716666666666667,False,0.6976232089787361,0.6225079890797018,15.0,27.0,3.0,13.0,16.0,25.0,14.0,46.0,38.0,45.0,41.0,41.0,52.0,2.0
52,52,30072.0,0.995614845503364,0.0299781499056101,-45.1020109883172,0.3739399028560161,0.356708171090404,0.0933858972098985,0.1365928379528228,0.0460204026742019,0.1216666666666666,0.045,False,0.8173867593729753,0.7479897814847091,0.9844386828997802,0.0539054726054356,-36.88732583114043,0.6801037487447938,0.6761718997159823,0.0107766063785325,0.2766666666666666,0.1783333333334031,0.2766666666666666,0.1783333333333332,False,0.5449999999999303,0.6080586080585149,18.0,20.0,10.0,7.0,8.0,20.0,7.0,35.0,30.0,32.0,39.0,39.0,56.0,1.0
53,53,30073.0,0.95079004743699,0.0939632586132385,-29.107920145113773,0.4735312216526881,0.4600320008527542,0.0882652231929995,0.1106322803002741,0.0438481553277916,0.1066666666666666,0.0416666666666667,False,0.8455195643719343,0.7161572263211217,0.8953790761913777,0.1082368346001893,-27.128069557444515,0.5112305540189122,0.4190687921583501,0.2128373130645151,0.26462500504172,0.1093250970352158,0.2016666666666667,0.04,False,0.6260498979230642,0.7076479016103505,16.0,19.0,11.0,19.0,15.0,23.0,13.0,28.0,42.0,49.0,45.0,44.0,39.0,6.0
54,54,30074.0,0.9228670395375752,0.1038641816216689,-27.70539650987545,0.3895871078500174,0.355395121120466,0.1411064233999605,0.2319273880319446,0.1141995861370861,0.19,0.1049999999999999,False,0.6538730258309693,0.670064471538942,0.8613700585214051,0.1155414195239719,-26.213766837919565,0.4831106460367649,0.3448498382518999,0.2517073465466632,0.3341285889309707,0.1375414583099725,0.245,0.0583333333333332,False,0.5283299527590568,0.7083947579149282,10.0,7.0,12.0,6.0,15.0,14.0,16.0,40.0,39.0,44.0,39.0,28.0,52.0,0.0
55,55,30075.0,0.9871117806717994,0.0460371862063374,-39.09628138590576,0.3941917933413878,0.3399241415052076,0.1108123983446817,0.2188007712933542,0.0083579805424485,0.1966666666666666,0.005,False,0.7728412481641973,0.9632064339370473,0.9600317878959684,0.0667087390547703,-33.903870400642,0.5466924705891548,0.4519865330565517,0.1853977817995831,0.2398363431701843,0.0638408135825294,0.2,0.0,False,0.6963228432472863,0.7897740670875835,9.0,15.0,13.0,16.0,11.0,28.0,7.0,42.0,41.0,32.0,40.0,52.0,55.0,6.0
56,56,30076.0,0.9995327442956576,0.0092714937888844,-61.5313507815667,0.417936478370368,0.3945354590870984,0.0933138652206872,0.1638446530615597,0.0582043432882138,0.155,0.0566666666666667,False,0.7779510036502265,0.7378761253370864,0.9491908192947426,0.0835848387171535,-30.74650382554779,0.652628615299388,0.5904615482278603,0.1484097133595108,0.2608919767289326,0.1795909696138565,0.2533333333333333,0.125,False,0.5595170536572109,0.5922862142451784,18.0,22.0,12.0,18.0,13.0,11.0,30.0,50.0,29.0,43.0,41.0,37.0,69.0,0.0
57,57,30077.0,0.9772204213023756,0.0676660681102602,-33.70438608032265,0.3329831800465401,0.3306457834226948,0.0062309907848662,0.2583333333333333,0.1483333333333333,0.2583333333333333,0.1483333333333333,False,0.5933333333333334,0.6352459016393442,0.8752519883770998,0.1201861430133134,-25.661989647888262,0.4851563662407181,0.4708750783531636,0.2153305003601349,0.2657008683310246,0.2389323101218128,0.2083333333333333,0.1883333333333332,False,0.4953668215471626,0.5265227885840581,21.0,21.0,16.0,22.0,15.0,15.0,0.0,36.0,21.0,33.0,36.0,53.0,63.0,3.0
58,58,30078.0,0.90756416932491,0.1022742225357947,-27.92136663658418,0.5105784222474197,0.409216588742241,0.1857047663951348,0.3982731386988072,0.3121850087748056,0.3783333333333333,0.29,False,0.2895418525263872,0.5605863485626358,0.8006275756915956,0.1402103464784029,-23.50456112758373,0.3468093973046552,0.4487910964366078,0.2457722861177388,0.3212666357090846,0.353826868031267,0.235,0.3249999999999999,False,0.32490649625964846,0.47588464994716834,7.0,14.0,12.0,15.0,9.0,27.0,3.0,26.0,45.0,28.0,47.0,57.0,30.0,5.0
59,59,30079.0,0.985428119846181,0.0456721243540585,-39.207739925844194,0.3032264451281195,0.2672210571515144,0.0979139560960096,0.231706910567639,0.067261547951464,0.2,0.0666666666666667,False,0.701031541480897,0.7750212571431971,0.9585319773940426,0.0751026280318109,-32.244596178819336,0.7289016265716818,0.731881779471189,0.1338033339119727,0.1248757695690651,0.2171734557998997,0.1216666666666666,0.13,False,0.6579507746310352,0.36508128160314635,8.0,15.0,9.0,9.0,7.0,23.0,16.0,44.0,43.0,35.0,43.0,37.0,38.0,5.0
60,60,30080.0,0.6077505004909458,0.222691757315762,-17.027534050683805,0.4918758377395486,0.4876490197935604,0.007929848261495,0.3366666666666666,0.2216666666666666,0.3366666666666666,0.2216666666666666,False,0.44166666666666676,0.6029850746268657,0.9580845852346468,0.0720179228535356,-32.831763673912434,0.443180219327367,0.4518991534819642,0.1750690768064423,0.1475245337113011,0.1403890801459715,0.0883333333333333,0.1083333333333332,False,0.7120863861427273,0.5123916571184904,23.0,24.0,17.0,5.0,21.0,29.0,3.0,15.0,29.0,21.0,39.0,51.0,47.0,2.0
61,61,30081.0,0.991094221434164,0.0376921886203067,-41.89623366155907,0.4061478813048836,0.3259643893367559,0.1232478088133816,0.3029268513521827,0.0834764690528627,0.28,0.0783333333333332,False,0.6135966795949546,0.7839654458316795,0.9324742439844688,0.0855266285192505,-30.42498509602108,0.6371140928942177,0.4428424269305369,0.1950778974804393,0.3574836799897831,0.135711710571619,0.335,0.0533333333333332,False,0.5068046094385978,0.7248317539684648,19.0,14.0,16.0,16.0,8.0,17.0,23.0,53.0,32.0,41.0,47.0,33.0,57.0,
62,62,30083.0,0.9816031262829302,0.0487334928432391,-38.29944246111981,0.3043422018139926,0.3043422018139926,0.1292313570211452,0.0866677223915988,0.0045728203543534,0.0,0.0,False,0.9087594572540478,0.9498817059091171,0.9756475659931794,0.0746242230850507,-32.33406165541821,0.7094042993875588,0.7046271787473524,0.050653019011099,0.0450007900118688,0.0030694711248737,0.045,0.0,False,0.9519297388632575,0.9361461524799676,18.0,22.0,15.0,11.0,16.0,15.0,21.0,50.0,27.0,47.0,37.0,35.0,58.0,3.0
63,63,30084.0,0.988586853470832,0.039425198820256,-41.26690144404724,0.375598251250851,0.3054935094447983,0.1304534806271322,0.2775008733763065,0.0608327931503049,0.24,0.055,False,0.6616663334733887,0.8201988180046513,0.8333827787780793,0.1248948681977927,-25.123961299750786,0.7302920914084609,0.64904126069768,0.2085058819509484,0.2696499734102368,0.2657160759676078,0.2516666666666667,0.1333333333333333,False,0.4646339506221554,0.503674025881171,16.0,23.0,13.0,16.0,13.0,13.0,2.0,55.0,26.0,34.0,45.0,39.0,55.0,3.0
64,64,30085.0,0.9368928265908584,0.0932288836089789,-29.21776773469253,0.3504965609798139,0.346665776902568,0.0788986528566505,0.1729867607812628,0.1485159181858247,0.165,0.1483333333333333,False,0.6784973210329126,0.53805698085325,0.9867542081345136,0.049960456553498,-37.95132837540188,0.745358298633327,0.693552235075596,0.0769841578579516,0.3000369375860272,0.1289020071868962,0.3,0.1079999999999999,False,0.5710610552270765,0.699486351711114,13.0,19.0,14.0,17.0,10.0,14.444444444444445,0.0,37.0,40.0,44.0,44.0,48.0,44.0,3.0
65,65,30086.0,0.9864125678121284,0.0507282666204737,-37.73780795400179,0.3632477569171951,0.3542771135298403,0.0647517950397564,0.0882530368834675,0.0233811347453896,0.085,0.0233333333333333,False,0.8883658283711429,0.7905557554265432,0.7900330085685594,0.1538113091778513,-22.20840170057717,0.4261614253942329,0.3594494133301834,0.2392548297281911,0.2482825000224687,0.0731578424283585,0.1216666666666666,0.0,False,0.6785596575491728,0.7724061582607668,14.0,14.0,9.0,16.0,4.0,22.0,7.0,34.0,30.0,45.0,41.0,52.0,56.0,3.0
66,66,30087.0,0.9168987642487152,0.1116549642863792,-26.69278574253115,0.5776407910536809,0.6457580920687026,0.0721743679326478,0.0761968497792595,0.336688140950923,0.076,0.3349999999999999,False,0.5871150092698174,0.18454739573968584,0.834370480588013,0.1490431904151373,-22.649268050754763,0.6167530169730587,0.4568310604980823,0.1342090189497697,0.3963150722874536,0.168625928902768,0.3916666666666666,0.1433333333333333,False,0.43505899880977844,0.7015158599791735,12.0,11.0,6.0,15.0,7.0,23.0,0.0,15.0,39.0,43.0,46.0,56.0,48.0,4.0
67,67,30088.0,0.9910319116639598,0.0445945111248522,-39.54202295070913,0.4474415771202873,0.4473182188950104,0.0363289624379034,0.0100043956488613,0.0083335767810942,0.01,0.0083333333333333,False,0.9816620275700444,0.5455562596723555,0.9895123175462166,0.0415440019346574,-40.5340297621974,0.6007401272842113,0.6153018790221255,0.0980228312828632,0.0070045764633237,0.0887611399634794,0.005,0.0733333333333332,False,0.9042342835731969,0.07314283988756591,9.0,16.0,11.0,12.0,5.0,36.0,10.0,28.0,45.81818181818182,31.0,41.0,45.0,42.0,4.0
68,68,30089.0,0.9718946981990468,0.0639122820203321,-34.50341220847896,0.3661591322146957,0.3614940364499924,0.1074923810950145,0.1137885377830465,0.0706496531119774,0.0866666666666666,0.0683333333333332,False,0.8155618091049761,0.6169467247041648,0.948503254393449,0.0870226180761222,-30.1822210272128,0.5512409801790644,0.4627965206275513,0.148024421605635,0.269713549680383,0.083647861549264,0.2533333333333333,0.0516666666666667,False,0.646638588770353,0.7632795803645298,29.0,24.0,14.0,16.0,21.0,9.0,19.0,52.0,17.0,42.0,38.0,44.0,65.0,0.0
69,69,30090.0,0.9840619197921906,0.0520329831896724,-37.38228457117777,0.4350918815359115,0.4342837184095304,0.0704441132202823,0.068474120543016,0.0619534122130844,0.0666666666666666,0.0616666666666667,False,0.8695724672438996,0.5249974380107508,0.990496660171126,0.0388721683203,-41.46467452479561,0.4648696838143527,0.4358505425767509,0.0998982016827697,0.2098776253193011,0.1065878687663077,0.2033333333333333,0.1033333333333332,False,0.6835345059143912,0.6631927626919286,12.0,14.0,6.0,10.0,9.0,29.0,8.0,26.0,39.0,45.0,43.0,40.0,42.0,3.0
70,70,30091.0,0.9689571403984092,0.0838549473824974,-30.701335055530308,0.2644004967263474,0.2321666627600242,0.0431102958399411,0.322868302066305,0.1233333549028461,0.3216666666666666,0.1233333333333333,False,0.5537983430308488,0.7235927904423427,0.9542390774788362,0.091538518029292,-29.473936064961972,0.6259317257188851,0.657532558922499,0.111003361606195,0.1322979112323277,0.2432238076530511,0.13,0.2216666666666666,False,0.6244782811146212,0.35230428648711326,13.0,21.0,16.0,14.0,16.0,22.0,14.0,38.0,31.0,45.0,47.0,36.0,46.0,5.0
71,71,30093.0,0.9708623548979308,0.0712402502774849,-32.98376230370245,0.4632306776928841,0.4084512185490054,0.0983495013158626,0.2522230083434796,0.0596268045672254,0.246,0.0566666666666667,False,0.6881501870892951,0.808796407441492,0.9078916906018344,0.1073576055280159,-27.242258728961147,0.5076146648622683,0.4636314601006002,0.1728017446532664,0.2965060767805945,0.2321478617729253,0.27,0.2033333333333332,False,0.4713460614464802,0.5608698907869327,8.0,10.0,10.0,18.0,6.0,22.0,0.0,26.0,38.0,42.0,45.0,46.90909090909091,34.0,4.0
72,72,30094.0,0.9908705437390252,0.0400903434895319,-41.03267698165653,0.5097758118665311,0.471148333026447,0.0881732731087436,0.184162162441229,0.0097792884652068,0.1816666666666666,0.0066666666666667,False,0.8060585490935642,0.9495760786593029,0.901123320134926,0.1021221271420476,-27.94220199796741,0.4863142885343455,0.4870158943568365,0.2094291421435643,0.0905296675032397,0.0821719186099469,0.0016666666666666,0.0033333333333332,False,0.8272984138868135,0.5241970820343689,14.0,14.0,14.0,13.0,16.0,20.0,15.0,41.0,38.0,31.0,33.0,37.0,45.0,4.0
73,73,30095.0,0.9566901449397726,0.083715665999713,-30.72460810763259,0.4376024109441637,0.3869908139590528,0.1339078285869516,0.2391981278590623,0.0920835308772061,0.2133333333333333,0.0816666666666666,False,0.6687183412637316,0.7220385480183998,0.9329039264622836,0.1087784706939454,-27.0581858130921,0.8105771547556786,0.8013226546490694,0.0735182874902352,0.2266761637090284,0.2312204216016283,0.2266666666666666,0.1899999999999999,False,0.5421034146893433,0.4950378993441097,20.0,25.0,14.0,18.0,15.0,28.0,11.0,43.0,35.0,49.0,41.0,46.0,64.0,2.0
74,74,30096.0,0.9049634758653504,0.1347060130739247,-24.06524778501859,0.5316766605966508,0.5251700023327099,0.0384835551034856,0.3100004149273532,0.2750021524096324,0.31,0.275,False,0.4149974326630144,0.529912913610822,0.6633343562606682,0.1866388587841699,-19.500116721443508,0.6298406933906271,0.3938109680733452,0.2793807409801995,0.4338817411570627,0.34254987345699,0.4033333333333334,0.275,False,0.2235683853859473,0.5588151396600922,13.0,19.0,14.0,14.0,10.0,23.0,8.0,44.0,34.0,45.0,46.0,42.0,55.0,3.0
75,75,30097.0,0.9845565645708324,0.0523390575292278,-37.30017344241683,0.4286700747476105,0.3824294104803572,0.0792540953081868,0.2465275351446662,0.0405299530818185,0.2433333333333333,0.04,False,0.7129425117735153,0.8588089328997371,0.9740219769384552,0.067305302597307,-33.77922756978904,0.7208720663744794,0.6379563774190957,0.0926878725008962,0.2986244816861071,0.0392689820399547,0.2983333333333333,0.0066666666666667,False,0.6621065362739382,0.8837829486047976,4.0,15.0,8.0,14.0,8.0,8.0,13.0,47.0,40.0,36.0,41.0,44.0,42.0,7.0
76,76,30098.0,0.9739844265107606,0.0583355317518373,-35.78161470167532,0.3565231230853018,0.3215265090710187,0.1498047484450922,0.2440470894797045,0.1096372438828484,0.1833333333333333,0.0999999999999999,False,0.6463156666374472,0.6900138526337778,0.889898817055267,0.1120957551189248,-26.63762543149187,0.546474503793487,0.5374582692359879,0.2126693167171419,0.1381862472421393,0.1500010581333392,0.0766666666666666,0.0583333333333332,False,0.7118126946245215,0.47950150705665817,7.0,14.0,13.0,16.0,7.0,20.0,6.0,23.0,49.0,33.0,42.0,47.0,32.0,5.0
77,77,30099.0,0.9989226599547376,0.0149152139426529,-54.87522923787938,0.3974362446103835,0.3930091314905929,0.068856953545982,0.0760701448322486,0.0451395553181946,0.0733333333333333,0.045,False,0.8787902998495568,0.6275912302219357,0.893409952487645,0.1028919400217943,-27.837063544613567,0.5161482946044955,0.4692918482214272,0.2304329372424496,0.3664046141394412,0.3329508013728184,0.33,0.2916666666666667,False,0.30064458448774034,0.5239176047147063,21.0,19.0,11.0,18.0,14.0,17.0,4.0,22.0,30.0,46.0,41.0,31.0,43.0,3.0
78,78,30101.0,0.985629647432698,0.0494739530955452,-38.08832527185074,0.4711370786477425,0.4289674867319525,0.0834494285916258,0.2589429072818222,0.0978083889274477,0.2566666666666666,0.0966666666666666,False,0.6432487037907302,0.7258359255685131,0.7313861864271208,0.1524384760944329,-22.3339187969618,0.3301702407133113,0.1577814203915772,0.2848561980282878,0.4487443836991781,0.248982265497142,0.3416666666666666,0.2099999999999999,False,0.30227335080368,0.6431521344584824,26.0,23.0,18.0,24.0,21.0,25.0,11.0,48.0,30.545454545454547,40.0,38.0,43.0,69.0,3.0
79,79,30102.0,0.9747756275640675,0.0677774934126871,-33.681351325944455,0.3633520168337966,0.3352974595699865,0.0593528852945042,0.1901104723698259,1.7820251836497825e-05,0.1883333333333333,0.0,False,0.8098717073783376,0.9999062724879565,0.934051913438706,0.1267759855363145,-24.914671008022104,0.5431383967958637,0.4973704785558863,0.0394385210116872,0.3433340193569705,6.115191277356047e-06,0.3433333333333334,0.0,False,0.6566598654517521,0.9999821891160922,4.0,13.0,8.0,17.0,4.0,37.0,4.0,21.0,48.0,47.0,43.0,56.0,36.0,3.0
80,80,30103.0,0.99423806029899,0.0313016196740913,-44.49719610398274,0.417859633908188,0.3915744495499015,0.0917524329083683,0.1617507164613721,0.039750322215125,0.1533333333333333,0.0383333333333333,False,0.798498961323503,0.8027289463309281,0.9648240631028124,0.0678580209838942,-33.664727565797605,0.4230408449599752,0.3681616739521789,0.1575599088702444,0.2124775044255368,0.0389095123141289,0.16,0.0183333333333333,False,0.7486129832603343,0.8452206767924565,12.0,13.0,7.0,10.0,0.0,40.0,0.0,12.0,46.0,29.0,41.0,59.0,21.0,8.0
81,81,30104.0,0.9816158083250304,0.0602988386135909,-35.318194098035015,0.4007326309556809,0.3856288174836145,0.053532686553293,0.1987267608498312,0.1000096482845676,0.1983333333333333,0.0999999999999999,False,0.7012635908656012,0.6652244412579313,0.9463727144442686,0.091113169111726,-29.53914099904944,0.5008621035279134,0.4997578645377316,0.1358206476596655,0.1116902253049873,0.1086063814918482,0.0916666666666666,0.0883333333333332,False,0.7797033932031645,0.5069992993945275,12.0,18.0,6.0,11.0,12.0,29.0,11.0,35.0,41.0,44.0,44.0,40.0,44.0,4.0
82,82,30105.0,0.8141580865278703,0.1525460641970862,-22.324041355317146,0.51788614657646,0.4007147814537355,0.1992312851666013,0.3193961856837887,0.1479009728485807,0.276,0.0966666666666666,False,0.5327028414676306,0.6834969565980451,0.7552850027461476,0.1797743950993354,-20.02473604670222,0.5770450228340127,0.5902602800822635,0.2002142877913647,0.2143592597955773,0.268494174256555,0.1816666666666666,0.202,False,0.5171465659478678,0.4439427053395121,17.0,26.0,14.0,24.0,17.0,6.0,14.0,37.0,29.0,47.0,44.0,33.0,48.0,3.0
83,83,30106.0,0.943832034802133,0.097329028165458,-28.6152119655179,0.366015396279123,0.2400093316456513,0.1098508808643122,0.3657530775390832,0.0086855436363434,0.3433333333333334,0.0066666666666667,False,0.6255613788245734,0.9768038253931233,0.6694696573053015,0.2090630401226554,-17.911672231632295,0.6975588003857941,0.8706638712539787,0.1972216369273021,0.3576053772102616,0.4756043064436209,0.3516666666666666,0.4383333333333333,False,0.16679031634611746,0.42919013571956016,16.0,9.0,6.0,20.0,5.0,25.0,0.0,22.0,24.0,54.0,50.0,47.0,45.0,1.0
84,84,30109.0,0.9862843379591442,0.0549585497268793,-36.61646426893333,0.443726747707587,0.423495123238937,0.0354803626026974,0.2766689565851385,0.1050000959854178,0.2766666666666666,0.1049999999999999,False,0.6183309474294436,0.7248922979784764,0.9682737751788612,0.0643687374890699,-34.40378089035033,0.5839389937813163,0.4787089727545328,0.1444003234098626,0.3910869358779938,0.2804235882440151,0.385,0.2616666666666667,False,0.3284894758779911,0.5823988185283243,7.0,9.0,4.0,22.0,4.0,29.0,9.0,33.0,44.0,39.0,44.0,56.0,48.0,4.0
85,85,30110.0,0.9651081855865884,0.0786573703160199,-31.59715520979277,0.4623259239491253,0.4585845862811077,0.026369623504652,0.2266666809670345,0.1850000008211093,0.2266666666666666,0.185,False,0.5883333182118562,0.5506073019620374,0.9850454459985732,0.042230254393085,-40.30465740490617,0.5726802116012375,0.5936055028334835,0.1738505406373744,0.1984890012687147,0.2614364156014164,0.1766666666666666,0.2133333333333332,False,0.5400745831298689,0.431567802056832,16.0,17.0,16.0,10.0,11.0,11.0,7.0,29.454545454545453,30.0,40.0,46.0,39.0,38.0,3.0
86,86,30111.0,0.9733973087060794,0.062634917987889,-34.78605305473339,0.4623497602044459,0.425728128031439,0.1362343043199371,0.3350418424453424,0.2744701080139129,0.3216666666666666,0.2666666666666667,False,0.3904880495407447,0.5496887176582755,0.8665402542580823,0.1279649511159199,-24.78398420750684,0.5233660859960847,0.4266318319946489,0.1987439384106133,0.3269735239206418,0.2042914011397421,0.29,0.1583333333333333,False,0.4687350749396162,0.6154622834990995,16.0,10.0,11.0,15.0,9.0,27.0,0.0,29.0,40.0,34.0,41.0,58.0,47.0,3.0
87,87,30112.0,0.9493509549409336,0.0869296374888309,-30.19718752870279,0.3661864073746884,0.3550673955915006,0.1063573913864628,0.1183601449451525,0.0488855608479572,0.0916666666666666,0.0466666666666667,False,0.8327542942068904,0.7077021462755474,0.9377815105201188,0.089334190582496,-29.81519387557801,0.3856459090246914,0.3040481171210163,0.1686612362298848,0.272567030024105,0.0334072806411402,0.2,0.0133333333333333,False,0.6940256893347548,0.8908167140943744,11.0,20.0,10.0,17.0,13.0,16.0,5.0,41.0,33.0,41.0,46.0,38.0,51.0,2.0
88,88,30113.0,0.9974778946538824,0.0232544205812249,-48.657640454942126,0.3957526956754757,0.3949714205545049,0.0582041225922996,0.0077724562093679,3.07924600470022e-05,0.0066666666666666,0.0,False,0.992196751330585,0.9960538922503271,0.989505287505881,0.0479045907285373,-38.539615150387725,0.8468765058562614,0.908320087047437,0.0499268535059692,0.0150000269391452,0.3862143769406702,0.015,0.3583333333333333,False,0.5987855961201847,0.03738656138486616,9.0,11.0,7.0,6.0,3.0,8.0,0.0,13.0,37.0,40.0,44.0,49.0,33.0,2.0
89,89,30114.0,0.9996495379723526,0.0079327910275604,-63.71450486051785,0.4868872203282288,0.4440927912611204,0.0896538217003699,0.2198936022760665,0.0457445206198836,0.2166666666666666,0.0433333333333333,False,0.7343618771040499,0.8277938417830122,0.8773986147363935,0.1266386473955632,-24.92984561839496,0.3406406383924611,0.3258395618704932,0.1659580895473235,0.1597297216689591,0.0289347157959102,0.0533333333333333,0.0116666666666667,False,0.8113355625351307,0.8466339698953702,11.0,10.0,11.0,13.0,6.0,28.0,3.0,28.0,41.0,45.0,48.0,50.0,31.0,3.0
90,90,30116.0,0.6995417066820435,0.2065977157518796,-18.077744902328934,0.3153707845068879,0.0442391858569143,0.1652708860174792,0.4805718262646333,0.0191466337007581,0.405,0.01,False,0.5002815400346087,0.9616851582747531,0.9785713524475356,0.0541886865033603,-36.81396379795434,0.5971507296890433,0.5646513577088043,0.1354753476492289,0.1352499076127917,0.0647524081605297,0.125,0.0233333333333333,False,0.7999976842266785,0.6762417079514281,8.0,16.0,9.0,14.0,4.0,22.0,3.0,41.0,41.0,40.0,46.0,52.0,35.0,3.0
91,91,30118.0,0.9908803116282738,0.0439905944524312,-39.73291202502697,0.3902327319509714,0.387747715009813,0.0453402097946616,0.026844621469445,1.404627119394597e-06,0.0266666666666666,0.0,False,0.9731539739034356,0.9999476783970058,0.5791731808805582,0.2052894128920048,-18.16668335349222,0.5312234685396863,0.0,0.3158797223999489,0.7213737378898109,0.091006675732238,0.6766666666666667,0.0383333333333333,False,0.18761958637795115,0.8879752955558357,20.0,22.0,15.0,19.0,20.0,16.0,10.0,50.0,33.0,43.0,37.0,44.0,42.0,0.0
92,92,30119.0,0.9876241037433128,0.0462493660100976,-39.03190532210412,0.4242178131956745,0.3091781629598418,0.0626160910589318,0.4289284406401948,0.0500529446872709,0.4283333333333333,0.05,False,0.5210186146725343,0.8955012737017929,0.9923576529908864,0.030560715503143,-44.83255862655709,0.5216646254587708,0.5081778391566217,0.1660414066701641,0.3020398398851411,0.2889879685163632,0.2833333333333333,0.265,False,0.4089721915984956,0.5110416728140745,14.0,15.0,6.0,23.0,10.0,25.0,4.0,23.0,38.0,43.0,41.0,45.0,51.0,4.0
93,93,30120.0,0.8452592425175878,0.1540697855299149,-22.184894769874003,0.5001438974217935,0.4765974907890657,0.0929294148564872,0.145420358987493,0.0420986150914441,0.1416666666666666,0.0383333333333333,False,0.812481025921063,0.7754967714695236,0.8012907220979604,0.1913637824774607,-19.150106589738,0.7357480834971213,0.6126895703363254,0.0725003851686438,0.4383489261415353,0.1734751205470408,0.4383333333333333,0.1633333333333333,False,0.38817595331142385,0.7164624020811964,22.0,22.0,14.0,11.0,18.0,27.0,9.0,42.0,27.0,41.0,43.0,56.0,53.0,2.0
94,94,30121.0,0.9757305051467656,0.0595909499728169,-35.48352187548011,0.3498659232703055,0.3319327714035778,0.100314575228089,0.1338448779079467,0.0329824707108261,0.1083333333333333,0.0316666666666667,False,0.8331726513812273,0.8022957807343907,0.940428604960243,0.0974175335038208,-28.602486967327813,0.5722969724149883,0.5194319182117553,0.122816876383328,0.2640863591852323,0.1466204000994044,0.2583333333333333,0.1283333333333333,False,0.5892932407153633,0.6430046577397807,5.0,9.0,8.0,18.0,2.0,30.0,1.0,24.0,42.0,49.0,50.0,49.0,28.0,4.0
95,95,30123.0,0.970919452457538,0.0589636367657923,-35.63168091521637,0.3756833599545083,0.4001622304255064,0.1643364013082834,0.1908039195166005,0.1935554582491816,0.1266666666666666,0.1783333333333332,False,0.6156406222342179,0.4964206171466723,0.8504237558538158,0.119261824622392,-25.770075942186857,0.6037869925558104,0.5151850241742845,0.2197496924942256,0.291835564500115,0.219874310091901,0.255,0.1333333333333333,False,0.48829012540798405,0.5703145063065164,6.0,16.666666666666668,14.0,12.0,7.0,23.33333333333333,7.0,37.0,41.45454545454545,34.0,37.0,33.0,32.0,7.0
