,subID,block_type,subtlety,chargeSpeeds,responses_subt_1,responses_subt_2,pred_color,responses_pf,RT,movie,trial_num,stim_dur,subt_norm,chargeSpeed_norm,accuracy,responses_pf_rev,chargeSpeed_norm_rev
6,30002,2,,1.5,,, ,0.0,1289.0,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,6,7986,,0.0,,100.0,1.0
32,30002,2,,1.5,,, ,0.0,1884.0,8ed7c0fc-1490-4e35-a000-7f7357a0772a,32,8020,,0.0,,100.0,1.0
34,30002,2,,1.5,,, ,0.0,1939.0,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,34,7948,,0.0,,100.0,1.0
35,30002,2,,1.5,,, ,0.0,1869.0,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,35,8033,,0.0,,100.0,1.0
38,30002,2,,1.5,,, ,1.0,1464.0,15dfbaca-4429-4c18-90f4-8d4804129e6f,38,7935,,0.0,,99.0,1.0
67,30002,2,,1.5,,, ,0.0,1870.0,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,67,7948,,0.0,,100.0,1.0
1,30002,2,,2.75,,, ,39.0,1860.0,3fd185a3-34a1-4f1a-9d01-aee3deee3988,1,7983,,0.16666666666666666,,61.0,0.8333333333333334
7,30002,2,,2.75,,, ,30.0,1142.0,59df47e5-696a-407f-aa33-94dab9b3e492,7,7952,,0.16666666666666666,,70.0,0.8333333333333334
12,30002,2,,2.75,,, ,0.0,2272.0,46c1720a-0af5-44e9-b008-09b89ef78bd9,12,8021,,0.16666666666666666,,100.0,0.8333333333333334
40,30002,2,,2.75,,, ,22.0,1083.0,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,40,8025,,0.16666666666666666,,78.0,0.8333333333333334
41,30002,2,,2.75,,, ,4.0,1873.0,8fa1d226-bf98-4c72-8961-7121546d4a11,41,7985,,0.16666666666666666,,96.0,0.8333333333333334
66,30002,2,,2.75,,, ,23.0,1370.0,4a2adf87-0f15-4bc0-9837-899addfb179c,66,8050,,0.16666666666666666,,77.0,0.8333333333333334
0,30002,2,,4.0,,, ,39.0,2368.0,83dec58f-0765-4ddc-b785-670d8025c467,0,8014,,0.3333333333333333,,61.0,0.6666666666666667
5,30002,2,,4.0,,, ,32.0,1687.0,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5,7989,,0.3333333333333333,,68.0,0.6666666666666667
13,30002,2,,4.0,,, ,44.0,1726.0,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,13,8009,,0.3333333333333333,,56.0,0.6666666666666667
29,30002,2,,4.0,,, ,66.0,954.0,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,29,7986,,0.3333333333333333,,34.0,0.6666666666666667
39,30002,2,,4.0,,, ,21.0,1581.0,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,39,8024,,0.3333333333333333,,79.0,0.6666666666666667
63,30002,2,,4.0,,, ,48.0,1150.0,50781782-fbf2-4226-a593-5173be906638,63,7987,,0.3333333333333333,,52.0,0.6666666666666667
56,30002,2,,5.25,,, ,81.0,1481.0,5f5a825b-b433-4986-b5d6-5239eb407d32,56,7967,,0.5,,19.0,0.5
57,30002,2,,5.25,,, ,70.0,1746.0,8a889364-bfa4-42f7-8d4c-ee7478ea863c,57,7977,,0.5,,30.0,0.5
58,30002,2,,5.25,,, ,59.0,1560.0,35ae5b09-f580-4922-91bd-f22c23175a47,58,7984,,0.5,,41.0,0.5
62,30002,2,,5.25,,, ,62.0,1364.0,124d9b3a-acac-4627-93e0-f05b493598f3,62,8017,,0.5,,38.0,0.5
68,30002,2,,5.25,,, ,60.0,1457.0,82cc23d1-ba4b-48c5-995a-a30d865ea249,68,8010,,0.5,,40.0,0.5
69,30002,2,,5.25,,, ,60.0,1350.0,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,69,8025,,0.5,,40.0,0.5
3,30002,2,,6.5,,, ,67.0,1963.0,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,3,7915,,0.6666666666666666,,33.0,0.33333333333333337
4,30002,2,,6.5,,, ,45.0,1586.0,93e661c0-3f68-4205-9141-04164911b7e4,4,7988,,0.6666666666666666,,55.0,0.33333333333333337
11,30002,2,,6.5,,, ,45.0,1808.0,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,11,7979,,0.6666666666666666,,55.0,0.33333333333333337
33,30002,2,,6.5,,, ,90.0,1349.0,8bee64f6-a3cb-48f4-be48-142b9065f5d7,33,7959,,0.6666666666666666,,10.0,0.33333333333333337
36,30002,2,,6.5,,, ,58.0,2597.0,d98f2d5f-eb3b-4ebd-b714-878343382f2a,36,7998,,0.6666666666666666,,42.0,0.33333333333333337
65,30002,2,,6.5,,, ,58.0,1209.0,13e24563-ab7e-41df-adf6-e8e88b4d9e08,65,8003,,0.6666666666666666,,42.0,0.33333333333333337
2,30002,2,,7.75,,, ,75.0,1515.0,085d7298-e568-4752-a909-8eecf82e3ebc,2,7918,,0.8333333333333334,,25.0,0.16666666666666663
8,30002,2,,7.75,,, ,88.0,1682.0,8b590505-e40d-4ff8-802d-5430cc2802b6,8,7944,,0.8333333333333334,,12.0,0.16666666666666663
28,30002,2,,7.75,,, ,86.0,1423.0,65eed33d-db39-4b87-b8a4-de20693d3821,28,7818,,0.8333333333333334,,14.0,0.16666666666666663
31,30002,2,,7.75,,, ,67.0,1271.0,8845e64c-078b-4a3a-a732-1efe937de14a,31,7909,,0.8333333333333334,,33.0,0.16666666666666663
37,30002,2,,7.75,,, ,78.0,1354.0,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,37,7930,,0.8333333333333334,,22.0,0.16666666666666663
61,30002,2,,7.75,,, ,83.0,1388.0,015f75aa-de90-4fdc-8657-d630f1963869,61,7972,,0.8333333333333334,,17.0,0.16666666666666663
9,30002,2,,9.0,,, ,87.0,1091.0,8649b489-429a-4894-9c74-827e94f04566,9,7999,,1.0,,13.0,0.0
10,30002,2,,9.0,,, ,81.0,2934.0,6a57f963-5846-4eaa-a5d2-0e658499a4a9,10,7992,,1.0,,19.0,0.0
30,30002,2,,9.0,,, ,82.0,1985.0,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,30,7990,,1.0,,18.0,0.0
59,30002,2,,9.0,,, ,62.0,1536.0,87da47db-3d5c-48b2-b3f2-123123d766f0,59,7945,,1.0,,38.0,0.0
60,30002,2,,9.0,,, ,82.0,1065.0,9f7e489f-4076-4332-b57e-13a42d4c75fd,60,7948,,1.0,,18.0,0.0
64,30002,2,,9.0,,, ,62.0,1138.0,abb20336-74c4-448b-a5f7-252c765a55f4,64,7978,,1.0,,38.0,0.0
21,30004,2,,1.5,,, ,15.0,2883.0,1a8cf3c1-690b-449c-bb36-fd3b251837c1,21,8048,,0.0,,85.0,1.0
47,30004,2,,1.5,,, ,0.0,1883.0,7e595f18-f375-4ca5-b922-61b8d693804d,47,7983,,0.0,,100.0,1.0
72,30004,2,,1.5,,, ,11.0,3144.0,95aaf072-b6be-4da4-9857-deaf20ab49f2,72,7988,,0.0,,89.0,1.0
73,30004,2,,1.5,,, ,0.0,3513.0,9d425f58-501f-43f3-955e-05126bd09bb5,73,7999,,0.0,,100.0,1.0
79,30004,2,,1.5,,, ,0.0,3322.0,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,79,7931,,0.0,,100.0,1.0
81,30004,2,,1.5,,, ,0.0,2516.0,15dfbaca-4429-4c18-90f4-8d4804129e6f,81,7993,,0.0,,100.0,1.0
14,30004,2,,2.75,,, ,89.0,3524.0,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,14,8024,,0.16666666666666666,,11.0,0.8333333333333334
17,30004,2,,2.75,,, ,37.0,2808.0,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,17,8041,,0.16666666666666666,,63.0,0.8333333333333334
24,30004,2,,2.75,,, ,19.0,2646.0,94eac034-9d70-40c0-89d4-d9a030a03d26,24,8001,,0.16666666666666666,,81.0,0.8333333333333334
71,30004,2,,2.75,,, ,8.0,2343.0,112b96b3-6518-4053-ad9f-ff77320acc23,71,8005,,0.16666666666666666,,92.0,0.8333333333333334
78,30004,2,,2.75,,, ,3.0,2488.0,46c1720a-0af5-44e9-b008-09b89ef78bd9,78,8055,,0.16666666666666666,,97.0,0.8333333333333334
83,30004,2,,2.75,,, ,7.0,2747.0,c496efe1-6c3e-480d-856f-af132dbe7048,83,8023,,0.16666666666666666,,93.0,0.8333333333333334
22,30004,2,,4.0,,, ,64.0,4255.0,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,22,7989,,0.3333333333333333,,36.0,0.6666666666666667
26,30004,2,,4.0,,, ,36.0,2955.0,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,26,7962,,0.3333333333333333,,64.0,0.6666666666666667
44,30004,2,,4.0,,, ,6.0,2776.0,50781782-fbf2-4226-a593-5173be906638,44,8023,,0.3333333333333333,,94.0,0.6666666666666667
45,30004,2,,4.0,,, ,19.0,2840.0,1d41f125-7386-42b4-8250-f6c540c627a8,45,7993,,0.3333333333333333,,81.0,0.6666666666666667
54,30004,2,,4.0,,, ,11.0,2012.0,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,54,8030,,0.3333333333333333,,89.0,0.6666666666666667
70,30004,2,,4.0,,, ,1.0,2562.0,114b2369-dce5-4979-8319-c64c85175e6a,70,8057,,0.3333333333333333,,99.0,0.6666666666666667
19,30004,2,,5.25,,, ,62.0,5079.0,8a889364-bfa4-42f7-8d4c-ee7478ea863c,19,8013,,0.5,,38.0,0.5
49,30004,2,,5.25,,, ,14.0,2166.0,82cc23d1-ba4b-48c5-995a-a30d865ea249,49,8072,,0.5,,86.0,0.5
75,30004,2,,5.25,,, ,13.0,2291.0,0a4312a1-7156-4c68-9698-0f1495558bee,75,7904,,0.5,,87.0,0.5
76,30004,2,,5.25,,, ,2.0,3247.0,8b72023d-88b1-4615-b871-cac794edf1d9,76,7984,,0.5,,98.0,0.5
77,30004,2,,5.25,,, ,5.0,3480.0,2ef99e5f-bc49-429b-b086-41ed4571b58a,77,8048,,0.5,,95.0,0.5
82,30004,2,,5.25,,, ,29.0,2478.0,27f4d7f8-d998-48b2-a3e4-f885f21c713d,82,8028,,0.5,,71.0,0.5
16,30004,2,,6.5,,, ,78.0,4251.0,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,16,7985,,0.6666666666666666,,22.0,0.33333333333333337
18,30004,2,,6.5,,, ,73.0,5403.0,1827c058-6388-491a-b84c-d4d6c512039e,18,7907,,0.6666666666666666,,27.0,0.33333333333333337
23,30004,2,,6.5,,, ,57.0,4447.0,13e24563-ab7e-41df-adf6-e8e88b4d9e08,23,8062,,0.6666666666666666,,43.0,0.33333333333333337
48,30004,2,,6.5,,, ,21.0,2660.0,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,48,7888,,0.6666666666666666,,79.0,0.33333333333333337
51,30004,2,,6.5,,, ,31.0,2796.0,5456278f-d454-4194-af69-2784112cffb9,51,7983,,0.6666666666666666,,69.0,0.33333333333333337
55,30004,2,,6.5,,, ,9.0,2028.0,8bee64f6-a3cb-48f4-be48-142b9065f5d7,55,7990,,0.6666666666666666,,91.0,0.33333333333333337
15,30004,2,,7.75,,, ,100.0,2376.0,65eed33d-db39-4b87-b8a4-de20693d3821,15,7803,,0.8333333333333334,,0.0,0.16666666666666663
20,30004,2,,7.75,,, ,56.0,5765.0,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,20,7976,,0.8333333333333334,,44.0,0.16666666666666663
42,30004,2,,7.75,,, ,73.0,2865.0,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,42,7850,,0.8333333333333334,,27.0,0.16666666666666663
43,30004,2,,7.75,,, ,21.0,7219.0,015f75aa-de90-4fdc-8657-d630f1963869,43,8009,,0.8333333333333334,,79.0,0.16666666666666663
52,30004,2,,7.75,,, ,32.0,3313.0,8b590505-e40d-4ff8-802d-5430cc2802b6,52,7999,,0.8333333333333334,,68.0,0.16666666666666663
80,30004,2,,7.75,,, ,67.0,3160.0,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,80,7898,,0.8333333333333334,,33.0,0.16666666666666663
25,30004,2,,9.0,,, ,60.0,2773.0,91327185-f59e-4ae7-a000-fd66526bab82,25,7969,,1.0,,40.0,0.0
27,30004,2,,9.0,,, ,69.0,4222.0,8e6be05b-c10c-43db-b062-a559f5033312,27,7600,,1.0,,31.0,0.0
46,30004,2,,9.0,,, ,59.0,3142.0,2abe0875-f8ff-4373-aad8-bca142211a09,46,8042,,1.0,,41.0,0.0
50,30004,2,,9.0,,, ,29.0,2433.0,abb20336-74c4-448b-a5f7-252c765a55f4,50,8006,,1.0,,71.0,0.0
53,30004,2,,9.0,,, ,18.0,2905.0,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,53,8024,,1.0,,82.0,0.0
74,30004,2,,9.0,,, ,61.0,3043.0,3322caf5-0aeb-4230-89db-c56b23e94819,74,7987,,1.0,,39.0,0.0
1,30005,2,,1.5,,, ,6.0,2939.0,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,1,8372,,0.0,,94.0,1.0
13,30005,2,,1.5,,, ,0.0,2438.0,b3a507ff-2289-4ad3-8922-1a3d0532e154,13,8365,,0.0,,100.0,1.0
30,30005,2,,1.5,,, ,0.0,2088.0,1a8cf3c1-690b-449c-bb36-fd3b251837c1,30,8496,,0.0,,100.0,1.0
37,30005,2,,1.5,,, ,7.0,2321.0,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,37,8417,,0.0,,93.0,1.0
59,30005,2,,1.5,,, ,4.0,2770.0,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,59,8474,,0.0,,96.0,1.0
68,30005,2,,1.5,,, ,0.0,1805.0,e4bc0778-6eb7-4065-bf77-a9b6e293735f,68,8472,,0.0,,100.0,1.0
7,30005,2,,2.75,,, ,10.0,2693.0,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,7,8439,,0.16666666666666666,,90.0,0.8333333333333334
9,30005,2,,2.75,,, ,11.0,3476.0,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,9,8386,,0.16666666666666666,,89.0,0.8333333333333334
28,30005,2,,2.75,,, ,41.0,2426.0,4a2adf87-0f15-4bc0-9837-899addfb179c,28,8458,,0.16666666666666666,,59.0,0.8333333333333334
34,30005,2,,2.75,,, ,18.0,2194.0,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,34,8510,,0.16666666666666666,,82.0,0.8333333333333334
39,30005,2,,2.75,,, ,13.0,3012.0,59df47e5-696a-407f-aa33-94dab9b3e492,39,8369,,0.16666666666666666,,87.0,0.8333333333333334
40,30005,2,,2.75,,, ,7.0,2727.0,46c1720a-0af5-44e9-b008-09b89ef78bd9,40,8460,,0.16666666666666666,,93.0,0.8333333333333334
5,30005,2,,4.0,,, ,85.0,2789.0,83dec58f-0765-4ddc-b785-670d8025c467,5,8433,,0.3333333333333333,,15.0,0.6666666666666667
32,30005,2,,4.0,,, ,40.0,4919.0,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,32,8364,,0.3333333333333333,,60.0,0.6666666666666667
36,30005,2,,4.0,,, ,41.0,2277.0,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,36,8391,,0.3333333333333333,,59.0,0.6666666666666667
41,30005,2,,4.0,,, ,56.0,2472.0,1d41f125-7386-42b4-8250-f6c540c627a8,41,8424,,0.3333333333333333,,44.0,0.6666666666666667
60,30005,2,,4.0,,, ,37.0,3383.0,1a1c3419-9320-46a3-8b48-10e9514c3e7d,60,8467,,0.3333333333333333,,63.0,0.6666666666666667
63,30005,2,,4.0,,, ,40.0,3238.0,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,63,8395,,0.3333333333333333,,60.0,0.6666666666666667
8,30005,2,,5.25,,, ,26.0,2978.0,35ae5b09-f580-4922-91bd-f22c23175a47,8,8389,,0.5,,74.0,0.5
33,30005,2,,5.25,,, ,77.0,2190.0,86e934a2-75ef-4084-a167-ce0ca737532d,33,8377,,0.5,,23.0,0.5
56,30005,2,,5.25,,, ,83.0,2569.0,384dc3de-9717-4531-83a1-683588fe1381,56,8364,,0.5,,17.0,0.5
57,30005,2,,5.25,,, ,73.0,3411.0,0a4312a1-7156-4c68-9698-0f1495558bee,57,8305,,0.5,,27.0,0.5
64,30005,2,,5.25,,, ,45.0,2901.0,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,64,8411,,0.5,,55.0,0.5
66,30005,2,,5.25,,, ,32.0,2728.0,8a889364-bfa4-42f7-8d4c-ee7478ea863c,66,8369,,0.5,,68.0,0.5
2,30005,2,,6.5,,, ,71.0,2345.0,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,2,8324,,0.6666666666666666,,29.0,0.33333333333333337
10,30005,2,,6.5,,, ,8.0,2489.0,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,10,8352,,0.6666666666666666,,92.0,0.33333333333333337
11,30005,2,,6.5,,, ,42.0,2387.0,d98f2d5f-eb3b-4ebd-b714-878343382f2a,11,8492,,0.6666666666666666,,58.0,0.33333333333333337
12,30005,2,,6.5,,, ,41.0,4431.0,93e661c0-3f68-4205-9141-04164911b7e4,12,8403,,0.6666666666666666,,59.0,0.33333333333333337
31,30005,2,,6.5,,, ,70.0,2396.0,e2c787c5-5358-4a21-bb35-c422b37ef982,31,8334,,0.6666666666666666,,30.0,0.33333333333333337
58,30005,2,,6.5,,, ,61.0,2861.0,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,58,8412,,0.6666666666666666,,39.0,0.33333333333333337
3,30005,2,,7.75,,, ,86.0,2255.0,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,3,8218,,0.8333333333333334,,14.0,0.16666666666666663
6,30005,2,,7.75,,, ,84.0,2827.0,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,6,8364,,0.8333333333333334,,16.0,0.16666666666666663
29,30005,2,,7.75,,, ,90.0,5068.0,5a652d01-49a0-4b52-a54c-51c21b53e0fe,29,8454,,0.8333333333333334,,10.0,0.16666666666666663
38,30005,2,,7.75,,, ,92.0,4780.0,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,38,8259,,0.8333333333333334,,8.0,0.16666666666666663
61,30005,2,,7.75,,, ,95.0,2421.0,981d9d90-47c5-4443-a939-26060914c7e4,61,7704,,0.8333333333333334,,5.0,0.16666666666666663
62,30005,2,,7.75,,, ,85.0,1828.0,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,62,8299,,0.8333333333333334,,15.0,0.16666666666666663
0,30005,2,,9.0,,, ,89.0,2836.0,2abe0875-f8ff-4373-aad8-bca142211a09,0,8396,,1.0,,11.0,0.0
4,30005,2,,9.0,,, ,64.0,3264.0,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,4,8492,,1.0,,36.0,0.0
35,30005,2,,9.0,,, ,91.0,2109.0,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,35,8487,,1.0,,9.0,0.0
65,30005,2,,9.0,,, ,86.0,2105.0,3322caf5-0aeb-4230-89db-c56b23e94819,65,8328,,1.0,,14.0,0.0
67,30005,2,,9.0,,, ,90.0,2213.0,7d40f846-95bc-4c08-b7a1-b4a410852b77,67,8394,,1.0,,10.0,0.0
69,30005,2,,9.0,,, ,97.0,5182.0,6a57f963-5846-4eaa-a5d2-0e658499a4a9,69,8412,,1.0,,3.0,0.0
44,30006,2,,1.5,,, ,0.0,2051.0,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,44,16561,,0.0,,100.0,1.0
45,30006,2,,1.5,,, ,0.0,1939.0,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,45,17080,,0.0,,100.0,1.0
53,30006,2,,1.5,,, ,0.0,2135.0,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,53,16263,,0.0,,100.0,1.0
76,30006,2,,1.5,,, ,0.0,1857.0,38ad4b16-44e2-4e52-8d02-b23eca73a48d,76,17772,,0.0,,100.0,1.0
80,30006,2,,1.5,,, ,15.0,1786.0,1f6c6525-a740-48c2-8dfc-9c4fb520c630,80,17839,,0.0,,85.0,1.0
81,30006,2,,1.5,,, ,9.0,1785.0,9d425f58-501f-43f3-955e-05126bd09bb5,81,17717,,0.0,,91.0,1.0
17,30006,2,,2.75,,, ,0.0,2178.0,215ead11-5650-429d-b541-0b107fbb996a,17,18436,,0.16666666666666666,,100.0,0.8333333333333334
19,30006,2,,2.75,,, ,12.0,2370.0,4a2adf87-0f15-4bc0-9837-899addfb179c,19,18612,,0.16666666666666666,,88.0,0.8333333333333334
47,30006,2,,2.75,,, ,0.0,2739.0,94eac034-9d70-40c0-89d4-d9a030a03d26,47,16479,,0.16666666666666666,,100.0,0.8333333333333334
48,30006,2,,2.75,,, ,0.0,2086.0,112b96b3-6518-4053-ad9f-ff77320acc23,48,17741,,0.16666666666666666,,100.0,0.8333333333333334
49,30006,2,,2.75,,, ,0.0,2215.0,46c1720a-0af5-44e9-b008-09b89ef78bd9,49,19043,,0.16666666666666666,,100.0,0.8333333333333334
79,30006,2,,2.75,,, ,15.0,1577.0,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,79,17771,,0.16666666666666666,,85.0,0.8333333333333334
20,30006,2,,4.0,,, ,20.0,2757.0,114b2369-dce5-4979-8319-c64c85175e6a,20,18927,,0.3333333333333333,,80.0,0.6666666666666667
26,30006,2,,4.0,,, ,62.0,2539.0,9f53cd68-f278-45d6-806a-74eeef55bbcc,26,14447,,0.3333333333333333,,38.0,0.6666666666666667
54,30006,2,,4.0,,, ,4.0,1918.0,7413c064-c0e5-4104-89aa-79d64ef9d6d9,54,17190,,0.3333333333333333,,96.0,0.6666666666666667
55,30006,2,,4.0,,, ,57.0,2132.0,83dec58f-0765-4ddc-b785-670d8025c467,55,18513,,0.3333333333333333,,43.0,0.6666666666666667
73,30006,2,,4.0,,, ,25.0,1916.0,0890b767-b394-4f89-aea1-c60cab7014af,73,18074,,0.3333333333333333,,75.0,0.6666666666666667
82,30006,2,,4.0,,, ,43.0,3342.0,50781782-fbf2-4226-a593-5173be906638,82,18262,,0.3333333333333333,,57.0,0.6666666666666667
71,30006,2,,5.25,,, ,0.0,2910.0,8e0deaa9-1ac5-4e69-817a-3204f157f360,71,16421,,0.5,,100.0,0.5
72,30006,2,,5.25,,, ,0.0,2097.0,5f5a825b-b433-4986-b5d6-5239eb407d32,72,17303,,0.5,,100.0,0.5
75,30006,2,,5.25,,, ,22.0,2105.0,124d9b3a-acac-4627-93e0-f05b493598f3,75,17862,,0.5,,78.0,0.5
77,30006,2,,5.25,,, ,0.0,1789.0,2d3d47a2-03c8-4642-84ec-a8f67c64868c,77,17649,,0.5,,100.0,0.5
78,30006,2,,5.25,,, ,20.0,1893.0,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,78,17084,,0.5,,80.0,0.5
83,30006,2,,5.25,,, ,58.0,1452.0,8a889364-bfa4-42f7-8d4c-ee7478ea863c,83,16872,,0.5,,42.0,0.5
14,30006,2,,6.5,,, ,0.0,4150.0,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,14,17155,,0.6666666666666666,,100.0,0.33333333333333337
15,30006,2,,6.5,,, ,0.0,2407.0,1827c058-6388-491a-b84c-d4d6c512039e,15,17675,,0.6666666666666666,,100.0,0.33333333333333337
18,30006,2,,6.5,,, ,66.0,2936.0,93e661c0-3f68-4205-9141-04164911b7e4,18,18447,,0.6666666666666666,,34.0,0.33333333333333337
23,30006,2,,6.5,,, ,69.0,2234.0,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,23,18688,,0.6666666666666666,,31.0,0.33333333333333337
24,30006,2,,6.5,,, ,37.0,4172.0,8bee64f6-a3cb-48f4-be48-142b9065f5d7,24,18772,,0.6666666666666666,,63.0,0.33333333333333337
27,30006,2,,6.5,,, ,0.0,2117.0,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,27,17971,,0.6666666666666666,,100.0,0.33333333333333337
16,30006,2,,7.75,,, ,11.0,2637.0,534a6ddb-dbec-42ac-b559-3f4cbdd66423,16,18075,,0.8333333333333334,,89.0,0.16666666666666663
21,30006,2,,7.75,,, ,35.0,2851.0,015f75aa-de90-4fdc-8657-d630f1963869,21,17905,,0.8333333333333334,,65.0,0.16666666666666663
42,30006,2,,7.75,,, ,80.0,3107.0,7f445daf-d952-4bf3-b733-def683994895,42,17256,,0.8333333333333334,,20.0,0.16666666666666663
51,30006,2,,7.75,,, ,62.0,2954.0,085d7298-e568-4752-a909-8eecf82e3ebc,51,16781,,0.8333333333333334,,38.0,0.16666666666666663
52,30006,2,,7.75,,, ,25.0,1697.0,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,52,16867,,0.8333333333333334,,75.0,0.16666666666666663
70,30006,2,,7.75,,, ,100.0,1893.0,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,70,16228,,0.8333333333333334,,0.0,0.16666666666666663
22,30006,2,,9.0,,, ,78.0,2455.0,2abe0875-f8ff-4373-aad8-bca142211a09,22,17548,,1.0,,22.0,0.0
25,30006,2,,9.0,,, ,82.0,1948.0,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,25,17588,,1.0,,18.0,0.0
43,30006,2,,9.0,,, ,100.0,1879.0,1be4605b-9f78-45d4-8eb0-87bdc69537e2,43,17844,,1.0,,0.0,0.0
46,30006,2,,9.0,,, ,98.0,2109.0,8e6be05b-c10c-43db-b062-a559f5033312,46,16037,,1.0,,2.0,0.0
50,30006,2,,9.0,,, ,100.0,2829.0,9f7e489f-4076-4332-b57e-13a42d4c75fd,50,16157,,1.0,,0.0,0.0
74,30006,2,,9.0,,, ,65.0,2761.0,3322caf5-0aeb-4230-89db-c56b23e94819,74,15713,,1.0,,35.0,0.0
14,30008,2,,1.5,,, ,22.0,4661.0,95aaf072-b6be-4da4-9857-deaf20ab49f2,14,8113,,0.0,,78.0,1.0
16,30008,2,,1.5,,, ,19.0,2544.0,e4bc0778-6eb7-4065-bf77-a9b6e293735f,16,8111,,0.0,,81.0,1.0
43,30008,2,,1.5,,, ,39.0,6666.0,9d425f58-501f-43f3-955e-05126bd09bb5,43,8073,,0.0,,61.0,1.0
54,30008,2,,1.5,,, ,35.0,3558.0,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,54,8208,,0.0,,65.0,1.0
80,30008,2,,1.5,,, ,2.0,3159.0,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,80,8093,,0.0,,98.0,1.0
81,30008,2,,1.5,,, ,5.0,2207.0,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,81,8204,,0.0,,95.0,1.0
18,30008,2,,2.75,,, ,27.0,3100.0,88ff8e25-5b4f-453c-add2-298ef66c683c,18,8040,,0.16666666666666666,,73.0,0.8333333333333334
19,30008,2,,2.75,,, ,27.0,3163.0,32110051-52cf-4952-a6e5-4c5fe75760b7,19,8058,,0.16666666666666666,,73.0,0.8333333333333334
52,30008,2,,2.75,,, ,34.0,7782.0,8dc79a0d-b826-4ac2-8483-04346b06960d,52,8148,,0.16666666666666666,,66.0,0.8333333333333334
71,30008,2,,2.75,,, ,7.0,3600.0,4a2adf87-0f15-4bc0-9837-899addfb179c,71,8215,,0.16666666666666666,,93.0,0.8333333333333334
74,30008,2,,2.75,,, ,6.0,2123.0,42a6675b-868f-488d-a671-17a04c97ab01,74,8223,,0.16666666666666666,,94.0,0.8333333333333334
77,30008,2,,2.75,,, ,2.0,2406.0,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,77,8232,,0.16666666666666666,,98.0,0.8333333333333334
