,subID_linear,r_squared_linear,nrmse_linear,aic_linear,PSE_linear,slope_linear,intercept_linear,bias_xmin_linear,bias_xmax_linear,flipped_linear,range_linear,bias_linear,subID_sigmoid,r_squared_sigmoid,nrmse_sigmoid,aic_sigmoid,center_sigmoid,PSE_sigmoid,sigma_sigmoid,bias_xmin_sigmoid,bias_xmax_sigmoid,flipped_sigmoid,range_sigmoid,bias_sigmoid
0,30002.0,0.8930320619372273,0.1140487773619447,-29.636971920822347,0.4869459670131092,0.7842857132220876,0.1180952349605044,0.1180952349605044,0.0976190518174079,False,0.7842857132220876,0.5474613514221653,30002.0,0.96057528853902,0.0724874977600853,-32.74077647352392,0.3341423866350744,0.4089609578363375,0.1427035097049676,0.0712757840742223,0.2123953879576982,False,0.7163288279680795,0.2512619931157541
1,30004.0,0.7983240058147489,0.1460502538199433,-31.60314581944113,0.127092856903579,0.4692857213297545,0.4403571369721446,0.4403571369721446,0.0903571416981008,False,0.46928572132975455,0.8297442798703303,30004.0,0.8023230524554918,0.1447396414431514,-23.059462175130523,0.4773755626602948,0.8639344253572651,0.2245727700984575,0.1007322513953028,0.4661888280958323,False,0.4330789205088649,0.17768302333319383
2,30005.0,0.8931129529683886,0.1131404447244914,-28.64643358035142,0.4983036472023455,0.8421428532569274,0.0803571447566834,0.0803571447566834,0.0775000019863891,False,0.8421428532569275,0.5090497732577942,30005.0,0.870138903618767,0.124882897715768,-25.125303186590564,0.4288896163654074,0.4692742547517395,0.2032345363806119,0.1211174059019433,0.1620699789163289,False,0.7168126151817278,0.427693507532714
3,30006.0,0.7796135474809605,0.1544970584528765,-24.72665294002236,0.2602627293664379,0.7250000026906381,0.3113095205090596,0.3113095205090596,0.0,False,0.6886904794909404,1.0,30006.0,0.8354630080068705,0.1370505890965437,-23.823672209711983,0.7360090882924172,0.7717213871228109,0.1674832365387495,0.0501415274593147,0.2708236796665875,False,0.6790347928740978,0.15622106803509742
4,30008.0,0.9275969731007516,0.0936290159081805,-38.63045952379299,0.3224085790625859,0.5110714376376323,0.3352261839917779,0.3352261839917779,0.1537023783705897,False,0.5110714376376324,0.6856342823828039,30008.0,0.91758038893385,0.0999606267541064,-28.24170464180341,0.5462605399424845,0.6599839226839072,0.1892007743426899,0.1985015503665854,0.3623496566662418,False,0.43914879296717274,0.35392907758325803
5,30009.0,0.9597438082509872,0.0749729360183288,-40.31974366613168,0.4212422521730673,0.6179285746202062,0.239702375544891,0.239702375544891,0.1423690498349027,False,0.6179285746202062,0.6273758245768252,30009.0,0.9722441743384136,0.0625654196213354,-34.801595780100826,0.4350941756111994,0.5155656189266429,0.1465981225387451,0.1708452097261623,0.3056845887681491,False,0.5234702015056886,0.35851946775622634
6,30010.0,0.8742399062121564,0.1300876482073148,-29.088047437831563,0.4475367920188171,0.74428571197142,0.1669047601188694,0.1669047601188694,0.0888095279097105,False,0.7442857119714201,0.6527001733286617,30010.0,0.9081713969063828,0.1123319846483757,-26.608153008545067,0.3978836562267596,0.4705137038351348,0.1456809584226656,0.0942371107927126,0.238080752466599,False,0.6676821367406884,0.2835752188234861
7,30011.0,0.8090529347339681,0.1581636401311647,-26.71155585479086,0.6206777367335601,0.6885714268862493,0.0726190451808447,0.0726190451808447,0.238809527932906,False,0.6885714268862493,0.23318041904369594,30011.0,0.8903388393254776,0.1283879238035062,-24.73778520933524,0.2809213663564503,0.2902595020237083,0.1161148181954192,0.1909386520429251,0.1631047796647318,False,0.6459565682923432,0.5393085563597978
8,30013.0,0.9551060500140685,0.0745810845348468,-40.41801122222407,0.6006366839362105,0.5796428622353549,0.1518452333596627,0.1518452333596627,0.2685119044049824,False,0.5796428622353549,0.361229106676142,30013.0,0.9804054411206256,0.049751501805352,-38.01000480307263,0.3657960583042685,0.364867959583109,0.1563841755139319,0.2693913840263126,0.2279002032569217,False,0.5027084127167657,0.5417171553173283
9,30014.0,0.9136083678453578,0.1261378600929261,-24.98531779402725,0.5060876173611683,0.987773624271956,0.0001,0.0001,0.012126375728044,False,0.987773624271956,0.008179038680336564,30014.0,0.9892952519814536,0.0434535181519038,-39.904888445939775,0.4300360306618853,0.4300360306618853,0.1090501582280204,0.0190123700122229,0.0053429390952408,False,0.9756446908925364,0.7806252808508412
10,30016.0,0.8250509153819201,0.1425599153699674,-29.666518359607537,0.5522161547362651,0.5882142840040663,0.1751785699263292,0.1751785699263292,0.2366071460696045,False,0.5882142840040663,0.42541196336217507,30016.0,0.9250980286948656,0.1027534041816923,-27.855926136055512,0.3067595038251592,0.3440498506713938,0.1353984197244974,0.1995407927058782,0.2304289811730582,False,0.5700302261210636,0.4640809769155111
11,30017.0,0.8551144227301661,0.1453981543073818,-23.812609788224957,0.3942479488520986,0.9996428582613625,0.1058928535458087,0.1058928535458087,0.0,False,0.8941071464541913,1.0,30017.0,0.9097966088130612,0.1157580976258584,-26.187536828007257,0.6086798382266705,0.6113297241053477,0.1249816020267956,0.0305156450518192,0.0728076883475149,False,0.8966766666006658,0.29534127527496
12,30018.0,0.8356893582058588,0.1236096405910685,-30.910329532403047,0.5085197079174562,0.5589285748880441,0.2157738043512118,0.2157738043512118,0.225297620760744,False,0.5589285748880441,0.48920377078710686,30018.0,0.8029037552688493,0.1357398029522141,-23.958216151090145,0.4916277467167387,0.4797263676339382,0.265091753599657,0.2637847308230785,0.2439574083086176,False,0.4922578608683039,0.5195249921036377
13,30019.0,0.7372344700314517,0.1753502746529405,-26.95362711462228,0.7291396503504556,0.5507142807734972,0.0984523818738096,0.0984523818738096,0.3508333373526932,False,0.5507142807734973,0.21913089524257912,30019.0,0.8567083089182157,0.1500986812948738,-22.550472562485407,0.2926587409309303,0.2473592339462853,0.1087391657773727,0.2913440073576688,0.124266959879964,False,0.5843890327623673,0.701001730763009
14,30020.0,0.8910331980453738,0.123506446299988,-32.43202571793768,0.3288389535343822,0.6357142803397099,0.2909523813062269,0.2909523813062269,0.0733333383540632,False,0.6357142803397099,0.7986927996451543,30020.0,0.9848556149885508,0.0474015587098571,-38.68740233306608,0.3528352527333855,0.5068157281639818,0.1138970577504105,0.0492511126091783,0.3787037399992743,False,0.5720451473915474,0.11508483268500162
15,30022.0,0.8431841262025171,0.1718589175118493,-20.655139400912645,0.4521428574301977,1.0,0.0478571425698022,0.0478571425698022,0.0,False,0.9521428574301978,1.0,30022.0,0.984110663774999,0.0588801862481089,-35.6515089793945,0.5811651997952806,0.5811651997952806,0.0556607353979225,2.920311662090207e-05,0.0005392562881259,False,0.9994315405952532,0.0513723871520948
16,30024.0,0.3351745413170853,0.2936355261991989,-17.690215520915284,0.2538153941697216,0.4524285793426118,0.3851666618005078,0.3851666618005078,0.1624047588568804,False,0.4524285793426117,0.7034089933658244,30024.0,0.4105096029827021,0.2794321699778954,-13.849939789942535,0.6657887649395506,0.7389753436240866,0.2387620599368316,0.1252494968358218,0.3364470750296975,False,0.5383034281344807,0.27128097644247584
17,30027.0,0.8545834063856625,0.131987249860261,-25.98217276998638,0.5994526106943783,0.8339274716327265,0.0001,0.0001,0.1659725283672735,False,0.8339274716327265,0.0006021465499630832,30027.0,0.9665747246800728,0.070109837674582,-33.20769019887025,0.2899070027544468,0.3134459315210074,0.1253296802589701,0.0934683074829719,0.0997375471170007,False,0.8067941454000275,0.4837757513947777
18,30028.0,0.9291782641124996,0.0886907035667749,-35.52308877084874,0.3624631340514103,0.6457142881486733,0.2659523754158564,0.2659523754158564,0.0883333364354703,False,0.6457142881486734,0.7506720325415248,30028.0,0.8980611255402703,0.106899324825845,-27.3021488767773,0.5137008654922196,0.6106284023720195,0.212805147095611,0.1450171493546588,0.301879448706548,False,0.5531034019387933,0.32449821722473104
