,index,subID,r_squared_subt,nrmse_subt,aic_subt,subj_center_subt,PSE_subt,sigma_subt,bias_xmin_subt,bias_xmax_subt,bias_lower_subt,bias_upper_subt,flipped_subt,range_subt,bias_subt,r_squared_pf,nrmse_pf,aic_pf,PSE_pf,slope_pf,intercept,bias_xmin_pf,bias_xmax_pf,bias_lower_pf,bias_upper_pf,flipped_pf,range_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
41,41,30059.0,0.9523162328777336,0.080013930374513,-31.3577634169992,0.4709771989949122,0.5030054319602864,0.1414789917645784,0.1373741549058242,0.2078048074621739,0.1133333333333333,0.1916666666666667,False,0.654821037632002,0.39797951173909757,0.8853881764848508,0.1116368742108579,-32.12868475030359,0.5301659181206068,0.631428572495625,0.1652380911352728,0.1652380911352728,0.2033333363691021,0.0,0.0,False,0.6314285724956251,0.44832040360293923,18.0,21.0,10.0,18.0,17.0,19.0,7.0,44.0,33.0,44.0,43.0,49.0,53.0,6.0
42,42,30061.0,0.961836004816366,0.0735897120819823,-32.529500623174386,0.3976759743922031,0.3607392910112288,0.1443214801723098,0.3273980241965964,0.2486172612589252,0.3,0.2416666666666667,False,0.42398471454447845,0.5683842642086921,0.4536317038719729,0.2574122739809425,-29.367150986145436,0.443342783687508,0.2521428617536117,0.3882142817832192,0.3882142817832192,0.359642856463169,0.0,0.0,False,0.2521428617536117,0.5191021946966007,11.0,19.0,4.0,19.0,9.0,27.0,5.0,25.0,38.0,39.0,47.0,44.0,39.0,8.0
43,43,30062.0,0.9954694699296268,0.0292918310730161,-45.42625246720867,0.4387027683446992,0.4360361204023921,0.0552709420843184,0.0619874052311816,0.0400349137597032,0.0616666666666666,0.04,False,0.8979776810091151,0.607586710871764,0.8745393123539065,0.1141468639170288,-30.78972174403648,0.4462482026573676,0.6600000047696273,0.2054761841176997,0.2054761841176997,0.1345238111126729,0.0,0.0,False,0.6600000047696274,0.604341726471131,15.0,10.0,6.0,19.0,8.0,30.0,2.0,24.0,37.0,45.0,44.0,59.0,30.0,3.0
44,44,30064.0,0.9611727835125794,0.0751676838783394,-32.23247426469374,0.390642356356073,0.2677066016868669,0.1171590487867749,0.3597843281538412,0.0417493374837159,0.3383333333333334,0.0383333333333333,False,0.5984663343624429,0.8960253123049443,0.888835099092995,0.1129094096361515,-31.200394781371955,0.5582726337469488,0.6864285743963586,0.1167857118925814,0.1167857118925814,0.1967857137110599,0.0,0.0,False,0.6864285743963587,0.37243735352404267,2.0,8.0,5.0,10.0,1.0,31.0,2.0,21.0,43.0,43.0,49.0,54.0,32.0,3.0
45,45,30065.0,0.9935260016546736,0.0364685752911584,-42.35826076212752,0.517968261393806,0.515905773701762,0.0667963777829322,0.0220831735438201,0.0073797502505579,0.0216666666666666,0.0066666666666667,False,0.970537076205622,0.7495241713938087,0.3469888939321137,0.2422656841226606,-18.71202433511079,0.5049627768491988,0.4317857198130608,0.2819642839193667,0.2819642839193667,0.2862499962675724,0.0,0.0,False,0.4317857198130609,0.4962287885946867,4.444444444444445,10.0,14.0,19.0,6.0,34.0,4.0,31.0,53.0,45.0,48.0,55.0,32.0,5.0
46,46,30066.0,0.8831164061965225,0.1318532790281892,-24.364916959522787,0.3695915910938857,0.3530362834714663,0.0925974287104726,0.1975461998152499,0.1240966706013178,0.185,0.1233333333333333,False,0.6783571295834323,0.6141786993736341,0.7965534103016795,0.139461467075095,-32.29283066125636,0.6862272317478147,0.444285716545832,0.1951190426296594,0.1951190426296594,0.3605952408245085,0.0,0.0,False,0.4442857165458321,0.35111395988753935,8.0,5.0,1.1111111111111112,14.0,6.0,14.0,13.333333333333334,39.0,34.0,43.63636363636363,43.2,36.0,53.0,6.0
47,47,30067.0,0.9922392428713488,0.0422663902966314,-40.29268290148424,0.3542640586807695,0.3214062356054533,0.0693610004288163,0.2027334574462692,0.0150712438759079,0.198,0.015,False,0.782195298677823,0.9308038633490537,0.8824420740539841,0.1116055287473337,-27.68990820206901,0.5442958659255204,0.854642855925724,0.0348214266768483,0.0348214266768483,0.1105357173974277,0.0,0.0,False,0.854642855925724,0.23955772451786006,23.0,20.0,8.0,20.0,12.0,32.0,14.0,45.0,36.0,48.0,46.0,45.0,67.0,0.0
48,48,30068.0,0.9626498753622744,0.0912204124668654,-29.52267220452364,0.462563526666869,0.4655583317432007,0.0486390424605498,0.1260537661351823,0.1483448678389762,0.126,0.1483333333333333,False,0.7256013660258416,0.45938190110324456,0.8136452468024996,0.1542941717798167,-34.03447007711552,0.4919540217126145,0.414285722882223,0.2961904724899726,0.2961904724899726,0.2895238046278043,0.0,0.0,False,0.41428572288222304,0.5056910580146468,11.0,12.0,9.0,13.0,10.0,12.22222222222222,6.0,40.0,38.0,32.72727272727273,42.0,41.0,47.0,3.0
49,49,30069.0,0.9120114784416192,0.1293265714666609,-24.635803166152293,0.4517863585774277,0.4446705319729841,0.0365679957331409,0.2750021475490828,0.2266668203901576,0.275,0.2266666666666666,False,0.49833103206075957,0.5481745236878787,0.8710679258990189,0.115735664305656,-35.34522076217118,0.3782344011895113,0.4692857229831683,0.3224999955806744,0.3224999955806744,0.2082142814361572,0.0,0.0,False,0.4692857229831684,0.6076716032465926,10.0,15.0,11.11111111111111,18.0,11.0,27.0,5.0,35.0,41.0,37.0,43.0,42.0,35.0,2.0
50,50,30070.0,0.9847924635892404,0.0478579963704823,-38.55323886470055,0.4216594273741033,0.4128118841261384,0.1085233827913207,0.0864464994638037,0.0360088576752838,0.0683333333333333,0.0316666666666667,False,0.8775446428609125,0.7059429777793702,0.9447361215500274,0.0778561315728054,-35.76804572836879,0.3290598315947439,0.7242857119430296,0.2616666656015475,0.2616666656015475,0.0140476224554229,0.0,0.0,False,0.7242857119430296,0.949050074428786,24.0,23.0,24.0,22.0,22.0,11.0,19.0,52.0,24.0,34.0,27.0,36.0,56.0,3.0
51,51,30071.0,0.992016941657718,0.0335092699959146,-43.54306426987668,0.5572839691397312,0.47008961805426,0.137100457819658,0.3287760130241592,0.1798036196518535,0.32,0.16,False,0.4914203673239872,0.6464592600655792,0.8572061969822086,0.1371831149093211,-27.994116188831093,0.4420566735096988,0.7478571402997509,0.1694047602986159,0.1694047602986159,0.0827380994016331,0.0,0.0,False,0.7478571402997509,0.6718602323302222,15.0,27.0,3.0,13.0,16.0,25.0,14.0,46.0,38.0,45.0,41.0,41.0,52.0,2.0
52,52,30072.0,0.995614845503364,0.0299781499056101,-45.1020109883172,0.3739399028560161,0.356708171090404,0.0933858972098985,0.1365928379528228,0.0460204026742019,0.1216666666666666,0.045,False,0.8173867593729753,0.7479897814847091,0.6551916520484382,0.2362689021535518,-24.696558674170426,0.4257768899625809,0.5325000025703431,0.2732738050005329,0.2732738050005329,0.1942261924291239,0.0,0.0,False,0.5325000025703432,0.584542901610714,18.0,20.0,10.0,7.0,8.0,20.0,7.0,35.0,30.0,32.0,39.0,39.0,56.0,1.0
53,53,30073.0,0.95079004743699,0.0939632586132385,-29.107920145113773,0.4735312216526881,0.4600320008527542,0.0882652231929995,0.1106322803002741,0.0438481553277916,0.1066666666666666,0.0416666666666667,False,0.8455195643719343,0.7161572263211217,0.9269484236146088,0.0904325828691728,-33.51696035947656,0.6033138437862813,0.7328571469166736,0.0578571377474542,0.0578571377474542,0.2092857153358722,0.0,0.0,False,0.7328571469166736,0.21657752427090973,16.0,19.0,11.0,19.0,15.0,23.0,13.0,28.0,42.0,49.0,45.0,44.0,39.0,6.0
54,54,30074.0,0.9228670395375752,0.1038641816216689,-27.70539650987545,0.3895871078500174,0.355395121120466,0.1411064233999605,0.2319273880319446,0.1141995861370861,0.19,0.1049999999999999,False,0.6538730258309693,0.670064471538942,0.906610703043022,0.0947714559805169,-34.048293290047056,0.6693672833942882,0.6171428639446039,0.0869047576952296,0.0869047576952296,0.2959523783601664,0.0,0.0,False,0.617142863944604,0.22699004278884657,10.0,7.0,12.0,6.0,15.0,14.0,16.0,40.0,39.0,44.0,39.0,28.0,52.0,0.0
55,55,30075.0,0.9871117806717994,0.0460371862063374,-39.09628138590576,0.3941917933413878,0.3399241415052076,0.1108123983446817,0.2188007712933542,0.0083579805424485,0.1966666666666666,0.005,False,0.7728412481641973,0.9632064339370473,0.9458408646633992,0.0774135691332021,-34.94431454574508,0.596289481434171,0.7764285818655874,0.0370238035487,0.0370238035487,0.1865476145857125,0.0,0.0,False,0.7764285818655874,0.16560168494543906,9.0,15.0,13.0,16.0,11.0,28.0,7.0,42.0,41.0,32.0,40.0,52.0,55.0,6.0
56,56,30076.0,0.9995327442956576,0.0092714937888844,-61.5313507815667,0.417936478370368,0.3945354590870984,0.0933138652206872,0.1638446530615597,0.0582043432882138,0.155,0.0566666666666667,False,0.7779510036502265,0.7378761253370864,0.9058916093398832,0.1081984659603019,-33.78795056482119,0.5038030098541182,0.6260714254489379,0.1845833314751669,0.1845833314751669,0.1893452430758951,0.0,0.0,False,0.626071425448938,0.4936325919910703,18.0,22.0,12.0,18.0,13.0,11.0,30.0,50.0,29.0,43.0,41.0,37.0,69.0,0.0
57,57,30077.0,0.9772204213023756,0.0676660681102602,-33.70438608032265,0.3329831800465401,0.3306457834226948,0.0062309907848662,0.2583333333333333,0.1483333333333333,0.2583333333333333,0.1483333333333333,False,0.5933333333333334,0.6352459016393442,0.9143097219681728,0.0996100496474592,-35.36488727915993,0.5282999862580594,0.5889285697831327,0.1888690446765924,0.1888690446765924,0.2222023855402748,0.0,0.0,False,0.5889285697831328,0.4594555369049889,21.0,21.0,16.0,22.0,15.0,15.0,0.0,36.0,21.0,33.0,36.0,53.0,63.0,3.0
58,58,30078.0,0.90756416932491,0.1022742225357947,-27.92136663658418,0.5105784222474197,0.409216588742241,0.1857047663951348,0.3982731386988072,0.3121850087748056,0.3783333333333333,0.29,False,0.2895418525263872,0.5605863485626358,0.8332251075818451,0.1281882321225574,-36.25330517452189,0.5113314430151121,0.3782142934308836,0.3066071395710452,0.3066071395710452,0.3151785669980711,0.0,0.0,False,0.37821429343088364,0.49310741036946526,7.0,14.0,12.0,15.0,9.0,27.0,3.0,26.0,45.0,28.0,47.0,57.0,30.0,5.0
59,59,30079.0,0.985428119846181,0.0456721243540585,-39.207739925844194,0.3032264451281195,0.2672210571515144,0.0979139560960096,0.231706910567639,0.067261547951464,0.2,0.0666666666666667,False,0.701031541480897,0.7750212571431971,0.8555910102587598,0.1267003574750294,-28.98171992785757,0.32434059387695,0.6923571456295868,0.2754404722115498,0.2754404722115498,0.0322023821588632,0.0,0.0,False,0.6923571456295871,0.8953254343424781,8.0,15.0,9.0,9.0,7.0,23.0,16.0,44.0,43.0,35.0,43.0,37.0,38.0,5.0
60,60,30080.0,0.6077505004909458,0.222691757315762,-17.027534050683805,0.4918758377395486,0.4876490197935604,0.007929848261495,0.3366666666666666,0.2216666666666666,0.3366666666666666,0.2216666666666666,False,0.44166666666666676,0.6029850746268657,0.966225787943642,0.0646387524210747,-37.41097389152697,0.5328618420261112,0.8332142858535853,0.0560119008375877,0.0560119008375877,0.1107738133088269,0.0,0.0,False,0.8332142858535855,0.33583152564503854,23.0,24.0,17.0,5.0,21.0,29.0,3.0,15.0,29.0,21.0,39.0,51.0,47.0,2.0
61,61,30081.0,0.991094221434164,0.0376921886203067,-41.89623366155907,0.4061478813048836,0.3259643893367559,0.1232478088133816,0.3029268513521827,0.0834764690528627,0.28,0.0783333333333332,False,0.6135966795949546,0.7839654458316795,0.9405774395702776,0.0802284034440687,-38.202236668389645,0.6292682996135222,0.585714282577966,0.1314285693428093,0.1314285693428093,0.2828571480792247,0.0,0.0,False,0.585714282577966,0.31724137187409396,19.0,14.0,16.0,16.0,8.0,17.0,23.0,53.0,32.0,41.0,47.0,33.0,57.0,
62,62,30083.0,0.9816031262829302,0.0487334928432391,-38.29944246111981,0.3043422018139926,0.3043422018139926,0.1292313570211452,0.0866677223915988,0.0045728203543534,0.0,0.0,False,0.9087594572540478,0.9498817059091171,0.815422548367225,0.1724066210316744,-21.25520836909406,0.3885714268758459,1.0,0.1114285731241541,0.1114285731241541,0.0,0.0,0.0,False,0.8885714268758459,1.0,18.0,22.0,15.0,11.0,16.0,15.0,21.0,50.0,27.0,47.0,37.0,35.0,58.0,3.0
63,63,30084.0,0.988586853470832,0.039425198820256,-41.26690144404724,0.375598251250851,0.3054935094447983,0.1304534806271322,0.2775008733763065,0.0608327931503049,0.24,0.055,False,0.6616663334733887,0.8201988180046513,0.7802691793674147,0.1397036551808362,-30.36110803630109,0.4406862752328404,0.4857142954716512,0.2859523763012547,0.2859523763012547,0.228333328227094,0.0,0.0,False,0.4857142954716513,0.5560185200238097,16.0,23.0,13.0,16.0,13.0,13.0,2.0,55.0,26.0,34.0,45.0,39.0,55.0,3.0
64,64,30085.0,0.9368928265908584,0.0932288836089789,-29.21776773469253,0.3504965609798139,0.346665776902568,0.0788986528566505,0.1729867607812628,0.1485159181858247,0.165,0.1483333333333333,False,0.6784973210329126,0.53805698085325,0.7193815071132243,0.1944987306619215,-26.262096006839887,0.4777002944689011,0.553071434545992,0.2357976128550421,0.2357976128550421,0.2111309525989659,0.0,0.0,False,0.5530714345459921,0.5275957526131931,13.0,19.0,14.0,17.0,10.0,14.444444444444445,0.0,37.0,40.0,44.0,44.0,48.0,44.0,3.0
65,65,30086.0,0.9864125678121284,0.0507282666204737,-37.73780795400179,0.3632477569171951,0.3542771135298403,0.0647517950397564,0.0882530368834675,0.0233811347453896,0.085,0.0233333333333333,False,0.8883658283711429,0.7905557554265432,0.8342106323669277,0.1367323721398809,-25.67242401767228,0.6351047234982568,0.78711428447024,0.0001,0.0001,0.21278571552976,0.0,0.0,False,0.78711428447024,0.00046973560321392574,14.0,14.0,9.0,16.0,4.0,22.0,7.0,34.0,30.0,45.0,41.0,52.0,56.0,3.0
66,66,30087.0,0.9168987642487152,0.1116549642863792,-26.69278574253115,0.5776407910536809,0.6457580920687026,0.0721743679326478,0.0761968497792595,0.336688140950923,0.076,0.3349999999999999,False,0.5871150092698174,0.18454739573968584,0.6983324056136536,0.1899743359824185,-29.97217828363044,0.7521405408229069,0.4032142893147787,0.1967261863672582,0.1967261863672582,0.400059524317963,0.0,0.0,False,0.40321428931477876,0.32964292348987356,12.0,11.0,6.0,15.0,7.0,23.0,0.0,15.0,39.0,43.0,46.0,56.0,48.0,4.0
67,67,30088.0,0.9910319116639598,0.0445945111248522,-39.54202295070913,0.4474415771202873,0.4473182188950104,0.0363289624379034,0.0100043956488613,0.0083335767810942,0.01,0.0083333333333333,False,0.9816620275700444,0.5455562596723555,0.8996797061833767,0.1264247988399718,-26.095509875933363,0.3935238080404492,1.0,0.1064761919595507,0.1064761919595507,0.0,0.0,0.0,False,0.8935238080404493,1.0,9.0,16.0,11.0,12.0,5.0,36.0,10.0,28.0,45.81818181818182,31.0,41.0,45.0,42.0,4.0
68,68,30089.0,0.9718946981990468,0.0639122820203321,-34.50341220847896,0.3661591322146957,0.3614940364499924,0.1074923810950145,0.1137885377830465,0.0706496531119774,0.0866666666666666,0.0683333333333332,False,0.8155618091049761,0.6169467247041648,0.9401122275440228,0.0934264625764192,-34.28193714890118,0.5999537294899979,0.7717857121923747,0.0369642836030906,0.0369642836030906,0.1912500042045346,0.0,0.0,False,0.7717857121923748,0.16197182024926457,29.0,24.0,14.0,16.0,21.0,9.0,19.0,52.0,17.0,42.0,38.0,44.0,65.0,0.0
69,69,30090.0,0.9840619197921906,0.0520329831896724,-37.38228457117777,0.4350918815359115,0.4342837184095304,0.0704441132202823,0.068474120543016,0.0619534122130844,0.0666666666666666,0.0616666666666667,False,0.8695724672438996,0.5249974380107508,0.916644640267841,0.1147399491557086,-31.438639850453228,0.586642604150037,0.7914285693892903,0.0357142830547285,0.0357142830547285,0.1728571475559812,0.0,0.0,False,0.7914285693892904,0.17123286228681908,12.0,14.0,6.0,10.0,9.0,29.0,8.0,26.0,39.0,45.0,43.0,40.0,42.0,3.0
70,70,30091.0,0.9689571403984092,0.0838549473824974,-30.701335055530308,0.2644004967263474,0.2321666627600242,0.0431102958399411,0.322868302066305,0.1233333549028461,0.3216666666666666,0.1233333333333333,False,0.5537983430308488,0.7235927904423427,0.8278433558495297,0.1548271375329432,-28.18314872819677,0.3698395596707989,0.6603571475141246,0.2557738033379114,0.2557738033379114,0.0838690491479641,0.0,0.0,False,0.6603571475141246,0.7530669391859146,13.0,21.0,16.0,14.0,16.0,22.0,14.0,38.0,31.0,45.0,47.0,36.0,46.0,5.0
71,71,30093.0,0.9708623548979308,0.0712402502774849,-32.98376230370245,0.4632306776928841,0.4084512185490054,0.0983495013158626,0.2522230083434796,0.0596268045672254,0.246,0.0566666666666667,False,0.6881501870892951,0.808796407441492,0.8922813508881476,0.1151365980343066,-35.23952883397578,0.5713960922308404,0.5235714376433457,0.2008333265269091,0.2008333265269091,0.2755952358297451,0.0,0.0,False,0.5235714376433458,0.4215392241252013,8.0,10.0,10.0,18.0,6.0,22.0,0.0,26.0,38.0,42.0,45.0,46.90909090909091,34.0,4.0
72,72,30094.0,0.9908705437390252,0.0400903434895319,-41.03267698165653,0.5097758118665311,0.471148333026447,0.0881732731087436,0.184162162441229,0.0097792884652068,0.1816666666666666,0.0066666666666667,False,0.8060585490935642,0.9495760786593029,0.902866992556607,0.1011229835739993,-28.15002539786181,0.5151091827765978,0.920285714374224,0.025952377747716,0.025952377747716,0.05376190787806,0.0,0.0,False,0.920285714374224,0.3255674631464573,14.0,14.0,14.0,13.0,16.0,20.0,15.0,41.0,38.0,31.0,33.0,37.0,45.0,4.0
73,73,30095.0,0.9566901449397726,0.083715665999713,-30.72460810763259,0.4376024109441637,0.3869908139590528,0.1339078285869516,0.2391981278590623,0.0920835308772061,0.2133333333333333,0.0816666666666666,False,0.6687183412637316,0.7220385480183998,0.6698786669093535,0.18882437315764,-26.883082149092075,0.2946383455397693,0.4707142911168545,0.3613095200434046,0.3613095200434046,0.1679761888397408,0.0,0.0,False,0.47071429111685453,0.682636077225304,20.0,25.0,14.0,18.0,15.0,28.0,11.0,43.0,35.0,49.0,41.0,46.0,64.0,2.0
74,74,30096.0,0.9049634758653504,0.1347060130739247,-24.06524778501859,0.5316766605966508,0.5251700023327099,0.0384835551034856,0.3100004149273532,0.2750021524096324,0.31,0.275,False,0.4149974326630144,0.529912913610822,0.7005208885590074,0.1759226624830165,-36.20730370352686,0.6320495241996151,0.25964285293656,0.3358928583396166,0.3358928583396166,0.4044642887238234,0.0,0.0,False,0.25964285293656003,0.4536903029462272,13.0,19.0,14.0,14.0,10.0,23.0,8.0,44.0,34.0,45.0,46.0,42.0,55.0,3.0
75,75,30097.0,0.9845565645708324,0.0523390575292278,-37.30017344241683,0.4286700747476105,0.3824294104803572,0.0792540953081868,0.2465275351446662,0.0405299530818185,0.2433333333333333,0.04,False,0.7129425117735153,0.8588089328997371,0.8406092937887026,0.1476846994141719,-27.87126768769039,0.5521885562871907,0.7071428588728768,0.1095238056701895,0.1095238056701895,0.1833333354569336,0.0,0.0,False,0.707142858872877,0.3739837288879616,4.0,15.0,8.0,14.0,8.0,8.0,13.0,47.0,40.0,36.0,41.0,44.0,42.0,7.0
76,76,30098.0,0.9739844265107606,0.0583355317518373,-35.78161470167532,0.3565231230853018,0.3215265090710187,0.1498047484450922,0.2440470894797045,0.1096372438828484,0.1833333333333333,0.0999999999999999,False,0.6463156666374472,0.6900138526337778,0.925161510518702,0.0921826622142032,-31.40612576972376,0.4665958966482564,0.8410714247877382,0.1075595244059387,0.1075595244059387,0.051369050806323,0.0,0.0,False,0.8410714247877382,0.6767790138575422,7.0,14.0,13.0,16.0,7.0,20.0,6.0,23.0,49.0,33.0,42.0,47.0,32.0,5.0
77,77,30099.0,0.9989226599547376,0.0149152139426529,-54.87522923787938,0.3974362446103835,0.3930091314905929,0.068856953545982,0.0760701448322486,0.0451395553181946,0.0733333333333333,0.045,False,0.8787902998495568,0.6275912302219357,0.9204762915158696,0.0886965490954681,-43.52319506911244,0.5500521458613825,0.3425000034216106,0.3116071381604122,0.3116071381604122,0.3458928584179772,0.0,0.0,False,0.34250000342161063,0.4739272087939263,21.0,19.0,11.0,18.0,14.0,17.0,4.0,22.0,30.0,46.0,41.0,31.0,43.0,3.0
78,78,30101.0,0.985629647432698,0.0494739530955452,-38.08832527185074,0.4711370786477425,0.4289674867319525,0.0834494285916258,0.2589429072818222,0.0978083889274477,0.2566666666666666,0.0966666666666666,False,0.6432487037907302,0.7258359255685131,0.76089537439905,0.1437898821203886,-34.38268661585526,0.8312629366059111,0.3450000073929641,0.2132142807254635,0.2132142807254635,0.4417857118815723,0.0,0.0,False,0.34500000739296416,0.3255179895145135,26.0,23.0,18.0,24.0,21.0,25.0,11.0,48.0,30.545454545454547,40.0,38.0,43.0,69.0,3.0
79,79,30102.0,0.9747756275640675,0.0677774934126871,-33.681351325944455,0.3633520168337966,0.3352974595699865,0.0593528852945042,0.1901104723698259,1.7820251836497825e-05,0.1883333333333333,0.0,False,0.8098717073783376,0.9999062724879565,0.825308348079041,0.1744960019474916,-26.33005072994445,0.7616420593310999,0.656345055890203,0.0001,0.0001,0.343554944109797,0.0,0.0,False,0.6563450558902031,0.00029098955715314904,4.0,13.0,8.0,17.0,4.0,37.0,4.0,21.0,48.0,47.0,43.0,56.0,36.0,3.0
80,80,30103.0,0.99423806029899,0.0313016196740913,-44.49719610398274,0.417859633908188,0.3915744495499015,0.0917524329083683,0.1617507164613721,0.039750322215125,0.1533333333333333,0.0383333333333333,False,0.798498961323503,0.8027289463309281,0.9439532704803668,0.0881439466377384,-32.75286334753739,0.6309645007517736,0.7922791209400616,0.0001,0.0001,0.2076208790599384,0.0,0.0,False,0.7922791209400616,0.0004814152551855163,12.0,13.0,7.0,10.0,0.0,40.0,0.0,12.0,46.0,29.0,41.0,59.0,21.0,8.0
81,81,30104.0,0.9816158083250304,0.0602988386135909,-35.318194098035015,0.4007326309556809,0.3856288174836145,0.053532686553293,0.1987267608498312,0.1000096482845676,0.1983333333333333,0.0999999999999999,False,0.7012635908656012,0.6652244412579313,0.9248911623734228,0.1058710823691138,-30.21577694969328,0.4856714891140848,0.9139285729861012,0.0561309490139297,0.0561309490139297,0.0299404779999692,0.0,0.0,False,0.9139285729861011,0.6521438177720188,12.0,18.0,6.0,11.0,12.0,29.0,11.0,35.0,41.0,44.0,44.0,40.0,44.0,4.0
82,82,30105.0,0.8141580865278703,0.1525460641970862,-22.324041355317146,0.51788614657646,0.4007147814537355,0.1992312851666013,0.3193961856837887,0.1479009728485807,0.276,0.0966666666666666,False,0.5327028414676306,0.6834969565980451,0.7620275026490706,0.1765253625273975,-27.05561273018762,0.4375484137775114,0.5840714293706375,0.2444404725461137,0.2444404725461137,0.1714880980832487,0.0,0.0,False,0.5840714293706376,0.5876982006218966,17.0,26.0,14.0,24.0,17.0,6.0,14.0,37.0,29.0,47.0,44.0,33.0,48.0,3.0
83,83,30106.0,0.943832034802133,0.097329028165458,-28.6152119655179,0.366015396279123,0.2400093316456513,0.1098508808643122,0.3657530775390832,0.0086855436363434,0.3433333333333334,0.0066666666666667,False,0.6255613788245734,0.9768038253931233,0.6521329133613307,0.214471598700584,-39.40315986489836,0.0933076146865663,0.1850000064725526,0.4827380906790467,0.4827380906790467,0.3322619028484006,0.0,0.0,False,0.18500000647255266,0.5923166803838621,16.0,9.0,6.0,20.0,5.0,25.0,0.0,22.0,24.0,54.0,50.0,47.0,45.0,1.0
84,84,30109.0,0.9862843379591442,0.0549585497268793,-36.61646426893333,0.443726747707587,0.423495123238937,0.0354803626026974,0.2766689565851385,0.1050000959854178,0.2766666666666666,0.1049999999999999,False,0.6183309474294436,0.7248922979784764,0.9279357542871052,0.0969923301856881,-43.228534561596405,0.599386897501623,0.3689285796405182,0.2788690432495893,0.2788690432495893,0.3522023771098924,0.0,0.0,False,0.36892857964051834,0.4418977539669522,7.0,9.0,4.0,22.0,4.0,29.0,9.0,33.0,44.0,39.0,44.0,56.0,48.0,4.0
85,85,30110.0,0.9651081855865884,0.0786573703160199,-31.59715520979277,0.4623259239491253,0.4585845862811077,0.026369623504652,0.2266666809670345,0.1850000008211093,0.2266666666666666,0.185,False,0.5883333182118562,0.5506073019620374,0.9870625673690628,0.0391450354079033,-48.28689194267693,0.4174277070651084,0.6257142872029026,0.2388095198150137,0.2388095198150137,0.1354761929820838,0.0,0.0,False,0.6257142872029025,0.6380407043334666,16.0,17.0,16.0,10.0,11.0,11.0,7.0,29.454545454545453,30.0,40.0,46.0,39.0,38.0,3.0
86,86,30111.0,0.9733973087060794,0.062634917987889,-34.78605305473339,0.4623497602044459,0.425728128031439,0.1362343043199371,0.3350418424453424,0.2744701080139129,0.3216666666666666,0.2666666666666667,False,0.3904880495407447,0.5496887176582755,0.8848805948037909,0.1180759597224056,-34.23733780996494,0.6179521048978478,0.541785716398539,0.1652023761479344,0.1652023761479344,0.2930119074535265,0.0,0.0,False,0.5417857163985391,0.36053519512635224,16.0,10.0,11.0,15.0,9.0,27.0,0.0,29.0,40.0,34.0,41.0,58.0,47.0,3.0
87,87,30112.0,0.9493509549409336,0.0869296374888309,-30.19718752870279,0.3661864073746884,0.3550673955915006,0.1063573913864628,0.1183601449451525,0.0488855608479572,0.0916666666666666,0.0466666666666667,False,0.8327542942068904,0.7077021462755474,0.9212214906467096,0.1008275205637061,-31.480124522831787,0.6872422323903496,0.7274000002317373,0.0001,0.0001,0.2724999997682626,0.0,0.0,False,0.7274000002317373,0.0003668378579787603,11.0,20.0,10.0,17.0,13.0,16.0,5.0,41.0,33.0,41.0,46.0,38.0,51.0,2.0
88,88,30113.0,0.9974778946538824,0.0232544205812249,-48.657640454942126,0.3957526956754757,0.3949714205545049,0.0582041225922996,0.0077724562093679,3.07924600470022e-05,0.0066666666666666,0.0,False,0.992196751330585,0.9960538922503271,0.6567172558633199,0.1987418934698271,-25.16324355950572,0.0,0.5167857164827946,0.5792261889061515,0.5792261889061515,0.0,0.0,0.0,False,0.4207738110938485,1.0,9.0,11.0,7.0,6.0,3.0,8.0,0.0,13.0,37.0,40.0,44.0,49.0,33.0,2.0
89,89,30114.0,0.9996495379723526,0.0079327910275604,-63.71450486051785,0.4868872203282288,0.4440927912611204,0.0896538217003699,0.2198936022760665,0.0457445206198836,0.2166666666666666,0.0433333333333333,False,0.7343618771040499,0.8277938417830122,0.8337155634723814,0.1484969794648545,-23.641591753211934,0.6200424171668605,0.8062351641750201,0.0001,0.0001,0.1936648358249799,0.0,0.0,False,0.8062351641750201,0.0005160895142518328,11.0,10.0,11.0,13.0,6.0,28.0,3.0,28.0,41.0,45.0,48.0,50.0,31.0,3.0
90,90,30116.0,0.6995417066820435,0.2065977157518796,-18.077744902328934,0.3153707845068879,0.0442391858569143,0.1652708860174792,0.4805718262646333,0.0191466337007581,0.405,0.01,False,0.5002815400346087,0.9616851582747531,0.9349667122715224,0.0942283734056374,-31.316316054369597,0.4770474730897386,0.91285714174845,0.0645238072369805,0.0645238072369805,0.0226190510145695,0.0,0.0,False,0.91285714174845,0.740437122807282,8.0,16.0,9.0,14.0,4.0,22.0,3.0,41.0,41.0,40.0,46.0,52.0,35.0,3.0
91,91,30118.0,0.9908803116282738,0.0439905944524312,-39.73291202502697,0.3902327319509714,0.387747715009813,0.0453402097946616,0.026844621469445,1.404627119394597e-06,0.0266666666666666,0.0,False,0.9731539739034356,0.9999476783970058,0.6009561049796985,0.1998034187219728,-36.11962361269761,1.0,0.2096428623993725,0.0797023735868279,0.0797023735868279,0.7106547640137995,0.0,0.0,False,0.2096428623993727,0.10084349187860696,20.0,22.0,15.0,19.0,20.0,16.0,10.0,50.0,33.0,43.0,37.0,44.0,42.0,0.0
