,subID,stimset_rows,chargeSpeed,responses,movie,trial_num,neg_score,neu_score,pos_score,pos-neg,pos-neu,neg-neu,neu-neg
4,24078,30,1.5,Playing independently near each other,50919f52-6a9c-4824-b24f-2f1aebd58e1b,4,0.02461419254541397,0.905899167060852,0.06948674470186234,0.044872552156448364,-0.8364124223589897,-0.8812849745154381,0.8812849745154381
1,24082,93,1.5,Slowly moving and touching one another,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,1,0.02597702480852604,0.8220790028572083,0.15194405615329742,0.12596703134477139,-0.6701349467039108,-0.7961019780486822,0.7961019780486822
3,24050,14,1.5,running around the park,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,3,0.02712787687778473,0.7748594284057617,0.1980126053094864,0.17088472843170166,-0.5768468230962753,-0.747731551527977,0.747731551527977
1,24018,8,1.5,smooth fight,9d425f58-501f-43f3-955e-05126bd09bb5,1,0.028020188212394714,0.2321363240480423,0.7398435473442078,0.711823359131813,0.5077072232961655,-0.20411613583564758,0.20411613583564758
6,24066,59,1.5,Slowly coming together to bump each other.,1a8cf3c1-690b-449c-bb36-fd3b251837c1,6,0.029303457587957382,0.7596040964126587,0.2110922932624817,0.1817888356745243,-0.548511803150177,-0.7303006388247013,0.7303006388247013
2,24024,17,1.5,playing independently then making contact,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,2,0.03135744854807854,0.9115482568740845,0.057094261050224304,0.025736812502145767,-0.8544539958238602,-0.8801908083260059,0.8801908083260059
1,24038,20,1.5,meeting,e4bc0778-6eb7-4065-bf77-a9b6e293735f,1,0.03244941309094429,0.7346080541610718,0.232942596077919,0.20049318298697472,-0.5016654580831528,-0.7021586410701275,0.7021586410701275
0,24030,25,1.5,coming together and then apart and then together again. Playing i reckon,e838dadb-c02f-4273-ae93-210720dcd06c,0,0.032971255481243134,0.88592928647995,0.0810994952917099,0.048128239810466766,-0.80482979118824,-0.8529580309987068,0.8529580309987068
4,24031,49,1.5,Hugging,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,4,0.03370846062898636,0.33747681975364685,0.6288148164749146,0.5951063558459282,0.2913379967212677,-0.3037683591246605,0.3037683591246605
4,24037,65,1.5,hugging,1b1159fc-de2b-4ae5-a736-d98d8524a366,4,0.03370846062898636,0.33747681975364685,0.6288148164749146,0.5951063558459282,0.2913379967212677,-0.3037683591246605,0.3037683591246605
5,24045,92,1.5,hugging,e4bc0778-6eb7-4065-bf77-a9b6e293735f,5,0.03370846062898636,0.33747681975364685,0.6288148164749146,0.5951063558459282,0.2913379967212677,-0.3037683591246605,0.3037683591246605
0,24028,6,1.5,the kids were sharing a toy,1b1159fc-de2b-4ae5-a736-d98d8524a366,0,0.03442429378628731,0.8806548714637756,0.08492089807987213,0.050496604293584824,-0.7957339733839035,-0.8462305776774883,0.8462305776774883
6,24020,2,1.5,running and finding each other,8ed7c0fc-1490-4e35-a000-7f7357a0772a,6,0.034685052931308746,0.6490205526351929,0.316294401884079,0.28160934895277023,-0.3327261507511139,-0.6143354997038841,0.6143354997038841
3,24074,76,1.5,synchronised dancing,50919f52-6a9c-4824-b24f-2f1aebd58e1b,3,0.03575529903173447,0.8397203683853149,0.12452425062656403,0.08876895159482956,-0.7151961177587509,-0.8039650693535805,0.8039650693535805
3,24070,24,1.5,pick a ball and drop on the same spot,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,3,0.039196450263261795,0.8853936791419983,0.07540980726480484,0.036213357001543045,-0.8099838718771935,-0.8461972288787365,0.8461972288787365
1,24071,22,1.5,Interacting in a respectful manner,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,1,0.04238826781511307,0.7285661697387695,0.22904564440250397,0.1866573765873909,-0.49952052533626556,-0.6861779019236565,0.6861779019236565
1,24047,9,1.5,Wrestling,7e595f18-f375-4ca5-b922-61b8d693804d,1,0.04289375990629196,0.7747588753700256,0.1823473423719406,0.13945358246564865,-0.592411532998085,-0.7318651154637337,0.7318651154637337
2,24089,34,1.5,dancing,38ad4b16-44e2-4e52-8d02-b23eca73a48d,2,0.0435335747897625,0.6183915138244629,0.33807486295700073,0.29454128816723824,-0.28031665086746216,-0.5748579390347004,0.5748579390347004
2,24027,6,1.5,dancing,1b1159fc-de2b-4ae5-a736-d98d8524a366,2,0.0435335747897625,0.6183915138244629,0.33807486295700073,0.29454128816723824,-0.28031665086746216,-0.5748579390347004,0.5748579390347004
6,24001,5,1.5,dancing,b3a507ff-2289-4ad3-8922-1a3d0532e154,6,0.0435335747897625,0.6183915138244629,0.33807486295700073,0.29454128816723824,-0.28031665086746216,-0.5748579390347004,0.5748579390347004
2,24062,63,1.5,mirroring one another,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,2,0.04542791098356247,0.8959993124008179,0.05857274308800697,0.013144832104444504,-0.8374265693128109,-0.8505714014172554,0.8505714014172554
5,24051,23,1.5,The dots were moving to and fro.,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,5,0.046039845794439316,0.9109821319580078,0.04297789931297302,-0.0030619464814662933,-0.8680042326450348,-0.8649422861635685,0.8649422861635685
3,24041,5,1.5,playing catch,b3a507ff-2289-4ad3-8922-1a3d0532e154,3,0.047090932726860046,0.8343207836151123,0.11858829110860825,0.0714973583817482,-0.7157324925065041,-0.7872298508882523,0.7872298508882523
1,24056,1,1.5,playing catch,50919f52-6a9c-4824-b24f-2f1aebd58e1b,1,0.047090932726860046,0.8343207836151123,0.11858829110860825,0.0714973583817482,-0.7157324925065041,-0.7872298508882523,0.7872298508882523
4,24044,43,1.5,mirroring each other,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,4,0.04871927201747894,0.904990017414093,0.0462907999753952,-0.0024284720420837402,-0.8586992174386978,-0.8562707453966141,0.8562707453966141
2,24072,11,1.5,gently tapping.,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,2,0.04944678023457527,0.7565812468528748,0.19397202134132385,0.14452524110674858,-0.5626092255115509,-0.7071344666182995,0.7071344666182995
3,24073,35,1.5,playing with each other,15dfbaca-4429-4c18-90f4-8d4804129e6f,3,0.04954452067613602,0.8889307975769043,0.06152470409870148,0.01198018342256546,-0.8274060934782028,-0.8393862769007683,0.8393862769007683
6,24052,82,1.5,playing football,9d425f58-501f-43f3-955e-05126bd09bb5,6,0.05476478487253189,0.7781093716621399,0.16712594032287598,0.11236115545034409,-0.6109834313392639,-0.723344586789608,0.723344586789608
3,24004,88,1.5,bumping,38ad4b16-44e2-4e52-8d02-b23eca73a48d,3,0.0548020638525486,0.42774054408073425,0.5174574851989746,0.462655421346426,0.08971694111824036,-0.37293848022818565,0.37293848022818565
0,24009,8,1.5,playing tag,9d425f58-501f-43f3-955e-05126bd09bb5,0,0.05536208301782608,0.8900986313819885,0.054539259523153305,-0.0008228234946727753,-0.8355593718588352,-0.8347365483641624,0.8347365483641624
0,24098,41,1.5,Playing tag,1b1159fc-de2b-4ae5-a736-d98d8524a366,0,0.05536208301782608,0.8900986313819885,0.054539259523153305,-0.0008228234946727753,-0.8355593718588352,-0.8347365483641624,0.8347365483641624
3,24054,4,1.5,chase,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,3,0.058274492621421814,0.673944354057312,0.267781138420105,0.20950664579868317,-0.40616321563720703,-0.6156698614358902,0.6156698614358902
6,24055,66,1.5,Handing a ball off back and forth,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,6,0.06484835594892502,0.8824255466461182,0.052726052701473236,-0.012122303247451782,-0.8296994939446449,-0.8175771906971931,0.8175771906971931
4,24006,52,1.5,running around ,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,4,0.06581021845340729,0.8522223234176636,0.08196742832660675,0.016157209873199463,-0.7702548950910568,-0.7864121049642563,0.7864121049642563
3,24086,69,1.5,Playing,15dfbaca-4429-4c18-90f4-8d4804129e6f,3,0.06836262345314026,0.7353695631027222,0.19626781344413757,0.12790518999099731,-0.5391017496585846,-0.6670069396495819,0.6670069396495819
6,24100,71,1.5,playing,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,6,0.06836262345314026,0.7353695631027222,0.19626781344413757,0.12790518999099731,-0.5391017496585846,-0.6670069396495819,0.6670069396495819
6,24000,22,1.5,playing,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,6,0.06836262345314026,0.7353695631027222,0.19626781344413757,0.12790518999099731,-0.5391017496585846,-0.6670069396495819,0.6670069396495819
6,24085,32,1.5,catch with a ball,1f6c6525-a740-48c2-8dfc-9c4fb520c630,6,0.07763495296239853,0.7885364890098572,0.1338285654783249,0.05619361251592636,-0.6547079235315323,-0.7109015360474586,0.7109015360474586
6,24077,24,1.5,charging,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,6,0.0780535414814949,0.6220501065254211,0.2998964190483093,0.22184287756681442,-0.3221536874771118,-0.5439965650439262,0.5439965650439262
3,24084,47,1.5,playing a game,38ad4b16-44e2-4e52-8d02-b23eca73a48d,3,0.084182508289814,0.7968027591705322,0.1190146952867508,0.0348321869969368,-0.6777880638837814,-0.7126202508807182,0.7126202508807182
6,24067,90,1.5,Bumping into each other,e838dadb-c02f-4273-ae93-210720dcd06c,6,0.08574504405260086,0.6743434071540833,0.2399114966392517,0.15416645258665085,-0.43443191051483154,-0.5885983631014824,0.5885983631014824
3,24007,13,1.5,Walking,1a8cf3c1-690b-449c-bb36-fd3b251837c1,3,0.0870337188243866,0.6653214693069458,0.2476448267698288,0.1606111079454422,-0.417676642537117,-0.5782877504825592,0.5782877504825592
